algorithm,feature_combo,name,st_num,dataset,MAE,RMSE,R2,WI
MLR,2,mlr_2,17860,train,0.3274506886576837,0.4033275821939884,0.9537604202927636,0.9021116680259014
MLR,2,mlr_2,17886,train,0.4884262031223371,0.5812497465251959,0.8966210592072368,0.8469766695594302
MLR,2,mlr_2,17924,train,0.5598330450015275,0.7218054159172571,0.7686638953046482,0.7854063026113173
MLR,3,mlr_3,17237,test,0.8265871913736293,1.007564190753218,0.5040863649519118,0.6703832683424504
MLR,3,mlr_3,17862,test,0.6123183029347645,0.7254486059082719,0.7787163780242705,0.7698899829337613
MLR,3,mlr_3,17884,test,0.902217906012603,1.0595500309038446,0.5696811388840872,0.6851369666490763
MLR,3,mlr_3,17186,train,1.061311174815286,1.4112140510608784,0.4854012210109932,0.7012902384178354
MLR,3,mlr_3,17227,train,0.9648080512140458,1.1597455780733177,0.661338212768687,0.7305454903864115
MLR,3,mlr_3,17296,train,0.7883541448706013,0.9556900995449584,0.6550823371329596,0.7235877186859111
MLR,3,mlr_3,17298,train,0.60679563025208,0.728805084476513,0.8392339132378877,0.8110073826072334
MLR,3,mlr_3,17824,train,1.5892113914367714,1.7673160180783474,0.3698669459870817,0.5890238614000689
MLR,3,mlr_3,17860,train,0.545469792085178,0.6659406668506577,0.8739423793873216,0.8369368887011392
MLR,3,mlr_3,17886,train,0.5509156792692722,0.6871511788518214,0.8555188742389049,0.8273987933186351
MLR,3,mlr_3,17924,train,1.287042555909002,1.4958993546590085,0.0064084361970135,0.5066543083959263
MLR,4,mlr_4,17237,test,0.4852875358933488,0.6146542130776839,0.8154464826552258,0.8064827362864281
MLR,4,mlr_4,17862,test,0.9763116438559122,1.1694440893487872,0.4249641822025085,0.6331008105541044
MLR,4,mlr_4,17884,test,0.4758940234712404,0.5898336743861428,0.866645838916257,0.8339187963515797
MLR,4,mlr_4,17186,train,0.6045670853255806,0.7322666545045566,0.8614452294709087,0.8298424682568156
MLR,4,mlr_4,17227,train,0.7600959711441164,0.9643592690705054,0.7658368974803577,0.7877180990496688
MLR,4,mlr_4,17296,train,0.5597150779737246,0.6777796726066605,0.8265164341723301,0.8037530181134465
MLR,4,mlr_4,17298,train,0.9090179403430602,1.0666804321545142,0.6556181066164248,0.7168771968066956
MLR,4,mlr_4,17824,train,0.7521957990160806,0.9136419447365636,0.8315946465944384,0.8054792920460778
MLR,4,mlr_4,17860,train,0.6578248943777951,0.8661975366365784,0.7867289433411963,0.8033493778692379
MLR,4,mlr_4,17886,train,0.896322256963484,1.082618320244784,0.6413612029442152,0.7191833361278404
MLR,4,mlr_4,17924,train,0.5482495941003189,0.6842215850810375,0.7921276684616243,0.7898464398622433
MLR,5,mlr_5,17237,test,0.4381021730626047,0.5233775924470693,0.8661892973255866,0.8252987610696082
MLR,5,mlr_5,17862,test,0.7091969188568262,0.8451733265960376,0.6996500698753723,0.7334828726835322
MLR,5,mlr_5,17884,test,0.3900732860479203,0.4850351808767318,0.9098233857357736,0.8638691858632929
MLR,5,mlr_5,17186,train,0.554127823287169,0.7083047838686315,0.8703646879186105,0.8440387758953332
MLR,5,mlr_5,17227,train,0.5468662647546818,0.6838810355360863,0.8822388965021005,0.8472695361442456
MLR,5,mlr_5,17296,train,0.4282678264719198,0.5204587242027059,0.8977051319755303,0.8498409785770074
MLR,5,mlr_5,17298,train,0.5690834361978828,0.6975696130806482,0.8527189875444827,0.8227532256993562
MLR,5,mlr_5,17824,train,0.5268365831818499,0.6382919724613827,0.9178055300753316,0.8637580464147633
MLR,5,mlr_5,17860,train,0.4105044560377354,0.5437002023840078,0.9159733554035352,0.8772835182170696
MLR,5,mlr_5,17886,train,0.6198224815929666,0.7590950307774179,0.8236811185792272,0.8058103766567619
MLR,5,mlr_5,17924,train,0.5196444002624108,0.6456301670661964,0.8149151910585481,0.8008113058432786
MLR,6,mlr_6,17237,test,0.670494488929005,0.8406714799143366,0.6547662630676412,0.7326280828669656
MLR,6,mlr_6,17862,test,1.170496624665243,1.3622104882629962,0.2197668290696509,0.5601258414344847
MLR,6,mlr_6,17884,test,0.9134463093337304,1.064638754689411,0.5655378097407673,0.6812183909859056
MLR,6,mlr_6,17186,train,0.9060998248103664,1.1487698564280877,0.6590041999625664,0.744975018579398
MLR,6,mlr_6,17227,train,1.2956186296611294,1.516402661229564,0.4210116553669697,0.638155711841051
MLR,6,mlr_6,17296,train,1.310994111251805,1.537999917916223,0.1067070934994116,0.5403399913119917
MLR,6,mlr_6,17298,train,1.1868071448565407,1.4147427218071142,0.3942037372665491,0.6303569480984985
MLR,6,mlr_6,17824,train,1.2822985075193165,1.576033788784476,0.4988879082978501,0.6683927059720486
MLR,6,mlr_6,17860,train,1.2095268048146732,1.4143655380379097,0.4313810043732822,0.6384232328640995
MLR,6,mlr_6,17886,train,0.950256901553831,1.1342334878837803,0.606348911916538,0.7022856781222231
MLR,6,mlr_6,17924,train,0.9619675911421964,1.1243175717456004,0.4387179646317959,0.6312611697461958
MLR,7,mlr_7,17237,test,0.3833111826808162,0.4900436860187463,0.8826913067902654,0.8471476686771808
MLR,7,mlr_7,17862,test,0.4356266688523463,0.526404759758122,0.883486677852224,0.8362909295317901
MLR,7,mlr_7,17884,test,0.3927238342348595,0.4993650108156531,0.9044163384090314,0.8629441769085595
MLR,7,mlr_7,17186,train,0.6367676867842976,0.8125188407182978,0.8294114617118541,0.8207794957631832
MLR,7,mlr_7,17227,train,0.4465990473412831,0.5350583347465376,0.9279153137529144,0.8752724677786258
MLR,7,mlr_7,17296,train,0.3633960362893392,0.4410868429964459,0.9265267132620404,0.8725862887069353
MLR,7,mlr_7,17298,train,0.2867836896284566,0.3476990838066106,0.9634086236267652,0.9106783282108992
MLR,7,mlr_7,17824,train,0.3500815254231093,0.4507992876040354,0.9590012820709872,0.9094675797764772
MLR,7,mlr_7,17860,train,0.2795393267434686,0.3565858502056704,0.9638568297325972,0.9164343232006864
MLR,7,mlr_7,17886,train,0.4247262946281097,0.5087543540150831,0.9208004337408172,0.8669337727701781
MLR,7,mlr_7,17924,train,0.5320396513202384,0.6936044847009946,0.7863873681496331,0.7960599915392919
MLR,8,mlr_8,17237,test,0.3885485936237869,0.4462393947267198,0.9027260801942364,0.8450591554563303
MLR,8,mlr_8,17862,test,0.2711951820769623,0.3364804807748395,0.9523946544158864,0.8980844967773893
MLR,8,mlr_8,17884,test,0.3392844497920714,0.3974102215017416,0.9394623565609572,0.8815938695980187
MLR,8,mlr_8,17186,train,0.5930085358009672,0.8025110293694501,0.8335878669970076,0.8330956626588568
MLR,8,mlr_8,17227,train,0.3331304921874201,0.4403345409917902,0.95117904693017,0.9069623089310432
MLR,8,mlr_8,17296,train,0.2014215344083739,0.2525457642456565,0.9759141798897925,0.9293776963134488
MLR,8,mlr_8,17298,train,0.201887428464534,0.246293167683989,0.9816398433684532,0.9371201247636598
MLR,8,mlr_8,17824,train,0.3268898118705101,0.4280282569732337,0.9630385742622872,0.91546504552252
MLR,8,mlr_8,17860,train,0.2164630389852186,0.2568361391986117,0.9812496103203958,0.935290391639828
MLR,8,mlr_8,17886,train,0.3124528689482153,0.3880398764308545,0.9539256475307438,0.9021088993454532
MLR,8,mlr_8,17924,train,0.4355737321252223,0.6012045177770097,0.8395101331704548,0.8330370482830571
MLR,9,mlr_9,17237,test,0.2861787404416013,0.3807025936525506,0.9292001606439388,0.8858810031432043
MLR,9,mlr_9,17862,test,0.2433817025163656,0.2941587644561219,0.9636169120826386,0.9085368386814044
MLR,9,mlr_9,17884,test,0.2006263818684166,0.2719500266454464,0.9716517890207929,0.9299838423241978
MLR,9,mlr_9,17186,train,0.30313717718777,0.3697694406683787,0.9646698891393244,0.9146809756900856
MLR,9,mlr_9,17227,train,0.1984954884352406,0.2775881113650328,0.9805981800711996,0.944563579844172
MLR,9,mlr_9,17296,train,0.1429149124427776,0.1867016320204819,0.9868363147572846,0.9498912547880428
MLR,9,mlr_9,17298,train,0.1643103309248222,0.2017487309905041,0.9876804944832824,0.9488238906841612
MLR,9,mlr_9,17824,train,0.3114293077387796,0.4143467587260818,0.9653636814065688,0.9194631909694404
MLR,9,mlr_9,17860,train,0.2202949123954675,0.2692423184757055,0.979394427973714,0.9341448887917416
MLR,9,mlr_9,17886,train,0.1756786589790513,0.2201433555455514,0.9851708011441016,0.944960091591208
MLR,9,mlr_9,17924,train,0.2543303191895184,0.3185561814993305,0.954941656707096,0.9025107859562422
MLR,10,mlr_10,17237,test,0.3893043956222326,0.4987130510815949,0.8785039752531733,0.8447577656125149
MLR,10,mlr_10,17862,test,0.4288728910242166,0.5199286623729819,0.8863358549134449,0.8388290080505014
MLR,10,mlr_10,17884,test,0.3903626728195246,0.4964024636628821,0.9055470989704804,0.8637681934133407
MLR,10,mlr_10,17186,train,0.636932337974169,0.8284010828427906,0.8226773212899576,0.820733154106902
MLR,10,mlr_10,17227,train,0.4436651129662995,0.5295261659564744,0.92939822891823,0.8760918658415408
MLR,10,mlr_10,17296,train,0.3700182987964076,0.4500112139375525,0.9235235124627722,0.8702643947980246
MLR,10,mlr_10,17298,train,0.2863733575643328,0.3445139396122767,0.9640759534237122,0.9108061302696694
MLR,10,mlr_10,17824,train,0.3480023751383662,0.446118495946567,0.9598482671899248,0.9100052559850652
MLR,10,mlr_10,17860,train,0.283358149493955,0.3559925750137169,0.9639769971948408,0.9152927217257216
MLR,10,mlr_10,17886,train,0.4179163282162189,0.5004173496544003,0.9233748668878178,0.8690673268953956
MLR,10,mlr_10,17924,train,0.531113057105141,0.6929060295637756,0.7868173645589888,0.7964151711421612
MLR,11,mlr_11,17237,test,0.436560981657525,0.536245956593879,0.859528356974083,0.8259133392763632
MLR,11,mlr_11,17862,test,0.4080850134947252,0.5011791241084756,0.8943858967127252,0.8466411195457081
MLR,11,mlr_11,17884,test,0.4118820309503538,0.4954551736295962,0.9059072459316192,0.8562582001714829
MLR,11,mlr_11,17186,train,0.5183471481023068,0.6109463491830033,0.903552912946211,0.8541093727262572
MLR,11,mlr_11,17227,train,0.6349995518859539,0.7606574686715848,0.854313599569305,0.8226554052456614
MLR,11,mlr_11,17296,train,0.5328540388081731,0.6443675713731117,0.8431990778322374,0.813171020368557
MLR,11,mlr_11,17298,train,0.4962991473760407,0.5884623408099235,0.895188483922984,0.8454226263405514
MLR,11,mlr_11,17824,train,1.0428555977780676,1.287913515697274,0.6653604746067466,0.7303135574024073
MLR,11,mlr_11,17860,train,0.4964959969486165,0.6127436718671984,0.8932775709149151,0.8515771483872956
MLR,11,mlr_11,17886,train,0.5469779599204366,0.6621391794885381,0.865845545480103,0.8286324759614727
MLR,11,mlr_11,17924,train,0.6097485483185277,0.7220287019605403,0.7685207483794836,0.7662728261053299
MLR,12,mlr_12,17237,test,0.4599547238145965,0.5561998877319081,0.8488798434409444,0.8165846575455961
MLR,12,mlr_12,17862,test,0.3747427402072169,0.4661212608542376,0.9086446900248796,0.8591711893450966
MLR,12,mlr_12,17884,test,0.3073697335533663,0.3759056238357229,0.9458367031811914,0.8927317158948891
MLR,12,mlr_12,17186,train,0.3374697696366701,0.4056884531211507,0.957472655908044,0.9050179468364664
MLR,12,mlr_12,17227,train,0.6244604885782608,0.7211346422268944,0.8690596603239022,0.8255987867108011
MLR,12,mlr_12,17296,train,0.5192251618130762,0.5929214237817707,0.867237461929918,0.8179495694590577
MLR,12,mlr_12,17298,train,0.3697119743761297,0.4428290442809041,0.9406468396834176,0.8848494777561844
MLR,12,mlr_12,17824,train,1.1484305414423754,1.3426526767576352,0.636310135560717,0.7030114735425406
MLR,12,mlr_12,17860,train,0.3862833279767304,0.4776732780244443,0.9351425416521668,0.8845241987425623
MLR,12,mlr_12,17886,train,0.4560549370339357,0.5549225074061866,0.905773902407064,0.8571185475253515
MLR,12,mlr_12,17924,train,0.6426006977294964,0.7351839590309727,0.7600088697794446,0.7536800285343219
MLR,13,mlr_13,17237,test,0.4527885220016721,0.5607242955422147,0.8464112700761496,0.8194423113353302
MLR,13,mlr_13,17862,test,0.3756671711429,0.4759496481348363,0.9047515338606196,0.8588237869934651
MLR,13,mlr_13,17884,test,0.4855264568252446,0.5935164557913488,0.8649753767285556,0.8305571947205542
MLR,13,mlr_13,17186,train,0.6372308015092368,0.764771642332707,0.8488714486491271,0.8206491504955986
MLR,13,mlr_13,17227,train,0.4041670154427892,0.5130960571705326,0.933711513985638,0.8871230139393151
MLR,13,mlr_13,17296,train,0.3602961418037132,0.4439027836916489,0.925585597721116,0.8736731719461241
MLR,13,mlr_13,17298,train,0.44877689455092,0.5313025922571334,0.9145611247013116,0.8602239111521925
MLR,13,mlr_13,17824,train,0.6161716515149445,0.7937164803506377,0.8729031960260726,0.8406556563721753
MLR,13,mlr_13,17860,train,0.4986616094641514,0.6104978541521596,0.8940584517265466,0.8509297587063731
MLR,13,mlr_13,17886,train,0.4077017343275814,0.5251802671074602,0.9156037160616308,0.8722675466337
MLR,13,mlr_13,17924,train,0.4355930781427344,0.5401127571049422,0.8704695077144138,0.8330296326196469
MLR,14,mlr_14,17237,test,0.4650279717342139,0.5746990977064899,0.838660156379186,0.8145616073270536
MLR,14,mlr_14,17862,test,0.4016371410874912,0.4939632378388654,0.8974052286725784,0.8490642384081661
MLR,14,mlr_14,17884,test,0.30559204663990813,0.3695607696894416,0.9476497004829363,0.8933521069225883
MLR,14,mlr_14,17186,train,0.3706568766494283,0.463343969841563,0.944525934101343,0.8956773188862255
MLR,14,mlr_14,17227,train,0.581020445959829,0.6787809993554108,0.88398875188837,0.8377308531530474
MLR,14,mlr_14,17296,train,0.5402258630210047,0.6146055703923673,0.8573491890262542,0.8105863155612403
MLR,14,mlr_14,17298,train,0.3572334558394193,0.4374949596043453,0.9420681015463456,0.8887360381759708
MLR,14,mlr_14,17824,train,1.208170077728426,1.4141806781454889,0.596527785102055,0.6875626011792515
MLR,14,mlr_14,17860,train,0.3477625832223508,0.44183521197486064,0.9445094946522794,0.8960396164253394
MLR,14,mlr_14,17886,train,0.41728415239456446,0.5177718156908848,0.9179679928475345,0.8692653868050302
MLR,14,mlr_14,17924,train,0.6450244407872645,0.7504994779495363,0.7499056187547702,0.7527509658629943
