Istasyon_No|Istasyon_Adi|YIL|AY|AYLIK_ORTALAMA_RUZGAR_HIZI
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|5|2.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|6|2.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|7|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|8|3.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|9|2.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|10|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|11|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2011|12|2.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|1|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|2|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|3|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|4|3.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|5|2.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|6|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|7|3.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|8|3.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|9|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|10|2.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|11|2.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|12|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|1|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|2|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|3|3.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|4|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|5|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|6|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|7|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|8|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|9|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|10|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|11|2.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|12|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|1|2.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|2|2.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|3|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|4|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|5|2.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|6|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|7|3.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|8|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|9|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|10|2.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|11|2.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|12|2.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|1|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|2|4.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|3|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|4|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|5|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|6|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|7|3.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|8|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|9|2.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|10|2.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|11|1.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|12|1.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|1|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|2|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|3|4.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|4|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|5|3.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|6|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|7|3.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|8|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|9|3.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|10|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|11|2.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|12|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|1|4.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|2|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|3|3.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|4|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|5|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|6|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|7|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|8|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|9|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|10|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|11|2.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|12|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|1|3.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|2|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|3|4.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|4|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|5|2.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|6|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|7|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|8|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|9|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|10|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|11|2.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|12|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|3.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|3.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|2.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|3.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|2.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|2.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|3.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|3.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|3.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|3.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|3.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|3.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|2.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|3.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|3.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|3.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|3.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|3.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|5|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|3.1
17296|FETH?YE|1960|1|1.3
17296|FETH?YE|1960|2|1.2
17296|FETH?YE|1960|3|1.4
17296|FETH?YE|1960|4|1.4
17296|FETH?YE|1960|5|1.1
17296|FETH?YE|1960|6|1.5
17296|FETH?YE|1960|7|1.3
17296|FETH?YE|1960|8|1.4
17296|FETH?YE|1960|9|1.2
17296|FETH?YE|1960|10|0.9
17296|FETH?YE|1960|11|0.7
17296|FETH?YE|1960|12|0.7
17296|FETH?YE|1961|1|0.8
17296|FETH?YE|1961|2|1.3
17296|FETH?YE|1961|3|1.3
17296|FETH?YE|1961|4|1.1
17296|FETH?YE|1961|5|1.1
17296|FETH?YE|1961|6|1.2
17296|FETH?YE|1961|7|1.1
17296|FETH?YE|1961|8|1.1
17296|FETH?YE|1961|9|1.4
17296|FETH?YE|1961|10|1.8
17296|FETH?YE|1961|11|1.6
17296|FETH?YE|1961|12|1.9
17296|FETH?YE|1962|1|1.0
17296|FETH?YE|1962|2|1.3
17296|FETH?YE|1962|3|1.7
17296|FETH?YE|1962|4|1.8
17296|FETH?YE|1962|5|1.8
17296|FETH?YE|1962|6|2.0
17296|FETH?YE|1962|7|2.3
17296|FETH?YE|1962|8|1.5
17296|FETH?YE|1962|9|1.5
17296|FETH?YE|1962|10|1.0
17296|FETH?YE|1962|11|0.8
17296|FETH?YE|1962|12|1.3
17296|FETH?YE|1963|1|1.1
17296|FETH?YE|1963|2|1.6
17296|FETH?YE|1963|3|1.9
17296|FETH?YE|1963|4|1.8
17296|FETH?YE|1963|5|1.6
17296|FETH?YE|1963|6|1.8
17296|FETH?YE|1963|7|1.9
17296|FETH?YE|1963|8|1.7
17296|FETH?YE|1963|9|2.3
17296|FETH?YE|1963|10|1.7
17296|FETH?YE|1963|11|0.9
17296|FETH?YE|1963|12|1.8
17296|FETH?YE|1964|1|1.7
17296|FETH?YE|1964|2|1.5
17296|FETH?YE|1964|3|1.8
17296|FETH?YE|1964|4|2.2
17296|FETH?YE|1964|5|2.1
17296|FETH?YE|1964|6|2.3
17296|FETH?YE|1964|7|2.4
17296|FETH?YE|1964|8|2.5
17296|FETH?YE|1964|9|2.3
17296|FETH?YE|1964|10|1.6
17296|FETH?YE|1964|11|2.0
17296|FETH?YE|1964|12|1.7
17296|FETH?YE|1965|1|2.2
17296|FETH?YE|1965|2|2.8
17296|FETH?YE|1965|3|2.3
17296|FETH?YE|1965|4|2.3
17296|FETH?YE|1965|5|2.2
17296|FETH?YE|1965|6|2.4
17296|FETH?YE|1965|7|2.9
17296|FETH?YE|1965|8|2.1
17296|FETH?YE|1965|9|1.8
17296|FETH?YE|1965|10|2.5
17296|FETH?YE|1965|11|1.7
17296|FETH?YE|1965|12|1.2
17296|FETH?YE|1966|1|1.4
17296|FETH?YE|1966|2|0.6
17296|FETH?YE|1966|3|1.4
17296|FETH?YE|1966|4|1.0
17296|FETH?YE|1966|5|1.2
17296|FETH?YE|1966|6|1.1
17296|FETH?YE|1966|7|1.1
17296|FETH?YE|1966|8|0.8
17296|FETH?YE|1966|9|1.0
17296|FETH?YE|1966|10|1.0
17296|FETH?YE|1966|11|0.6
17296|FETH?YE|1966|12|1.7
17296|FETH?YE|1967|1|2.2
17296|FETH?YE|1967|2|2.0
17296|FETH?YE|1967|3|2.6
17296|FETH?YE|1967|4|2.4
17296|FETH?YE|1967|5|2.2
17296|FETH?YE|1967|6|2.5
17296|FETH?YE|1967|7|2.6
17296|FETH?YE|1967|8|2.4
17296|FETH?YE|1967|9|2.0
17296|FETH?YE|1967|10|1.8
17296|FETH?YE|1967|11|1.9
17296|FETH?YE|1967|12|0.7
17296|FETH?YE|1968|1|1.5
17296|FETH?YE|1968|2|1.8
17296|FETH?YE|1968|3|2.0
17296|FETH?YE|1968|4|1.9
17296|FETH?YE|1968|5|2.1
17296|FETH?YE|1968|6|2.2
17296|FETH?YE|1968|7|2.0
17296|FETH?YE|1968|8|1.3
17296|FETH?YE|1968|9|1.3
17296|FETH?YE|1968|10|1.6
17296|FETH?YE|1968|11|1.2
17296|FETH?YE|1968|12|1.5
17296|FETH?YE|1969|1|2.2
17296|FETH?YE|1969|2|1.7
17296|FETH?YE|1969|3|1.9
17296|FETH?YE|1969|4|2.2
17296|FETH?YE|1969|5|1.7
17296|FETH?YE|1969|6|2.1
17296|FETH?YE|1969|7|2.2
17296|FETH?YE|1969|8|1.8
17296|FETH?YE|1969|9|1.8
17296|FETH?YE|1969|10|1.6
17296|FETH?YE|1969|11|1.3
17296|FETH?YE|1969|12|1.8
17296|FETH?YE|1970|1|1.3
17296|FETH?YE|1970|2|1.9
17296|FETH?YE|1970|3|2.2
17296|FETH?YE|1970|4|1.8
17296|FETH?YE|1970|5|2.3
17296|FETH?YE|1970|6|2.0
17296|FETH?YE|1970|7|2.0
17296|FETH?YE|1970|8|2.2
17296|FETH?YE|1970|9|1.9
17296|FETH?YE|1970|10|1.9
17296|FETH?YE|1970|11|1.3
17296|FETH?YE|1970|12|1.9
17296|FETH?YE|1971|1|1.3
17296|FETH?YE|1971|2|1.9
17296|FETH?YE|1971|3|2.2
17296|FETH?YE|1971|4|2.0
17296|FETH?YE|1971|5|1.9
17296|FETH?YE|1971|6|1.9
17296|FETH?YE|1971|7|2.0
17296|FETH?YE|1971|8|2.1
17296|FETH?YE|1971|9|1.7
17296|FETH?YE|1971|10|2.0
17296|FETH?YE|1971|11|1.3
17296|FETH?YE|1971|12|2.5
17296|FETH?YE|1972|1|1.2
17296|FETH?YE|1972|2|2.2
17296|FETH?YE|1972|3|1.9
17296|FETH?YE|1972|4|2.0
17296|FETH?YE|1972|5|1.9
17296|FETH?YE|1972|6|1.9
17296|FETH?YE|1972|7|2.0
17296|FETH?YE|1972|8|1.9
17296|FETH?YE|1972|9|1.6
17296|FETH?YE|1972|10|1.5
17296|FETH?YE|1972|11|1.6
17296|FETH?YE|1972|12|1.2
17296|FETH?YE|1973|1|1.9
17296|FETH?YE|1973|2|1.7
17296|FETH?YE|1973|3|2.4
17296|FETH?YE|1973|4|1.9
17296|FETH?YE|1973|5|1.9
17296|FETH?YE|1973|6|2.2
17296|FETH?YE|1973|7|1.9
17296|FETH?YE|1973|8|2.0
17296|FETH?YE|1973|9|1.7
17296|FETH?YE|1973|10|1.4
17296|FETH?YE|1973|11|1.8
17296|FETH?YE|1973|12|1.4
17296|FETH?YE|1974|1|2.1
17296|FETH?YE|1974|2|1.9
17296|FETH?YE|1974|3|1.8
17296|FETH?YE|1974|4|2.2
17296|FETH?YE|1974|5|2.0
17296|FETH?YE|1974|6|2.0
17296|FETH?YE|1974|7|2.3
17296|FETH?YE|1974|8|2.2
17296|FETH?YE|1974|9|1.9
17296|FETH?YE|1974|10|1.4
17296|FETH?YE|1974|11|1.3
17296|FETH?YE|1974|12|1.6
17296|FETH?YE|1975|1|1.6
17296|FETH?YE|1975|2|1.8
17296|FETH?YE|1975|3|1.9
17296|FETH?YE|1975|4|1.7
17296|FETH?YE|1975|5|1.7
17296|FETH?YE|1975|6|2.0
17296|FETH?YE|1975|7|2.0
17296|FETH?YE|1975|8|1.9
17296|FETH?YE|1975|9|2.2
17296|FETH?YE|1975|10|1.7
17296|FETH?YE|1975|11|1.4
17296|FETH?YE|1975|12|1.9
17296|FETH?YE|1976|1|1.7
17296|FETH?YE|1976|2|2.8
17296|FETH?YE|1976|3|1.7
17296|FETH?YE|1976|4|2.0
17296|FETH?YE|1976|5|1.8
17296|FETH?YE|1976|6|1.9
17296|FETH?YE|1976|7|2.0
17296|FETH?YE|1976|8|2.1
17296|FETH?YE|1976|9|1.8
17296|FETH?YE|1976|10|1.6
17296|FETH?YE|1976|11|1.6
17296|FETH?YE|1976|12|1.4
17296|FETH?YE|1977|1|2.1
17296|FETH?YE|1977|2|1.4
17296|FETH?YE|1977|3|2.1
17296|FETH?YE|1977|4|2.2
17296|FETH?YE|1977|5|1.9
17296|FETH?YE|1977|6|2.0
17296|FETH?YE|1977|7|2.1
17296|FETH?YE|1977|8|1.9
17296|FETH?YE|1977|9|1.8
17296|FETH?YE|1977|10|1.9
17296|FETH?YE|1977|11|1.4
17296|FETH?YE|1977|12|2.0
17296|FETH?YE|1978|1|1.8
17296|FETH?YE|1978|2|1.8
17296|FETH?YE|1978|3|2.0
17296|FETH?YE|1978|4|1.9
17296|FETH?YE|1978|5|1.9
17296|FETH?YE|1978|6|2.2
17296|FETH?YE|1978|7|1.8
17296|FETH?YE|1978|8|2.2
17296|FETH?YE|1978|9|1.9
17296|FETH?YE|1978|10|1.5
17296|FETH?YE|1978|11|1.5
17296|FETH?YE|1978|12|1.5
17296|FETH?YE|1979|1|2.2
17296|FETH?YE|1979|2|1.6
17296|FETH?YE|1979|3|1.7
17296|FETH?YE|1979|4|1.9
17296|FETH?YE|1979|5|1.8
17296|FETH?YE|1979|6|1.9
17296|FETH?YE|1979|7|2.2
17296|FETH?YE|1979|8|2.0
17296|FETH?YE|1979|9|1.8
17296|FETH?YE|1979|10|1.3
17296|FETH?YE|1979|11|1.6
17296|FETH?YE|1979|12|2.1
17296|FETH?YE|1980|1|1.8
17296|FETH?YE|1980|2|1.5
17296|FETH?YE|1980|3|1.9
17296|FETH?YE|1980|4|2.0
17296|FETH?YE|1980|5|2.0
17296|FETH?YE|1980|6|1.8
17296|FETH?YE|1980|7|1.8
17296|FETH?YE|1980|8|1.8
17296|FETH?YE|1980|9|1.8
17296|FETH?YE|1980|10|1.6
17296|FETH?YE|1980|11|1.4
17296|FETH?YE|1980|12|2.1
17296|FETH?YE|1981|1|2.2
17296|FETH?YE|1981|2|1.9
17296|FETH?YE|1981|3|1.8
17296|FETH?YE|1981|4|1.9
17296|FETH?YE|1981|5|1.8
17296|FETH?YE|1981|6|1.8
17296|FETH?YE|1981|7|1.9
17296|FETH?YE|1981|8|2.0
17296|FETH?YE|1981|9|1.2
17296|FETH?YE|1981|10|1.4
17296|FETH?YE|1981|11|1.4
17296|FETH?YE|1981|12|1.1
17296|FETH?YE|1982|1|1.3
17296|FETH?YE|1982|2|1.7
17296|FETH?YE|1982|3|1.9
17296|FETH?YE|1982|4|2.1
17296|FETH?YE|1982|5|1.7
17296|FETH?YE|1982|6|1.6
17296|FETH?YE|1982|7|2.2
17296|FETH?YE|1982|8|1.8
17296|FETH?YE|1982|9|1.8
17296|FETH?YE|1982|10|1.3
17296|FETH?YE|1982|11|2.4
17296|FETH?YE|1982|12|2.0
17296|FETH?YE|1983|1|2.3
17296|FETH?YE|1983|2|2.1
17296|FETH?YE|1983|3|2.1
17296|FETH?YE|1983|4|1.9
17296|FETH?YE|1983|5|1.9
17296|FETH?YE|1983|6|1.8
17296|FETH?YE|1983|7|2.2
17296|FETH?YE|1983|8|2.0
17296|FETH?YE|1983|9|1.7
17296|FETH?YE|1983|10|1.7
17296|FETH?YE|1983|11|1.3
17296|FETH?YE|1983|12|1.1
17296|FETH?YE|1984|1|1.5
17296|FETH?YE|1984|2|1.5
17296|FETH?YE|1984|3|2.0
17296|FETH?YE|1984|4|2.2
17296|FETH?YE|1984|5|1.8
17296|FETH?YE|1984|6|2.1
17296|FETH?YE|1984|7|2.3
17296|FETH?YE|1984|8|2.1
17296|FETH?YE|1984|9|1.5
17296|FETH?YE|1984|10|1.5
17296|FETH?YE|1984|11|1.2
17296|FETH?YE|1984|12|1.2
17296|FETH?YE|1985|1|1.6
17296|FETH?YE|1985|2|2.7
17296|FETH?YE|1985|3|1.6
17296|FETH?YE|1985|4|1.9
17296|FETH?YE|1985|5|1.9
17296|FETH?YE|1985|6|2.0
17296|FETH?YE|1985|7|2.0
17296|FETH?YE|1985|8|1.8
17296|FETH?YE|1985|9|1.7
17296|FETH?YE|1985|10|1.8
17296|FETH?YE|1985|11|1.2
17296|FETH?YE|1985|12|1.4
17296|FETH?YE|1986|1|1.5
17296|FETH?YE|1986|2|1.7
17296|FETH?YE|1986|3|1.5
17296|FETH?YE|1986|4|1.7
17296|FETH?YE|1986|5|2.0
17296|FETH?YE|1986|6|2.0
17296|FETH?YE|1986|7|1.9
17296|FETH?YE|1986|8|1.7
17296|FETH?YE|1986|9|1.6
17296|FETH?YE|1986|10|1.7
17296|FETH?YE|1986|11|1.8
17296|FETH?YE|1986|12|1.7
17296|FETH?YE|1987|1|1.7
17296|FETH?YE|1987|2|1.7
17296|FETH?YE|1987|3|2.1
17296|FETH?YE|1987|4|1.9
17296|FETH?YE|1987|5|1.7
17296|FETH?YE|1987|6|1.8
17296|FETH?YE|1987|7|2.0
17296|FETH?YE|1987|8|1.9
17296|FETH?YE|1987|9|1.6
17296|FETH?YE|1987|10|2.0
17296|FETH?YE|1987|11|1.4
17296|FETH?YE|1987|12|1.8
17296|FETH?YE|1988|1|1.5
17296|FETH?YE|1988|2|1.9
17296|FETH?YE|1988|3|2.0
17296|FETH?YE|1988|4|1.5
17296|FETH?YE|1988|5|1.7
17296|FETH?YE|1988|6|1.8
17296|FETH?YE|1988|7|2.1
17296|FETH?YE|1988|8|1.8
17296|FETH?YE|1988|9|1.6
17296|FETH?YE|1988|10|1.5
17296|FETH?YE|1988|11|1.7
17296|FETH?YE|1988|12|1.5
17296|FETH?YE|1989|1|2.0
17296|FETH?YE|1989|2|2.1
17296|FETH?YE|1989|3|1.7
17296|FETH?YE|1989|4|1.4
17296|FETH?YE|1989|5|1.8
17296|FETH?YE|1989|6|1.9
17296|FETH?YE|1989|7|1.8
17296|FETH?YE|1989|8|1.7
17296|FETH?YE|1989|9|1.7
17296|FETH?YE|1989|10|1.6
17296|FETH?YE|1989|11|1.3
17296|FETH?YE|1989|12|1.3
17296|FETH?YE|1990|1|1.5
17296|FETH?YE|1990|2|2.1
17296|FETH?YE|1990|3|1.7
17296|FETH?YE|1990|4|1.9
17296|FETH?YE|1990|5|1.7
17296|FETH?YE|1990|6|1.9
17296|FETH?YE|1990|7|1.8
17296|FETH?YE|1990|8|1.6
17296|FETH?YE|1990|9|1.8
17296|FETH?YE|1990|10|1.4
17296|FETH?YE|1990|11|1.1
17296|FETH?YE|1990|12|1.3
17296|FETH?YE|1991|1|1.2
17296|FETH?YE|1991|2|1.5
17296|FETH?YE|1991|3|1.6
17296|FETH?YE|1991|4|1.8
17296|FETH?YE|1991|5|1.7
17296|FETH?YE|1991|6|1.7
17296|FETH?YE|1991|7|1.6
17296|FETH?YE|1991|8|1.5
17296|FETH?YE|1991|9|1.6
17296|FETH?YE|1991|10|1.3
17296|FETH?YE|1991|11|1.3
17296|FETH?YE|1991|12|2.2
17296|FETH?YE|1992|1|1.3
17296|FETH?YE|1992|2|2.4
17296|FETH?YE|1992|3|1.6
17296|FETH?YE|1992|4|1.6
17296|FETH?YE|1992|5|1.5
17296|FETH?YE|1992|6|1.6
17296|FETH?YE|1992|7|1.7
17296|FETH?YE|1992|8|1.5
17296|FETH?YE|1992|9|1.7
17296|FETH?YE|1992|10|1.1
17296|FETH?YE|1992|11|1.6
17296|FETH?YE|1992|12|2.0
17296|FETH?YE|1993|1|1.9
17296|FETH?YE|1993|2|2.9
17296|FETH?YE|1993|3|1.6
17296|FETH?YE|1993|4|1.6
17296|FETH?YE|1993|5|1.5
17296|FETH?YE|1993|6|1.6
17296|FETH?YE|1993|7|1.8
17296|FETH?YE|1993|8|1.4
17296|FETH?YE|1993|9|1.5
17296|FETH?YE|1993|10|1.1
17296|FETH?YE|1993|11|1.5
17296|FETH?YE|1993|12|1.0
17296|FETH?YE|1994|1|1.2
17296|FETH?YE|1994|2|1.4
17296|FETH?YE|1994|3|1.7
17296|FETH?YE|1994|4|1.5
17296|FETH?YE|1994|5|1.5
17296|FETH?YE|1994|6|1.8
17296|FETH?YE|1994|7|1.5
17296|FETH?YE|1994|8|1.6
17296|FETH?YE|1994|9|1.2
17296|FETH?YE|1994|10|1.1
17296|FETH?YE|1994|11|1.9
17296|FETH?YE|1994|12|1.6
17296|FETH?YE|1995|1|1.3
17296|FETH?YE|1995|2|1.2
17296|FETH?YE|1995|3|1.6
17296|FETH?YE|1995|4|1.5
17296|FETH?YE|1995|5|1.4
17296|FETH?YE|1995|6|1.6
17296|FETH?YE|1995|7|1.7
17296|FETH?YE|1995|8|1.4
17296|FETH?YE|1995|9|1.4
17296|FETH?YE|1995|10|1.2
17296|FETH?YE|1995|11|1.2
17296|FETH?YE|1995|12|1.2
17296|FETH?YE|1996|1|1.0
17296|FETH?YE|1996|2|1.5
17296|FETH?YE|1996|3|1.7
17296|FETH?YE|1996|4|1.5
17296|FETH?YE|1996|5|1.5
17296|FETH?YE|1996|6|1.6
17296|FETH?YE|1996|7|1.6
17296|FETH?YE|1996|8|1.3
17296|FETH?YE|1996|9|1.3
17296|FETH?YE|1996|10|1.1
17296|FETH?YE|1996|11|0.8
17296|FETH?YE|1996|12|1.0
17296|FETH?YE|1997|1|1.4
17296|FETH?YE|1997|2|1.5
17296|FETH?YE|1997|3|1.6
17296|FETH?YE|1997|4|1.7
17296|FETH?YE|1997|5|1.2
17296|FETH?YE|1997|6|1.4
17296|FETH?YE|1997|7|1.7
17296|FETH?YE|1997|8|1.4
17296|FETH?YE|1997|9|1.2
17296|FETH?YE|1997|10|0.9
17296|FETH?YE|1997|11|0.7
17296|FETH?YE|1997|12|1.1
17296|FETH?YE|1998|1|0.9
17296|FETH?YE|1998|2|1.3
17296|FETH?YE|1998|3|1.8
17296|FETH?YE|1998|4|1.2
17296|FETH?YE|1998|5|1.4
17296|FETH?YE|1998|6|1.4
17296|FETH?YE|1998|7|1.4
17296|FETH?YE|1998|8|1.3
17296|FETH?YE|1998|9|1.3
17296|FETH?YE|1998|10|1.1
17296|FETH?YE|1998|11|0.8
17296|FETH?YE|1998|12|0.9
17296|FETH?YE|1999|1|1.1
17296|FETH?YE|1999|2|1.4
17296|FETH?YE|1999|3|1.4
17296|FETH?YE|1999|4|1.2
17296|FETH?YE|1999|5|1.4
17296|FETH?YE|1999|6|1.6
17296|FETH?YE|1999|7|1.4
17296|FETH?YE|1999|8|1.4
17296|FETH?YE|1999|9|1.2
17296|FETH?YE|1999|10|1.1
17296|FETH?YE|1999|11|0.9
17296|FETH?YE|1999|12|0.8
17296|FETH?YE|2000|1|1.4
17296|FETH?YE|2000|2|1.5
17296|FETH?YE|2000|3|1.4
17296|FETH?YE|2000|4|1.3
17296|FETH?YE|2000|5|1.3
17296|FETH?YE|2000|6|1.7
17296|FETH?YE|2000|7|1.4
17296|FETH?YE|2000|8|1.5
17296|FETH?YE|2000|9|1.3
17296|FETH?YE|2000|10|1.3
17296|FETH?YE|2000|11|0.8
17296|FETH?YE|2000|12|1.0
17296|FETH?YE|2001|1|0.7
17296|FETH?YE|2001|2|1.2
17296|FETH?YE|2001|3|1.2
17296|FETH?YE|2001|4|1.5
