Istasyon_No|Istasyon_Adi|YIL|AY|TOPLAM_ACIK_YUZEY_BUHARLASMASI_mm
17296|FETH?YE|1993|7|221.7
17296|FETH?YE|1993|8|194.8
17296|FETH?YE|1993|9|158.6
17296|FETH?YE|1993|10|101.2
17296|FETH?YE|1993|11|54.3
17296|FETH?YE|1993|12|29.0
17296|FETH?YE|1993|13|1249.2
17296|FETH?YE|1994|3|94.4
17296|FETH?YE|1994|4|96.8
17296|FETH?YE|1994|5|150.5
17296|FETH?YE|1994|6|208.5
17296|FETH?YE|1994|7|213.7
17296|FETH?YE|1994|8|242.9
17296|FETH?YE|1994|9|150.8
17296|FETH?YE|1994|10|91.7
17296|FETH?YE|1994|11|74.7
17296|FETH?YE|1994|13|1324.0
17296|FETH?YE|1995|3|76.8
17296|FETH?YE|1995|4|103.4
17296|FETH?YE|1995|5|148.9
17296|FETH?YE|1995|6|186.7
17296|FETH?YE|1995|7|223.5
17296|FETH?YE|1995|8|213.8
17296|FETH?YE|1995|9|162.0
17296|FETH?YE|1995|10|103.4
17296|FETH?YE|1995|11|19.2
17296|FETH?YE|1995|13|1237.7
17296|FETH?YE|1996|3|89.3
17296|FETH?YE|1996|4|98.0
17296|FETH?YE|1996|5|155.3
17296|FETH?YE|1996|6|205.5
17296|FETH?YE|1996|7|211.2
17296|FETH?YE|1996|8|196.0
17296|FETH?YE|1996|9|132.5
17296|FETH?YE|1996|10|80.5
17296|FETH?YE|1996|11|52.8
17296|FETH?YE|1996|12|37.0
17296|FETH?YE|1996|13|1258.1
17296|FETH?YE|1997|1|38.1
17296|FETH?YE|1997|3|79.5
17296|FETH?YE|1997|4|91.2
17296|FETH?YE|1997|5|141.5
17296|FETH?YE|1997|6|178.6
17296|FETH?YE|1997|7|250.9
17296|FETH?YE|1997|8|179.4
17296|FETH?YE|1997|9|142.1
17296|FETH?YE|1997|10|75.4
17296|FETH?YE|1997|11|39.5
17296|FETH?YE|1997|12|16.7
17296|FETH?YE|1997|13|1232.9
17296|FETH?YE|1998|3|71.1
17296|FETH?YE|1998|4|99.9
17296|FETH?YE|1998|5|123.7
17296|FETH?YE|1998|6|187.7
17296|FETH?YE|1998|7|214.9
17296|FETH?YE|1998|8|210.2
17296|FETH?YE|1998|9|150.3
17296|FETH?YE|1998|10|101.3
17296|FETH?YE|1998|11|42.1
17296|FETH?YE|1998|13|1201.2
17296|FETH?YE|1999|3|87.7
17296|FETH?YE|1999|4|103.5
17296|FETH?YE|1999|5|160.6
17296|FETH?YE|1999|6|215.7
17296|FETH?YE|1999|7|216.2
17296|FETH?YE|1999|8|194.5
17296|FETH?YE|1999|9|149.8
17296|FETH?YE|1999|10|99.7
17296|FETH?YE|1999|11|49.1
17296|FETH?YE|1999|13|1276.8
17296|FETH?YE|2000|3|83.3
17296|FETH?YE|2000|4|90.4
17296|FETH?YE|2000|5|155.5
17296|FETH?YE|2000|6|223.0
17296|FETH?YE|2000|7|233.2
17296|FETH?YE|2000|8|219.0
17296|FETH?YE|2000|9|157.2
17296|FETH?YE|2000|10|116.9
17296|FETH?YE|2000|11|40.8
17296|FETH?YE|2000|12|11.6
17296|FETH?YE|2000|13|1330.9
17296|FETH?YE|2001|3|83.9
17296|FETH?YE|2001|4|100.5
17296|FETH?YE|2001|5|155.5
17296|FETH?YE|2001|6|199.7
17296|FETH?YE|2001|7|225.6
17296|FETH?YE|2001|8|210.9
17296|FETH?YE|2001|9|154.5
17296|FETH?YE|2001|10|102.7
17296|FETH?YE|2001|11|54.7
17296|FETH?YE|2001|13|1288.0
17296|FETH?YE|2002|3|84.4
17296|FETH?YE|2002|4|97.3
17296|FETH?YE|2002|5|149.9
17296|FETH?YE|2002|6|219.9
17296|FETH?YE|2002|7|253.1
17296|FETH?YE|2002|8|254.7
17296|FETH?YE|2002|9|162.7
17296|FETH?YE|2002|10|108.5
17296|FETH?YE|2002|11|52.1
17296|FETH?YE|2002|13|1382.6
17296|FETH?YE|2003|3|105.4
17296|FETH?YE|2003|4|103.6
17296|FETH?YE|2003|5|183.0
17296|FETH?YE|2003|6|215.2
17296|FETH?YE|2003|7|286.8
17296|FETH?YE|2003|8|273.5
17296|FETH?YE|2003|9|209.7
17296|FETH?YE|2003|10|123.6
17296|FETH?YE|2003|11|76.5
17296|FETH?YE|2003|13|1577.3
17296|FETH?YE|2004|3|100.0
17296|FETH?YE|2004|4|121.7
17296|FETH?YE|2004|5|163.4
17296|FETH?YE|2004|6|222.1
17296|FETH?YE|2004|7|280.0
17296|FETH?YE|2004|8|233.6
17296|FETH?YE|2004|9|191.6
17296|FETH?YE|2004|10|112.6
17296|FETH?YE|2004|11|63.4
17296|FETH?YE|2004|13|1488.4
17296|FETH?YE|2005|3|84.5
17296|FETH?YE|2005|4|118.5
17296|FETH?YE|2005|5|182.3
17296|FETH?YE|2005|6|218.8
17296|FETH?YE|2005|7|237.6
17296|FETH?YE|2005|8|248.8
17296|FETH?YE|2005|9|188.4
17296|FETH?YE|2005|10|113.1
17296|FETH?YE|2005|11|56.5
17296|FETH?YE|2005|13|1448.5
17296|FETH?YE|2006|3|69.8
17296|FETH?YE|2006|4|123.5
17296|FETH?YE|2006|5|172.1
17296|FETH?YE|2006|6|214.1
17296|FETH?YE|2006|7|224.1
17296|FETH?YE|2006|8|239.4
17296|FETH?YE|2006|9|159.2
17296|FETH?YE|2006|10|91.8
17296|FETH?YE|2006|11|36.7
17296|FETH?YE|2006|13|1330.7
17296|FETH?YE|2007|3|106.5
17296|FETH?YE|2007|4|134.4
17296|FETH?YE|2007|5|175.1
17296|FETH?YE|2007|6|242.7
17296|FETH?YE|2007|7|246.2
17296|FETH?YE|2007|8|227.6
17296|FETH?YE|2007|9|181.6
17296|FETH?YE|2007|10|99.2
17296|FETH?YE|2007|11|31.7
17296|FETH?YE|2007|13|1445.0
17296|FETH?YE|2008|3|84.4
17296|FETH?YE|2008|4|105.3
17296|FETH?YE|2008|5|184.5
17296|FETH?YE|2008|6|205.8
17296|FETH?YE|2008|7|211.4
17296|FETH?YE|2008|8|199.3
17296|FETH?YE|2008|9|148.1
17296|FETH?YE|2008|10|106.7
17296|FETH?YE|2008|11|49.2
17296|FETH?YE|2008|12|0.8
17296|FETH?YE|2008|13|1295.5
17296|FETH?YE|2009|3|94.0
17296|FETH?YE|2009|4|119.4
17296|FETH?YE|2009|5|166.4
17296|FETH?YE|2009|6|244.6
17296|FETH?YE|2009|7|299.0
17296|FETH?YE|2009|8|239.9
17296|FETH?YE|2009|9|160.8
17296|FETH?YE|2009|10|101.3
17296|FETH?YE|2009|11|54.2
17296|FETH?YE|2009|12|0.8
17296|FETH?YE|2009|13|1480.4
17296|FETH?YE|2010|3|108.2
17296|FETH?YE|2010|4|130.2
17296|FETH?YE|2010|5|155.3
17296|FETH?YE|2010|6|186.8
17296|FETH?YE|2010|7|234.9
17296|FETH?YE|2010|8|202.8
17296|FETH?YE|2010|9|170.5
17296|FETH?YE|2010|10|123.1
17296|FETH?YE|2010|11|60.6
17296|FETH?YE|2010|12|1.4
17296|FETH?YE|2010|13|1373.8
17296|FETH?YE|2011|3|99.0
17296|FETH?YE|2011|4|108.9
17296|FETH?YE|2011|5|155.1
17296|FETH?YE|2011|6|223.0
17296|FETH?YE|2011|7|259.3
17296|FETH?YE|2011|8|254.3
17296|FETH?YE|2011|9|182.1
17296|FETH?YE|2011|10|101.5
17296|FETH?YE|2011|11|60.3
17296|FETH?YE|2011|12|1.2
17296|FETH?YE|2011|13|1444.7
17296|FETH?YE|2012|2|4.8
17296|FETH?YE|2012|3|116.1
17296|FETH?YE|2012|4|121.8
17296|FETH?YE|2012|5|161.0
17296|FETH?YE|2012|6|221.6
17296|FETH?YE|2012|7|266.0
17296|FETH?YE|2012|8|262.1
17296|FETH?YE|2012|9|168.1
17296|FETH?YE|2012|10|101.3
17296|FETH?YE|2012|11|59.3
17296|FETH?YE|2012|13|1482.1
17296|FETH?YE|2013|2|3.0
17296|FETH?YE|2013|3|82.6
17296|FETH?YE|2013|4|122.0
17296|FETH?YE|2013|5|180.0
17296|FETH?YE|2013|6|234.6
17296|FETH?YE|2013|7|257.6
17296|FETH?YE|2013|8|255.7
17296|FETH?YE|2013|9|202.5
17296|FETH?YE|2013|10|130.1
17296|FETH?YE|2013|11|52.3
17296|FETH?YE|2013|12|0.8
17296|FETH?YE|2013|13|1521.2
17296|FETH?YE|2014|2|43.4
17296|FETH?YE|2014|3|80.7
17296|FETH?YE|2014|4|116.0
17296|FETH?YE|2014|5|160.6
17296|FETH?YE|2014|6|224.6
17296|FETH?YE|2014|7|269.4
17296|FETH?YE|2014|8|223.5
17296|FETH?YE|2014|9|185.3
17296|FETH?YE|2014|10|111.5
17296|FETH?YE|2014|11|53.3
17296|FETH?YE|2014|13|1468.3
17296|FETH?YE|2015|2|1.0
17296|FETH?YE|2015|3|73.1
17296|FETH?YE|2015|4|148.6
17296|FETH?YE|2015|5|177.1
17296|FETH?YE|2015|6|208.2
17296|FETH?YE|2015|7|236.4
17296|FETH?YE|2015|8|231.0
17296|FETH?YE|2015|9|160.5
17296|FETH?YE|2015|10|113.6
17296|FETH?YE|2015|11|85.1
17296|FETH?YE|2015|12|47.6
17296|FETH?YE|2015|13|1482.2
17296|FETH?YE|2016|1|37.4
17296|FETH?YE|2016|2|63.4
17296|FETH?YE|2016|3|104.6
17296|FETH?YE|2016|4|153.6
17296|FETH?YE|2016|5|180.1
17296|FETH?YE|2016|6|257.0
17296|FETH?YE|2016|7|298.2
17296|FETH?YE|2016|8|243.2
17296|FETH?YE|2016|9|189.2
17296|FETH?YE|2016|10|129.1
17296|FETH?YE|2016|11|56.0
17296|FETH?YE|2016|12|42.4
17296|FETH?YE|2016|13|1754.2
17296|FETH?YE|2017|1|41.4
17296|FETH?YE|2017|2|64.0
17296|FETH?YE|2017|3|95.0
17296|FETH?YE|2017|4|134.3
17296|FETH?YE|2017|5|173.6
17296|FETH?YE|2017|6|243.5
17296|FETH?YE|2017|7|282.1
17296|FETH?YE|2017|8|232.4
17296|FETH?YE|2017|9|185.6
17296|FETH?YE|2017|10|111.1
17296|FETH?YE|2017|11|46.6
17296|FETH?YE|2017|12|32.2
17296|FETH?YE|2017|13|1641.8
17296|FETH?YE|2018|1|19.4
17296|FETH?YE|2018|3|77.5
17296|FETH?YE|2018|4|151.4
17296|FETH?YE|2018|5|187.3
17296|FETH?YE|2018|6|201.0
17296|FETH?YE|2018|7|252.8
17296|FETH?YE|2018|8|218.5
17296|FETH?YE|2018|9|179.6
17296|FETH?YE|2018|10|108.1
17296|FETH?YE|2018|11|54.8
17296|FETH?YE|2018|12|38.4
17296|FETH?YE|2018|13|1488.8
17296|FETH?YE|2019|1|6.5
17296|FETH?YE|2019|3|104.4
17296|FETH?YE|2019|4|120.5
17296|FETH?YE|2019|5|182.4
17296|FETH?YE|2019|6|232.7
17296|FETH?YE|2019|7|256.1
17296|FETH?YE|2019|8|267.4
17296|FETH?YE|2019|9|165.5
17296|FETH?YE|2019|10|117.7
17296|FETH?YE|2019|11|48.0
17296|FETH?YE|2019|13|1501.2
17296|FETH?YE|2020|3|1.5
17296|FETH?YE|2020|4|126.4
17296|FETH?YE|2020|5|195.6
17296|FETH?YE|2020|6|213.4
17296|FETH?YE|2020|7|246.6
17296|FETH?YE|2020|8|243.7
17296|FETH?YE|2020|9|189.8
17296|FETH?YE|2020|10|108.5
17296|FETH?YE|2020|11|69.3
17296|FETH?YE|2020|13|1394.8
17296|FETH?YE|2021|4|139.8
17296|FETH?YE|2021|5|215.8
17296|FETH?YE|2021|6|261.3
17298|MARMAR?S|1972|5|172.2
17298|MARMAR?S|1972|6|221.7
17298|MARMAR?S|1972|7|257.5
17298|MARMAR?S|1972|8|254.0
17298|MARMAR?S|1972|9|203.6
17298|MARMAR?S|1972|10|83.6
17298|MARMAR?S|1972|12|41.3
17298|MARMAR?S|1972|13|1233.9
17298|MARMAR?S|1973|1|34.1
17298|MARMAR?S|1973|2|70.8
17298|MARMAR?S|1973|3|60.8
17298|MARMAR?S|1973|4|98.1
17298|MARMAR?S|1973|5|216.3
17298|MARMAR?S|1973|6|229.9
17298|MARMAR?S|1973|7|271.0
17298|MARMAR?S|1973|8|263.0
17298|MARMAR?S|1973|9|197.5
17298|MARMAR?S|1973|10|141.3
17298|MARMAR?S|1973|11|117.8
17298|MARMAR?S|1973|12|75.8
17298|MARMAR?S|1973|13|1776.4
17298|MARMAR?S|1974|1|78.1
17298|MARMAR?S|1974|2|122.9
17298|MARMAR?S|1974|3|114.2
17298|MARMAR?S|1974|4|180.6
17298|MARMAR?S|1974|5|229.1
17298|MARMAR?S|1974|6|236.7
17298|MARMAR?S|1974|7|308.5
17298|MARMAR?S|1974|8|343.7
17298|MARMAR?S|1974|9|291.5
17298|MARMAR?S|1974|10|152.4
17298|MARMAR?S|1974|11|78.8
17298|MARMAR?S|1974|12|81.3
17298|MARMAR?S|1974|13|2217.8
17298|MARMAR?S|1975|1|68.4
17298|MARMAR?S|1975|2|50.5
17298|MARMAR?S|1975|3|95.4
17298|MARMAR?S|1975|4|158.0
17298|MARMAR?S|1975|5|176.9
17298|MARMAR?S|1975|6|210.0
17298|MARMAR?S|1975|7|302.6
17298|MARMAR?S|1975|8|270.0
17298|MARMAR?S|1975|9|201.5
17298|MARMAR?S|1975|10|130.8
17298|MARMAR?S|1975|11|113.8
17298|MARMAR?S|1975|12|100.3
17298|MARMAR?S|1975|13|1878.2
17298|MARMAR?S|1976|1|113.4
17298|MARMAR?S|1976|2|81.2
17298|MARMAR?S|1976|3|105.9
17298|MARMAR?S|1976|4|120.7
17298|MARMAR?S|1976|5|186.6
17298|MARMAR?S|1976|6|208.6
17298|MARMAR?S|1976|7|237.5
17298|MARMAR?S|1976|8|253.0
17298|MARMAR?S|1976|9|207.4
17298|MARMAR?S|1976|10|103.1
17298|MARMAR?S|1976|11|66.0
17298|MARMAR?S|1976|12|68.8
17298|MARMAR?S|1976|13|1752.2
17298|MARMAR?S|1977|1|67.5
17298|MARMAR?S|1977|2|70.0
17298|MARMAR?S|1977|3|87.7
17298|MARMAR?S|1977|4|130.1
17298|MARMAR?S|1977|5|193.7
17298|MARMAR?S|1977|6|238.2
17298|MARMAR?S|1977|7|310.7
17298|MARMAR?S|1977|8|264.5
17298|MARMAR?S|1977|9|178.1
17298|MARMAR?S|1977|10|116.1
17298|MARMAR?S|1977|11|73.8
17298|MARMAR?S|1977|12|45.5
17298|MARMAR?S|1977|13|1775.9
17298|MARMAR?S|1978|1|49.7
17298|MARMAR?S|1978|2|68.4
17298|MARMAR?S|1978|3|79.2
17298|MARMAR?S|1978|4|103.5
17298|MARMAR?S|1978|5|187.7
17298|MARMAR?S|1978|6|244.4
17298|MARMAR?S|1978|7|309.4
17298|MARMAR?S|1978|8|266.9
17298|MARMAR?S|1978|9|153.7
17298|MARMAR?S|1978|10|104.4
17298|MARMAR?S|1978|11|62.6
17298|MARMAR?S|1978|12|49.5
17298|MARMAR?S|1978|13|1679.4
17298|MARMAR?S|1979|1|71.5
17298|MARMAR?S|1979|2|55.7
17298|MARMAR?S|1979|3|82.8
17298|MARMAR?S|1979|4|119.2
17298|MARMAR?S|1979|5|148.9
17298|MARMAR?S|1979|6|225.3
17298|MARMAR?S|1979|7|298.4
17298|MARMAR?S|1979|8|254.2
17298|MARMAR?S|1979|9|196.2
17298|MARMAR?S|1979|10|102.8
17298|MARMAR?S|1979|11|53.9
17298|MARMAR?S|1979|12|43.6
17298|MARMAR?S|1979|13|1652.5
17298|MARMAR?S|1980|1|37.9
17298|MARMAR?S|1980|2|50.1
17298|MARMAR?S|1980|3|78.6
17298|MARMAR?S|1980|4|91.5
17298|MARMAR?S|1980|5|146.5
17298|MARMAR?S|1980|6|236.0
17298|MARMAR?S|1980|7|277.2
17298|MARMAR?S|1980|8|252.6
17298|MARMAR?S|1980|9|183.8
17298|MARMAR?S|1980|10|107.9
17298|MARMAR?S|1980|11|52.0
17298|MARMAR?S|1980|12|64.9
17298|MARMAR?S|1980|13|1579.0
17298|MARMAR?S|1981|1|39.4
17298|MARMAR?S|1981|2|48.4
17298|MARMAR?S|1981|3|92.4
17298|MARMAR?S|1981|4|128.1
17298|MARMAR?S|1981|5|158.4
17298|MARMAR?S|1981|6|244.8
17298|MARMAR?S|1981|7|279.2
17298|MARMAR?S|1981|8|264.0
17298|MARMAR?S|1981|9|176.1
17298|MARMAR?S|1981|10|113.3
17298|MARMAR?S|1981|11|74.9
17298|MARMAR?S|1981|12|78.7
17298|MARMAR?S|1981|13|1697.7
17298|MARMAR?S|1982|1|49.4
17298|MARMAR?S|1982|2|50.6
17298|MARMAR?S|1982|3|105.7
17298|MARMAR?S|1982|4|109.1
17298|MARMAR?S|1982|5|142.1
17298|MARMAR?S|1982|6|195.4
17298|MARMAR?S|1982|7|273.8
17298|MARMAR?S|1982|8|251.3
17298|MARMAR?S|1982|9|185.0
17298|MARMAR?S|1982|10|94.3
17298|MARMAR?S|1982|11|79.4
17298|MARMAR?S|1982|12|56.1
17298|MARMAR?S|1982|13|1592.2
17298|MARMAR?S|1983|1|43.0
17298|MARMAR?S|1983|2|53.9
17298|MARMAR?S|1983|3|79.9
17298|MARMAR?S|1983|4|115.7
17298|MARMAR?S|1983|5|159.5
17298|MARMAR?S|1983|6|181.8
17298|MARMAR?S|1983|7|254.2
17298|MARMAR?S|1983|8|244.1
17298|MARMAR?S|1983|9|169.3
17298|MARMAR?S|1983|10|110.6
17298|MARMAR?S|1983|11|57.2
17298|MARMAR?S|1983|12|45.4
17298|MARMAR?S|1983|13|1514.6
17298|MARMAR?S|1984|1|45.6
17298|MARMAR?S|1984|2|45.9
17298|MARMAR?S|1984|3|79.2
17298|MARMAR?S|1984|4|102.3
17298|MARMAR?S|1984|5|176.2
17298|MARMAR?S|1984|6|246.3
17298|MARMAR?S|1984|7|307.7
17298|MARMAR?S|1984|8|223.4
17298|MARMAR?S|1984|9|143.7
17298|MARMAR?S|1984|10|104.0
17298|MARMAR?S|1984|11|42.6
17298|MARMAR?S|1984|12|32.3
17298|MARMAR?S|1984|13|1549.2
17298|MARMAR?S|1985|1|47.4
17298|MARMAR?S|1985|2|35.4
17298|MARMAR?S|1985|3|70.1
17298|MARMAR?S|1985|4|115.7
17298|MARMAR?S|1985|5|170.6
17298|MARMAR?S|1985|6|241.4
17298|MARMAR?S|1985|7|277.2
17298|MARMAR?S|1985|8|225.7
17298|MARMAR?S|1985|9|167.9
17298|MARMAR?S|1985|10|105.9
17298|MARMAR?S|1985|11|52.6
17298|MARMAR?S|1985|12|42.3
17298|MARMAR?S|1985|13|1552.2
17298|MARMAR?S|1986|1|53.3
17298|MARMAR?S|1986|2|50.6
17298|MARMAR?S|1986|3|82.8
17298|MARMAR?S|1986|4|129.3
17298|MARMAR?S|1986|5|180.8
17298|MARMAR?S|1986|6|215.0
17298|MARMAR?S|1986|7|287.6
17298|MARMAR?S|1986|8|257.2
17298|MARMAR?S|1986|9|170.5
17298|MARMAR?S|1986|10|106.1
17298|MARMAR?S|1986|11|59.1
17298|MARMAR?S|1986|12|33.0
17298|MARMAR?S|1986|13|1625.3
17298|MARMAR?S|1987|1|42.6
17298|MARMAR?S|1987|2|58.8
17298|MARMAR?S|1987|3|11.8
17298|MARMAR?S|1987|4|108.9
17298|MARMAR?S|1987|5|148.0
17298|MARMAR?S|1987|6|213.1
17298|MARMAR?S|1987|7|259.8
17298|MARMAR?S|1987|8|262.4
17298|MARMAR?S|1987|9|187.1
17298|MARMAR?S|1987|10|166.7
17298|MARMAR?S|1987|11|53.7
17298|MARMAR?S|1987|12|68.4
17298|MARMAR?S|1987|13|1581.3
17298|MARMAR?S|1988|1|41.2
17298|MARMAR?S|1988|2|43.9
17298|MARMAR?S|1988|3|64.6
17298|MARMAR?S|1988|4|92.1
17298|MARMAR?S|1988|5|159.4
17298|MARMAR?S|1988|6|224.6
17298|MARMAR?S|1988|7|361.8
17298|MARMAR?S|1988|8|315.3
17298|MARMAR?S|1988|9|222.6
17298|MARMAR?S|1988|10|132.9
17298|MARMAR?S|1988|11|68.7
17298|MARMAR?S|1988|12|20.4
17298|MARMAR?S|1988|13|1747.5
17298|MARMAR?S|1989|1|27.6
17298|MARMAR?S|1989|2|25.6
17298|MARMAR?S|1989|3|58.3
17298|MARMAR?S|1989|4|139.8
17298|MARMAR?S|1989|5|189.8
17298|MARMAR?S|1989|6|222.1
17298|MARMAR?S|1989|7|277.3
17298|MARMAR?S|1989|8|218.2
17298|MARMAR?S|1989|9|179.5
17298|MARMAR?S|1989|10|101.2
17298|MARMAR?S|1989|11|48.4
17298|MARMAR?S|1989|12|41.3
17298|MARMAR?S|1989|13|1529.1
17298|MARMAR?S|1990|1|56.4
17298|MARMAR?S|1990|2|76.6
17298|MARMAR?S|1990|3|91.9
17298|MARMAR?S|1990|4|130.7
17298|MARMAR?S|1990|5|213.3
17298|MARMAR?S|1990|6|288.5
17298|MARMAR?S|1990|7|386.8
17298|MARMAR?S|1990|8|338.7
17298|MARMAR?S|1990|9|296.4
17298|MARMAR?S|1990|10|174.0
17298|MARMAR?S|1990|11|85.9
17298|MARMAR?S|1990|12|31.1
17298|MARMAR?S|1990|13|2170.3
17298|MARMAR?S|1991|3|104.5
17298|MARMAR?S|1991|4|140.2
17298|MARMAR?S|1991|7|311.8
17298|MARMAR?S|1991|8|305.6
17298|MARMAR?S|1991|9|248.5
17298|MARMAR?S|1991|10|177.0
17298|MARMAR?S|1991|11|70.0
17298|MARMAR?S|1991|12|69.0
17298|MARMAR?S|1991|13|1426.6
17298|MARMAR?S|1992|1|61.5
17298|MARMAR?S|1992|2|59.5
17298|MARMAR?S|1992|3|124.5
17298|MARMAR?S|1992|4|119.9
17298|MARMAR?S|1992|5|148.2
17298|MARMAR?S|1992|6|248.4
17298|MARMAR?S|1992|7|315.6
17298|MARMAR?S|1992|8|267.2
17298|MARMAR?S|1992|9|214.9
17298|MARMAR?S|1992|10|135.3
17298|MARMAR?S|1992|11|87.8
17298|MARMAR?S|1992|12|65.9
17298|MARMAR?S|1992|13|1848.7
17298|MARMAR?S|1993|1|58.2
17298|MARMAR?S|1993|2|53.0
17298|MARMAR?S|1993|3|110.1
17298|MARMAR?S|1993|4|118.7
17298|MARMAR?S|1993|5|145.9
17298|MARMAR?S|1993|6|255.3
17298|MARMAR?S|1993|7|261.0
17298|MARMAR?S|1993|8|289.2
17298|MARMAR?S|1993|9|180.8
17298|MARMAR?S|1993|10|136.3
17298|MARMAR?S|1993|11|50.1
17298|MARMAR?S|1993|12|37.6
17298|MARMAR?S|1993|13|1696.2
17298|MARMAR?S|1994|1|41.5
17298|MARMAR?S|1994|2|35.3
17298|MARMAR?S|1994|3|99.3
17298|MARMAR?S|1994|4|108.8
17298|MARMAR?S|1994|5|196.4
17298|MARMAR?S|1994|6|285.4
17298|MARMAR?S|1994|7|317.1
17298|MARMAR?S|1994|8|327.5
17298|MARMAR?S|1994|9|202.5
17298|MARMAR?S|1994|10|104.6
17298|MARMAR?S|1994|11|58.9
17298|MARMAR?S|1994|12|10.6
17298|MARMAR?S|1994|13|1787.9
17298|MARMAR?S|1995|1|30.4
17298|MARMAR?S|1995|2|43.9
17298|MARMAR?S|1995|3|76.1
17298|MARMAR?S|1995|4|115.8
17298|MARMAR?S|1995|5|189.8
17298|MARMAR?S|1995|6|267.4
17298|MARMAR?S|1995|7|318.4
17298|MARMAR?S|1995|8|324.6
17298|MARMAR?S|1995|9|207.7
17298|MARMAR?S|1995|10|120.5
17298|MARMAR?S|1995|11|53.9
17298|MARMAR?S|1995|12|44.9
17298|MARMAR?S|1995|13|1793.4
17298|MARMAR?S|1996|1|44.2
17298|MARMAR?S|1996|2|52.4
17298|MARMAR?S|1996|3|80.8
17298|MARMAR?S|1996|4|112.8
17298|MARMAR?S|1996|5|194.9
17298|MARMAR?S|1996|6|270.2
17298|MARMAR?S|1996|7|296.9
17298|MARMAR?S|1996|8|293.3
17298|MARMAR?S|1996|9|181.6
17298|MARMAR?S|1996|10|103.5
17298|MARMAR?S|1996|11|49.5
17298|MARMAR?S|1996|12|37.0
17298|MARMAR?S|1996|13|1717.1
17298|MARMAR?S|1997|1|50.2
17298|MARMAR?S|1997|3|59.8
17298|MARMAR?S|1997|4|105.5
17298|MARMAR?S|1997|5|203.3
17298|MARMAR?S|1997|6|294.9
17298|MARMAR?S|1997|7|345.5
17298|MARMAR?S|1997|8|234.1
17298|MARMAR?S|1997|9|195.8
17298|MARMAR?S|1997|10|96.4
17298|MARMAR?S|1997|11|43.9
17298|MARMAR?S|1997|12|41.3
17298|MARMAR?S|1997|13|1670.7
17298|MARMAR?S|1998|1|29.9
17298|MARMAR?S|1998|2|57.0
17298|MARMAR?S|1998|3|90.2
17298|MARMAR?S|1998|4|112.5
17298|MARMAR?S|1998|5|128.8
17298|MARMAR?S|1998|6|260.5
17298|MARMAR?S|1998|7|324.2
17298|MARMAR?S|1998|8|292.6
17298|MARMAR?S|1998|9|194.7
17298|MARMAR?S|1998|10|117.1
17298|MARMAR?S|1998|11|58.9
17298|MARMAR?S|1998|12|30.5
17298|MARMAR?S|1998|13|1696.9
17298|MARMAR?S|1999|1|40.6
17298|MARMAR?S|1999|2|46.3
17298|MARMAR?S|1999|3|90.9
17298|MARMAR?S|1999|4|106.5
17298|MARMAR?S|1999|5|197.0
17298|MARMAR?S|1999|6|267.4
17298|MARMAR?S|1999|7|268.2
17298|MARMAR?S|1999|8|255.5
17298|MARMAR?S|1999|9|170.7
17298|MARMAR?S|1999|10|130.6
17298|MARMAR?S|1999|11|62.2
17298|MARMAR?S|1999|12|39.7
17298|MARMAR?S|1999|13|1675.6
17298|MARMAR?S|2000|1|30.0
17298|MARMAR?S|2000|4|89.2
17298|MARMAR?S|2000|5|170.8
17298|MARMAR?S|2000|6|268.7
17298|MARMAR?S|2000|7|258.9
17298|MARMAR?S|2000|8|272.1
17298|MARMAR?S|2000|9|235.8
17298|MARMAR?S|2000|10|150.5
17298|MARMAR?S|2000|11|84.8
17298|MARMAR?S|2000|12|69.8
17298|MARMAR?S|2000|13|1630.6
17298|MARMAR?S|2001|1|53.8
17298|MARMAR?S|2001|2|40.3
17298|MARMAR?S|2001|4|91.5
17298|MARMAR?S|2001|5|201.3
17298|MARMAR?S|2001|6|298.6
17298|MARMAR?S|2001|7|327.8
17298|MARMAR?S|2001|8|296.2
17298|MARMAR?S|2001|9|197.0
17298|MARMAR?S|2001|10|127.1
17298|MARMAR?S|2001|11|57.2
17298|MARMAR?S|2001|12|21.3
17298|MARMAR?S|2001|13|1712.1
17298|MARMAR?S|2002|1|1.6
17298|MARMAR?S|2002|4|94.1
17298|MARMAR?S|2002|5|192.1
17298|MARMAR?S|2002|6|283.8
17298|MARMAR?S|2002|7|276.7
17298|MARMAR?S|2002|8|261.6
17298|MARMAR?S|2002|9|148.3
17298|MARMAR?S|2002|10|109.6
17298|MARMAR?S|2002|11|64.4
17298|MARMAR?S|2002|12|29.6
17298|MARMAR?S|2002|13|1461.8
17298|MARMAR?S|2003|4|103.4
17298|MARMAR?S|2003|5|218.2
17298|MARMAR?S|2003|6|253.7
17298|MARMAR?S|2003|7|321.2
17298|MARMAR?S|2003|8|254.1
17298|MARMAR?S|2003|9|192.7
17298|MARMAR?S|2003|10|140.7
17298|MARMAR?S|2003|11|77.9
17298|MARMAR?S|2003|12|46.1
17298|MARMAR?S|2003|13|1608.0
17298|MARMAR?S|2004|4|144.0
17298|MARMAR?S|2004|5|190.1
17298|MARMAR?S|2004|6|258.0
17298|MARMAR?S|2004|7|306.1
17298|MARMAR?S|2004|8|281.0
17298|MARMAR?S|2004|9|207.1
17298|MARMAR?S|2004|10|149.9
17298|MARMAR?S|2004|11|58.1
