Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_NEM_%
17824|G?NEY|1997|4|67.1
17824|G?NEY|1997|5|55.2
17824|G?NEY|1997|6|55.4
17824|G?NEY|1997|7|47.7
17824|G?NEY|1997|8|57.5
17824|G?NEY|1997|9|52.3
17824|G?NEY|1997|10|70.1
17824|G?NEY|1997|11|70.3
17824|G?NEY|1997|12|76.2
17824|G?NEY|1997|13|61.6
17824|G?NEY|1998|1|70.6
17824|G?NEY|1998|2|61.7
17824|G?NEY|1998|3|67.4
17824|G?NEY|1998|4|62.0
17824|G?NEY|1998|5|68.3
17824|G?NEY|1998|6|55.1
17824|G?NEY|1998|7|47.1
17824|G?NEY|1998|8|48.8
17824|G?NEY|1998|9|57.4
17824|G?NEY|1998|10|56.5
17824|G?NEY|1998|11|70.8
17824|G?NEY|1998|12|81.2
17824|G?NEY|1998|13|62.2
17824|G?NEY|1999|1|74.0
17824|G?NEY|1999|2|74.7
17824|G?NEY|1999|3|65.4
17824|G?NEY|1999|4|59.0
17824|G?NEY|1999|5|49.5
17824|G?NEY|1999|6|55.4
17824|G?NEY|1999|7|50.3
17824|G?NEY|1999|8|51.6
17824|G?NEY|1999|9|51.1
17824|G?NEY|1999|10|59.3
17824|G?NEY|1999|11|55.3
17824|G?NEY|1999|12|71.8
17824|G?NEY|1999|13|59.7
17824|G?NEY|2000|1|73.0
17824|G?NEY|2000|2|65.5
17824|G?NEY|2000|3|62.6
17824|G?NEY|2000|4|64.7
17824|G?NEY|2000|5|59.5
17824|G?NEY|2000|6|48.7
17824|G?NEY|2000|7|40.5
17824|G?NEY|2000|8|48.6
17824|G?NEY|2000|9|50.6
17824|G?NEY|2000|10|56.7
17824|G?NEY|2000|11|51.9
17824|G?NEY|2000|12|68.9
17824|G?NEY|2000|13|57.6
17824|G?NEY|2001|1|67.0
17824|G?NEY|2001|2|65.8
17824|G?NEY|2001|3|54.7
17824|G?NEY|2001|4|57.3
17824|G?NEY|2001|5|56.4
17824|G?NEY|2001|6|49.5
17824|G?NEY|2001|7|52.1
17824|G?NEY|2001|8|53.0
17824|G?NEY|2001|9|53.8
17824|G?NEY|2001|10|56.8
17824|G?NEY|2001|11|72.9
17824|G?NEY|2001|12|81.7
17824|G?NEY|2001|13|60.0
17824|G?NEY|2002|1|71.9
17824|G?NEY|2002|2|61.1
17824|G?NEY|2002|3|68.1
17824|G?NEY|2002|4|72.4
17824|G?NEY|2002|5|56.6
17824|G?NEY|2002|6|57.6
17824|G?NEY|2002|7|55.8
17824|G?NEY|2002|8|56.0
17824|G?NEY|2002|9|61.9
17824|G?NEY|2002|10|64.1
17824|G?NEY|2002|11|63.8
17824|G?NEY|2002|12|73.0
17824|G?NEY|2002|13|63.6
17824|G?NEY|2003|1|75.0
17824|G?NEY|2003|2|76.6
17824|G?NEY|2003|3|62.2
17824|G?NEY|2003|4|69.7
17824|G?NEY|2003|5|54.3
17824|G?NEY|2003|6|48.6
17824|G?NEY|2003|7|49.5
17824|G?NEY|2003|8|45.5
17824|G?NEY|2003|9|53.1
17824|G?NEY|2003|10|49.3
17824|G?NEY|2003|11|58.6
17824|G?NEY|2003|12|64.6
17824|G?NEY|2003|13|58.8
17824|G?NEY|2004|1|65.8
17824|G?NEY|2004|2|57.6
17824|G?NEY|2004|3|47.7
17824|G?NEY|2004|4|49.4
17824|G?NEY|2004|5|48.2
17824|G?NEY|2004|6|45.1
17824|G?NEY|2004|7|39.5
17824|G?NEY|2004|8|43.2
17824|G?NEY|2004|9|44.6
17824|G?NEY|2004|10|49.8
17824|G?NEY|2004|11|57.6
17824|G?NEY|2004|12|60.9
17824|G?NEY|2004|13|50.8
17824|G?NEY|2005|1|59.8
17824|G?NEY|2005|2|58.6
17824|G?NEY|2005|3|56.6
17824|G?NEY|2005|4|47.6
17824|G?NEY|2005|5|46.8
17824|G?NEY|2005|6|47.4
17824|G?NEY|2005|7|41.8
17824|G?NEY|2005|8|44.4
17824|G?NEY|2005|9|48.2
17824|G?NEY|2005|10|52.9
17824|G?NEY|2005|11|60.0
17824|G?NEY|2005|12|61.7
17824|G?NEY|2005|13|52.1
17824|G?NEY|2006|1|64.4
17824|G?NEY|2006|2|63.2
17824|G?NEY|2006|3|59.6
17824|G?NEY|2006|4|52.6
17824|G?NEY|2006|5|51.9
17824|G?NEY|2006|6|48.5
17824|G?NEY|2006|7|43.0
17824|G?NEY|2006|8|40.8
17824|G?NEY|2006|9|52.8
17824|G?NEY|2006|10|64.0
17824|G?NEY|2006|11|62.9
17824|G?NEY|2006|12|58.9
17824|G?NEY|2006|13|55.2
17824|G?NEY|2007|1|66.3
17824|G?NEY|2007|2|72.1
17824|G?NEY|2007|3|66.8
17824|G?NEY|2007|4|53.7
17824|G?NEY|2007|5|41.1
17824|G?NEY|2007|6|38.2
17824|G?NEY|2007|7|27.5
17824|G?NEY|2007|8|31.9
17824|G?NEY|2007|9|32.8
17824|G?NEY|2007|10|54.0
17824|G?NEY|2007|11|74.2
17824|G?NEY|2007|12|76.6
17824|G?NEY|2007|13|52.8
17824|G?NEY|2008|1|63.7
17824|G?NEY|2008|2|63.5
17824|G?NEY|2008|3|64.9
17824|G?NEY|2008|4|62.2
17824|G?NEY|2008|5|48.0
17824|G?NEY|2008|6|38.7
17824|G?NEY|2008|7|34.6
17824|G?NEY|2008|8|34.4
17824|G?NEY|2008|9|72.8
17824|G?NEY|2008|10|61.8
17824|G?NEY|2008|11|69.0
17824|G?NEY|2008|12|69.6
17824|G?NEY|2008|13|56.0
17824|G?NEY|2009|1|78.5
17824|G?NEY|2009|2|84.6
17824|G?NEY|2009|3|71.1
17824|G?NEY|2009|4|66.5
17824|G?NEY|2009|5|54.9
17824|G?NEY|2009|6|43.5
17824|G?NEY|2009|7|40.9
17824|G?NEY|2009|8|36.4
17824|G?NEY|2009|9|57.4
17824|G?NEY|2009|10|57.0
17824|G?NEY|2009|11|72.1
17824|G?NEY|2009|12|79.4
17824|G?NEY|2009|13|62.1
17824|G?NEY|2010|1|78.2
17824|G?NEY|2010|2|76.1
17824|G?NEY|2010|3|67.3
17824|G?NEY|2010|4|61.9
17824|G?NEY|2010|5|49.1
17824|G?NEY|2010|6|58.9
17824|G?NEY|2010|7|48.5
17824|G?NEY|2010|8|41.7
17824|G?NEY|2010|9|50.0
17824|G?NEY|2010|10|68.0
17824|G?NEY|2010|11|56.3
17824|G?NEY|2010|12|73.7
17824|G?NEY|2010|13|61.1
17824|G?NEY|2011|1|76.4
17824|G?NEY|2011|2|71.4
17824|G?NEY|2011|3|71.1
17824|G?NEY|2011|4|73.9
17824|G?NEY|2011|5|67.9
17824|G?NEY|2011|6|55.7
17824|G?NEY|2011|7|41.4
17824|G?NEY|2011|8|41.3
17824|G?NEY|2011|9|40.7
17824|G?NEY|2011|10|62.5
17824|G?NEY|2011|11|53.3
17824|G?NEY|2011|12|70.3
17824|G?NEY|2011|13|60.5
17824|G?NEY|2012|1|84.0
17824|G?NEY|2012|2|73.3
17824|G?NEY|2012|3|63.4
17824|G?NEY|2012|4|60.0
17824|G?NEY|2012|5|70.0
17824|G?NEY|2012|6|47.0
17824|G?NEY|2012|7|41.8
17824|G?NEY|2012|8|38.0
17824|G?NEY|2012|9|42.7
17824|G?NEY|2012|10|57.3
17824|G?NEY|2012|11|70.9
17824|G?NEY|2012|12|80.9
17824|G?NEY|2012|13|60.7
17824|G?NEY|2013|1|78.4
17824|G?NEY|2013|2|77.5
17824|G?NEY|2013|3|64.8
17824|G?NEY|2013|4|61.2
17824|G?NEY|2013|5|52.5
17824|G?NEY|2013|6|49.4
17824|G?NEY|2013|7|45.0
17824|G?NEY|2013|8|40.9
17824|G?NEY|2013|9|44.6
17824|G?NEY|2013|10|52.6
17824|G?NEY|2013|11|68.1
17824|G?NEY|2013|12|60.8
17824|G?NEY|2013|13|57.8
17824|G?NEY|2014|1|77.7
17824|G?NEY|2014|2|68.5
17824|G?NEY|2014|3|66.4
17824|G?NEY|2014|4|61.4
17824|G?NEY|2014|5|63.2
17824|G?NEY|2014|6|56.4
17824|G?NEY|2014|7|45.4
17824|G?NEY|2014|8|47.4
17824|G?NEY|2014|9|59.8
17824|G?NEY|2014|10|66.2
17824|G?NEY|2014|11|72.3
17824|G?NEY|2014|12|78.7
17824|G?NEY|2014|13|63.5
17824|G?NEY|2015|1|79.2
17824|G?NEY|2015|2|76.0
17824|G?NEY|2015|3|78.0
17824|G?NEY|2015|4|59.0
17824|G?NEY|2015|5|55.9
17824|G?NEY|2015|6|64.7
17824|G?NEY|2015|7|44.0
17824|G?NEY|2015|8|48.8
17824|G?NEY|2015|9|52.4
17824|G?NEY|2015|10|63.4
17824|G?NEY|2015|11|56.2
17824|G?NEY|2015|12|56.7
17824|G?NEY|2015|13|61.2
17824|G?NEY|2016|1|70.7
17824|G?NEY|2016|2|63.3
17824|G?NEY|2016|3|62.6
17824|G?NEY|2016|4|47.0
17824|G?NEY|2016|5|58.9
17824|G?NEY|2016|6|43.8
17824|G?NEY|2016|7|41.9
17824|G?NEY|2016|8|47.1
17824|G?NEY|2016|9|51.3
17824|G?NEY|2016|10|54.5
17824|G?NEY|2016|11|58.4
17824|G?NEY|2016|12|66.7
17824|G?NEY|2016|13|55.5
17824|G?NEY|2017|1|76.3
17824|G?NEY|2017|2|65.9
17824|G?NEY|2017|3|64.0
17824|G?NEY|2017|4|58.5
17824|G?NEY|2017|5|61.4
17824|G?NEY|2017|6|57.6
17824|G?NEY|2017|7|40.0
17824|G?NEY|2017|8|52.0
17824|G?NEY|2017|9|41.0
17824|G?NEY|2017|10|57.6
17824|G?NEY|2017|11|67.5
17824|G?NEY|2017|12|78.0
17824|G?NEY|2017|13|60.0
17824|G?NEY|2018|1|74.5
17824|G?NEY|2018|2|77.8
17824|G?NEY|2018|3|66.7
17824|G?NEY|2018|4|49.5
17824|G?NEY|2018|5|61.0
17824|G?NEY|2018|6|60.3
17824|G?NEY|2018|7|47.6
17824|G?NEY|2018|8|50.9
17824|G?NEY|2018|9|46.3
17824|G?NEY|2018|10|63.0
17824|G?NEY|2018|11|69.3
17824|G?NEY|2018|12|89.5
17824|G?NEY|2018|13|63.0
17824|G?NEY|2019|1|86.5
17824|G?NEY|2019|2|75.2
17824|G?NEY|2019|3|61.9
17824|G?NEY|2019|4|61.7
17824|G?NEY|2019|5|52.4
17824|G?NEY|2019|6|58.5
17824|G?NEY|2019|7|43.1
17824|G?NEY|2019|8|39.5
17824|G?NEY|2019|9|52.2
17824|G?NEY|2019|10|55.1
17824|G?NEY|2019|11|63.1
17824|G?NEY|2019|12|76.5
17824|G?NEY|2019|13|60.4
17824|G?NEY|2020|1|71.9
17824|G?NEY|2020|2|78.4
17824|G?NEY|2020|3|69.2
17824|G?NEY|2020|4|61.4
17824|G?NEY|2020|5|55.2
17824|G?NEY|2020|6|53.0
17824|G?NEY|2020|7|41.2
17824|G?NEY|2020|8|39.6
17824|G?NEY|2020|9|46.5
17824|G?NEY|2020|10|60.2
17824|G?NEY|2020|11|61.3
17824|G?NEY|2020|12|81.4
17824|G?NEY|2020|13|58.9
17824|G?NEY|2021|1|82.0
17824|G?NEY|2021|2|62.5
17824|G?NEY|2021|3|69.1
17824|G?NEY|2021|4|57.8
17824|G?NEY|2021|5|40.9
17824|G?NEY|2021|6|54.3
17860|NAZ?LL?|1960|1|88.7
17860|NAZ?LL?|1960|2|88.1
17860|NAZ?LL?|1960|3|80.9
17860|NAZ?LL?|1960|4|80.9
17860|NAZ?LL?|1960|5|72.0
17860|NAZ?LL?|1960|6|70.7
17860|NAZ?LL?|1960|7|63.8
17860|NAZ?LL?|1960|8|68.0
17860|NAZ?LL?|1960|9|73.5
17860|NAZ?LL?|1960|10|79.8
17860|NAZ?LL?|1960|11|88.5
17860|NAZ?LL?|1960|12|90.5
17860|NAZ?LL?|1960|13|78.7
17860|NAZ?LL?|1961|1|91.8
17860|NAZ?LL?|1961|2|90.8
17860|NAZ?LL?|1961|3|85.2
17860|NAZ?LL?|1961|4|78.2
17860|NAZ?LL?|1961|5|73.2
17860|NAZ?LL?|1961|6|67.4
17860|NAZ?LL?|1961|7|64.3
17860|NAZ?LL?|1961|8|63.7
17860|NAZ?LL?|1961|9|66.1
17860|NAZ?LL?|1961|10|72.6
17860|NAZ?LL?|1961|11|77.9
17860|NAZ?LL?|1961|12|87.7
17860|NAZ?LL?|1961|13|76.5
17860|NAZ?LL?|1962|1|84.5
17860|NAZ?LL?|1962|2|86.4
17860|NAZ?LL?|1962|3|80.5
17860|NAZ?LL?|1962|4|76.1
17860|NAZ?LL?|1962|5|62.4
17860|NAZ?LL?|1962|6|53.4
17860|NAZ?LL?|1962|7|48.4
17860|NAZ?LL?|1962|8|51.9
17860|NAZ?LL?|1962|9|61.7
17860|NAZ?LL?|1962|10|74.2
17860|NAZ?LL?|1962|11|75.8
17860|NAZ?LL?|1962|12|81.5
17860|NAZ?LL?|1962|13|69.6
17860|NAZ?LL?|1963|1|85.0
17860|NAZ?LL?|1963|2|80.5
17860|NAZ?LL?|1963|3|77.8
17860|NAZ?LL?|1963|4|71.0
17860|NAZ?LL?|1963|5|64.8
17860|NAZ?LL?|1963|6|55.0
17860|NAZ?LL?|1963|7|47.5
17860|NAZ?LL?|1963|8|49.4
17860|NAZ?LL?|1963|9|55.1
17860|NAZ?LL?|1963|10|68.2
17860|NAZ?LL?|1963|11|72.6
17860|NAZ?LL?|1963|12|72.2
17860|NAZ?LL?|1963|13|66.5
17860|NAZ?LL?|1964|1|69.7
17860|NAZ?LL?|1964|2|74.7
17860|NAZ?LL?|1964|3|73.9
17860|NAZ?LL?|1964|4|59.5
17860|NAZ?LL?|1964|5|55.3
17860|NAZ?LL?|1964|6|47.8
17860|NAZ?LL?|1964|7|44.3
17860|NAZ?LL?|1964|8|49.3
17860|NAZ?LL?|1964|9|59.3
17860|NAZ?LL?|1964|10|64.6
17860|NAZ?LL?|1964|11|76.3
17860|NAZ?LL?|1964|12|81.1
17860|NAZ?LL?|1964|13|62.9
17860|NAZ?LL?|1965|1|78.2
17860|NAZ?LL?|1965|2|80.6
17860|NAZ?LL?|1965|3|74.5
17860|NAZ?LL?|1965|4|71.8
17860|NAZ?LL?|1965|5|64.4
17860|NAZ?LL?|1965|6|51.6
17860|NAZ?LL?|1965|7|46.8
17860|NAZ?LL?|1965|8|53.2
17860|NAZ?LL?|1965|9|58.2
17860|NAZ?LL?|1965|10|67.7
17860|NAZ?LL?|1965|11|73.8
17860|NAZ?LL?|1965|12|78.3
17860|NAZ?LL?|1965|13|66.5
17860|NAZ?LL?|1966|1|80.3
17860|NAZ?LL?|1966|2|74.6
17860|NAZ?LL?|1966|3|75.6
17860|NAZ?LL?|1966|4|68.7
17860|NAZ?LL?|1966|5|63.1
17860|NAZ?LL?|1966|6|51.2
17860|NAZ?LL?|1966|7|45.3
17860|NAZ?LL?|1966|8|48.1
17860|NAZ?LL?|1966|9|61.6
17860|NAZ?LL?|1966|10|66.4
17860|NAZ?LL?|1966|11|74.5
17860|NAZ?LL?|1966|12|81.1
17860|NAZ?LL?|1966|13|65.8
17860|NAZ?LL?|1967|1|79.5
17860|NAZ?LL?|1967|2|75.5
17860|NAZ?LL?|1967|3|71.6
17860|NAZ?LL?|1967|4|72.8
17860|NAZ?LL?|1967|5|62.7
17860|NAZ?LL?|1967|6|48.7
17860|NAZ?LL?|1967|7|42.6
17860|NAZ?LL?|1967|8|42.1
17860|NAZ?LL?|1967|9|54.4
17860|NAZ?LL?|1967|10|64.6
17860|NAZ?LL?|1967|11|71.0
17860|NAZ?LL?|1967|12|75.6
17860|NAZ?LL?|1967|13|63.4
17860|NAZ?LL?|1968|1|76.8
17860|NAZ?LL?|1968|2|72.0
17860|NAZ?LL?|1968|3|71.9
17860|NAZ?LL?|1968|4|61.1
17860|NAZ?LL?|1968|5|45.5
17860|NAZ?LL?|1968|6|43.0
17860|NAZ?LL?|1968|7|32.3
17860|NAZ?LL?|1968|8|40.9
17860|NAZ?LL?|1968|9|50.7
17860|NAZ?LL?|1968|10|61.1
17860|NAZ?LL?|1968|11|74.8
17860|NAZ?LL?|1968|12|79.6
17860|NAZ?LL?|1968|13|59.1
17860|NAZ?LL?|1969|1|80.0
17860|NAZ?LL?|1971|11|71.3
17860|NAZ?LL?|1971|12|71.7
17860|NAZ?LL?|1972|1|70.1
17860|NAZ?LL?|1972|2|66.9
17860|NAZ?LL?|1972|3|62.6
17860|NAZ?LL?|1972|4|65.8
17860|NAZ?LL?|1972|5|57.1
17860|NAZ?LL?|1972|6|53.5
17860|NAZ?LL?|1972|7|55.5
17860|NAZ?LL?|1972|8|55.2
17860|NAZ?LL?|1972|9|63.2
17860|NAZ?LL?|1972|10|70.3
17860|NAZ?LL?|1972|11|65.5
17860|NAZ?LL?|1972|12|63.5
17860|NAZ?LL?|1972|13|62.4
17860|NAZ?LL?|1973|1|67.2
17860|NAZ?LL?|1973|2|71.4
17860|NAZ?LL?|1973|3|65.8
17860|NAZ?LL?|1973|4|70.4
17860|NAZ?LL?|1973|5|49.9
17860|NAZ?LL?|1973|6|43.5
17860|NAZ?LL?|1973|7|46.9
17860|NAZ?LL?|1973|8|46.3
17860|NAZ?LL?|1973|9|51.1
17860|NAZ?LL?|1973|10|62.0
17860|NAZ?LL?|1973|11|58.9
17860|NAZ?LL?|1973|12|75.1
17860|NAZ?LL?|1973|13|59.0
17860|NAZ?LL?|1974|1|60.6
17860|NAZ?LL?|1974|2|68.1
17860|NAZ?LL?|1974|3|63.3
17860|NAZ?LL?|1974|4|60.2
17860|NAZ?LL?|1974|5|55.9
17860|NAZ?LL?|1974|6|43.6
17860|NAZ?LL?|1974|7|38.4
17860|NAZ?LL?|1974|8|49.9
17860|NAZ?LL?|1974|9|50.0
17860|NAZ?LL?|1974|10|63.1
17860|NAZ?LL?|1974|11|70.2
17860|NAZ?LL?|1974|12|64.0
17860|NAZ?LL?|1974|13|57.2
17860|NAZ?LL?|1975|1|65.6
17860|NAZ?LL?|1975|2|50.3
17860|NAZ?LL?|1975|3|40.0
17860|NAZ?LL?|1975|4|55.9
17860|NAZ?LL?|1975|5|64.2
17860|NAZ?LL?|1975|6|56.0
17860|NAZ?LL?|1975|7|53.2
17860|NAZ?LL?|1975|8|56.5
17860|NAZ?LL?|1975|9|46.4
17860|NAZ?LL?|1975|10|54.7
17860|NAZ?LL?|1975|11|63.7
17860|NAZ?LL?|1975|12|66.1
17860|NAZ?LL?|1975|13|56.1
17860|NAZ?LL?|1976|1|65.9
17860|NAZ?LL?|1976|2|56.0
17860|NAZ?LL?|1976|3|62.9
17860|NAZ?LL?|1976|4|65.6
17860|NAZ?LL?|1976|5|58.4
17860|NAZ?LL?|1976|6|49.8
17860|NAZ?LL?|1976|7|51.3
17860|NAZ?LL?|1976|8|52.6
17860|NAZ?LL?|1976|9|54.0
17860|NAZ?LL?|1976|10|64.3
17860|NAZ?LL?|1976|11|68.1
17860|NAZ?LL?|1976|12|63.6
17860|NAZ?LL?|1976|13|59.4
17860|NAZ?LL?|1977|1|63.2
17860|NAZ?LL?|1977|2|68.7
17860|NAZ?LL?|1977|3|58.1
17860|NAZ?LL?|1977|4|50.9
17860|NAZ?LL?|1977|5|45.2
17860|NAZ?LL?|1977|6|43.9
17860|NAZ?LL?|1977|7|42.7
17860|NAZ?LL?|1977|8|45.4
17860|NAZ?LL?|1977|9|54.8
17860|NAZ?LL?|1977|10|53.5
17860|NAZ?LL?|1977|11|67.7
17860|NAZ?LL?|1977|12|63.3
17860|NAZ?LL?|1977|13|54.7
17860|NAZ?LL?|1978|1|71.0
17860|NAZ?LL?|1978|2|69.2
17860|NAZ?LL?|1978|3|62.5
17860|NAZ?LL?|1978|4|65.0
17860|NAZ?LL?|1978|5|51.3
17860|NAZ?LL?|1978|6|43.9
17860|NAZ?LL?|1978|7|40.1
17860|NAZ?LL?|1978|8|48.4
17860|NAZ?LL?|1978|9|57.7
17860|NAZ?LL?|1978|10|64.3
17860|NAZ?LL?|1978|11|55.9
17860|NAZ?LL?|1978|12|70.9
17860|NAZ?LL?|1978|13|58.3
17860|NAZ?LL?|1979|1|67.9
17860|NAZ?LL?|1979|2|66.0
17860|NAZ?LL?|1979|3|63.5
17860|NAZ?LL?|1979|4|55.3
17860|NAZ?LL?|1979|5|60.6
17860|NAZ?LL?|1979|6|50.5
17860|NAZ?LL?|1979|7|44.8
17860|NAZ?LL?|1979|8|50.8
17860|NAZ?LL?|1979|9|49.4
17860|NAZ?LL?|1979|10|63.4
17860|NAZ?LL?|1979|11|67.6
17860|NAZ?LL?|1979|12|65.1
17860|NAZ?LL?|1979|13|58.7
17860|NAZ?LL?|1980|1|67.1
17860|NAZ?LL?|1980|2|61.5
17860|NAZ?LL?|1980|3|63.6
17860|NAZ?LL?|1980|4|62.2
17860|NAZ?LL?|1980|5|53.0
17860|NAZ?LL?|1980|6|46.9
17860|NAZ?LL?|1980|7|47.6
17860|NAZ?LL?|1980|8|49.3
17860|NAZ?LL?|1980|9|49.4
17860|NAZ?LL?|1980|10|57.3
17860|NAZ?LL?|1980|11|67.0
17860|NAZ?LL?|1980|12|68.9
17860|NAZ?LL?|1980|13|57.8
17860|NAZ?LL?|1981|1|75.7
17860|NAZ?LL?|1981|2|63.3
17860|NAZ?LL?|1981|3|62.1
17860|NAZ?LL?|1981|4|52.5
17860|NAZ?LL?|1981|5|51.1
17860|NAZ?LL?|1981|6|40.8
17860|NAZ?LL?|1981|7|45.5
17860|NAZ?LL?|1981|8|44.0
17860|NAZ?LL?|1981|9|50.9
17860|NAZ?LL?|1981|10|53.6
17860|NAZ?LL?|1981|11|60.3
17860|NAZ?LL?|1981|12|72.8
17860|NAZ?LL?|1981|13|56.0
17860|NAZ?LL?|1982|1|66.7
17860|NAZ?LL?|1982|2|55.2
17860|NAZ?LL?|1982|3|55.6
17860|NAZ?LL?|1982|4|59.4
17860|NAZ?LL?|1982|5|52.7
17860|NAZ?LL?|1982|6|46.5
17860|NAZ?LL?|1982|7|44.3
17860|NAZ?LL?|1982|8|51.2
17860|NAZ?LL?|1982|9|50.7
17860|NAZ?LL?|1982|10|60.2
17860|NAZ?LL?|1982|11|49.3
17860|NAZ?LL?|1982|12|65.5
17860|NAZ?LL?|1982|13|54.8
17860|NAZ?LL?|1983|1|58.1
17860|NAZ?LL?|1983|2|63.7
17860|NAZ?LL?|1983|3|58.4
17860|NAZ?LL?|1983|4|53.9
17860|NAZ?LL?|1983|5|51.8
17860|NAZ?LL?|1983|6|48.8
17860|NAZ?LL?|1983|7|46.7
17860|NAZ?LL?|1983|8|53.0
17860|NAZ?LL?|1983|9|59.6
17860|NAZ?LL?|1983|10|63.8
17860|NAZ?LL?|1983|11|75.4
17860|NAZ?LL?|1983|12|83.9
17860|NAZ?LL?|1983|13|59.7
17860|NAZ?LL?|1984|1|82.5
17860|NAZ?LL?|1984|2|79.3
17860|NAZ?LL?|1984|3|73.6
17860|NAZ?LL?|1984|4|70.5
17860|NAZ?LL?|1984|5|59.7
17860|NAZ?LL?|1984|6|51.6
17860|NAZ?LL?|1984|7|53.8
17860|NAZ?LL?|1984|8|58.1
17860|NAZ?LL?|1984|9|62.1
17860|NAZ?LL?|1984|10|60.0
17860|NAZ?LL?|1984|11|70.9
17860|NAZ?LL?|1984|12|69.8
17860|NAZ?LL?|1984|13|65.9
17860|NAZ?LL?|1985|1|76.8
17860|NAZ?LL?|1985|2|67.4
17860|NAZ?LL?|1985|3|72.2
17860|NAZ?LL?|1985|4|62.5
17860|NAZ?LL?|1985|5|57.8
17860|NAZ?LL?|1985|6|53.2
17860|NAZ?LL?|1985|7|49.7
17860|NAZ?LL?|1985|8|55.9
17860|NAZ?LL?|1985|9|55.3
17860|NAZ?LL?|1985|10|63.0
17860|NAZ?LL?|1985|11|73.8
17860|NAZ?LL?|1985|12|74.8
17860|NAZ?LL?|1985|13|63.5
17860|NAZ?LL?|1986|1|78.1
17860|NAZ?LL?|1986|2|76.6
17860|NAZ?LL?|1986|3|69.8
17860|NAZ?LL?|1986|4|57.7
17860|NAZ?LL?|1986|5|54.0
17860|NAZ?LL?|1986|6|55.8
17860|NAZ?LL?|1986|7|54.3
17860|NAZ?LL?|1986|8|61.3
17860|NAZ?LL?|1986|9|64.6
17860|NAZ?LL?|1986|10|64.1
17860|NAZ?LL?|1986|11|66.6
17860|NAZ?LL?|1986|12|71.4
17860|NAZ?LL?|1986|13|64.5
17860|NAZ?LL?|1987|1|75.4
17860|NAZ?LL?|1987|2|70.9
17860|NAZ?LL?|1987|3|65.4
17860|NAZ?LL?|1987|4|66.5
17860|NAZ?LL?|1987|5|59.3
17860|NAZ?LL?|1987|6|53.7
17860|NAZ?LL?|1987|7|52.6
17860|NAZ?LL?|1987|8|55.0
17860|NAZ?LL?|1987|9|55.9
17860|NAZ?LL?|1987|10|60.5
17860|NAZ?LL?|1987|11|74.3
17860|NAZ?LL?|1987|12|70.8
17860|NAZ?LL?|1987|13|63.3
17860|NAZ?LL?|1988|1|73.5
17860|NAZ?LL?|1988|2|72.3
17860|NAZ?LL?|1988|3|75.9
17860|NAZ?LL?|1988|4|67.1
17860|NAZ?LL?|1988|5|55.5
17860|NAZ?LL?|1988|6|51.3
17860|NAZ?LL?|1988|7|47.7
17860|NAZ?LL?|1988|8|56.3
17860|NAZ?LL?|1988|9|56.0
17860|NAZ?LL?|1988|10|61.9
17860|NAZ?LL?|1988|11|71.7
17860|NAZ?LL?|1988|12|73.7
17860|NAZ?LL?|1988|13|63.5
17860|NAZ?LL?|1989|1|57.4
17860|NAZ?LL?|1989|2|56.9
17860|NAZ?LL?|1989|3|65.6
17860|NAZ?LL?|1989|4|54.8
17860|NAZ?LL?|1989|5|56.5
17860|NAZ?LL?|1989|6|51.8
17860|NAZ?LL?|1989|7|50.6
17860|NAZ?LL?|1989|8|55.4
17860|NAZ?LL?|1989|9|56.6
17860|NAZ?LL?|1989|10|65.0
17860|NAZ?LL?|1989|11|71.3
17860|NAZ?LL?|1989|12|73.2
17860|NAZ?LL?|1989|13|59.6
17860|NAZ?LL?|1990|1|65.8
17860|NAZ?LL?|1990|2|60.8
17860|NAZ?LL?|1990|3|51.4
17860|NAZ?LL?|1990|4|64.3
17860|NAZ?LL?|1990|5|52.3
17860|NAZ?LL?|1990|6|46.0
17860|NAZ?LL?|1990|7|49.5
17860|NAZ?LL?|1990|8|55.3
17860|NAZ?LL?|1990|9|56.3
17860|NAZ?LL?|1990|10|62.0
17860|NAZ?LL?|1990|11|70.4
17860|NAZ?LL?|1990|12|77.9
17860|NAZ?LL?|1990|13|59.3
17860|NAZ?LL?|1991|1|67.7
17860|NAZ?LL?|1991|2|67.3
17860|NAZ?LL?|1991|3|67.0
17860|NAZ?LL?|1991|4|63.2
17860|NAZ?LL?|1991|5|63.8
17860|NAZ?LL?|1991|6|46.9
17860|NAZ?LL?|1991|7|50.9
17860|NAZ?LL?|1991|8|55.7
17860|NAZ?LL?|1991|9|59.2
17860|NAZ?LL?|1991|10|66.6
17860|NAZ?LL?|1991|11|68.6
17860|NAZ?LL?|1991|12|65.8
17860|NAZ?LL?|1991|13|61.9
17860|NAZ?LL?|1992|1|59.4
17860|NAZ?LL?|1992|2|52.8
17860|NAZ?LL?|1992|3|61.0
17860|NAZ?LL?|1992|4|57.7
17860|NAZ?LL?|1992|5|53.1
17860|NAZ?LL?|1992|6|50.7
17860|NAZ?LL?|1992|7|44.5
17860|NAZ?LL?|1992|8|45.6
17860|NAZ?LL?|1992|9|47.0
17860|NAZ?LL?|1992|10|63.2
17860|NAZ?LL?|1992|11|65.0
17860|NAZ?LL?|1992|12|63.6
17860|NAZ?LL?|1992|13|55.3
17860|NAZ?LL?|1993|1|62.6
