Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_NEM_%
17296|FETH?YE|1960|10|67.5
17296|FETH?YE|1960|11|74.9
17296|FETH?YE|1960|12|75.1
17296|FETH?YE|1960|13|65.9
17296|FETH?YE|1961|1|68.0
17296|FETH?YE|1961|2|62.6
17296|FETH?YE|1961|3|54.9
17296|FETH?YE|1961|4|65.1
17296|FETH?YE|1961|5|56.2
17296|FETH?YE|1961|6|55.1
17296|FETH?YE|1961|7|50.1
17296|FETH?YE|1961|8|53.3
17296|FETH?YE|1961|9|50.5
17296|FETH?YE|1961|10|59.9
17296|FETH?YE|1961|11|65.9
17296|FETH?YE|1961|12|73.4
17296|FETH?YE|1961|13|59.6
17296|FETH?YE|1962|1|75.1
17296|FETH?YE|1962|2|67.9
17296|FETH?YE|1962|3|66.0
17296|FETH?YE|1962|4|63.8
17296|FETH?YE|1962|5|60.4
17296|FETH?YE|1962|6|54.7
17296|FETH?YE|1962|7|55.7
17296|FETH?YE|1962|8|60.8
17296|FETH?YE|1962|9|58.1
17296|FETH?YE|1962|10|74.7
17296|FETH?YE|1962|11|79.2
17296|FETH?YE|1962|12|76.8
17296|FETH?YE|1962|13|66.1
17296|FETH?YE|1963|1|78.6
17296|FETH?YE|1963|2|75.2
17296|FETH?YE|1963|3|68.5
17296|FETH?YE|1963|4|70.2
17296|FETH?YE|1963|5|72.6
17296|FETH?YE|1963|6|61.7
17296|FETH?YE|1963|7|57.0
17296|FETH?YE|1963|8|57.8
17296|FETH?YE|1963|9|59.0
17296|FETH?YE|1963|10|68.2
17296|FETH?YE|1963|11|80.8
17296|FETH?YE|1963|12|68.7
17296|FETH?YE|1963|13|68.2
17296|FETH?YE|1964|1|70.1
17296|FETH?YE|1964|2|73.6
17296|FETH?YE|1964|3|73.5
17296|FETH?YE|1964|4|62.3
17296|FETH?YE|1964|5|67.8
17296|FETH?YE|1964|6|60.5
17296|FETH?YE|1964|7|59.0
17296|FETH?YE|1964|8|56.7
17296|FETH?YE|1964|9|65.9
17296|FETH?YE|1964|10|67.8
17296|FETH?YE|1964|11|71.4
17296|FETH?YE|1964|12|78.4
17296|FETH?YE|1964|13|67.2
17296|FETH?YE|1965|1|74.6
17296|FETH?YE|1965|2|71.7
17296|FETH?YE|1965|3|73.3
17296|FETH?YE|1965|4|72.9
17296|FETH?YE|1965|5|71.8
17296|FETH?YE|1965|6|60.7
17296|FETH?YE|1965|7|58.0
17296|FETH?YE|1965|8|62.9
17296|FETH?YE|1965|9|64.8
17296|FETH?YE|1965|10|65.7
17296|FETH?YE|1965|11|74.5
17296|FETH?YE|1965|12|79.9
17296|FETH?YE|1965|13|69.2
17296|FETH?YE|1966|1|76.5
17296|FETH?YE|1966|2|76.1
17296|FETH?YE|1966|3|68.2
17296|FETH?YE|1966|4|70.1
17296|FETH?YE|1966|5|62.7
17296|FETH?YE|1966|6|54.7
17296|FETH?YE|1966|7|56.3
17296|FETH?YE|1966|8|67.9
17296|FETH?YE|1966|9|66.7
17296|FETH?YE|1966|10|71.1
17296|FETH?YE|1966|11|77.3
17296|FETH?YE|1966|12|73.3
17296|FETH?YE|1966|13|68.3
17296|FETH?YE|1967|1|67.5
17296|FETH?YE|1967|2|67.9
17296|FETH?YE|1967|3|67.7
17296|FETH?YE|1967|4|73.5
17296|FETH?YE|1967|5|68.7
17296|FETH?YE|1967|6|53.7
17296|FETH?YE|1967|7|54.6
17296|FETH?YE|1967|8|54.2
17296|FETH?YE|1967|9|62.3
17296|FETH?YE|1967|10|72.6
17296|FETH?YE|1967|11|70.1
17296|FETH?YE|1967|12|77.4
17296|FETH?YE|1967|13|65.8
17296|FETH?YE|1968|1|72.0
17296|FETH?YE|1968|2|73.8
17296|FETH?YE|1968|3|69.6
17296|FETH?YE|1968|4|68.3
17296|FETH?YE|1968|5|60.6
17296|FETH?YE|1968|6|57.4
17296|FETH?YE|1968|7|52.3
17296|FETH?YE|1968|8|59.6
17296|FETH?YE|1968|9|67.8
17296|FETH?YE|1968|10|74.6
17296|FETH?YE|1968|11|83.9
17296|FETH?YE|1968|12|79.7
17296|FETH?YE|1968|13|68.3
17296|FETH?YE|1969|1|72.5
17296|FETH?YE|1969|2|77.0
17296|FETH?YE|1969|3|76.5
17296|FETH?YE|1969|4|68.2
17296|FETH?YE|1969|5|72.3
17296|FETH?YE|1969|6|60.2
17296|FETH?YE|1969|7|55.9
17296|FETH?YE|1969|8|67.0
17296|FETH?YE|1969|9|64.9
17296|FETH?YE|1969|10|72.3
17296|FETH?YE|1969|11|75.9
17296|FETH?YE|1969|12|81.6
17296|FETH?YE|1969|13|70.3
17296|FETH?YE|1970|1|82.0
17296|FETH?YE|1970|2|78.4
17296|FETH?YE|1970|3|67.2
17296|FETH?YE|1970|4|72.5
17296|FETH?YE|1970|5|64.4
17296|FETH?YE|1970|6|59.1
17296|FETH?YE|1970|7|58.7
17296|FETH?YE|1970|8|54.6
17296|FETH?YE|1970|9|64.8
17296|FETH?YE|1970|10|66.7
17296|FETH?YE|1970|11|78.3
17296|FETH?YE|1970|12|76.6
17296|FETH?YE|1970|13|68.5
17296|FETH?YE|1971|1|84.4
17296|FETH?YE|1971|2|75.6
17296|FETH?YE|1971|3|75.6
17296|FETH?YE|1971|4|70.5
17296|FETH?YE|1971|5|77.6
17296|FETH?YE|1971|6|70.7
17296|FETH?YE|1971|7|63.2
17296|FETH?YE|1971|8|60.4
17296|FETH?YE|1971|9|71.8
17296|FETH?YE|1971|10|69.8
17296|FETH?YE|1971|11|77.6
17296|FETH?YE|1971|12|60.4
17296|FETH?YE|1971|13|71.4
17296|FETH?YE|1972|1|80.0
17296|FETH?YE|1972|2|69.5
17296|FETH?YE|1972|3|81.9
17296|FETH?YE|1972|4|85.7
17296|FETH?YE|1972|5|82.5
17296|FETH?YE|1972|6|73.0
17296|FETH?YE|1972|7|66.3
17296|FETH?YE|1972|8|61.9
17296|FETH?YE|1972|9|68.2
17296|FETH?YE|1972|10|77.1
17296|FETH?YE|1972|11|74.7
17296|FETH?YE|1972|12|79.3
17296|FETH?YE|1972|13|75.0
17296|FETH?YE|1973|1|72.9
17296|FETH?YE|1973|2|77.1
17296|FETH?YE|1973|3|65.2
17296|FETH?YE|1973|4|72.8
17296|FETH?YE|1973|5|65.0
17296|FETH?YE|1973|6|58.1
17296|FETH?YE|1973|7|61.0
17296|FETH?YE|1973|8|62.5
17296|FETH?YE|1973|9|65.9
17296|FETH?YE|1973|10|74.1
17296|FETH?YE|1973|11|65.7
17296|FETH?YE|1973|12|76.7
17296|FETH?YE|1973|13|68.0
17296|FETH?YE|1974|1|66.4
17296|FETH?YE|1974|2|72.1
17296|FETH?YE|1974|3|75.2
17296|FETH?YE|1974|4|67.2
17296|FETH?YE|1974|5|72.2
17296|FETH?YE|1974|6|63.8
17296|FETH?YE|1974|7|51.4
17296|FETH?YE|1974|8|61.3
17296|FETH?YE|1974|9|64.6
17296|FETH?YE|1974|10|77.4
17296|FETH?YE|1974|11|80.9
17296|FETH?YE|1974|12|72.3
17296|FETH?YE|1974|13|68.7
17296|FETH?YE|1975|1|74.2
17296|FETH?YE|1975|2|74.4
17296|FETH?YE|1975|3|71.7
17296|FETH?YE|1975|4|73.4
17296|FETH?YE|1975|5|75.2
17296|FETH?YE|1975|6|65.0
17296|FETH?YE|1975|7|63.1
17296|FETH?YE|1975|8|69.7
17296|FETH?YE|1975|9|57.5
17296|FETH?YE|1975|10|70.1
17296|FETH?YE|1975|11|75.4
17296|FETH?YE|1975|12|75.1
17296|FETH?YE|1975|13|70.4
17296|FETH?YE|1976|1|84.5
17296|FETH?YE|1976|2|72.9
17296|FETH?YE|1976|3|81.3
17296|FETH?YE|1976|4|85.5
17296|FETH?YE|1976|5|86.6
17296|FETH?YE|1976|6|79.6
17296|FETH?YE|1976|7|72.7
17296|FETH?YE|1976|8|68.7
17296|FETH?YE|1976|9|75.0
17296|FETH?YE|1976|10|82.7
17296|FETH?YE|1976|11|80.6
17296|FETH?YE|1976|12|85.3
17296|FETH?YE|1976|13|79.7
17296|FETH?YE|1977|1|75.8
17296|FETH?YE|1977|2|84.6
17296|FETH?YE|1977|3|77.2
17296|FETH?YE|1977|4|79.2
17296|FETH?YE|1977|5|72.8
17296|FETH?YE|1977|6|72.2
17296|FETH?YE|1977|7|65.1
17296|FETH?YE|1977|8|69.8
17296|FETH?YE|1977|9|76.5
17296|FETH?YE|1977|10|71.8
17296|FETH?YE|1977|11|76.5
17296|FETH?YE|1977|12|68.6
17296|FETH?YE|1977|13|74.1
17296|FETH?YE|1978|1|76.1
17296|FETH?YE|1978|2|76.8
17296|FETH?YE|1978|3|72.4
17296|FETH?YE|1978|4|75.9
17296|FETH?YE|1978|5|69.7
17296|FETH?YE|1978|6|64.8
17296|FETH?YE|1978|7|63.0
17296|FETH?YE|1978|8|59.8
17296|FETH?YE|1978|9|68.0
17296|FETH?YE|1978|10|80.6
17296|FETH?YE|1978|11|73.0
17296|FETH?YE|1978|12|77.8
17296|FETH?YE|1978|13|71.5
17296|FETH?YE|1979|1|73.1
17296|FETH?YE|1979|2|73.4
17296|FETH?YE|1979|3|72.5
17296|FETH?YE|1979|4|66.1
17296|FETH?YE|1979|5|72.6
17296|FETH?YE|1979|6|67.6
17296|FETH?YE|1979|7|56.9
17296|FETH?YE|1979|8|66.8
17296|FETH?YE|1979|9|63.0
17296|FETH?YE|1979|10|72.8
17296|FETH?YE|1979|11|69.5
17296|FETH?YE|1979|12|68.6
17296|FETH?YE|1979|13|68.5
17296|FETH?YE|1980|1|73.8
17296|FETH?YE|1980|2|74.2
17296|FETH?YE|1980|3|72.3
17296|FETH?YE|1980|4|72.1
17296|FETH?YE|1980|5|71.5
17296|FETH?YE|1980|6|67.3
17296|FETH?YE|1980|7|68.7
17296|FETH?YE|1980|8|66.0
17296|FETH?YE|1980|9|66.8
17296|FETH?YE|1980|10|70.7
17296|FETH?YE|1980|11|74.8
17296|FETH?YE|1980|12|74.0
17296|FETH?YE|1980|13|71.0
17296|FETH?YE|1981|1|79.0
17296|FETH?YE|1981|2|72.0
17296|FETH?YE|1981|3|74.1
17296|FETH?YE|1981|4|67.4
17296|FETH?YE|1981|5|71.0
17296|FETH?YE|1981|6|66.5
17296|FETH?YE|1981|7|67.4
17296|FETH?YE|1981|8|60.8
17296|FETH?YE|1981|9|72.7
17296|FETH?YE|1981|10|76.3
17296|FETH?YE|1981|11|70.6
17296|FETH?YE|1981|12|81.1
17296|FETH?YE|1981|13|71.6
17296|FETH?YE|1982|1|77.2
17296|FETH?YE|1982|2|66.9
17296|FETH?YE|1982|3|70.5
17296|FETH?YE|1982|4|72.4
17296|FETH?YE|1982|5|69.9
17296|FETH?YE|1982|6|65.6
17296|FETH?YE|1982|7|57.1
17296|FETH?YE|1982|8|64.0
17296|FETH?YE|1982|9|66.5
17296|FETH?YE|1982|10|73.4
17296|FETH?YE|1982|11|61.9
17296|FETH?YE|1982|12|71.0
17296|FETH?YE|1982|13|68.1
17296|FETH?YE|1983|1|65.9
17296|FETH?YE|1983|2|69.5
17296|FETH?YE|1983|3|70.7
17296|FETH?YE|1983|4|71.0
17296|FETH?YE|1983|5|66.3
17296|FETH?YE|1983|6|65.5
17296|FETH?YE|1983|7|60.6
17296|FETH?YE|1983|8|57.9
17296|FETH?YE|1983|9|63.6
17296|FETH?YE|1983|10|65.0
17296|FETH?YE|1983|11|77.1
17296|FETH?YE|1983|12|82.4
17296|FETH?YE|1983|13|67.9
17296|FETH?YE|1984|1|77.0
17296|FETH?YE|1984|2|76.7
17296|FETH?YE|1984|3|72.9
17296|FETH?YE|1984|4|71.9
17296|FETH?YE|1984|5|64.4
17296|FETH?YE|1984|6|59.6
17296|FETH?YE|1984|7|55.3
17296|FETH?YE|1984|8|56.7
17296|FETH?YE|1984|9|68.6
17296|FETH?YE|1984|10|66.0
17296|FETH?YE|1984|11|78.9
17296|FETH?YE|1984|12|75.4
17296|FETH?YE|1984|13|68.6
17296|FETH?YE|1985|1|77.3
17296|FETH?YE|1985|2|60.6
17296|FETH?YE|1985|3|73.1
17296|FETH?YE|1985|4|70.4
17296|FETH?YE|1985|5|66.1
17296|FETH?YE|1985|6|60.4
17296|FETH?YE|1985|7|54.1
17296|FETH?YE|1985|8|63.0
17296|FETH?YE|1985|9|63.5
17296|FETH?YE|1985|10|66.5
17296|FETH?YE|1985|11|79.0
17296|FETH?YE|1985|12|71.9
17296|FETH?YE|1985|13|67.2
17296|FETH?YE|1986|1|76.2
17296|FETH?YE|1986|2|76.4
17296|FETH?YE|1986|3|73.6
17296|FETH?YE|1986|4|64.5
17296|FETH?YE|1986|5|60.1
17296|FETH?YE|1986|6|60.6
17296|FETH?YE|1986|7|60.6
17296|FETH?YE|1986|8|67.3
17296|FETH?YE|1986|9|68.8
17296|FETH?YE|1986|10|68.6
17296|FETH?YE|1986|11|65.3
17296|FETH?YE|1986|12|71.5
17296|FETH?YE|1986|13|67.8
17296|FETH?YE|1987|1|71.5
17296|FETH?YE|1987|2|71.2
17296|FETH?YE|1987|3|65.5
17296|FETH?YE|1987|4|73.6
17296|FETH?YE|1987|5|72.2
17296|FETH?YE|1987|6|59.2
17296|FETH?YE|1987|7|58.7
17296|FETH?YE|1987|8|57.0
17296|FETH?YE|1987|9|66.0
17296|FETH?YE|1987|10|60.0
17296|FETH?YE|1987|11|73.1
17296|FETH?YE|1987|12|68.6
17296|FETH?YE|1987|13|66.3
17296|FETH?YE|1988|1|73.5
17296|FETH?YE|1988|2|70.3
17296|FETH?YE|1988|3|73.7
17296|FETH?YE|1988|4|74.0
17296|FETH?YE|1988|5|68.4
17296|FETH?YE|1988|6|59.5
17296|FETH?YE|1988|7|56.7
17296|FETH?YE|1988|8|58.9
17296|FETH?YE|1988|9|61.8
17296|FETH?YE|1988|10|69.4
17296|FETH?YE|1988|11|71.4
17296|FETH?YE|1988|12|70.5
17296|FETH?YE|1988|13|67.3
17296|FETH?YE|1989|1|63.4
17296|FETH?YE|1989|2|61.7
17296|FETH?YE|1989|3|69.1
17296|FETH?YE|1989|4|66.9
17296|FETH?YE|1989|5|62.4
17296|FETH?YE|1989|6|60.8
17296|FETH?YE|1989|7|62.1
17296|FETH?YE|1989|8|65.6
17296|FETH?YE|1989|9|59.6
17296|FETH?YE|1989|10|65.7
17296|FETH?YE|1989|11|72.8
17296|FETH?YE|1989|12|71.7
17296|FETH?YE|1989|13|65.2
17296|FETH?YE|1990|1|63.3
17296|FETH?YE|1990|2|62.0
17296|FETH?YE|1990|3|63.4
17296|FETH?YE|1990|4|62.7
17296|FETH?YE|1990|5|60.1
17296|FETH?YE|1990|6|57.5
17296|FETH?YE|1990|7|61.7
17296|FETH?YE|1990|8|62.8
17296|FETH?YE|1990|9|60.2
17296|FETH?YE|1990|10|63.4
17296|FETH?YE|1990|11|68.9
17296|FETH?YE|1990|12|70.4
17296|FETH?YE|1990|13|63.0
17296|FETH?YE|1991|1|66.5
17296|FETH?YE|1991|2|66.7
17296|FETH?YE|1991|3|68.0
17296|FETH?YE|1991|4|64.8
17296|FETH?YE|1991|5|61.9
17296|FETH?YE|1991|6|59.0
17296|FETH?YE|1991|7|64.2
17296|FETH?YE|1991|8|61.1
17296|FETH?YE|1991|9|59.8
17296|FETH?YE|1991|10|64.6
17296|FETH?YE|1991|11|67.5
17296|FETH?YE|1991|12|61.2
17296|FETH?YE|1991|13|63.8
17296|FETH?YE|1992|1|60.6
17296|FETH?YE|1992|2|50.9
17296|FETH?YE|1992|3|62.7
17296|FETH?YE|1992|4|66.7
17296|FETH?YE|1992|5|67.2
17296|FETH?YE|1992|6|62.8
17296|FETH?YE|1992|7|60.7
17296|FETH?YE|1992|8|62.8
17296|FETH?YE|1992|9|58.2
17296|FETH?YE|1992|10|69.7
17296|FETH?YE|1992|11|60.1
17296|FETH?YE|1992|12|60.7
17296|FETH?YE|1992|13|62.0
17296|FETH?YE|1993|1|61.5
17296|FETH?YE|1993|2|50.5
17296|FETH?YE|1993|3|62.1
17296|FETH?YE|1993|4|61.1
17296|FETH?YE|1993|5|63.2
17296|FETH?YE|1993|6|56.9
17296|FETH?YE|1993|7|56.1
17296|FETH?YE|1993|8|61.2
17296|FETH?YE|1993|9|59.2
17296|FETH?YE|1993|10|59.9
17296|FETH?YE|1993|11|58.7
17296|FETH?YE|1993|12|68.3
17296|FETH?YE|1993|13|60.0
17296|FETH?YE|1994|1|68.0
17296|FETH?YE|1994|2|63.6
17296|FETH?YE|1994|3|62.9
17296|FETH?YE|1994|4|64.9
17296|FETH?YE|1994|5|62.1
17296|FETH?YE|1994|6|54.8
17296|FETH?YE|1994|7|63.1
17296|FETH?YE|1994|8|55.9
17296|FETH?YE|1994|9|63.9
17296|FETH?YE|1994|10|66.0
17296|FETH?YE|1994|11|57.3
17296|FETH?YE|1994|12|61.3
17296|FETH?YE|1994|13|62.0
17296|FETH?YE|1995|1|65.8
17296|FETH?YE|1995|2|65.0
17296|FETH?YE|1995|3|62.3
17296|FETH?YE|1995|4|61.9
17296|FETH?YE|1995|5|61.9
17296|FETH?YE|1995|6|58.5
17296|FETH?YE|1995|7|56.6
17296|FETH?YE|1995|8|61.3
17296|FETH?YE|1995|9|61.2
17296|FETH?YE|1995|10|59.5
17296|FETH?YE|1995|11|63.3
17296|FETH?YE|1995|12|65.3
17296|FETH?YE|1995|13|61.9
17296|FETH?YE|1996|1|63.8
17296|FETH?YE|1996|2|65.9
17296|FETH?YE|1996|3|60.5
17296|FETH?YE|1996|4|62.3
17296|FETH?YE|1996|5|61.3
17296|FETH?YE|1996|6|52.7
17296|FETH?YE|1996|7|60.0
17296|FETH?YE|1996|8|62.9
17296|FETH?YE|1996|9|59.8
17296|FETH?YE|1996|10|62.7
17296|FETH?YE|1996|11|68.4
17296|FETH?YE|1996|12|70.8
17296|FETH?YE|1996|13|62.6
17296|FETH?YE|1997|1|58.2
17296|FETH?YE|1997|2|56.3
17296|FETH?YE|1997|3|54.4
17296|FETH?YE|1997|4|56.0
17296|FETH?YE|1997|5|65.0
17296|FETH?YE|1997|6|56.7
17296|FETH?YE|1997|7|50.8
17296|FETH?YE|1997|8|61.0
17296|FETH?YE|1997|9|57.1
17296|FETH?YE|1997|10|70.9
17296|FETH?YE|1997|11|72.6
17296|FETH?YE|1997|12|70.4
17296|FETH?YE|1997|13|60.8
17296|FETH?YE|1998|1|62.0
17296|FETH?YE|1998|2|59.9
17296|FETH?YE|1998|3|56.7
17296|FETH?YE|1998|4|60.5
17296|FETH?YE|1998|5|63.7
17296|FETH?YE|1998|6|54.7
17296|FETH?YE|1998|7|56.7
17296|FETH?YE|1998|8|59.6
17296|FETH?YE|1998|9|58.9
17296|FETH?YE|1998|10|59.5
17296|FETH?YE|1998|11|69.3
17296|FETH?YE|1998|12|72.2
17296|FETH?YE|1998|13|61.2
17296|FETH?YE|1999|1|63.8
17296|FETH?YE|1999|2|60.1
17296|FETH?YE|1999|3|57.5
17296|FETH?YE|1999|4|60.0
17296|FETH?YE|1999|5|57.8
17296|FETH?YE|1999|6|50.9
17296|FETH?YE|1999|7|58.0
17296|FETH?YE|1999|8|60.6
17296|FETH?YE|1999|9|60.8
17296|FETH?YE|1999|10|60.2
17296|FETH?YE|1999|11|61.9
17296|FETH?YE|1999|12|67.7
17296|FETH?YE|1999|13|60.0
17296|FETH?YE|2000|1|52.4
17296|FETH?YE|2000|2|53.7
17296|FETH?YE|2000|3|58.7
17296|FETH?YE|2000|4|62.8
17296|FETH?YE|2000|5|57.9
17296|FETH?YE|2000|6|50.0
17296|FETH?YE|2000|7|55.5
17296|FETH?YE|2000|8|56.9
17296|FETH?YE|2000|9|56.9
17296|FETH?YE|2000|10|54.7
17296|FETH?YE|2000|11|65.3
17296|FETH?YE|2000|12|58.1
17296|FETH?YE|2000|13|56.9
17296|FETH?YE|2001|1|63.1
17296|FETH?YE|2001|2|56.9
17296|FETH?YE|2001|3|60.5
17296|FETH?YE|2001|4|56.4
17296|FETH?YE|2001|5|50.0
17296|FETH?YE|2001|6|53.1
17296|FETH?YE|2001|7|54.0
17296|FETH?YE|2001|8|52.3
17296|FETH?YE|2001|9|47.8
17296|FETH?YE|2001|10|52.6
17296|FETH?YE|2001|11|61.3
17296|FETH?YE|2001|12|65.1
17296|FETH?YE|2001|13|56.1
17296|FETH?YE|2002|1|53.9
17296|FETH?YE|2002|2|59.0
17296|FETH?YE|2002|3|57.3
17296|FETH?YE|2002|4|59.7
17296|FETH?YE|2002|5|54.6
17296|FETH?YE|2002|6|44.6
17296|FETH?YE|2002|7|46.6
17296|FETH?YE|2002|8|46.1
17296|FETH?YE|2002|9|51.9
17296|FETH?YE|2002|10|55.5
17296|FETH?YE|2002|11|61.1
17296|FETH?YE|2002|12|62.2
17296|FETH?YE|2002|13|54.3
17296|FETH?YE|2003|1|62.7
17296|FETH?YE|2003|2|51.5
17296|FETH?YE|2003|3|51.4
17296|FETH?YE|2003|4|55.2
17296|FETH?YE|2003|5|52.5
17296|FETH?YE|2003|6|47.9
17296|FETH?YE|2003|7|38.1
17296|FETH?YE|2003|8|40.1
17296|FETH?YE|2003|9|45.0
17296|FETH?YE|2003|10|47.3
17296|FETH?YE|2003|11|55.2
17296|FETH?YE|2003|12|57.8
17296|FETH?YE|2003|13|50.4
17296|FETH?YE|2004|1|57.6
17296|FETH?YE|2004|2|49.7
17296|FETH?YE|2004|3|50.9
17296|FETH?YE|2004|4|53.5
17296|FETH?YE|2004|5|52.1
17296|FETH?YE|2004|6|50.5
17296|FETH?YE|2004|7|43.5
17296|FETH?YE|2004|8|45.7
17296|FETH?YE|2004|9|45.8
17296|FETH?YE|2004|10|54.5
17296|FETH?YE|2004|11|59.5
17296|FETH?YE|2004|12|65.6
17296|FETH?YE|2004|13|52.4
17296|FETH?YE|2005|1|67.2
17296|FETH?YE|2005|2|65.3
17296|FETH?YE|2005|3|69.3
17296|FETH?YE|2005|4|64.0
17296|FETH?YE|2005|5|64.2
17296|FETH?YE|2005|6|59.8
17296|FETH?YE|2005|7|64.1
17296|FETH?YE|2005|8|63.0
17296|FETH?YE|2005|9|63.4
17296|FETH?YE|2005|10|66.4
17296|FETH?YE|2005|11|66.2
17296|FETH?YE|2005|12|68.0
17296|FETH?YE|2005|13|65.1
17296|FETH?YE|2006|1|66.4
17296|FETH?YE|2006|2|66.0
17296|FETH?YE|2006|3|69.1
17296|FETH?YE|2006|4|64.0
17296|FETH?YE|2006|5|61.0
17296|FETH?YE|2006|6|58.3
17296|FETH?YE|2006|7|61.0
17296|FETH?YE|2006|8|63.1
17296|FETH?YE|2006|9|63.6
17296|FETH?YE|2006|10|67.0
17296|FETH?YE|2006|11|68.6
17296|FETH?YE|2006|12|64.8
17296|FETH?YE|2006|13|64.4
17296|FETH?YE|2007|1|70.4
17296|FETH?YE|2007|2|62.0
17296|FETH?YE|2007|3|59.2
17296|FETH?YE|2007|4|53.7
17296|FETH?YE|2007|5|62.3
17296|FETH?YE|2007|6|50.1
17296|FETH?YE|2007|7|48.8
17296|FETH?YE|2007|8|54.3
17296|FETH?YE|2007|9|50.4
17296|FETH?YE|2007|10|68.0
17296|FETH?YE|2007|11|78.1
17296|FETH?YE|2007|12|82.4
17296|FETH?YE|2007|13|61.7
17296|FETH?YE|2008|1|67.1
17296|FETH?YE|2008|2|65.8
17296|FETH?YE|2008|3|68.5
17296|FETH?YE|2008|4|70.7
17296|FETH?YE|2008|5|56.8
17296|FETH?YE|2008|6|51.4
17296|FETH?YE|2008|7|51.2
17296|FETH?YE|2008|8|58.9
17296|FETH?YE|2008|9|62.7
17296|FETH?YE|2008|10|62.1
17296|FETH?YE|2008|11|73.9
17296|FETH?YE|2008|12|72.7
17296|FETH?YE|2008|13|63.4
17296|FETH?YE|2009|1|77.7
17296|FETH?YE|2009|2|72.7
17296|FETH?YE|2009|3|60.4
17296|FETH?YE|2009|4|66.7
17296|FETH?YE|2009|5|61.5
17296|FETH?YE|2009|6|52.5
17296|FETH?YE|2009|7|49.8
17296|FETH?YE|2009|8|54.5
17296|FETH?YE|2009|9|62.7
17296|FETH?YE|2009|10|67.9
17296|FETH?YE|2009|11|67.4
17296|FETH?YE|2009|12|79.1
17296|FETH?YE|2009|13|64.4
17296|FETH?YE|2010|1|77.0
17296|FETH?YE|2010|2|67.7
17296|FETH?YE|2010|3|61.3
17296|FETH?YE|2010|4|60.9
17296|FETH?YE|2010|5|63.9
17296|FETH?YE|2010|6|61.1
17296|FETH?YE|2010|7|60.0
17296|FETH?YE|2010|8|61.1
17296|FETH?YE|2010|9|58.8
17296|FETH?YE|2010|10|66.4
17296|FETH?YE|2010|11|78.3
17296|FETH?YE|2010|12|82.7
17296|FETH?YE|2010|13|66.6
17296|FETH?YE|2011|1|75.6
17296|FETH?YE|2011|2|72.5
17296|FETH?YE|2011|3|67.9
17296|FETH?YE|2011|4|70.0
17296|FETH?YE|2011|5|65.9
17296|FETH?YE|2011|6|58.2
17296|FETH?YE|2011|7|54.3
17296|FETH?YE|2011|8|54.1
17296|FETH?YE|2011|9|58.9
17296|FETH?YE|2011|10|68.4
17296|FETH?YE|2011|11|72.2
17296|FETH?YE|2011|12|80.8
17296|FETH?YE|2011|13|66.5
17296|FETH?YE|2012|1|75.1
17296|FETH?YE|2012|2|68.5
17296|FETH?YE|2012|3|59.0
17296|FETH?YE|2012|4|70.7
17296|FETH?YE|2012|5|69.3
17296|FETH?YE|2012|6|61.5
17296|FETH?YE|2012|7|55.0
17296|FETH?YE|2012|8|46.8
17296|FETH?YE|2012|9|61.8
17296|FETH?YE|2012|10|71.4
17296|FETH?YE|2012|11|76.3
17296|FETH?YE|2012|12|85.4
17296|FETH?YE|2012|13|66.7
17296|FETH?YE|2013|1|73.5
17296|FETH?YE|2013|2|76.0
17296|FETH?YE|2013|3|67.9
17296|FETH?YE|2013|4|65.4
17296|FETH?YE|2013|5|63.4
17296|FETH?YE|2013|6|57.5
17296|FETH?YE|2013|7|53.6
17296|FETH?YE|2013|8|52.8
17296|FETH?YE|2013|9|51.6
17296|FETH?YE|2013|10|56.9
17296|FETH?YE|2013|11|73.9
17296|FETH?YE|2013|12|68.5
17296|FETH?YE|2013|13|63.3
17296|FETH?YE|2014|1|82.2
17296|FETH?YE|2014|2|78.3
17296|FETH?YE|2014|3|68.8
17296|FETH?YE|2014|4|69.8
17296|FETH?YE|2014|5|66.5
17296|FETH?YE|2014|6|57.4
17296|FETH?YE|2014|7|56.7
17296|FETH?YE|2014|8|56.1
17296|FETH?YE|2014|9|57.5
17296|FETH?YE|2014|10|65.3
17296|FETH?YE|2014|11|73.0
17296|FETH?YE|2014|12|81.4
17296|FETH?YE|2014|13|67.7
17296|FETH?YE|2015|1|78.3
17296|FETH?YE|2015|2|68.2
17296|FETH?YE|2015|3|73.6
17296|FETH?YE|2015|4|57.8
17296|FETH?YE|2015|5|66.6
17296|FETH?YE|2015|6|62.2
17296|FETH?YE|2015|7|57.2
17296|FETH?YE|2015|8|56.8
17296|FETH?YE|2015|9|66.0
17296|FETH?YE|2015|10|69.7
17296|FETH?YE|2015|11|67.4
17296|FETH?YE|2015|12|70.1
17296|FETH?YE|2015|13|66.2
17296|FETH?YE|2016|1|66.2
17296|FETH?YE|2016|2|69.4
17296|FETH?YE|2016|3|63.1
17296|FETH?YE|2016|4|61.4
17296|FETH?YE|2016|5|62.7
17296|FETH?YE|2016|6|55.1
17296|FETH?YE|2016|7|55.5
17296|FETH?YE|2016|8|60.5
17296|FETH?YE|2016|9|55.0
17296|FETH?YE|2016|10|61.9
17296|FETH?YE|2016|11|71.4
17296|FETH?YE|2016|12|64.3
17296|FETH?YE|2016|13|62.2
17296|FETH?YE|2017|1|70.4
17296|FETH?YE|2017|2|64.4
