Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_SICAKLIK_C
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|21.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|25.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|33.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|36.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|37.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|38.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|34.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|30.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|23.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|16.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|13|38.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|20.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|21.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|21.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|34.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|34.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|36.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|36.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|38.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|33.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|19.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|15.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|13|38.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|18.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|20.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|18.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|29.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|5|32.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|34.2
17296|FETH?YE|1960|1|22.5
17296|FETH?YE|1960|2|24.0
17296|FETH?YE|1960|3|27.0
17296|FETH?YE|1960|4|28.0
17296|FETH?YE|1960|5|37.5
17296|FETH?YE|1960|6|37.0
17296|FETH?YE|1960|7|40.0
17296|FETH?YE|1960|8|39.6
17296|FETH?YE|1960|9|37.5
17296|FETH?YE|1960|10|34.9
17296|FETH?YE|1960|11|30.5
17296|FETH?YE|1960|12|26.5
17296|FETH?YE|1960|13|40.0
17296|FETH?YE|1961|1|21.9
17296|FETH?YE|1961|2|21.4
17296|FETH?YE|1961|3|24.5
17296|FETH?YE|1961|4|28.6
17296|FETH?YE|1961|5|34.5
17296|FETH?YE|1961|6|36.0
17296|FETH?YE|1961|7|41.8
17296|FETH?YE|1961|8|41.0
17296|FETH?YE|1961|9|36.3
17296|FETH?YE|1961|10|33.1
17296|FETH?YE|1961|11|27.5
17296|FETH?YE|1961|12|23.1
17296|FETH?YE|1961|13|41.8
17296|FETH?YE|1962|1|21.6
17296|FETH?YE|1962|2|21.8
17296|FETH?YE|1962|3|31.5
17296|FETH?YE|1962|4|28.5
17296|FETH?YE|1962|5|36.3
17296|FETH?YE|1962|6|37.6
17296|FETH?YE|1962|7|41.8
17296|FETH?YE|1962|8|40.2
17296|FETH?YE|1962|9|38.2
17296|FETH?YE|1962|10|29.2
17296|FETH?YE|1962|11|28.4
17296|FETH?YE|1962|12|24.8
17296|FETH?YE|1962|13|41.8
17296|FETH?YE|1963|1|20.2
17296|FETH?YE|1963|2|22.4
17296|FETH?YE|1963|3|23.5
17296|FETH?YE|1963|4|25.4
17296|FETH?YE|1963|5|28.0
17296|FETH?YE|1963|6|36.5
17296|FETH?YE|1963|7|39.4
17296|FETH?YE|1963|8|41.3
17296|FETH?YE|1963|9|36.1
17296|FETH?YE|1963|10|33.2
17296|FETH?YE|1963|11|24.5
17296|FETH?YE|1963|12|24.4
17296|FETH?YE|1963|13|41.3
17296|FETH?YE|1964|1|22.1
17296|FETH?YE|1964|2|21.6
17296|FETH?YE|1964|3|24.0
17296|FETH?YE|1964|4|29.2
17296|FETH?YE|1964|5|34.4
17296|FETH?YE|1964|6|36.8
17296|FETH?YE|1964|7|37.7
17296|FETH?YE|1964|8|40.2
17296|FETH?YE|1964|9|35.1
17296|FETH?YE|1964|10|33.9
17296|FETH?YE|1964|11|26.8
17296|FETH?YE|1964|12|24.5
17296|FETH?YE|1964|13|40.2
17296|FETH?YE|1965|1|18.7
17296|FETH?YE|1965|2|20.7
17296|FETH?YE|1965|3|24.5
17296|FETH?YE|1965|4|28.8
17296|FETH?YE|1965|5|32.4
17296|FETH?YE|1965|6|36.4
17296|FETH?YE|1965|7|40.6
17296|FETH?YE|1965|8|36.6
17296|FETH?YE|1965|9|36.4
17296|FETH?YE|1965|10|33.1
17296|FETH?YE|1965|11|24.7
17296|FETH?YE|1965|12|24.2
17296|FETH?YE|1965|13|40.6
17296|FETH?YE|1966|1|22.4
17296|FETH?YE|1966|2|23.4
17296|FETH?YE|1966|3|25.2
17296|FETH?YE|1966|4|28.3
17296|FETH?YE|1966|5|29.5
17296|FETH?YE|1966|6|35.7
17296|FETH?YE|1966|7|38.2
17296|FETH?YE|1966|8|38.3
17296|FETH?YE|1966|9|34.7
17296|FETH?YE|1966|10|32.0
17296|FETH?YE|1966|11|29.3
17296|FETH?YE|1966|12|26.4
17296|FETH?YE|1966|13|38.3
17296|FETH?YE|1967|1|21.6
17296|FETH?YE|1967|2|20.2
17296|FETH?YE|1967|3|21.1
17296|FETH?YE|1967|4|26.4
17296|FETH?YE|1967|5|28.6
17296|FETH?YE|1967|6|35.7
17296|FETH?YE|1967|7|37.0
17296|FETH?YE|1967|8|38.7
17296|FETH?YE|1967|9|32.7
17296|FETH?YE|1967|10|30.4
17296|FETH?YE|1967|11|25.8
17296|FETH?YE|1967|12|22.3
17296|FETH?YE|1967|13|38.7
17296|FETH?YE|1968|1|18.4
17296|FETH?YE|1968|2|22.9
17296|FETH?YE|1968|3|22.3
17296|FETH?YE|1968|4|28.2
17296|FETH?YE|1968|5|33.7
17296|FETH?YE|1968|6|35.9
17296|FETH?YE|1968|7|39.3
17296|FETH?YE|1968|8|36.7
17296|FETH?YE|1968|9|35.3
17296|FETH?YE|1968|10|27.6
17296|FETH?YE|1968|11|23.1
17296|FETH?YE|1968|12|22.1
17296|FETH?YE|1968|13|39.3
17296|FETH?YE|1969|1|18.1
17296|FETH?YE|1969|2|20.4
17296|FETH?YE|1969|3|22.7
17296|FETH?YE|1969|4|25.1
17296|FETH?YE|1969|5|33.8
17296|FETH?YE|1969|6|36.6
17296|FETH?YE|1969|7|35.6
17296|FETH?YE|1969|8|36.2
17296|FETH?YE|1969|9|34.3
17296|FETH?YE|1969|10|30.6
17296|FETH?YE|1969|11|24.2
17296|FETH?YE|1969|12|24.4
17296|FETH?YE|1969|13|36.6
17296|FETH?YE|1970|1|21.2
17296|FETH?YE|1970|2|20.9
17296|FETH?YE|1970|3|29.1
17296|FETH?YE|1970|4|35.7
17296|FETH?YE|1970|5|35.7
17296|FETH?YE|1970|6|37.2
17296|FETH?YE|1970|7|37.1
17296|FETH?YE|1970|8|39.8
17296|FETH?YE|1970|9|35.2
17296|FETH?YE|1970|10|29.6
17296|FETH?YE|1970|11|27.1
17296|FETH?YE|1970|12|20.0
17296|FETH?YE|1970|13|39.8
17296|FETH?YE|1971|1|22.7
17296|FETH?YE|1971|2|18.2
17296|FETH?YE|1971|3|23.2
17296|FETH?YE|1971|4|30.8
17296|FETH?YE|1971|5|32.4
17296|FETH?YE|1971|6|40.2
17296|FETH?YE|1971|7|38.1
17296|FETH?YE|1971|8|37.7
17296|FETH?YE|1971|9|35.3
17296|FETH?YE|1971|10|30.2
17296|FETH?YE|1971|11|24.4
17296|FETH?YE|1971|12|22.4
17296|FETH?YE|1971|13|40.2
17296|FETH?YE|1972|1|18.1
17296|FETH?YE|1972|2|19.0
17296|FETH?YE|1972|3|21.8
17296|FETH?YE|1972|4|29.4
17296|FETH?YE|1972|5|31.2
17296|FETH?YE|1972|6|37.6
17296|FETH?YE|1972|7|36.3
17296|FETH?YE|1972|8|37.7
17296|FETH?YE|1972|9|36.1
17296|FETH?YE|1972|10|33.2
17296|FETH?YE|1972|11|24.1
17296|FETH?YE|1972|12|21.4
17296|FETH?YE|1972|13|37.7
17296|FETH?YE|1973|1|20.0
17296|FETH?YE|1973|2|23.4
17296|FETH?YE|1973|3|26.7
17296|FETH?YE|1973|4|24.4
17296|FETH?YE|1973|5|32.8
17296|FETH?YE|1973|6|38.6
17296|FETH?YE|1973|7|44.3
17296|FETH?YE|1973|8|38.1
17296|FETH?YE|1973|9|36.4
17296|FETH?YE|1973|10|33.5
17296|FETH?YE|1973|11|25.5
17296|FETH?YE|1973|12|22.9
17296|FETH?YE|1973|13|44.3
17296|FETH?YE|1974|1|17.7
17296|FETH?YE|1974|2|23.6
17296|FETH?YE|1974|3|25.4
17296|FETH?YE|1974|4|25.8
17296|FETH?YE|1974|5|32.4
17296|FETH?YE|1974|6|34.7
17296|FETH?YE|1974|7|39.7
17296|FETH?YE|1974|8|38.7
17296|FETH?YE|1974|9|34.4
17296|FETH?YE|1974|10|30.3
17296|FETH?YE|1974|11|25.1
17296|FETH?YE|1974|12|19.4
17296|FETH?YE|1974|13|39.7
17296|FETH?YE|1975|1|17.8
17296|FETH?YE|1975|2|18.0
17296|FETH?YE|1975|3|27.4
17296|FETH?YE|1975|4|30.9
17296|FETH?YE|1975|5|32.0
17296|FETH?YE|1975|6|35.8
17296|FETH?YE|1975|7|38.2
17296|FETH?YE|1975|8|35.4
17296|FETH?YE|1975|9|36.2
17296|FETH?YE|1975|10|32.4
17296|FETH?YE|1975|11|24.4
17296|FETH?YE|1975|12|19.4
17296|FETH?YE|1975|13|38.2
17296|FETH?YE|1976|1|19.7
17296|FETH?YE|1976|2|19.7
17296|FETH?YE|1976|3|22.1
17296|FETH?YE|1976|4|26.6
17296|FETH?YE|1976|5|30.8
17296|FETH?YE|1976|6|34.1
17296|FETH?YE|1976|7|35.0
17296|FETH?YE|1976|8|37.2
17296|FETH?YE|1976|9|35.1
17296|FETH?YE|1976|10|31.5
17296|FETH?YE|1976|11|26.9
17296|FETH?YE|1976|12|21.8
17296|FETH?YE|1976|13|37.2
17296|FETH?YE|1977|1|18.7
17296|FETH?YE|1977|2|25.7
17296|FETH?YE|1977|3|27.6
17296|FETH?YE|1977|4|31.1
17296|FETH?YE|1977|5|32.9
17296|FETH?YE|1977|6|35.7
17296|FETH?YE|1977|7|40.8
17296|FETH?YE|1977|8|38.1
17296|FETH?YE|1977|9|35.1
17296|FETH?YE|1977|10|29.4
17296|FETH?YE|1977|11|27.8
17296|FETH?YE|1977|12|20.4
17296|FETH?YE|1977|13|40.8
17296|FETH?YE|1978|1|21.1
17296|FETH?YE|1978|2|24.8
17296|FETH?YE|1978|3|27.4
17296|FETH?YE|1978|4|25.4
17296|FETH?YE|1978|5|31.2
17296|FETH?YE|1978|6|39.1
17296|FETH?YE|1978|7|40.1
17296|FETH?YE|1978|8|36.3
17296|FETH?YE|1978|9|33.4
17296|FETH?YE|1978|10|32.1
17296|FETH?YE|1978|11|23.4
17296|FETH?YE|1978|12|20.3
17296|FETH?YE|1978|13|40.1
17296|FETH?YE|1979|1|19.3
17296|FETH?YE|1979|2|26.5
17296|FETH?YE|1979|3|27.8
17296|FETH?YE|1979|4|29.7
17296|FETH?YE|1979|5|30.6
17296|FETH?YE|1979|6|38.6
17296|FETH?YE|1979|7|39.2
17296|FETH?YE|1979|8|40.4
17296|FETH?YE|1979|9|40.4
17296|FETH?YE|1979|10|31.4
17296|FETH?YE|1979|11|26.7
17296|FETH?YE|1979|12|22.3
17296|FETH?YE|1979|13|40.4
17296|FETH?YE|1980|1|18.2
17296|FETH?YE|1980|2|18.9
17296|FETH?YE|1980|3|22.7
17296|FETH?YE|1980|4|23.2
17296|FETH?YE|1980|5|30.6
17296|FETH?YE|1980|6|38.0
17296|FETH?YE|1980|7|40.1
17296|FETH?YE|1980|8|38.3
17296|FETH?YE|1980|9|32.7
17296|FETH?YE|1980|10|34.0
17296|FETH?YE|1980|11|26.0
17296|FETH?YE|1980|12|23.1
17296|FETH?YE|1980|13|40.1
17296|FETH?YE|1981|1|17.7
17296|FETH?YE|1981|2|19.2
17296|FETH?YE|1981|3|28.2
17296|FETH?YE|1981|4|29.6
17296|FETH?YE|1981|5|31.8
17296|FETH?YE|1981|6|40.4
17296|FETH?YE|1981|7|37.6
17296|FETH?YE|1981|8|37.7
17296|FETH?YE|1981|9|34.3
17296|FETH?YE|1981|10|32.3
17296|FETH?YE|1981|11|25.8
17296|FETH?YE|1981|12|20.7
17296|FETH?YE|1981|13|40.4
17296|FETH?YE|1982|1|18.6
17296|FETH?YE|1982|2|19.4
17296|FETH?YE|1982|3|21.4
17296|FETH?YE|1982|4|29.2
17296|FETH?YE|1982|5|34.6
17296|FETH?YE|1982|6|39.1
17296|FETH?YE|1982|7|36.1
17296|FETH?YE|1982|8|37.4
17296|FETH?YE|1982|9|38.0
17296|FETH?YE|1982|10|30.4
17296|FETH?YE|1982|11|25.2
17296|FETH?YE|1982|12|22.4
17296|FETH?YE|1982|13|39.1
17296|FETH?YE|1983|1|16.6
17296|FETH?YE|1983|2|18.5
17296|FETH?YE|1983|3|25.4
17296|FETH?YE|1983|4|28.1
17296|FETH?YE|1983|5|31.8
17296|FETH?YE|1983|6|33.0
17296|FETH?YE|1983|7|37.1
17296|FETH?YE|1983|8|38.8
17296|FETH?YE|1983|9|33.4
17296|FETH?YE|1983|10|30.1
17296|FETH?YE|1983|11|25.8
17296|FETH?YE|1983|12|20.2
17296|FETH?YE|1983|13|38.8
17296|FETH?YE|1984|1|18.5
17296|FETH?YE|1984|2|21.1
17296|FETH?YE|1984|3|25.0
17296|FETH?YE|1984|4|25.1
17296|FETH?YE|1984|5|33.1
17296|FETH?YE|1984|6|34.2
17296|FETH?YE|1984|7|39.3
17296|FETH?YE|1984|8|36.1
17296|FETH?YE|1984|9|36.9
17296|FETH?YE|1984|10|34.2
17296|FETH?YE|1984|11|22.6
17296|FETH?YE|1984|12|19.7
17296|FETH?YE|1984|13|39.3
17296|FETH?YE|1985|1|23.9
17296|FETH?YE|1985|2|21.1
17296|FETH?YE|1985|3|23.1
17296|FETH?YE|1985|4|28.0
17296|FETH?YE|1985|5|32.9
17296|FETH?YE|1985|6|35.6
17296|FETH?YE|1985|7|39.5
17296|FETH?YE|1985|8|39.6
17296|FETH?YE|1985|9|36.0
17296|FETH?YE|1985|10|31.5
17296|FETH?YE|1985|11|24.8
17296|FETH?YE|1985|12|22.5
17296|FETH?YE|1985|13|39.6
17296|FETH?YE|1986|1|20.1
17296|FETH?YE|1986|2|21.7
17296|FETH?YE|1986|3|23.5
17296|FETH?YE|1986|4|28.2
17296|FETH?YE|1986|5|30.0
17296|FETH?YE|1986|6|34.0
17296|FETH?YE|1986|7|41.1
17296|FETH?YE|1986|8|36.2
17296|FETH?YE|1986|9|35.6
17296|FETH?YE|1986|10|29.0
17296|FETH?YE|1986|11|23.5
17296|FETH?YE|1986|12|21.1
17296|FETH?YE|1986|13|41.1
17296|FETH?YE|1987|1|23.2
17296|FETH?YE|1987|2|22.5
17296|FETH?YE|1987|3|20.5
17296|FETH?YE|1987|4|23.8
17296|FETH?YE|1987|5|29.0
17296|FETH?YE|1987|6|37.0
17296|FETH?YE|1987|7|41.5
17296|FETH?YE|1987|8|39.5
17296|FETH?YE|1987|9|37.0
17296|FETH?YE|1987|10|31.7
17296|FETH?YE|1987|11|24.6
17296|FETH?YE|1987|12|21.6
17296|FETH?YE|1987|13|41.5
17296|FETH?YE|1988|1|20.3
17296|FETH?YE|1988|2|19.7
17296|FETH?YE|1988|3|19.6
17296|FETH?YE|1988|4|26.6
17296|FETH?YE|1988|5|30.7
17296|FETH?YE|1988|6|36.8
17296|FETH?YE|1988|7|44.3
17296|FETH?YE|1988|8|39.0
17296|FETH?YE|1988|9|36.8
17296|FETH?YE|1988|10|33.5
17296|FETH?YE|1988|11|23.3
17296|FETH?YE|1988|12|22.5
17296|FETH?YE|1988|13|44.3
17296|FETH?YE|1989|1|20.3
17296|FETH?YE|1989|2|26.3
17296|FETH?YE|1989|3|28.6
17296|FETH?YE|1989|4|30.5
17296|FETH?YE|1989|5|33.2
17296|FETH?YE|1989|6|33.5
17296|FETH?YE|1989|7|37.5
17296|FETH?YE|1989|8|37.8
17296|FETH?YE|1989|9|34.6
17296|FETH?YE|1989|10|27.3
17296|FETH?YE|1989|11|24.8
17296|FETH?YE|1989|12|21.1
17296|FETH?YE|1989|13|37.8
17296|FETH?YE|1990|1|19.4
17296|FETH?YE|1990|2|19.5
17296|FETH?YE|1990|3|24.3
17296|FETH?YE|1990|4|28.0
17296|FETH?YE|1990|5|35.4
17296|FETH?YE|1990|6|37.3
17296|FETH?YE|1990|7|36.6
17296|FETH?YE|1990|8|36.7
17296|FETH?YE|1990|9|35.4
17296|FETH?YE|1990|10|31.9
17296|FETH?YE|1990|11|27.3
17296|FETH?YE|1990|12|24.3
17296|FETH?YE|1990|13|37.3
17296|FETH?YE|1991|1|19.3
17296|FETH?YE|1991|2|23.0
17296|FETH?YE|1991|3|27.3
17296|FETH?YE|1991|4|28.6
17296|FETH?YE|1991|5|28.0
17296|FETH?YE|1991|6|35.9
17296|FETH?YE|1991|7|37.6
17296|FETH?YE|1991|8|38.4
17296|FETH?YE|1991|9|38.4
17296|FETH?YE|1991|10|38.6
17296|FETH?YE|1991|11|22.9
17296|FETH?YE|1991|12|20.3
17296|FETH?YE|1991|13|38.6
17296|FETH?YE|1992|1|18.8
17296|FETH?YE|1992|2|20.0
17296|FETH?YE|1992|3|24.6
17296|FETH?YE|1992|4|26.5
17296|FETH?YE|1992|5|29.8
17296|FETH?YE|1992|6|35.0
17296|FETH?YE|1992|7|40.8
17296|FETH?YE|1992|8|37.8
17296|FETH?YE|1992|9|38.0
17296|FETH?YE|1992|10|34.5
17296|FETH?YE|1992|11|32.0
17296|FETH?YE|1992|12|20.8
17296|FETH?YE|1992|13|40.8
17296|FETH?YE|1993|1|19.2
17296|FETH?YE|1993|2|23.7
17296|FETH?YE|1993|3|24.8
17296|FETH?YE|1993|4|26.4
17296|FETH?YE|1993|5|31.6
17296|FETH?YE|1993|6|36.7
17296|FETH?YE|1993|7|38.1
17296|FETH?YE|1993|8|39.5
17296|FETH?YE|1993|9|33.5
17296|FETH?YE|1993|10|35.0
17296|FETH?YE|1993|11|26.0
17296|FETH?YE|1993|12|20.2
17296|FETH?YE|1993|13|39.5
17296|FETH?YE|1994|1|20.1
17296|FETH?YE|1994|2|21.3
17296|FETH?YE|1994|3|23.2
17296|FETH?YE|1994|4|29.0
17296|FETH?YE|1994|5|33.8
17296|FETH?YE|1994|6|36.0
17296|FETH?YE|1994|7|36.4
17296|FETH?YE|1994|8|41.3
17296|FETH?YE|1994|9|36.0
17296|FETH?YE|1994|10|34.3
17296|FETH?YE|1994|11|29.0
17296|FETH?YE|1994|12|19.6
17296|FETH?YE|1994|13|41.3
17296|FETH?YE|1995|1|20.6
17296|FETH?YE|1995|2|21.7
17296|FETH?YE|1995|3|23.5
17296|FETH?YE|1995|4|26.5
17296|FETH?YE|1995|5|30.0
17296|FETH?YE|1995|6|40.0
17296|FETH?YE|1995|7|38.6
17296|FETH?YE|1995|8|37.2
17296|FETH?YE|1995|9|35.6
17296|FETH?YE|1995|10|29.5
17296|FETH?YE|1995|11|24.2
17296|FETH?YE|1995|12|20.5
17296|FETH?YE|1995|13|40.0
17296|FETH?YE|1996|1|19.0
17296|FETH?YE|1996|2|20.6
17296|FETH?YE|1996|3|22.2
17296|FETH?YE|1996|4|27.4
17296|FETH?YE|1996|5|34.2
17296|FETH?YE|1996|6|39.7
17296|FETH?YE|1996|7|38.3
17296|FETH?YE|1996|8|38.0
17296|FETH?YE|1996|9|34.1
17296|FETH?YE|1996|10|28.8
17296|FETH?YE|1996|11|25.4
17296|FETH?YE|1996|12|22.0
17296|FETH?YE|1996|13|39.7
17296|FETH?YE|1997|1|21.4
17296|FETH?YE|1997|2|21.7
17296|FETH?YE|1997|3|22.4
17296|FETH?YE|1997|4|25.0
17296|FETH?YE|1997|5|30.2
17296|FETH?YE|1997|6|37.8
17296|FETH?YE|1997|7|40.0
17296|FETH?YE|1997|8|35.5
17296|FETH?YE|1997|9|35.4
17296|FETH?YE|1997|10|29.5
17296|FETH?YE|1997|11|24.9
17296|FETH?YE|1997|12|22.4
17296|FETH?YE|1997|13|40.0
17296|FETH?YE|1998|1|21.0
17296|FETH?YE|1998|2|22.1
17296|FETH?YE|1998|3|22.0
17296|FETH?YE|1998|4|29.3
17296|FETH?YE|1998|5|30.0
17296|FETH?YE|1998|6|37.2
17296|FETH?YE|1998|7|42.3
17296|FETH?YE|1998|8|42.1
17296|FETH?YE|1998|9|35.0
17296|FETH?YE|1998|10|33.0
17296|FETH?YE|1998|11|26.2
17296|FETH?YE|1998|12|20.5
17296|FETH?YE|1998|13|42.3
17296|FETH?YE|1999|1|19.8
17296|FETH?YE|1999|2|21.0
17296|FETH?YE|1999|3|23.0
17296|FETH?YE|1999|4|28.0
17296|FETH?YE|1999|5|32.8
17296|FETH?YE|1999|6|36.2
17296|FETH?YE|1999|7|37.3
17296|FETH?YE|1999|8|37.4
17296|FETH?YE|1999|9|33.9
17296|FETH?YE|1999|10|32.7
17296|FETH?YE|1999|11|25.7
17296|FETH?YE|1999|12|23.8
17296|FETH?YE|1999|13|37.4
17296|FETH?YE|2000|1|17.2
17296|FETH?YE|2000|2|19.5
17296|FETH?YE|2000|3|22.5
17296|FETH?YE|2000|4|26.7
17296|FETH?YE|2000|5|32.0
17296|FETH?YE|2000|6|37.0
17296|FETH?YE|2000|7|43.0
17296|FETH?YE|2000|8|38.8
17296|FETH?YE|2000|9|39.9
17296|FETH?YE|2000|10|32.8
17296|FETH?YE|2000|11|26.6
17296|FETH?YE|2000|12|23.0
17296|FETH?YE|2000|13|43.0
17296|FETH?YE|2001|1|21.1
17296|FETH?YE|2001|2|22.0
17296|FETH?YE|2001|3|31.5
17296|FETH?YE|2001|4|32.5
17296|FETH?YE|2001|5|34.1
17296|FETH?YE|2001|6|34.0
17296|FETH?YE|2001|7|40.0
17296|FETH?YE|2001|8|43.0
17296|FETH?YE|2001|9|38.4
17296|FETH?YE|2001|10|32.1
17296|FETH?YE|2001|11|26.9
17296|FETH?YE|2001|12|20.3
17296|FETH?YE|2001|13|43.0
17296|FETH?YE|2002|1|21.1
17296|FETH?YE|2002|2|22.2
17296|FETH?YE|2002|3|29.0
17296|FETH?YE|2002|4|26.4
17296|FETH?YE|2002|5|29.7
17296|FETH?YE|2002|6|37.2
17296|FETH?YE|2002|7|40.0
17296|FETH?YE|2002|8|41.6
17296|FETH?YE|2002|9|34.0
17296|FETH?YE|2002|10|29.6
17296|FETH?YE|2002|11|26.0
17296|FETH?YE|2002|12|22.2
17296|FETH?YE|2002|13|41.6
17296|FETH?YE|2003|1|24.0
17296|FETH?YE|2003|2|19.3
17296|FETH?YE|2003|3|24.2
17296|FETH?YE|2003|4|26.2
17296|FETH?YE|2003|5|34.0
17296|FETH?YE|2003|6|38.2
17296|FETH?YE|2003|7|41.5
17296|FETH?YE|2003|8|41.3
17296|FETH?YE|2003|9|36.2
17296|FETH?YE|2003|10|33.3
17296|FETH?YE|2003|11|28.0
17296|FETH?YE|2003|12|22.0
17296|FETH?YE|2003|13|41.5
17296|FETH?YE|2004|1|20.4
17296|FETH?YE|2004|2|23.2
17296|FETH?YE|2004|3|33.0
17296|FETH?YE|2004|4|28.2
17296|FETH?YE|2004|5|30.7
17296|FETH?YE|2004|6|36.9
17296|FETH?YE|2004|7|40.4
17296|FETH?YE|2004|8|37.5
17296|FETH?YE|2004|9|39.1
17296|FETH?YE|2004|10|32.1
17296|FETH?YE|2004|11|28.8
17296|FETH?YE|2004|12|21.0
17296|FETH?YE|2004|13|40.4
17296|FETH?YE|2005|1|24.8
17296|FETH?YE|2005|2|19.6
17296|FETH?YE|2005|3|24.2
17296|FETH?YE|2005|4|28.8
17296|FETH?YE|2005|5|32.0
17296|FETH?YE|2005|6|34.8
17296|FETH?YE|2005|7|39.2
17296|FETH?YE|2005|8|39.7
17296|FETH?YE|2005|9|35.2
17296|FETH?YE|2005|10|29.2
17296|FETH?YE|2005|11|23.2
17296|FETH?YE|2005|12|25.0
17296|FETH?YE|2005|13|39.7
17296|FETH?YE|2006|1|22.1
17296|FETH?YE|2006|2|25.2
17296|FETH?YE|2006|3|22.0
17296|FETH?YE|2006|4|28.8
17296|FETH?YE|2006|5|33.1
17296|FETH?YE|2006|6|37.8
17296|FETH?YE|2006|7|38.0
17296|FETH?YE|2006|8|40.8
17296|FETH?YE|2006|9|36.3
17296|FETH?YE|2006|10|31.1
17296|FETH?YE|2006|11|23.0
17296|FETH?YE|2006|12|21.6
17296|FETH?YE|2006|13|40.8
17296|FETH?YE|2007|1|20.1
17296|FETH?YE|2007|2|18.5
17296|FETH?YE|2007|3|26.3
17296|FETH?YE|2007|4|30.3
17296|FETH?YE|2007|5|33.1
17296|FETH?YE|2007|6|42.7
17296|FETH?YE|2007|7|42.9
17296|FETH?YE|2007|8|41.2
17296|FETH?YE|2007|9|40.6
17296|FETH?YE|2007|10|33.1
17296|FETH?YE|2007|11|28.7
17296|FETH?YE|2007|12|21.3
17296|FETH?YE|2007|13|42.9
17296|FETH?YE|2008|1|19.5
17296|FETH?YE|2008|2|21.3
17296|FETH?YE|2008|3|32.8
17296|FETH?YE|2008|4|26.8
17296|FETH?YE|2008|5|33.3
17296|FETH?YE|2008|6|40.6
17296|FETH?YE|2008|7|39.7
17296|FETH?YE|2008|8|40.6
17296|FETH?YE|2008|9|35.5
17296|FETH?YE|2008|10|30.4
17296|FETH?YE|2008|11|32.0
17296|FETH?YE|2008|12|24.1
17296|FETH?YE|2008|13|40.6
17296|FETH?YE|2009|1|22.6
17296|FETH?YE|2009|2|21.9
17296|FETH?YE|2009|3|29.5
17296|FETH?YE|2009|4|26.7
17296|FETH?YE|2009|5|33.6
17296|FETH?YE|2009|6|37.7
17296|FETH?YE|2009|7|40.8
17296|FETH?YE|2009|8|38.9
17296|FETH?YE|2009|9|35.1
17296|FETH?YE|2009|10|31.7
17296|FETH?YE|2009|11|25.7
17296|FETH?YE|2009|12|23.2
17296|FETH?YE|2009|13|40.8
17296|FETH?YE|2010|1|22.0
17296|FETH?YE|2010|2|27.4
17296|FETH?YE|2010|3|29.7
17296|FETH?YE|2010|4|28.5
17296|FETH?YE|2010|5|32.8
17296|FETH?YE|2010|6|40.1
17296|FETH?YE|2010|7|38.5
17296|FETH?YE|2010|8|41.1
17296|FETH?YE|2010|9|37.3
17296|FETH?YE|2010|10|31.0
17296|FETH?YE|2010|11|27.4
17296|FETH?YE|2010|12|25.6
17296|FETH?YE|2010|13|41.1
17296|FETH?YE|2011|1|20.7
17296|FETH?YE|2011|2|21.4
17296|FETH?YE|2011|3|23.0
17296|FETH?YE|2011|4|27.6
17296|FETH?YE|2011|5|32.2
17296|FETH?YE|2011|6|37.7
17296|FETH?YE|2011|7|41.0
17296|FETH?YE|2011|8|38.7
17296|FETH?YE|2011|9|37.0
