Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_SICAKLIK_C
17884|M?LAS|2000|13|45.7
17884|M?LAS|2001|1|19.6
17884|M?LAS|2001|2|20.7
17884|M?LAS|2001|3|30.0
17884|M?LAS|2001|4|30.9
17884|M?LAS|2001|5|34.9
17884|M?LAS|2001|6|39.7
17884|M?LAS|2001|7|42.9
17884|M?LAS|2001|8|42.5
17884|M?LAS|2001|9|38.0
17884|M?LAS|2001|10|35.4
17884|M?LAS|2001|11|25.9
17884|M?LAS|2001|12|18.3
17884|M?LAS|2001|13|42.9
17884|M?LAS|2002|1|21.7
17884|M?LAS|2002|2|22.0
17884|M?LAS|2002|3|27.4
17884|M?LAS|2002|4|26.1
17884|M?LAS|2002|5|31.6
17884|M?LAS|2002|6|38.8
17884|M?LAS|2002|7|40.6
17884|M?LAS|2002|8|43.6
17884|M?LAS|2002|9|32.7
17884|M?LAS|2002|10|29.5
17884|M?LAS|2002|11|25.8
17884|M?LAS|2002|12|21.3
17884|M?LAS|2002|13|43.6
17884|M?LAS|2003|1|20.4
17884|M?LAS|2003|2|17.1
17884|M?LAS|2003|3|22.0
17884|M?LAS|2003|4|26.3
17884|M?LAS|2003|5|35.2
17884|M?LAS|2003|6|39.3
17884|M?LAS|2003|7|41.3
17884|M?LAS|2003|8|41.7
17884|M?LAS|2003|9|41.0
17884|M?LAS|2003|10|35.0
17884|M?LAS|2003|11|29.5
17884|M?LAS|2003|12|19.6
17884|M?LAS|2003|13|41.7
17884|M?LAS|2004|1|18.5
17884|M?LAS|2004|2|23.6
17884|M?LAS|2004|3|28.0
17884|M?LAS|2004|4|30.6
17884|M?LAS|2004|5|31.8
17884|M?LAS|2004|6|39.4
17884|M?LAS|2004|7|42.7
17884|M?LAS|2004|8|40.3
17884|M?LAS|2004|9|40.3
17884|M?LAS|2004|10|33.3
17884|M?LAS|2004|11|30.8
17884|M?LAS|2004|12|20.3
17884|M?LAS|2004|13|42.7
17884|M?LAS|2005|1|21.0
17884|M?LAS|2005|2|18.0
17884|M?LAS|2005|3|23.1
17884|M?LAS|2005|4|30.7
17884|M?LAS|2005|5|34.3
17884|M?LAS|2005|6|38.0
17884|M?LAS|2005|7|41.9
17884|M?LAS|2005|8|42.9
17884|M?LAS|2005|9|36.8
17884|M?LAS|2005|10|30.2
17884|M?LAS|2005|11|23.4
17884|M?LAS|2005|12|24.2
17884|M?LAS|2005|13|42.9
17884|M?LAS|2006|1|18.1
17884|M?LAS|2006|2|22.0
17884|M?LAS|2006|3|23.0
17884|M?LAS|2006|4|27.9
17884|M?LAS|2006|5|38.0
17884|M?LAS|2006|6|39.0
17884|M?LAS|2006|7|40.0
17884|M?LAS|2006|8|43.3
17884|M?LAS|2006|9|39.2
17884|M?LAS|2006|10|32.2
17884|M?LAS|2006|11|24.0
17884|M?LAS|2006|12|21.0
17884|M?LAS|2006|13|43.3
17884|M?LAS|2007|1|20.2
17884|M?LAS|2007|2|20.9
17884|M?LAS|2007|3|24.7
17884|M?LAS|2007|4|28.4
17884|M?LAS|2007|5|36.4
17884|M?LAS|2007|6|43.0
17884|M?LAS|2007|7|45.6
17884|M?LAS|2007|8|43.6
17884|M?LAS|2007|9|41.1
17884|M?LAS|2007|10|34.0
17884|M?LAS|2007|11|29.4
17884|M?LAS|2007|12|19.9
17884|M?LAS|2008|1|19.6
17884|M?LAS|2008|2|23.0
17884|M?LAS|2008|3|28.4
17884|M?LAS|2008|4|33.6
17884|M?LAS|2008|5|38.2
17884|M?LAS|2008|6|42.7
17884|M?LAS|2008|7|43.9
17884|M?LAS|2008|8|42.9
17884|M?LAS|2008|9|39.4
17884|M?LAS|2008|10|30.5
17884|M?LAS|2008|11|31.3
17884|M?LAS|2008|12|24.6
17884|M?LAS|2008|13|43.9
17884|M?LAS|2009|1|20.2
17884|M?LAS|2009|2|20.7
17884|M?LAS|2009|3|30.1
17884|M?LAS|2009|4|27.0
17884|M?LAS|2009|5|33.0
17884|M?LAS|2009|6|39.0
17884|M?LAS|2009|7|42.7
17884|M?LAS|2009|8|42.0
17884|M?LAS|2009|9|37.3
17884|M?LAS|2009|10|33.2
17884|M?LAS|2009|11|26.4
17884|M?LAS|2009|12|22.0
17884|M?LAS|2009|13|42.7
17884|M?LAS|2010|1|21.8
17884|M?LAS|2010|2|23.8
17884|M?LAS|2010|3|24.9
17884|M?LAS|2010|4|30.0
17884|M?LAS|2010|5|36.0
17884|M?LAS|2010|6|40.9
17884|M?LAS|2010|7|42.1
17884|M?LAS|2010|8|42.2
17884|M?LAS|2010|9|37.7
17884|M?LAS|2010|10|30.9
17884|M?LAS|2010|11|29.0
17884|M?LAS|2010|12|24.5
17884|M?LAS|2010|13|42.2
17884|M?LAS|2011|1|20.1
17884|M?LAS|2011|2|21.6
17884|M?LAS|2011|3|23.1
17884|M?LAS|2011|4|26.5
17884|M?LAS|2011|5|32.9
17884|M?LAS|2011|6|38.4
17884|M?LAS|2011|7|42.4
17884|M?LAS|2011|8|40.8
17884|M?LAS|2011|9|39.0
17884|M?LAS|2011|10|30.4
17884|M?LAS|2011|11|26.7
17884|M?LAS|2011|12|21.8
17884|M?LAS|2011|13|42.4
17884|M?LAS|2012|1|17.9
17884|M?LAS|2012|2|20.1
17884|M?LAS|2012|3|25.1
17884|M?LAS|2012|4|31.1
17884|M?LAS|2012|5|32.7
17884|M?LAS|2012|6|43.4
17884|M?LAS|2012|7|45.7
17884|M?LAS|2012|8|42.2
17884|M?LAS|2012|9|39.3
17884|M?LAS|2012|10|36.7
17884|M?LAS|2012|11|28.7
17884|M?LAS|2012|12|23.4
17884|M?LAS|2012|13|45.7
17884|M?LAS|2013|1|19.1
17884|M?LAS|2013|2|20.9
17884|M?LAS|2013|3|27.6
17884|M?LAS|2013|4|34.8
17884|M?LAS|2013|5|36.3
17884|M?LAS|2013|6|40.0
17884|M?LAS|2013|7|42.1
17884|M?LAS|2013|8|41.4
17884|M?LAS|2013|9|38.4
17884|M?LAS|2013|10|32.3
17884|M?LAS|2013|11|26.5
17884|M?LAS|2013|12|21.3
17884|M?LAS|2013|13|42.1
17884|M?LAS|2014|1|20.2
17884|M?LAS|2014|2|22.3
17884|M?LAS|2014|3|25.2
17884|M?LAS|2014|4|33.1
17884|M?LAS|2014|5|33.6
17884|M?LAS|2014|6|40.6
17884|M?LAS|2014|7|38.5
17884|M?LAS|2014|8|42.0
17884|M?LAS|2014|9|35.5
17884|M?LAS|2014|10|34.0
17884|M?LAS|2014|11|26.4
17884|M?LAS|2014|12|22.7
17884|M?LAS|2014|13|42.0
17884|M?LAS|2015|1|20.4
17884|M?LAS|2015|2|20.8
17884|M?LAS|2015|3|23.3
17884|M?LAS|2015|4|29.4
17884|M?LAS|2015|5|34.5
17884|M?LAS|2015|6|36.8
17884|M?LAS|2015|7|42.5
17884|M?LAS|2015|8|41.2
17884|M?LAS|2015|9|44.1
17884|M?LAS|2015|10|33.0
17884|M?LAS|2015|11|28.8
17884|M?LAS|2015|12|25.8
17884|M?LAS|2015|13|44.1
17884|M?LAS|2016|1|23.6
17884|M?LAS|2016|2|29.0
17884|M?LAS|2016|3|27.5
17884|M?LAS|2016|4|35.8
17884|M?LAS|2016|5|34.2
17884|M?LAS|2016|6|45.2
17884|M?LAS|2016|7|44.9
17884|M?LAS|2016|8|41.3
17884|M?LAS|2016|9|38.7
17884|M?LAS|2016|10|31.8
17884|M?LAS|2016|11|26.3
17884|M?LAS|2016|12|20.0
17884|M?LAS|2016|13|45.2
17884|M?LAS|2017|1|18.8
17884|M?LAS|2017|2|19.9
17884|M?LAS|2017|3|26.1
17884|M?LAS|2017|4|29.4
17884|M?LAS|2017|5|34.2
17884|M?LAS|2017|6|44.7
17884|M?LAS|2017|7|45.3
17884|M?LAS|2017|8|40.0
17884|M?LAS|2017|9|38.1
17884|M?LAS|2017|10|30.6
17884|M?LAS|2017|11|24.4
17884|M?LAS|2017|12|22.3
17884|M?LAS|2017|13|45.3
17884|M?LAS|2018|1|19.9
17884|M?LAS|2018|2|20.8
17884|M?LAS|2018|3|23.8
17884|M?LAS|2018|4|33.1
17884|M?LAS|2018|5|35.8
17884|M?LAS|2018|6|37.2
17884|M?LAS|2018|7|40.6
17884|M?LAS|2018|8|39.6
17884|M?LAS|2018|9|36.5
17884|M?LAS|2018|10|32.4
17884|M?LAS|2018|11|32.3
17884|M?LAS|2018|12|18.9
17884|M?LAS|2018|13|40.6
17884|M?LAS|2019|1|17.4
17884|M?LAS|2019|2|25.0
17884|M?LAS|2019|3|25.7
17884|M?LAS|2019|4|29.9
17884|M?LAS|2019|5|36.6
17884|M?LAS|2019|6|38.2
17884|M?LAS|2019|7|40.8
17884|M?LAS|2019|8|42.2
17884|M?LAS|2019|9|34.8
17884|M?LAS|2019|10|34.3
17884|M?LAS|2019|11|28.9
17884|M?LAS|2019|12|22.5
17884|M?LAS|2019|13|42.2
17884|M?LAS|2020|1|18.3
17884|M?LAS|2020|2|22.1
17884|M?LAS|2020|3|26.8
17884|M?LAS|2020|4|27.4
17884|M?LAS|2020|5|42.3
17884|M?LAS|2020|6|38.9
17884|M?LAS|2020|7|40.8
17884|M?LAS|2020|8|43.5
17884|M?LAS|2020|9|40.6
17884|M?LAS|2020|10|39.1
17884|M?LAS|2020|11|27.7
17884|M?LAS|2020|12|20.4
17884|M?LAS|2020|13|43.5
17884|M?LAS|2021|1|21.6
17884|M?LAS|2021|2|24.3
17884|M?LAS|2021|3|23.4
17884|M?LAS|2021|4|33.3
17884|M?LAS|2021|5|37.7
17884|M?LAS|2021|6|41.0
17886|YATA?AN|1968|1|14.1
17886|YATA?AN|1968|2|20.0
17886|YATA?AN|1968|3|21.9
17886|YATA?AN|1968|4|29.6
17886|YATA?AN|1968|5|33.8
17886|YATA?AN|1968|6|35.6
17886|YATA?AN|1968|7|40.1
17886|YATA?AN|1968|8|37.8
17886|YATA?AN|1968|9|36.8
17886|YATA?AN|1968|10|27.1
17886|YATA?AN|1968|11|21.8
17886|YATA?AN|1968|12|17.5
17886|YATA?AN|1968|13|40.1
17886|YATA?AN|1969|1|14.8
17886|YATA?AN|1969|2|18.7
17886|YATA?AN|1969|3|20.6
17886|YATA?AN|1969|4|24.4
17886|YATA?AN|1969|5|37.8
17886|YATA?AN|1969|6|39.6
17886|YATA?AN|1969|7|37.8
17886|YATA?AN|1969|8|38.0
17886|YATA?AN|1969|9|37.8
17886|YATA?AN|1969|10|29.8
17886|YATA?AN|1969|11|24.2
17886|YATA?AN|1969|12|17.4
17886|YATA?AN|1969|13|39.6
17886|YATA?AN|1970|1|16.4
17886|YATA?AN|1970|2|18.6
17886|YATA?AN|1970|3|22.8
17886|YATA?AN|1970|4|32.5
17886|YATA?AN|1970|5|30.2
17886|YATA?AN|1970|6|36.0
17886|YATA?AN|1970|7|36.8
17886|YATA?AN|1970|8|38.4
17886|YATA?AN|1970|9|34.8
17886|YATA?AN|1970|10|26.6
17886|YATA?AN|1970|11|25.2
17886|YATA?AN|1970|12|17.0
17886|YATA?AN|1970|13|38.4
17886|YATA?AN|1971|1|21.2
17886|YATA?AN|1971|2|16.0
17886|YATA?AN|1971|3|21.8
17886|YATA?AN|1971|4|28.2
17886|YATA?AN|1971|5|34.4
17886|YATA?AN|1971|6|36.2
17886|YATA?AN|1971|7|36.8
17886|YATA?AN|1971|8|37.0
17886|YATA?AN|1971|9|35.2
17886|YATA?AN|1971|10|28.2
17886|YATA?AN|1971|11|24.0
17886|YATA?AN|1971|12|17.0
17886|YATA?AN|1971|13|37.0
17886|YATA?AN|1972|1|16.0
17886|YATA?AN|1972|2|17.8
17886|YATA?AN|1972|3|23.8
17886|YATA?AN|1972|4|25.8
17886|YATA?AN|1972|5|33.8
17886|YATA?AN|1972|6|38.0
17886|YATA?AN|1972|7|36.8
17886|YATA?AN|1972|8|38.6
17886|YATA?AN|1972|9|37.6
17886|YATA?AN|1972|10|30.2
17886|YATA?AN|1972|11|20.2
17886|YATA?AN|1972|12|16.4
17886|YATA?AN|1972|13|38.6
17886|YATA?AN|1973|1|15.8
17886|YATA?AN|1973|2|18.4
17886|YATA?AN|1973|3|23.4
17886|YATA?AN|1973|4|24.6
17886|YATA?AN|1973|5|35.2
17886|YATA?AN|1973|6|38.8
17886|YATA?AN|1973|7|41.4
17886|YATA?AN|1973|8|37.4
17886|YATA?AN|1973|9|35.6
17886|YATA?AN|1973|10|32.4
17886|YATA?AN|1973|11|20.9
17886|YATA?AN|1973|12|16.7
17886|YATA?AN|1973|13|41.4
17886|YATA?AN|1974|1|14.4
17886|YATA?AN|1974|2|18.4
17886|YATA?AN|1974|3|22.7
17886|YATA?AN|1974|4|24.9
17886|YATA?AN|1974|5|30.7
17886|YATA?AN|1974|6|36.9
17886|YATA?AN|1974|7|38.8
17886|YATA?AN|1974|8|39.0
17886|YATA?AN|1974|9|32.9
17886|YATA?AN|1974|10|33.4
17886|YATA?AN|1974|11|19.4
17886|YATA?AN|1974|12|14.0
17886|YATA?AN|1974|13|39.0
17886|YATA?AN|1975|1|13.9
17886|YATA?AN|1975|2|17.7
17886|YATA?AN|1975|3|24.3
17886|YATA?AN|1975|4|29.9
17886|YATA?AN|1975|5|32.0
17886|YATA?AN|1975|6|34.7
17886|YATA?AN|1975|7|37.7
17886|YATA?AN|1975|8|37.4
17886|YATA?AN|1975|9|34.4
17886|YATA?AN|1975|10|29.5
17886|YATA?AN|1975|11|22.0
17886|YATA?AN|1975|12|16.4
17886|YATA?AN|1975|13|37.7
17886|YATA?AN|1976|1|16.2
17886|YATA?AN|1976|2|17.2
17886|YATA?AN|1976|3|22.4
17886|YATA?AN|1976|4|28.0
17886|YATA?AN|1976|5|30.5
17886|YATA?AN|1976|6|33.6
17886|YATA?AN|1976|7|35.5
17886|YATA?AN|1976|8|36.3
17886|YATA?AN|1976|9|34.4
17886|YATA?AN|1976|10|32.6
17886|YATA?AN|1976|11|25.1
17886|YATA?AN|1976|12|17.9
17886|YATA?AN|1976|13|36.3
17886|YATA?AN|1977|1|18.0
17886|YATA?AN|1977|2|22.6
17886|YATA?AN|1977|3|29.5
17886|YATA?AN|1977|4|28.5
17886|YATA?AN|1977|5|36.0
17886|YATA?AN|1977|6|36.4
17886|YATA?AN|1977|7|40.8
17886|YATA?AN|1977|8|41.0
17886|YATA?AN|1977|9|34.9
17886|YATA?AN|1977|10|31.7
17886|YATA?AN|1977|11|24.7
17886|YATA?AN|1977|12|17.1
17886|YATA?AN|1977|13|41.0
17886|YATA?AN|1978|1|15.4
17886|YATA?AN|1978|2|19.4
17886|YATA?AN|1978|3|22.7
17886|YATA?AN|1978|4|26.4
17886|YATA?AN|1978|5|32.2
17886|YATA?AN|1978|6|37.3
17886|YATA?AN|1978|7|40.2
17886|YATA?AN|1978|8|38.4
17886|YATA?AN|1978|9|34.9
17886|YATA?AN|1978|10|33.9
17886|YATA?AN|1978|11|19.8
17886|YATA?AN|1978|12|19.4
17886|YATA?AN|1978|13|40.2
17886|YATA?AN|1979|1|16.1
17886|YATA?AN|1979|2|22.3
17886|YATA?AN|1979|3|22.2
17886|YATA?AN|1979|4|28.9
17886|YATA?AN|1979|5|31.3
17886|YATA?AN|1979|6|37.5
17886|YATA?AN|1979|7|38.2
17886|YATA?AN|1979|8|39.6
17886|YATA?AN|1979|9|37.7
17886|YATA?AN|1979|10|31.9
17886|YATA?AN|1979|11|22.9
17886|YATA?AN|1979|12|17.6
17886|YATA?AN|1979|13|39.6
17886|YATA?AN|1980|1|16.3
17886|YATA?AN|1980|2|16.8
17886|YATA?AN|1980|3|23.8
17886|YATA?AN|1980|4|22.2
17886|YATA?AN|1980|5|35.0
17886|YATA?AN|1980|6|37.4
17886|YATA?AN|1980|7|42.0
17886|YATA?AN|1980|8|38.8
17886|YATA?AN|1980|9|32.7
17886|YATA?AN|1980|10|32.1
17886|YATA?AN|1980|11|24.6
17886|YATA?AN|1980|12|18.9
17886|YATA?AN|1980|13|42.0
17886|YATA?AN|1981|1|13.5
17886|YATA?AN|1981|2|16.7
17886|YATA?AN|1981|3|22.5
17886|YATA?AN|1981|4|27.7
17886|YATA?AN|1981|5|33.2
17886|YATA?AN|1981|6|38.2
17886|YATA?AN|1981|7|39.2
17886|YATA?AN|1981|8|37.0
17886|YATA?AN|1981|9|35.0
17886|YATA?AN|1981|10|31.8
17886|YATA?AN|1981|11|23.2
17886|YATA?AN|1981|12|17.8
17886|YATA?AN|1981|13|39.2
17886|YATA?AN|1982|1|17.5
17886|YATA?AN|1982|2|17.3
17886|YATA?AN|1982|3|20.2
17886|YATA?AN|1982|4|26.6
17886|YATA?AN|1982|5|32.4
17886|YATA?AN|1982|6|40.0
17886|YATA?AN|1982|7|35.5
17886|YATA?AN|1982|8|37.5
17886|YATA?AN|1982|9|36.3
17886|YATA?AN|1982|10|31.4
17886|YATA?AN|1982|11|24.1
17886|YATA?AN|1982|12|17.6
17886|YATA?AN|1982|13|40.0
17886|YATA?AN|1983|1|15.2
17886|YATA?AN|1983|2|18.1
17886|YATA?AN|1983|3|25.2
17886|YATA?AN|1983|4|29.0
17886|YATA?AN|1983|5|30.5
17886|YATA?AN|1983|6|35.6
17886|YATA?AN|1983|7|36.5
17886|YATA?AN|1983|8|37.8
17886|YATA?AN|1983|9|35.6
17886|YATA?AN|1983|10|28.4
17886|YATA?AN|1983|11|25.5
17886|YATA?AN|1983|12|17.1
17886|YATA?AN|1983|13|37.8
17886|YATA?AN|1984|1|15.5
17886|YATA?AN|1984|2|19.9
17886|YATA?AN|1984|3|21.0
17886|YATA?AN|1984|4|22.7
17886|YATA?AN|1984|5|32.6
17886|YATA?AN|1984|6|36.3
17886|YATA?AN|1984|7|39.4
17886|YATA?AN|1984|8|35.2
17886|YATA?AN|1984|9|34.5
17886|YATA?AN|1984|10|36.2
17886|YATA?AN|1984|11|20.4
17886|YATA?AN|1984|12|16.3
17886|YATA?AN|1984|13|39.4
17886|YATA?AN|1985|1|16.4
17886|YATA?AN|1985|2|15.4
17886|YATA?AN|1985|3|22.0
17886|YATA?AN|1985|4|29.7
17886|YATA?AN|1985|5|32.3
17886|YATA?AN|1985|6|35.0
17886|YATA?AN|1985|7|39.4
17886|YATA?AN|1985|8|40.4
17886|YATA?AN|1985|9|35.5
17886|YATA?AN|1985|10|31.7
17886|YATA?AN|1985|11|25.2
17886|YATA?AN|1985|12|20.8
17886|YATA?AN|1985|13|40.4
17886|YATA?AN|1986|1|16.8
17886|YATA?AN|1986|2|16.8
17886|YATA?AN|1986|3|23.5
17886|YATA?AN|1986|4|28.2
17886|YATA?AN|1986|5|30.6
17886|YATA?AN|1986|6|34.3
17886|YATA?AN|1986|7|38.9
17886|YATA?AN|1986|8|39.4
17886|YATA?AN|1986|9|37.2
17886|YATA?AN|1986|10|28.3
17886|YATA?AN|1986|11|21.0
17886|YATA?AN|1986|12|19.2
17886|YATA?AN|1986|13|39.4
17886|YATA?AN|1987|1|21.0
17886|YATA?AN|1987|2|18.5
17886|YATA?AN|1987|3|20.1
17886|YATA?AN|1987|4|24.0
17886|YATA?AN|1987|5|33.5
17886|YATA?AN|1987|6|37.1
17886|YATA?AN|1987|7|41.5
17886|YATA?AN|1987|8|39.1
17886|YATA?AN|1987|9|36.3
17886|YATA?AN|1987|10|34.3
17886|YATA?AN|1987|11|22.5
17886|YATA?AN|1987|12|20.0
17886|YATA?AN|1987|13|41.5
17886|YATA?AN|1988|1|17.4
17886|YATA?AN|1988|2|18.8
17886|YATA?AN|1988|3|18.9
17886|YATA?AN|1988|4|28.2
17886|YATA?AN|1988|5|35.7
17886|YATA?AN|1988|6|36.6
17886|YATA?AN|1988|7|41.5
17886|YATA?AN|1988|8|38.8
17886|YATA?AN|1988|9|36.7
17886|YATA?AN|1988|10|29.3
17886|YATA?AN|1988|11|18.5
17886|YATA?AN|1988|12|18.5
17886|YATA?AN|1988|13|41.5
17886|YATA?AN|1989|1|18.4
17886|YATA?AN|1989|2|19.5
17886|YATA?AN|1989|3|24.3
17886|YATA?AN|1989|4|30.5
17886|YATA?AN|1989|5|35.4
17886|YATA?AN|1989|6|34.7
17886|YATA?AN|1989|7|37.6
17886|YATA?AN|1989|8|38.0
17886|YATA?AN|1989|9|38.0
17886|YATA?AN|1989|10|26.3
17886|YATA?AN|1989|11|24.7
17886|YATA?AN|1989|12|18.7
17886|YATA?AN|1989|13|38.0
17886|YATA?AN|1990|1|16.9
17886|YATA?AN|1990|2|20.0
17886|YATA?AN|1990|3|24.0
17886|YATA?AN|1990|4|29.7
17886|YATA?AN|1990|5|37.3
17886|YATA?AN|1990|6|36.2
17886|YATA?AN|1990|7|38.5
17886|YATA?AN|1990|8|37.8
17886|YATA?AN|1990|9|36.0
17886|YATA?AN|1990|10|32.3
17886|YATA?AN|1990|11|27.2
17886|YATA?AN|1990|12|19.2
17886|YATA?AN|1990|13|38.5
17886|YATA?AN|1991|1|18.0
17886|YATA?AN|1991|2|17.5
17886|YATA?AN|1991|3|27.0
17886|YATA?AN|1991|4|26.8
17886|YATA?AN|1991|5|29.2
17886|YATA?AN|1991|6|37.2
17886|YATA?AN|1991|7|38.5
17886|YATA?AN|1991|8|38.4
17886|YATA?AN|1991|9|35.7
17886|YATA?AN|1991|10|36.6
17886|YATA?AN|1991|11|23.2
17886|YATA?AN|1991|12|15.0
17886|YATA?AN|1991|13|38.5
17886|YATA?AN|1992|1|16.0
17886|YATA?AN|1992|2|16.4
17886|YATA?AN|1992|3|20.4
17886|YATA?AN|1992|4|29.2
17886|YATA?AN|1992|5|30.0
17886|YATA?AN|1992|6|36.5
17886|YATA?AN|1992|7|40.3
17886|YATA?AN|1992|8|38.8
17886|YATA?AN|1992|9|38.5
17886|YATA?AN|1992|10|35.7
17886|YATA?AN|1992|11|28.6
17886|YATA?AN|1992|12|16.2
17886|YATA?AN|1992|13|40.3
17886|YATA?AN|1993|1|19.0
17886|YATA?AN|1993|2|21.0
17886|YATA?AN|1993|3|23.7
17886|YATA?AN|1993|4|30.6
17886|YATA?AN|1993|5|33.0
17886|YATA?AN|1993|6|38.4
17886|YATA?AN|1993|7|38.4
17886|YATA?AN|1993|8|40.6
17886|YATA?AN|1993|9|37.0
17886|YATA?AN|1993|10|34.2
17886|YATA?AN|1993|11|28.8
17886|YATA?AN|1993|12|18.0
17886|YATA?AN|1993|13|40.6
17886|YATA?AN|1994|1|19.0
17886|YATA?AN|1994|2|20.4
17886|YATA?AN|1994|3|22.6
17886|YATA?AN|1994|4|29.6
17886|YATA?AN|1994|5|35.8
17886|YATA?AN|1994|6|37.3
17886|YATA?AN|1994|7|39.4
17886|YATA?AN|1994|8|41.5
17886|YATA?AN|1994|9|38.6
17886|YATA?AN|1994|10|34.3
17886|YATA?AN|1994|11|27.5
17886|YATA?AN|1994|12|18.2
17886|YATA?AN|1994|13|41.5
17886|YATA?AN|1995|1|17.3
17886|YATA?AN|1995|2|22.4
17886|YATA?AN|1995|3|22.8
17886|YATA?AN|1995|4|26.5
17886|YATA?AN|1995|5|34.6
17886|YATA?AN|1995|6|38.0
17886|YATA?AN|1995|7|38.2
17886|YATA?AN|1995|8|37.4
17886|YATA?AN|1995|9|35.2
17886|YATA?AN|1995|10|28.7
17886|YATA?AN|1995|11|22.2
17886|YATA?AN|1995|12|18.2
17886|YATA?AN|1995|13|38.2
17886|YATA?AN|1996|1|15.2
17886|YATA?AN|1996|2|17.3
17886|YATA?AN|1996|3|21.0
17886|YATA?AN|1996|4|27.2
17886|YATA?AN|1996|5|35.3
17886|YATA?AN|1996|6|40.3
17886|YATA?AN|1996|7|41.9
17886|YATA?AN|1996|8|39.0
17886|YATA?AN|1996|9|33.9
17886|YATA?AN|1996|10|31.1
17886|YATA?AN|1996|11|24.6
17886|YATA?AN|1996|12|19.0
17886|YATA?AN|1996|13|41.9
17886|YATA?AN|1997|1|18.3
17886|YATA?AN|1997|2|19.5
17886|YATA?AN|1997|3|19.3
17886|YATA?AN|1997|4|25.7
17886|YATA?AN|1997|5|33.8
17886|YATA?AN|1997|6|39.6
17886|YATA?AN|1997|7|40.7
17886|YATA?AN|1997|8|37.4
17886|YATA?AN|1997|9|34.2
17886|YATA?AN|1997|10|31.3
17886|YATA?AN|1997|11|24.2
17886|YATA?AN|1997|12|19.2
17886|YATA?AN|1997|13|40.7
17886|YATA?AN|1998|1|19.2
17886|YATA?AN|1998|2|22.0
17886|YATA?AN|1998|3|22.2
17886|YATA?AN|1998|4|30.4
17886|YATA?AN|1998|5|30.2
17886|YATA?AN|1998|6|37.2
17886|YATA?AN|1998|7|42.1
17886|YATA?AN|1998|8|41.7
17886|YATA?AN|1998|9|37.5
17886|YATA?AN|1998|10|35.0
17886|YATA?AN|1998|11|28.7
17886|YATA?AN|1998|12|17.4
17886|YATA?AN|1998|13|42.1
17886|YATA?AN|1999|1|17.4
17886|YATA?AN|1999|2|18.2
17886|YATA?AN|1999|3|22.1
17886|YATA?AN|1999|4|29.9
17886|YATA?AN|1999|5|34.0
17886|YATA?AN|1999|6|36.2
17886|YATA?AN|1999|7|41.1
17886|YATA?AN|1999|8|41.6
17886|YATA?AN|1999|9|35.9
17886|YATA?AN|1999|10|33.7
17886|YATA?AN|1999|11|24.2
17886|YATA?AN|1999|12|20.2
17886|YATA?AN|1999|13|41.6
17886|YATA?AN|2000|1|16.1
17886|YATA?AN|2000|2|17.6
17886|YATA?AN|2000|3|25.3
17886|YATA?AN|2000|4|27.2
17886|YATA?AN|2000|5|31.7
17886|YATA?AN|2000|6|38.3
17886|YATA?AN|2000|7|43.5
17886|YATA?AN|2000|8|39.8
17886|YATA?AN|2000|9|38.2
17886|YATA?AN|2000|10|33.1
17886|YATA?AN|2000|11|28.4
17886|YATA?AN|2000|12|20.1
17886|YATA?AN|2000|13|43.5
17886|YATA?AN|2001|1|17.5
17886|YATA?AN|2001|2|19.3
17886|YATA?AN|2001|3|30.2
17886|YATA?AN|2001|4|30.2
17886|YATA?AN|2001|5|34.0
17886|YATA?AN|2001|6|40.5
17886|YATA?AN|2001|7|40.5
17886|YATA?AN|2001|8|42.2
17886|YATA?AN|2001|9|38.1
17886|YATA?AN|2001|10|33.4
17886|YATA?AN|2001|11|24.4
17886|YATA?AN|2001|12|16.4
17886|YATA?AN|2001|13|42.2
17886|YATA?AN|2002|1|21.4
17886|YATA?AN|2002|2|21.7
17886|YATA?AN|2002|3|27.4
17886|YATA?AN|2002|4|25.8
17886|YATA?AN|2002|5|30.1
17886|YATA?AN|2002|6|39.0
17886|YATA?AN|2002|7|39.3
17886|YATA?AN|2002|8|42.5
17886|YATA?AN|2002|9|32.6
17886|YATA?AN|2002|10|29.4
17886|YATA?AN|2002|11|25.4
17886|YATA?AN|2002|12|19.6
17886|YATA?AN|2002|13|42.5
17886|YATA?AN|2003|1|19.0
17886|YATA?AN|2003|2|16.1
17886|YATA?AN|2003|3|21.3
17886|YATA?AN|2003|4|28.0
17886|YATA?AN|2003|5|35.0
17886|YATA?AN|2003|6|37.2
17886|YATA?AN|2003|7|40.3
17886|YATA?AN|2003|8|40.9
17886|YATA?AN|2003|9|41.5
17886|YATA?AN|2003|10|36.0
17886|YATA?AN|2003|11|27.7
17886|YATA?AN|2003|12|17.4
17886|YATA?AN|2003|13|41.5
17886|YATA?AN|2004|1|17.2
17886|YATA?AN|2004|2|23.7
17886|YATA?AN|2004|3|25.7
17886|YATA?AN|2004|4|31.0
17886|YATA?AN|2004|5|30.3
17886|YATA?AN|2004|6|36.4
17886|YATA?AN|2004|7|39.7
17886|YATA?AN|2004|8|39.5
17886|YATA?AN|2004|9|38.3
17886|YATA?AN|2004|10|31.5
17886|YATA?AN|2004|11|30.4
17886|YATA?AN|2004|12|19.4
17886|YATA?AN|2004|13|39.7
17886|YATA?AN|2005|1|18.8
