Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_NEM
17886|YATA?AN|1974|2|3.0
17886|YATA?AN|1974|3|10.0
17886|YATA?AN|1974|4|3.0
17886|YATA?AN|1974|5|3.0
17886|YATA?AN|1974|6|0.0
17886|YATA?AN|1974|7|0.0
17886|YATA?AN|1974|8|1.0
17886|YATA?AN|1974|9|1.0
17886|YATA?AN|1974|10|1.0
17886|YATA?AN|1974|11|11.0
17886|YATA?AN|1974|12|18.0
17886|YATA?AN|1974|13|0.0
17886|YATA?AN|1975|1|37.0
17886|YATA?AN|1975|2|34.0
17886|YATA?AN|1975|3|18.0
17886|YATA?AN|1975|4|16.0
17886|YATA?AN|1975|5|23.0
17886|YATA?AN|1975|6|15.0
17886|YATA?AN|1975|7|13.0
17886|YATA?AN|1975|8|12.0
17886|YATA?AN|1975|9|13.0
17886|YATA?AN|1975|10|18.0
17886|YATA?AN|1975|11|26.0
17886|YATA?AN|1975|12|34.0
17886|YATA?AN|1975|13|12.0
17886|YATA?AN|1976|1|36.0
17886|YATA?AN|1976|2|22.0
17886|YATA?AN|1976|3|23.0
17886|YATA?AN|1976|4|15.0
17886|YATA?AN|1976|5|20.0
17886|YATA?AN|1976|6|21.0
17886|YATA?AN|1976|7|17.0
17886|YATA?AN|1976|8|21.0
17886|YATA?AN|1976|9|18.0
17886|YATA?AN|1976|10|20.0
17886|YATA?AN|1976|11|34.0
17886|YATA?AN|1976|12|37.0
17886|YATA?AN|1976|13|15.0
17886|YATA?AN|1977|1|30.0
17886|YATA?AN|1977|2|32.0
17886|YATA?AN|1977|3|22.0
17886|YATA?AN|1977|4|22.0
17886|YATA?AN|1977|5|22.0
17886|YATA?AN|1977|6|18.0
17886|YATA?AN|1977|7|11.0
17886|YATA?AN|1977|8|16.0
17886|YATA?AN|1977|9|19.0
17886|YATA?AN|1977|10|12.0
17886|YATA?AN|1977|11|16.0
17886|YATA?AN|1977|12|28.0
17886|YATA?AN|1977|13|11.0
17886|YATA?AN|1978|1|43.0
17886|YATA?AN|1978|2|33.0
17886|YATA?AN|1978|3|30.0
17886|YATA?AN|1978|4|22.0
17886|YATA?AN|1978|5|12.0
17886|YATA?AN|1978|6|17.0
17886|YATA?AN|1978|7|15.0
17886|YATA?AN|1978|8|18.0
17886|YATA?AN|1978|9|23.0
17886|YATA?AN|1978|10|18.0
17886|YATA?AN|1978|11|19.0
17886|YATA?AN|1978|12|43.0
17886|YATA?AN|1978|13|12.0
17886|YATA?AN|1979|1|36.0
17886|YATA?AN|1979|2|29.0
17886|YATA?AN|1979|3|30.0
17886|YATA?AN|1979|4|14.0
17886|YATA?AN|1979|5|14.0
17886|YATA?AN|1979|6|18.0
17886|YATA?AN|1979|7|13.0
17886|YATA?AN|1979|8|17.0
17886|YATA?AN|1979|9|15.0
17886|YATA?AN|1979|10|20.0
17886|YATA?AN|1979|11|28.0
17886|YATA?AN|1979|12|30.0
17886|YATA?AN|1979|13|13.0
17886|YATA?AN|1980|1|33.0
17886|YATA?AN|1980|2|33.0
17886|YATA?AN|1980|3|23.0
17886|YATA?AN|1980|4|30.0
17886|YATA?AN|1980|5|16.0
17886|YATA?AN|1980|6|19.0
17886|YATA?AN|1980|7|11.0
17886|YATA?AN|1980|8|20.0
17886|YATA?AN|1980|9|17.0
17886|YATA?AN|1980|10|23.0
17886|YATA?AN|1980|11|24.0
17886|YATA?AN|1980|12|34.0
17886|YATA?AN|1980|13|11.0
17886|YATA?AN|1981|1|46.0
17886|YATA?AN|1981|2|37.0
17886|YATA?AN|1981|3|19.0
17886|YATA?AN|1981|4|13.0
17886|YATA?AN|1981|5|17.0
17886|YATA?AN|1981|6|19.0
17886|YATA?AN|1981|7|22.0
17886|YATA?AN|1981|8|20.0
17886|YATA?AN|1981|9|17.0
17886|YATA?AN|1981|10|19.0
17886|YATA?AN|1981|11|24.0
17886|YATA?AN|1981|12|38.0
17886|YATA?AN|1981|13|13.0
17886|YATA?AN|1982|1|28.0
17886|YATA?AN|1982|2|24.0
17886|YATA?AN|1982|3|20.0
17886|YATA?AN|1982|4|19.0
17886|YATA?AN|1982|5|16.0
17886|YATA?AN|1982|6|19.0
17886|YATA?AN|1982|7|18.0
17886|YATA?AN|1982|8|13.0
17886|YATA?AN|1982|9|20.0
17886|YATA?AN|1982|10|15.0
17886|YATA?AN|1982|11|14.0
17886|YATA?AN|1982|12|18.0
17886|YATA?AN|1982|13|13.0
17886|YATA?AN|1983|1|25.0
17886|YATA?AN|1983|2|32.0
17886|YATA?AN|1983|3|27.0
17886|YATA?AN|1983|4|19.0
17886|YATA?AN|1983|5|16.0
17886|YATA?AN|1983|6|17.0
17886|YATA?AN|1983|7|18.0
17886|YATA?AN|1983|8|21.0
17886|YATA?AN|1983|9|20.0
17886|YATA?AN|1983|10|21.0
17886|YATA?AN|1983|11|27.0
17886|YATA?AN|1983|12|47.0
17886|YATA?AN|1983|13|16.0
17886|YATA?AN|1984|1|44.0
17886|YATA?AN|1984|2|34.0
17886|YATA?AN|1984|3|25.0
17886|YATA?AN|1984|4|25.0
17886|YATA?AN|1984|5|14.0
17886|YATA?AN|1984|6|19.0
17886|YATA?AN|1984|7|11.0
17886|YATA?AN|1984|8|15.0
17886|YATA?AN|1984|9|13.0
17886|YATA?AN|1984|10|14.0
17886|YATA?AN|1984|11|21.0
17886|YATA?AN|1984|12|29.0
17886|YATA?AN|1984|13|11.0
17886|YATA?AN|1985|1|42.0
17886|YATA?AN|1985|2|24.0
17886|YATA?AN|1985|3|23.0
17886|YATA?AN|1985|4|19.0
17886|YATA?AN|1985|5|20.0
17886|YATA?AN|1985|6|8.0
17886|YATA?AN|1985|7|12.0
17886|YATA?AN|1985|8|11.0
17886|YATA?AN|1985|9|12.0
17886|YATA?AN|1985|10|14.0
17886|YATA?AN|1985|11|22.0
17886|YATA?AN|1985|12|23.0
17886|YATA?AN|1985|13|8.0
17886|YATA?AN|1986|1|39.0
17886|YATA?AN|1986|2|35.0
17886|YATA?AN|1986|3|27.0
17886|YATA?AN|1986|4|17.0
17886|YATA?AN|1986|5|17.0
17886|YATA?AN|1986|6|16.0
17886|YATA?AN|1986|7|13.0
17886|YATA?AN|1986|8|14.0
17886|YATA?AN|1986|9|17.0
17886|YATA?AN|1986|10|22.0
17886|YATA?AN|1986|11|27.0
17886|YATA?AN|1986|12|31.0
17886|YATA?AN|1986|13|13.0
17886|YATA?AN|1987|1|20.0
17886|YATA?AN|1987|2|24.0
17886|YATA?AN|1987|3|17.0
17886|YATA?AN|1987|4|15.0
17886|YATA?AN|1987|5|21.0
17886|YATA?AN|1987|6|17.0
17886|YATA?AN|1987|7|11.0
17886|YATA?AN|1987|8|16.0
17886|YATA?AN|1987|9|13.0
17886|YATA?AN|1987|10|15.0
17886|YATA?AN|1987|11|22.0
17886|YATA?AN|1987|12|34.0
17886|YATA?AN|1987|13|11.0
17886|YATA?AN|1988|1|24.0
17886|YATA?AN|1988|2|32.0
17886|YATA?AN|1988|3|12.0
17886|YATA?AN|1988|4|15.0
17886|YATA?AN|1988|5|13.0
17886|YATA?AN|1988|6|13.0
17886|YATA?AN|1988|7|12.0
17886|YATA?AN|1988|8|13.0
17886|YATA?AN|1988|9|16.0
17886|YATA?AN|1988|10|16.0
17886|YATA?AN|1988|11|26.0
17886|YATA?AN|1988|12|36.0
17886|YATA?AN|1988|13|12.0
17886|YATA?AN|1989|1|23.0
17886|YATA?AN|1989|2|11.0
17886|YATA?AN|1989|3|20.0
17886|YATA?AN|1989|4|15.0
17886|YATA?AN|1989|5|13.0
17886|YATA?AN|1989|6|18.0
17886|YATA?AN|1989|7|17.0
17886|YATA?AN|1989|8|17.0
17886|YATA?AN|1989|9|16.0
17886|YATA?AN|1989|10|18.0
17886|YATA?AN|1989|11|25.0
17886|YATA?AN|1989|12|29.0
17886|YATA?AN|1989|13|11.0
17886|YATA?AN|1990|1|30.0
17886|YATA?AN|1990|2|22.0
17886|YATA?AN|1990|3|14.0
17886|YATA?AN|1990|4|14.0
17886|YATA?AN|1990|5|13.0
17886|YATA?AN|1990|6|18.0
17886|YATA?AN|1990|7|18.0
17886|YATA?AN|1990|8|15.0
17886|YATA?AN|1990|9|18.0
17886|YATA?AN|1990|10|17.0
17886|YATA?AN|1990|11|23.0
17886|YATA?AN|1990|12|27.0
17886|YATA?AN|1990|13|13.0
17886|YATA?AN|1991|1|36.0
17886|YATA?AN|1991|2|29.0
17886|YATA?AN|1991|3|22.0
17886|YATA?AN|1991|4|19.0
17886|YATA?AN|1991|5|19.0
17886|YATA?AN|1991|6|17.0
17886|YATA?AN|1991|7|17.0
17886|YATA?AN|1991|8|10.0
17886|YATA?AN|1991|9|10.0
17886|YATA?AN|1991|10|17.0
17886|YATA?AN|1991|11|21.0
17886|YATA?AN|1991|12|29.0
17886|YATA?AN|1991|13|10.0
17886|YATA?AN|1992|1|27.0
17886|YATA?AN|1992|2|15.0
17886|YATA?AN|1992|3|11.0
17886|YATA?AN|1992|4|12.0
17886|YATA?AN|1992|5|19.0
17886|YATA?AN|1992|6|14.0
17886|YATA?AN|1992|7|11.0
17886|YATA?AN|1992|8|14.0
17886|YATA?AN|1992|9|15.0
17886|YATA?AN|1992|10|5.0
17886|YATA?AN|1992|11|20.0
17886|YATA?AN|1992|12|25.0
17886|YATA?AN|1992|13|5.0
17886|YATA?AN|1993|1|10.0
17886|YATA?AN|1993|2|17.0
17886|YATA?AN|1993|3|9.0
17886|YATA?AN|1993|4|20.0
17886|YATA?AN|1993|5|16.0
17886|YATA?AN|1993|6|18.0
17886|YATA?AN|1993|7|12.0
17886|YATA?AN|1993|8|12.0
17886|YATA?AN|1993|9|16.0
17886|YATA?AN|1993|10|8.0
17886|YATA?AN|1993|11|18.0
17886|YATA?AN|1993|12|41.0
17886|YATA?AN|1993|13|8.0
17886|YATA?AN|1994|1|36.0
17886|YATA?AN|1994|2|35.0
17886|YATA?AN|1994|3|19.0
17886|YATA?AN|1994|4|17.0
17886|YATA?AN|1994|5|14.0
17886|YATA?AN|1994|6|14.0
17886|YATA?AN|1994|7|11.0
17886|YATA?AN|1994|8|11.0
17886|YATA?AN|1994|9|13.0
17886|YATA?AN|1994|10|15.0
17886|YATA?AN|1994|11|13.0
17886|YATA?AN|1994|12|36.0
17886|YATA?AN|1994|13|11.0
17886|YATA?AN|1995|1|31.0
17886|YATA?AN|1995|2|25.0
17886|YATA?AN|1995|3|24.0
17886|YATA?AN|1995|4|23.0
17886|YATA?AN|1995|5|17.0
17886|YATA?AN|1995|6|17.0
17886|YATA?AN|1995|7|15.0
17886|YATA?AN|1995|8|15.0
17886|YATA?AN|1995|9|16.0
17886|YATA?AN|1995|10|19.0
17886|YATA?AN|1995|11|32.0
17886|YATA?AN|1995|12|33.0
17886|YATA?AN|1995|13|15.0
17886|YATA?AN|1996|1|38.0
17886|YATA?AN|1996|2|38.0
17886|YATA?AN|1996|3|29.0
17886|YATA?AN|1996|4|19.0
17886|YATA?AN|1996|5|20.0
17886|YATA?AN|1996|6|12.0
17886|YATA?AN|1996|7|9.0
17886|YATA?AN|1996|8|15.0
17886|YATA?AN|1996|9|19.0
17886|YATA?AN|1996|10|21.0
17886|YATA?AN|1996|11|18.0
17886|YATA?AN|1996|12|39.0
17886|YATA?AN|1996|13|9.0
17886|YATA?AN|1997|1|22.0
17886|YATA?AN|1997|2|19.0
17886|YATA?AN|1997|3|23.0
17886|YATA?AN|1997|4|22.0
17886|YATA?AN|1997|5|12.0
17886|YATA?AN|1997|6|17.0
17886|YATA?AN|1997|7|13.0
17886|YATA?AN|1997|8|19.0
17886|YATA?AN|1997|9|14.0
17886|YATA?AN|1997|10|18.0
17886|YATA?AN|1997|11|22.0
17886|YATA?AN|1997|12|35.0
17886|YATA?AN|1997|13|12.0
17886|YATA?AN|1998|1|32.0
17886|YATA?AN|1998|2|14.0
17886|YATA?AN|1998|3|16.0
17886|YATA?AN|1998|4|21.0
17886|YATA?AN|1998|5|22.0
17886|YATA?AN|1998|6|18.0
17886|YATA?AN|1998|7|15.0
17886|YATA?AN|1998|8|13.0
17886|YATA?AN|1998|9|14.0
17886|YATA?AN|1998|10|8.0
17886|YATA?AN|1998|11|22.0
17886|YATA?AN|1998|12|39.0
17886|YATA?AN|1998|13|8.0
17886|YATA?AN|1999|1|35.0
17886|YATA?AN|1999|2|25.0
17886|YATA?AN|1999|3|24.0
17886|YATA?AN|1999|4|21.0
17886|YATA?AN|1999|5|17.0
17886|YATA?AN|1999|6|13.0
17886|YATA?AN|1999|7|14.0
17886|YATA?AN|1999|8|13.0
17886|YATA?AN|1999|9|16.0
17886|YATA?AN|1999|10|16.0
17886|YATA?AN|1999|11|18.0
17886|YATA?AN|1999|12|18.0
17886|YATA?AN|1999|13|13.0
17886|YATA?AN|2000|1|25.0
17886|YATA?AN|2000|2|25.0
17886|YATA?AN|2000|3|20.0
17886|YATA?AN|2000|4|16.0
17886|YATA?AN|2000|5|19.0
17886|YATA?AN|2000|6|13.0
17886|YATA?AN|2000|7|10.0
17886|YATA?AN|2000|8|15.0
17886|YATA?AN|2000|9|10.0
17886|YATA?AN|2000|10|15.0
17886|YATA?AN|2000|11|11.0
17886|YATA?AN|2000|12|30.0
17886|YATA?AN|2000|13|10.0
17886|YATA?AN|2001|1|44.0
17886|YATA?AN|2001|2|26.0
17886|YATA?AN|2001|3|19.0
17886|YATA?AN|2001|4|23.0
17886|YATA?AN|2001|5|18.0
17886|YATA?AN|2001|6|11.0
17886|YATA?AN|2001|7|15.0
17886|YATA?AN|2001|8|14.0
17886|YATA?AN|2001|9|12.0
17886|YATA?AN|2001|10|17.0
17886|YATA?AN|2001|11|34.0
17886|YATA?AN|2001|12|36.0
17886|YATA?AN|2001|13|11.0
17886|YATA?AN|2002|1|21.0
17886|YATA?AN|2002|2|19.0
17886|YATA?AN|2002|3|20.0
17886|YATA?AN|2002|4|26.0
17886|YATA?AN|2002|5|21.0
17886|YATA?AN|2002|6|15.0
17886|YATA?AN|2002|7|15.0
17886|YATA?AN|2002|8|16.0
17886|YATA?AN|2002|9|18.0
17886|YATA?AN|2002|10|16.0
17886|YATA?AN|2002|11|24.0
17886|YATA?AN|2002|12|32.0
17886|YATA?AN|2002|13|15.0
17886|YATA?AN|2003|1|32.0
17886|YATA?AN|2003|2|27.0
17886|YATA?AN|2003|3|16.0
17886|YATA?AN|2003|4|19.0
17886|YATA?AN|2003|5|13.0
17886|YATA?AN|2003|6|16.0
17886|YATA?AN|2003|7|16.0
17886|YATA?AN|2003|8|10.0
17886|YATA?AN|2003|9|12.0
17886|YATA?AN|2003|10|17.0
17886|YATA?AN|2003|11|26.0
17886|YATA?AN|2003|12|39.0
17886|YATA?AN|2003|13|10.0
17886|YATA?AN|2004|1|31.0
17886|YATA?AN|2004|2|19.0
17886|YATA?AN|2004|3|17.0
17886|YATA?AN|2004|4|9.0
17886|YATA?AN|2004|5|19.0
17886|YATA?AN|2004|6|18.0
17886|YATA?AN|2004|7|14.0
17886|YATA?AN|2004|8|14.0
17886|YATA?AN|2004|9|15.0
17886|YATA?AN|2004|10|21.0
17886|YATA?AN|2004|11|19.0
17886|YATA?AN|2004|12|18.0
17886|YATA?AN|2004|13|9.0
17886|YATA?AN|2005|1|17.0
17886|YATA?AN|2005|2|24.0
17886|YATA?AN|2005|3|14.0
17886|YATA?AN|2005|4|9.0
17886|YATA?AN|2005|5|8.0
17886|YATA?AN|2005|6|12.0
17886|YATA?AN|2005|7|10.0
17886|YATA?AN|2005|8|9.0
17886|YATA?AN|2005|9|12.0
17886|YATA?AN|2005|10|14.0
17886|YATA?AN|2005|11|17.0
17886|YATA?AN|2005|12|23.0
17886|YATA?AN|2005|13|8.0
17886|YATA?AN|2006|1|27.0
17886|YATA?AN|2006|2|29.0
17886|YATA?AN|2006|3|22.0
17886|YATA?AN|2006|4|14.0
17886|YATA?AN|2006|5|14.0
17886|YATA?AN|2006|6|14.0
17886|YATA?AN|2006|7|11.0
17886|YATA?AN|2006|8|11.0
17886|YATA?AN|2006|9|13.0
17886|YATA?AN|2006|10|17.0
17886|YATA?AN|2006|11|31.0
17886|YATA?AN|2006|12|26.0
17886|YATA?AN|2006|13|11.0
17886|YATA?AN|2007|1|25.0
17886|YATA?AN|2007|2|29.0
17886|YATA?AN|2007|3|17.0
17886|YATA?AN|2007|4|8.0
17886|YATA?AN|2007|5|0.0
17886|YATA?AN|2007|6|0.0
17886|YATA?AN|2007|7|0.0
17886|YATA?AN|2007|8|8.0
17886|YATA?AN|2007|9|7.0
17886|YATA?AN|2007|10|12.0
17886|YATA?AN|2007|11|33.0
17886|YATA?AN|2007|12|34.0
17886|YATA?AN|2007|13|0.0
17886|YATA?AN|2008|1|16.0
17886|YATA?AN|2008|2|17.0
17886|YATA?AN|2008|3|16.0
17886|YATA?AN|2008|4|18.0
17886|YATA?AN|2008|5|8.0
17886|YATA?AN|2008|6|9.0
17886|YATA?AN|2008|7|9.0
17886|YATA?AN|2008|8|6.0
17886|YATA?AN|2008|9|11.0
17886|YATA?AN|2008|10|21.0
17886|YATA?AN|2008|11|24.0
17886|YATA?AN|2008|12|15.0
17886|YATA?AN|2008|13|6.0
17886|YATA?AN|2009|1|21.0
17886|YATA?AN|2009|2|38.0
17886|YATA?AN|2009|3|22.0
17886|YATA?AN|2009|4|18.0
17886|YATA?AN|2009|5|13.0
17886|YATA?AN|2009|6|14.0
17886|YATA?AN|2009|7|10.0
17886|YATA?AN|2009|8|8.0
17886|YATA?AN|2009|9|12.0
17886|YATA?AN|2009|10|12.0
17886|YATA?AN|2009|11|25.0
17886|YATA?AN|2009|12|38.0
17886|YATA?AN|2009|13|8.0
17886|YATA?AN|2010|1|32.0
17886|YATA?AN|2010|2|21.0
17886|YATA?AN|2010|3|7.0
17886|YATA?AN|2010|4|10.0
17886|YATA?AN|2010|5|9.0
17886|YATA?AN|2010|6|16.0
17886|YATA?AN|2010|7|14.0
17886|YATA?AN|2010|8|7.0
17886|YATA?AN|2010|9|12.0
17886|YATA?AN|2010|10|12.0
17886|YATA?AN|2010|11|22.0
17886|YATA?AN|2010|12|35.0
17886|YATA?AN|2010|13|7.0
17886|YATA?AN|2011|1|33.0
17886|YATA?AN|2011|2|20.0
17886|YATA?AN|2011|3|10.0
17886|YATA?AN|2011|4|25.0
17886|YATA?AN|2011|5|14.0
17886|YATA?AN|2011|6|16.0
17886|YATA?AN|2011|7|11.0
17886|YATA?AN|2011|8|9.0
17886|YATA?AN|2011|9|10.0
17886|YATA?AN|2011|10|19.0
17886|YATA?AN|2011|11|26.0
17886|YATA?AN|2011|12|20.0
17886|YATA?AN|2011|13|9.0
17886|YATA?AN|2012|1|27.0
17886|YATA?AN|2012|2|22.0
17886|YATA?AN|2012|3|19.0
17886|YATA?AN|2012|4|18.0
17886|YATA?AN|2012|5|17.0
17886|YATA?AN|2012|6|11.0
17886|YATA?AN|2012|7|10.0
17886|YATA?AN|2012|8|5.0
17886|YATA?AN|2012|9|7.0
17886|YATA?AN|2012|10|15.0
17886|YATA?AN|2012|11|35.0
17886|YATA?AN|2012|12|0.0
17886|YATA?AN|2012|13|0.0
17886|YATA?AN|2013|1|29.0
17886|YATA?AN|2013|2|31.0
17886|YATA?AN|2013|3|8.0
17886|YATA?AN|2013|4|12.0
17886|YATA?AN|2013|5|12.0
17886|YATA?AN|2013|6|11.0
17886|YATA?AN|2013|7|9.0
17886|YATA?AN|2013|8|10.0
17886|YATA?AN|2013|9|9.0
17886|YATA?AN|2013|10|13.0
17886|YATA?AN|2013|11|15.0
17886|YATA?AN|2013|12|20.0
17886|YATA?AN|2013|13|8.0
17886|YATA?AN|2014|1|31.0
17886|YATA?AN|2014|2|24.0
17886|YATA?AN|2014|3|16.0
17886|YATA?AN|2014|4|15.0
17886|YATA?AN|2014|5|16.0
17886|YATA?AN|2014|6|9.0
17886|YATA?AN|2014|7|8.0
17886|YATA?AN|2014|8|10.0
17886|YATA?AN|2014|9|9.0
17886|YATA?AN|2014|10|13.0
17886|YATA?AN|2014|11|30.0
17886|YATA?AN|2014|12|32.0
17886|YATA?AN|2014|13|8.0
17886|YATA?AN|2015|1|27.0
17886|YATA?AN|2015|2|25.0
17886|YATA?AN|2015|3|27.0
17886|YATA?AN|2015|4|12.0
17886|YATA?AN|2015|5|12.0
17886|YATA?AN|2015|6|17.0
17886|YATA?AN|2015|7|11.0
17886|YATA?AN|2015|8|12.0
17886|YATA?AN|2015|9|11.0
17886|YATA?AN|2015|10|24.0
17886|YATA?AN|2015|11|17.0
17886|YATA?AN|2015|12|24.0
17886|YATA?AN|2015|13|11.0
17886|YATA?AN|2016|1|13.0
17886|YATA?AN|2016|2|21.0
17886|YATA?AN|2016|3|18.0
17886|YATA?AN|2016|4|12.0
17886|YATA?AN|2016|5|16.0
17886|YATA?AN|2016|6|11.0
17886|YATA?AN|2016|7|11.0
17886|YATA?AN|2016|8|11.0
17886|YATA?AN|2016|9|11.0
17886|YATA?AN|2016|10|12.0
17886|YATA?AN|2016|11|16.0
17886|YATA?AN|2016|12|22.0
17886|YATA?AN|2016|13|11.0
17886|YATA?AN|2017|1|22.0
17886|YATA?AN|2017|2|21.0
17886|YATA?AN|2017|3|17.0
17886|YATA?AN|2017|4|11.0
17886|YATA?AN|2017|5|14.0
17886|YATA?AN|2017|6|13.0
17886|YATA?AN|2017|7|11.0
17886|YATA?AN|2017|8|13.0
17886|YATA?AN|2017|9|11.0
17886|YATA?AN|2017|10|15.0
17886|YATA?AN|2017|11|21.0
17886|YATA?AN|2017|12|27.0
17886|YATA?AN|2017|13|11.0
17886|YATA?AN|2018|1|29.0
17886|YATA?AN|2018|2|27.0
17886|YATA?AN|2018|3|18.0
17886|YATA?AN|2018|4|13.0
17886|YATA?AN|2018|5|18.0
17886|YATA?AN|2018|6|12.0
17886|YATA?AN|2018|7|13.0
17886|YATA?AN|2018|8|13.0
17886|YATA?AN|2018|9|13.0
17886|YATA?AN|2018|10|11.0
17886|YATA?AN|2018|11|14.0
17886|YATA?AN|2018|12|29.0
17886|YATA?AN|2018|13|11.0
17886|YATA?AN|2019|1|36.0
17886|YATA?AN|2019|2|25.0
17886|YATA?AN|2019|3|12.0
17886|YATA?AN|2019|4|13.0
17886|YATA?AN|2019|5|11.0
17886|YATA?AN|2019|6|15.0
17886|YATA?AN|2019|7|12.0
17886|YATA?AN|2019|8|11.0
17886|YATA?AN|2019|9|14.0
17886|YATA?AN|2019|10|15.0
17886|YATA?AN|2019|11|22.0
17886|YATA?AN|2019|12|29.0
17886|YATA?AN|2019|13|11.0
17886|YATA?AN|2020|1|21.0
17886|YATA?AN|2020|2|19.0
17886|YATA?AN|2020|3|11.0
17886|YATA?AN|2020|4|16.0
17886|YATA?AN|2020|5|9.0
17886|YATA?AN|2020|6|14.0
17886|YATA?AN|2020|7|13.0
17886|YATA?AN|2020|8|10.0
17886|YATA?AN|2020|9|8.0
17886|YATA?AN|2020|10|11.0
17886|YATA?AN|2020|11|16.0
17886|YATA?AN|2020|12|43.0
17886|YATA?AN|2020|13|8.0
17886|YATA?AN|2021|1|25.0
17886|YATA?AN|2021|2|21.0
17886|YATA?AN|2021|3|14.0
17886|YATA?AN|2021|4|8.0
17886|YATA?AN|2021|5|10.0
17886|YATA?AN|2021|6|11.0
17924|K?YCE??Z|1963|1|40.0
17924|K?YCE??Z|1963|2|28.0
17924|K?YCE??Z|1963|3|11.0
17924|K?YCE??Z|1963|4|26.0
17924|K?YCE??Z|1963|5|31.0
17924|K?YCE??Z|1963|6|42.0
17924|K?YCE??Z|1963|7|22.0
17924|K?YCE??Z|1963|8|25.0
17924|K?YCE??Z|1963|9|26.0
17924|K?YCE??Z|1963|10|31.0
17924|K?YCE??Z|1963|11|36.0
17924|K?YCE??Z|1963|12|15.0
17924|K?YCE??Z|1963|13|11.0
17924|K?YCE??Z|1964|1|24.0
17924|K?YCE??Z|1964|2|23.0
17924|K?YCE??Z|1964|3|28.0
17924|K?YCE??Z|1964|4|20.0
17924|K?YCE??Z|1964|5|34.0
17924|K?YCE??Z|1964|6|19.0
17924|K?YCE??Z|1964|7|22.0
17924|K?YCE??Z|1964|8|25.0
17924|K?YCE??Z|1964|9|22.0
17924|K?YCE??Z|1964|10|19.0
17924|K?YCE??Z|1964|11|26.0
17924|K?YCE??Z|1964|12|29.0
17924|K?YCE??Z|1964|13|19.0
17924|K?YCE??Z|1965|1|23.0
17924|K?YCE??Z|1965|2|41.0
17924|K?YCE??Z|1965|3|42.0
17924|K?YCE??Z|1965|4|38.0
17924|K?YCE??Z|1965|5|37.0
17924|K?YCE??Z|1965|6|44.0
17924|K?YCE??Z|1965|7|23.0
17924|K?YCE??Z|1965|8|35.0
17924|K?YCE??Z|1965|9|29.0
17924|K?YCE??Z|1965|10|28.0
17924|K?YCE??Z|1965|11|36.0
17924|K?YCE??Z|1965|12|37.0
17924|K?YCE??Z|1965|13|23.0
17924|K?YCE??Z|1966|1|45.0
17924|K?YCE??Z|1966|2|37.0
17924|K?YCE??Z|1966|3|39.0
17924|K?YCE??Z|1966|4|49.0
17924|K?YCE??Z|1966|5|40.0
17924|K?YCE??Z|1966|6|27.0
17924|K?YCE??Z|1966|7|26.0
17924|K?YCE??Z|1966|8|39.0
17924|K?YCE??Z|1966|9|45.0
17924|K?YCE??Z|1966|10|28.0
17924|K?YCE??Z|1966|11|41.0
17924|K?YCE??Z|1966|12|31.0
17924|K?YCE??Z|1966|13|26.0
17924|K?YCE??Z|1967|1|21.0
17924|K?YCE??Z|1967|2|24.0
17924|K?YCE??Z|1967|3|17.0
17924|K?YCE??Z|1967|4|33.0
17924|K?YCE??Z|1967|5|26.0
17924|K?YCE??Z|1967|6|19.0
17924|K?YCE??Z|1967|7|20.0
17924|K?YCE??Z|1967|8|26.0
17924|K?YCE??Z|1967|9|26.0
17924|K?YCE??Z|1967|10|21.0
17924|K?YCE??Z|1967|11|17.0
17924|K?YCE??Z|1967|12|28.0
17924|K?YCE??Z|1967|13|17.0
17924|K?YCE??Z|1968|1|7.0
17924|K?YCE??Z|1968|2|5.0
17924|K?YCE??Z|1968|3|4.0
17924|K?YCE??Z|1968|4|4.0
17924|K?YCE??Z|1968|5|22.0
17924|K?YCE??Z|1968|6|21.0
17924|K?YCE??Z|1968|7|13.0
17924|K?YCE??Z|1968|8|21.0
17924|K?YCE??Z|1968|9|29.0
17924|K?YCE??Z|1968|10|29.0
17924|K?YCE??Z|1968|11|35.0
17924|K?YCE??Z|1968|12|42.0
17924|K?YCE??Z|1968|13|4.0
17924|K?YCE??Z|1969|1|30.0
17924|K?YCE??Z|1969|2|34.0
17924|K?YCE??Z|1969|3|28.0
17924|K?YCE??Z|1969|4|30.0
17924|K?YCE??Z|1969|5|29.0
17924|K?YCE??Z|1969|6|27.0
17924|K?YCE??Z|1969|7|30.0
17924|K?YCE??Z|1969|8|36.0
17924|K?YCE??Z|1969|9|30.0
17924|K?YCE??Z|1969|10|31.0
17924|K?YCE??Z|1969|11|28.0
17924|K?YCE??Z|1969|12|45.0
17924|K?YCE??Z|1969|13|27.0
17924|K?YCE??Z|1970|1|29.0
17924|K?YCE??Z|1970|2|30.0
17924|K?YCE??Z|1970|3|30.0
17924|K?YCE??Z|1970|4|28.0
17924|K?YCE??Z|1970|5|33.0
17924|K?YCE??Z|1970|6|31.0
17924|K?YCE??Z|1970|7|28.0
17924|K?YCE??Z|1970|8|29.0
17924|K?YCE??Z|1970|9|29.0
17924|K?YCE??Z|1970|10|22.0
17924|K?YCE??Z|1970|11|36.0
17924|K?YCE??Z|1970|12|29.0
17924|K?YCE??Z|1970|13|22.0
17924|K?YCE??Z|1971|1|33.0
17924|K?YCE??Z|1971|2|25.0
17924|K?YCE??Z|1971|3|28.0
