Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_NEM
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|3|22.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|4|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|5|9.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|6|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|7|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|8|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|9|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|10|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|11|19.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|12|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|1|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|2|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|3|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|4|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|5|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|6|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|7|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|8|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|9|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|10|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|11|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|12|36.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|13|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|1|28.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|2|24.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|3|25.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|4|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|5|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|6|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|7|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|8|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|9|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|10|23.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|11|15.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|12|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|13|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|1|19.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|2|6.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|3|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|4|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|5|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|6|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|7|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|8|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|9|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|10|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|11|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|12|19.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|13|6.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|1|42.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|2|19.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|3|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|4|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|5|21.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|6|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|7|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|8|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|9|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|10|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|11|23.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|12|32.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|13|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|1|36.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|2|24.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|3|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|4|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|5|21.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|6|17.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|7|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|8|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|9|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|10|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|11|19.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|12|42.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|13|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|39.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|25.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|19.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|16.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|30.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|13|10.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|21.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|14.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|12.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|7.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|8.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|13.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|26.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|42.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|13|7.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|28.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|18.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|15.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|7.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|5|9.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|14.0
17296|FETH?YE|1960|1|14.0
17296|FETH?YE|1960|2|5.0
17296|FETH?YE|1960|3|14.0
17296|FETH?YE|1960|4|25.0
17296|FETH?YE|1960|5|10.0
17296|FETH?YE|1960|6|7.0
17296|FETH?YE|1960|7|12.0
17296|FETH?YE|1960|8|15.0
17296|FETH?YE|1960|9|16.0
17296|FETH?YE|1960|10|18.0
17296|FETH?YE|1960|11|27.0
17296|FETH?YE|1960|12|20.0
17296|FETH?YE|1960|13|5.0
17296|FETH?YE|1961|1|8.0
17296|FETH?YE|1961|2|11.0
17296|FETH?YE|1961|3|8.0
17296|FETH?YE|1961|4|22.0
17296|FETH?YE|1961|5|12.0
17296|FETH?YE|1961|6|29.0
17296|FETH?YE|1961|7|18.0
17296|FETH?YE|1961|8|22.0
17296|FETH?YE|1961|9|20.0
17296|FETH?YE|1961|10|20.0
17296|FETH?YE|1961|11|8.0
17296|FETH?YE|1961|12|30.0
17296|FETH?YE|1961|13|8.0
17296|FETH?YE|1962|1|24.0
17296|FETH?YE|1962|2|30.0
17296|FETH?YE|1962|3|16.0
17296|FETH?YE|1962|4|30.0
17296|FETH?YE|1962|5|22.0
17296|FETH?YE|1962|6|22.0
17296|FETH?YE|1962|7|22.0
17296|FETH?YE|1962|8|19.0
17296|FETH?YE|1962|9|22.0
17296|FETH?YE|1962|10|40.0
17296|FETH?YE|1962|11|34.0
17296|FETH?YE|1962|12|26.0
17296|FETH?YE|1962|13|16.0
17296|FETH?YE|1963|1|32.0
17296|FETH?YE|1963|2|36.0
17296|FETH?YE|1963|3|23.0
17296|FETH?YE|1963|4|30.0
17296|FETH?YE|1963|5|36.0
17296|FETH?YE|1963|6|30.0
17296|FETH?YE|1963|7|21.0
17296|FETH?YE|1963|8|16.0
17296|FETH?YE|1963|9|19.0
17296|FETH?YE|1963|10|30.0
17296|FETH?YE|1963|11|32.0
17296|FETH?YE|1963|12|22.0
17296|FETH?YE|1963|13|16.0
17296|FETH?YE|1964|1|28.0
17296|FETH?YE|1964|2|26.0
17296|FETH?YE|1964|3|34.0
17296|FETH?YE|1964|4|26.0
17296|FETH?YE|1964|5|32.0
17296|FETH?YE|1964|6|24.0
17296|FETH?YE|1964|7|24.0
17296|FETH?YE|1964|8|18.0
17296|FETH?YE|1964|9|21.0
17296|FETH?YE|1964|10|6.0
17296|FETH?YE|1964|11|24.0
17296|FETH?YE|1964|12|32.0
17296|FETH?YE|1964|13|6.0
17296|FETH?YE|1965|1|22.0
17296|FETH?YE|1965|2|32.0
17296|FETH?YE|1965|3|23.0
17296|FETH?YE|1965|4|20.0
17296|FETH?YE|1965|5|26.0
17296|FETH?YE|1965|6|26.0
17296|FETH?YE|1965|7|20.0
17296|FETH?YE|1965|8|22.0
17296|FETH?YE|1965|9|22.0
17296|FETH?YE|1965|10|24.0
17296|FETH?YE|1965|11|31.0
17296|FETH?YE|1965|12|32.0
17296|FETH?YE|1965|13|20.0
17296|FETH?YE|1966|1|39.0
17296|FETH?YE|1966|2|27.0
17296|FETH?YE|1966|3|19.0
17296|FETH?YE|1966|4|19.0
17296|FETH?YE|1966|5|30.0
17296|FETH?YE|1966|6|21.0
17296|FETH?YE|1966|7|17.0
17296|FETH?YE|1966|8|33.0
17296|FETH?YE|1966|9|26.0
17296|FETH?YE|1966|10|20.0
17296|FETH?YE|1966|11|32.0
17296|FETH?YE|1966|12|27.0
17296|FETH?YE|1966|13|17.0
17296|FETH?YE|1967|1|22.0
17296|FETH?YE|1967|2|20.0
17296|FETH?YE|1967|3|24.0
17296|FETH?YE|1967|4|32.0
17296|FETH?YE|1967|5|34.0
17296|FETH?YE|1967|6|26.0
17296|FETH?YE|1967|7|22.0
17296|FETH?YE|1967|8|23.0
17296|FETH?YE|1967|9|22.0
17296|FETH?YE|1967|10|23.0
17296|FETH?YE|1967|11|24.0
17296|FETH?YE|1967|12|28.0
17296|FETH?YE|1967|13|20.0
17296|FETH?YE|1968|1|26.0
17296|FETH?YE|1968|2|19.0
17296|FETH?YE|1968|3|22.0
17296|FETH?YE|1968|4|22.0
17296|FETH?YE|1968|5|23.0
17296|FETH?YE|1968|6|29.0
17296|FETH?YE|1968|7|19.0
17296|FETH?YE|1968|8|26.0
17296|FETH?YE|1968|9|33.0
17296|FETH?YE|1968|10|35.0
17296|FETH?YE|1968|11|46.0
17296|FETH?YE|1968|12|37.0
17296|FETH?YE|1968|13|19.0
17296|FETH?YE|1969|1|30.0
17296|FETH?YE|1969|2|31.0
17296|FETH?YE|1969|3|30.0
17296|FETH?YE|1969|4|28.0
17296|FETH?YE|1969|5|30.0
17296|FETH?YE|1969|6|25.0
17296|FETH?YE|1969|7|24.0
17296|FETH?YE|1969|8|28.0
17296|FETH?YE|1969|9|21.0
17296|FETH?YE|1969|10|30.0
17296|FETH?YE|1969|11|32.0
17296|FETH?YE|1969|12|44.0
17296|FETH?YE|1969|13|21.0
17296|FETH?YE|1970|1|21.0
17296|FETH?YE|1970|2|32.0
17296|FETH?YE|1970|3|21.0
17296|FETH?YE|1970|4|15.0
17296|FETH?YE|1970|5|20.0
17296|FETH?YE|1970|6|25.0
17296|FETH?YE|1970|7|19.0
17296|FETH?YE|1970|8|17.0
17296|FETH?YE|1970|9|16.0
17296|FETH?YE|1970|10|23.0
17296|FETH?YE|1970|11|40.0
17296|FETH?YE|1970|12|21.0
17296|FETH?YE|1970|13|15.0
17296|FETH?YE|1971|1|46.0
17296|FETH?YE|1971|2|26.0
17296|FETH?YE|1971|3|25.0
17296|FETH?YE|1971|4|25.0
17296|FETH?YE|1971|5|31.0
17296|FETH?YE|1971|6|18.0
17296|FETH?YE|1971|7|22.0
17296|FETH?YE|1971|8|14.0
17296|FETH?YE|1971|9|21.0
17296|FETH?YE|1971|10|17.0
17296|FETH?YE|1971|11|27.0
17296|FETH?YE|1971|12|10.0
17296|FETH?YE|1971|13|10.0
17296|FETH?YE|1972|1|34.0
17296|FETH?YE|1972|2|13.0
17296|FETH?YE|1972|3|37.0
17296|FETH?YE|1972|4|28.0
17296|FETH?YE|1972|5|34.0
17296|FETH?YE|1972|6|27.0
17296|FETH?YE|1972|7|24.0
17296|FETH?YE|1972|8|22.0
17296|FETH?YE|1972|9|21.0
17296|FETH?YE|1972|10|28.0
17296|FETH?YE|1972|11|26.0
17296|FETH?YE|1972|12|27.0
17296|FETH?YE|1972|13|13.0
17296|FETH?YE|1973|1|24.0
17296|FETH?YE|1973|2|32.0
17296|FETH?YE|1973|3|9.0
17296|FETH?YE|1973|4|26.0
17296|FETH?YE|1973|5|22.0
17296|FETH?YE|1973|6|21.0
17296|FETH?YE|1973|7|11.0
17296|FETH?YE|1973|8|20.0
17296|FETH?YE|1973|9|13.0
17296|FETH?YE|1973|10|26.0
17296|FETH?YE|1973|11|12.0
17296|FETH?YE|1973|12|22.0
17296|FETH?YE|1973|13|9.0
17296|FETH?YE|1974|1|14.0
17296|FETH?YE|1974|2|21.0
17296|FETH?YE|1974|3|14.0
17296|FETH?YE|1974|4|30.0
17296|FETH?YE|1974|5|31.0
17296|FETH?YE|1974|6|27.0
17296|FETH?YE|1974|7|16.0
17296|FETH?YE|1974|8|18.0
17296|FETH?YE|1974|9|25.0
17296|FETH?YE|1974|10|31.0
17296|FETH?YE|1974|11|27.0
17296|FETH?YE|1974|12|20.0
17296|FETH?YE|1974|13|14.0
17296|FETH?YE|1975|1|10.0
17296|FETH?YE|1975|2|21.0
17296|FETH?YE|1975|3|16.0
17296|FETH?YE|1975|4|23.0
17296|FETH?YE|1975|5|24.0
17296|FETH?YE|1975|6|22.0
17296|FETH?YE|1975|7|9.0
17296|FETH?YE|1975|8|28.0
17296|FETH?YE|1975|9|8.0
17296|FETH?YE|1975|10|16.0
17296|FETH?YE|1975|11|29.0
17296|FETH?YE|1975|12|10.0
17296|FETH?YE|1975|13|8.0
17296|FETH?YE|1976|1|36.0
17296|FETH?YE|1976|2|32.0
17296|FETH?YE|1976|3|36.0
17296|FETH?YE|1976|4|29.0
17296|FETH?YE|1976|5|44.0
17296|FETH?YE|1976|6|39.0
17296|FETH?YE|1976|7|28.0
17296|FETH?YE|1976|8|23.0
17296|FETH?YE|1976|9|32.0
17296|FETH?YE|1976|10|35.0
17296|FETH?YE|1976|11|36.0
17296|FETH?YE|1976|12|42.0
17296|FETH?YE|1976|13|23.0
17296|FETH?YE|1977|1|29.0
17296|FETH?YE|1977|2|17.0
17296|FETH?YE|1977|3|27.0
17296|FETH?YE|1977|4|16.0
17296|FETH?YE|1977|5|25.0
17296|FETH?YE|1977|6|29.0
17296|FETH?YE|1977|7|22.0
17296|FETH?YE|1977|8|25.0
17296|FETH?YE|1977|9|31.0
17296|FETH?YE|1977|10|32.0
17296|FETH?YE|1977|11|15.0
17296|FETH?YE|1977|12|13.0
17296|FETH?YE|1977|13|13.0
17296|FETH?YE|1978|1|27.0
17296|FETH?YE|1978|2|27.0
17296|FETH?YE|1978|3|9.0
17296|FETH?YE|1978|4|36.0
17296|FETH?YE|1978|5|26.0
17296|FETH?YE|1978|6|16.0
17296|FETH?YE|1978|7|13.0
17296|FETH?YE|1978|8|16.0
17296|FETH?YE|1978|9|21.0
17296|FETH?YE|1978|10|27.0
17296|FETH?YE|1978|11|15.0
17296|FETH?YE|1978|12|20.0
17296|FETH?YE|1978|13|9.0
17296|FETH?YE|1979|1|20.0
17296|FETH?YE|1979|2|27.0
17296|FETH?YE|1979|3|16.0
17296|FETH?YE|1979|4|27.0
17296|FETH?YE|1979|5|32.0
17296|FETH?YE|1979|6|18.0
17296|FETH?YE|1979|7|17.0
17296|FETH?YE|1979|8|11.0
17296|FETH?YE|1979|9|10.0
17296|FETH?YE|1979|10|20.0
17296|FETH?YE|1979|11|15.0
17296|FETH?YE|1979|12|16.0
17296|FETH?YE|1979|13|10.0
17296|FETH?YE|1980|1|23.0
17296|FETH?YE|1980|2|25.0
17296|FETH?YE|1980|3|12.0
17296|FETH?YE|1980|4|25.0
17296|FETH?YE|1980|5|26.0
17296|FETH?YE|1980|6|21.0
17296|FETH?YE|1980|7|15.0
17296|FETH?YE|1980|8|21.0
17296|FETH?YE|1980|9|18.0
17296|FETH?YE|1980|10|27.0
17296|FETH?YE|1980|11|14.0
17296|FETH?YE|1980|12|27.0
17296|FETH?YE|1980|13|12.0
17296|FETH?YE|1981|1|40.0
17296|FETH?YE|1981|2|24.0
17296|FETH?YE|1981|3|19.0
17296|FETH?YE|1981|4|12.0
17296|FETH?YE|1981|5|23.0
17296|FETH?YE|1981|6|18.0
17296|FETH?YE|1981|7|23.0
17296|FETH?YE|1981|8|19.0
17296|FETH?YE|1981|9|18.0
17296|FETH?YE|1981|10|27.0
17296|FETH?YE|1981|11|6.0
17296|FETH?YE|1981|12|38.0
17296|FETH?YE|1981|13|6.0
17296|FETH?YE|1982|1|10.0
17296|FETH?YE|1982|2|13.0
17296|FETH?YE|1982|3|13.0
17296|FETH?YE|1982|4|17.0
17296|FETH?YE|1982|5|14.0
17296|FETH?YE|1982|6|15.0
17296|FETH?YE|1982|7|17.0
17296|FETH?YE|1982|8|24.0
17296|FETH?YE|1982|9|18.0
17296|FETH?YE|1982|10|22.0
17296|FETH?YE|1982|11|19.0
17296|FETH?YE|1982|12|20.0
17296|FETH?YE|1982|13|10.0
17296|FETH?YE|1983|1|21.0
17296|FETH?YE|1983|2|30.0
17296|FETH?YE|1983|3|26.0
17296|FETH?YE|1983|4|28.0
17296|FETH?YE|1983|5|20.0
17296|FETH?YE|1983|6|30.0
17296|FETH?YE|1983|7|22.0
17296|FETH?YE|1983|8|26.0
17296|FETH?YE|1983|9|21.0
17296|FETH?YE|1983|10|25.0
17296|FETH?YE|1983|11|33.0
17296|FETH?YE|1983|12|43.0
17296|FETH?YE|1983|13|20.0
17296|FETH?YE|1984|1|36.0
17296|FETH?YE|1984|2|31.0
17296|FETH?YE|1984|3|26.0
17296|FETH?YE|1984|4|31.0
17296|FETH?YE|1984|5|26.0
17296|FETH?YE|1984|6|27.0
17296|FETH?YE|1984|7|27.0
17296|FETH?YE|1984|8|26.0
17296|FETH?YE|1984|9|23.0
17296|FETH?YE|1984|10|24.0
17296|FETH?YE|1984|11|30.0
17296|FETH?YE|1984|12|21.0
17296|FETH?YE|1984|13|21.0
17296|FETH?YE|1985|1|27.0
17296|FETH?YE|1985|2|19.0
17296|FETH?YE|1985|3|35.0
17296|FETH?YE|1985|4|27.0
17296|FETH?YE|1985|5|30.0
17296|FETH?YE|1985|6|27.0
17296|FETH?YE|1985|7|19.0
17296|FETH?YE|1985|8|22.0
17296|FETH?YE|1985|9|26.0
17296|FETH?YE|1985|10|23.0
17296|FETH?YE|1985|11|35.0
17296|FETH?YE|1985|12|24.0
17296|FETH?YE|1985|13|19.0
17296|FETH?YE|1986|1|33.0
17296|FETH?YE|1986|2|39.0
17296|FETH?YE|1986|3|36.0
17296|FETH?YE|1986|4|21.0
17296|FETH?YE|1986|5|27.0
17296|FETH?YE|1986|6|25.0
17296|FETH?YE|1986|7|18.0
17296|FETH?YE|1986|8|24.0
17296|FETH?YE|1986|9|25.0
17296|FETH?YE|1986|10|22.0
17296|FETH?YE|1986|11|20.0
17296|FETH?YE|1986|12|29.0
17296|FETH?YE|1986|13|18.0
17296|FETH?YE|1987|1|27.0
17296|FETH?YE|1987|2|28.0
17296|FETH?YE|1987|3|32.0
17296|FETH?YE|1987|4|32.0
17296|FETH?YE|1987|5|36.0
17296|FETH?YE|1987|6|22.0
17296|FETH?YE|1987|7|19.0
17296|FETH?YE|1987|8|25.0
17296|FETH?YE|1987|9|19.0
17296|FETH?YE|1987|10|24.0
17296|FETH?YE|1987|11|30.0
17296|FETH?YE|1987|12|33.0
17296|FETH?YE|1987|13|19.0
17296|FETH?YE|1988|1|26.0
17296|FETH?YE|1988|2|30.0
17296|FETH?YE|1988|3|38.0
17296|FETH?YE|1988|4|37.0
17296|FETH?YE|1988|5|33.0
17296|FETH?YE|1988|6|25.0
17296|FETH?YE|1988|7|19.0
17296|FETH?YE|1988|8|21.0
17296|FETH?YE|1988|9|19.0
17296|FETH?YE|1988|10|28.0
17296|FETH?YE|1988|11|25.0
17296|FETH?YE|1988|12|33.0
17296|FETH?YE|1988|13|19.0
17296|FETH?YE|1989|1|19.0
17296|FETH?YE|1989|2|17.0
17296|FETH?YE|1989|3|23.0
17296|FETH?YE|1989|4|26.0
17296|FETH?YE|1989|5|36.0
17296|FETH?YE|1989|6|33.0
17296|FETH?YE|1989|7|29.0
17296|FETH?YE|1989|8|26.0
17296|FETH?YE|1989|9|28.0
17296|FETH?YE|1989|10|31.0
17296|FETH?YE|1989|11|26.0
17296|FETH?YE|1989|12|31.0
17296|FETH?YE|1989|13|17.0
17296|FETH?YE|1990|1|21.0
17296|FETH?YE|1990|2|23.0
17296|FETH?YE|1990|3|26.0
17296|FETH?YE|1990|4|22.0
17296|FETH?YE|1990|5|30.0
17296|FETH?YE|1990|6|24.0
17296|FETH?YE|1990|7|25.0
17296|FETH?YE|1990|8|23.0
17296|FETH?YE|1990|9|29.0
17296|FETH?YE|1990|10|24.0
17296|FETH?YE|1990|11|30.0
17296|FETH?YE|1990|12|23.0
17296|FETH?YE|1990|13|21.0
17296|FETH?YE|1991|1|27.0
17296|FETH?YE|1991|2|25.0
17296|FETH?YE|1991|3|21.0
17296|FETH?YE|1991|4|35.0
17296|FETH?YE|1991|5|31.0
17296|FETH?YE|1991|6|32.0
17296|FETH?YE|1991|7|33.0
17296|FETH?YE|1991|8|28.0
17296|FETH?YE|1991|9|26.0
17296|FETH?YE|1991|10|27.0
17296|FETH?YE|1991|11|28.0
17296|FETH?YE|1991|12|24.0
17296|FETH?YE|1991|13|21.0
17296|FETH?YE|1992|1|24.0
17296|FETH?YE|1992|2|23.0
17296|FETH?YE|1992|3|30.0
17296|FETH?YE|1992|4|30.0
17296|FETH?YE|1992|5|35.0
17296|FETH?YE|1992|6|36.0
17296|FETH?YE|1992|7|23.0
17296|FETH?YE|1992|8|31.0
17296|FETH?YE|1992|9|27.0
17296|FETH?YE|1992|10|33.0
17296|FETH?YE|1992|11|21.0
17296|FETH?YE|1992|12|21.0
17296|FETH?YE|1992|13|21.0
17296|FETH?YE|1993|1|19.0
17296|FETH?YE|1993|2|19.0
17296|FETH?YE|1993|3|29.0
17296|FETH?YE|1993|4|23.0
17296|FETH?YE|1993|5|32.0
17296|FETH?YE|1993|6|28.0
17296|FETH?YE|1993|7|28.0
17296|FETH?YE|1993|8|25.0
17296|FETH?YE|1993|9|20.0
17296|FETH?YE|1993|10|20.0
17296|FETH?YE|1993|11|12.0
17296|FETH?YE|1993|12|29.0
17296|FETH?YE|1993|13|12.0
17296|FETH?YE|1994|1|30.0
17296|FETH?YE|1994|2|24.0
17296|FETH?YE|1994|3|30.0
17296|FETH?YE|1994|4|30.0
17296|FETH?YE|1994|5|33.0
17296|FETH?YE|1994|6|28.0
17296|FETH?YE|1994|7|25.0
17296|FETH?YE|1994|8|26.0
17296|FETH?YE|1994|9|32.0
17296|FETH?YE|1994|10|25.0
17296|FETH?YE|1994|11|21.0
17296|FETH?YE|1994|12|24.0
17296|FETH?YE|1994|13|21.0
17296|FETH?YE|1995|1|28.0
17296|FETH?YE|1995|2|28.0
17296|FETH?YE|1995|3|25.0
17296|FETH?YE|1995|4|28.0
17296|FETH?YE|1995|5|27.0
17296|FETH?YE|1995|6|28.0
17296|FETH?YE|1995|7|30.0
17296|FETH?YE|1995|8|32.0
17296|FETH?YE|1995|9|27.0
17296|FETH?YE|1995|10|19.0
17296|FETH?YE|1995|11|21.0
17296|FETH?YE|1995|12|21.0
17296|FETH?YE|1995|13|19.0
17296|FETH?YE|1996|1|26.0
17296|FETH?YE|1996|2|25.0
17296|FETH?YE|1996|3|28.0
17296|FETH?YE|1996|4|28.0
17296|FETH?YE|1996|5|27.0
17296|FETH?YE|1996|6|25.0
17296|FETH?YE|1996|7|27.0
17296|FETH?YE|1996|8|34.0
17296|FETH?YE|1996|9|28.0
17296|FETH?YE|1996|10|29.0
17296|FETH?YE|1996|11|21.0
17296|FETH?YE|1996|12|31.0
17296|FETH?YE|1996|13|21.0
17296|FETH?YE|1997|1|15.0
17296|FETH?YE|1997|2|20.0
17296|FETH?YE|1997|3|19.0
17296|FETH?YE|1997|4|22.0
17296|FETH?YE|1997|5|34.0
17296|FETH?YE|1997|6|27.0
17296|FETH?YE|1997|7|25.0
17296|FETH?YE|1997|8|32.0
17296|FETH?YE|1997|9|27.0
17296|FETH?YE|1997|10|26.0
17296|FETH?YE|1997|11|29.0
17296|FETH?YE|1997|12|26.0
17296|FETH?YE|1997|13|15.0
17296|FETH?YE|1998|1|19.0
17296|FETH?YE|1998|2|17.0
17296|FETH?YE|1998|3|26.0
17296|FETH?YE|1998|4|26.0
17296|FETH?YE|1998|5|29.0
17296|FETH?YE|1998|6|28.0
17296|FETH?YE|1998|7|25.0
17296|FETH?YE|1998|8|26.0
17296|FETH?YE|1998|9|32.0
17296|FETH?YE|1998|10|23.0
17296|FETH?YE|1998|11|27.0
17296|FETH?YE|1998|12|29.0
17296|FETH?YE|1998|13|17.0
17296|FETH?YE|1999|1|18.0
17296|FETH?YE|1999|2|21.0
17296|FETH?YE|1999|3|18.0
17296|FETH?YE|1999|4|25.0
17296|FETH?YE|1999|5|28.0
17296|FETH?YE|1999|6|27.0
17296|FETH?YE|1999|7|28.0
17296|FETH?YE|1999|8|27.0
17296|FETH?YE|1999|9|28.0
17296|FETH?YE|1999|10|26.0
17296|FETH?YE|1999|11|23.0
17296|FETH?YE|1999|12|20.0
17296|FETH?YE|1999|13|18.0
17296|FETH?YE|2000|1|18.0
17296|FETH?YE|2000|2|14.0
17296|FETH?YE|2000|3|19.0
17296|FETH?YE|2000|4|28.0
17296|FETH?YE|2000|5|19.0
17296|FETH?YE|2000|6|25.0
