Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_SICAKLIK_?C
17824|G?NEY|1982|1|4.8
17824|G?NEY|1982|2|1.8
17824|G?NEY|1982|3|5.7
17824|G?NEY|1982|4|11.4
17824|G?NEY|1982|5|15.7
17824|G?NEY|1982|6|20.7
17824|G?NEY|1982|7|21.4
17824|G?NEY|1982|8|23.5
17824|G?NEY|1982|9|21.6
17824|G?NEY|1982|10|14.9
17824|G?NEY|1982|11|8.0
17824|G?NEY|1982|12|5.8
17824|G?NEY|1982|13|13.0
17824|G?NEY|1983|1|0.1
17824|G?NEY|1983|2|1.9
17824|G?NEY|1983|3|6.8
17824|G?NEY|1983|4|12.9
17824|G?NEY|1983|5|16.8
17824|G?NEY|1983|6|19.4
17824|G?NEY|1983|7|22.7
17824|G?NEY|1983|8|22.1
17824|G?NEY|1983|9|20.1
17824|G?NEY|1983|10|13.3
17824|G?NEY|1983|11|8.8
17824|G?NEY|1983|12|6.6
17824|G?NEY|1983|13|12.7
17824|G?NEY|1984|1|4.7
17824|G?NEY|1984|2|5.7
17824|G?NEY|1984|3|6.5
17824|G?NEY|1984|4|9.2
17824|G?NEY|1984|5|18.1
17824|G?NEY|1984|6|20.7
17824|G?NEY|1984|7|22.4
17824|G?NEY|1984|8|20.8
17824|G?NEY|1984|9|21.5
17824|G?NEY|1984|10|16.7
17824|G?NEY|1984|11|9.2
17824|G?NEY|1984|12|3.7
17824|G?NEY|1984|13|13.3
17824|G?NEY|1985|1|5.5
17824|G?NEY|1985|2|-0.4
17824|G?NEY|1985|3|7.2
17824|G?NEY|1985|4|12.7
17824|G?NEY|1985|5|18.3
17824|G?NEY|1985|6|20.8
17824|G?NEY|1985|7|23.0
17824|G?NEY|1985|8|24.9
17824|G?NEY|1985|9|20.2
17824|G?NEY|1985|10|12.5
17824|G?NEY|1985|11|11.9
17824|G?NEY|1985|12|5.5
17824|G?NEY|1985|13|13.6
17824|G?NEY|1986|1|5.1
17824|G?NEY|1986|2|5.3
17824|G?NEY|1986|3|7.7
17824|G?NEY|1986|4|14.6
17824|G?NEY|1986|5|14.8
17824|G?NEY|1986|6|20.7
17824|G?NEY|1986|7|24.4
17824|G?NEY|1986|8|25.6
17824|G?NEY|1986|9|20.9
17824|G?NEY|1986|10|13.6
17824|G?NEY|1986|11|6.5
17824|G?NEY|1986|12|4.1
17824|G?NEY|1986|13|13.7
17824|G?NEY|1987|1|4.5
17824|G?NEY|1987|2|5.6
17824|G?NEY|1987|3|2.3
17824|G?NEY|1987|4|9.6
17824|G?NEY|1987|5|15.2
17824|G?NEY|1987|6|20.8
17824|G?NEY|1987|7|25.3
17824|G?NEY|1987|8|23.3
17824|G?NEY|1987|9|21.9
17824|G?NEY|1987|10|13.3
17824|G?NEY|1987|11|9.0
17824|G?NEY|1987|12|4.7
17824|G?NEY|1987|13|13.0
17824|G?NEY|1988|1|4.8
17824|G?NEY|1988|2|4.0
17824|G?NEY|1988|3|5.1
17824|G?NEY|1988|4|11.7
17824|G?NEY|1988|5|17.5
17824|G?NEY|1988|6|21.7
17824|G?NEY|1988|7|25.4
17824|G?NEY|1988|8|24.5
17824|G?NEY|1988|9|20.0
17824|G?NEY|1988|10|12.9
17824|G?NEY|1988|11|5.6
17824|G?NEY|1988|12|4.8
17824|G?NEY|1988|13|13.2
17824|G?NEY|1989|1|0.9
17824|G?NEY|1989|2|4.1
17824|G?NEY|1989|3|9.2
17824|G?NEY|1989|4|17.0
17824|G?NEY|1989|5|16.0
17824|G?NEY|1989|6|20.3
17824|G?NEY|1989|7|23.6
17824|G?NEY|1989|8|24.6
17824|G?NEY|1989|9|19.8
17824|G?NEY|1989|10|12.7
17824|G?NEY|1989|11|8.2
17824|G?NEY|1989|12|5.0
17824|G?NEY|1989|13|13.5
17824|G?NEY|1990|1|1.8
17824|G?NEY|1990|2|3.8
17824|G?NEY|1990|3|9.2
17824|G?NEY|1990|4|12.0
17824|G?NEY|1990|5|16.0
17824|G?NEY|1990|6|20.4
17824|G?NEY|1990|7|24.9
17824|G?NEY|1990|8|23.7
17824|G?NEY|1990|9|19.2
17824|G?NEY|1990|10|15.7
17824|G?NEY|1990|11|11.8
17824|G?NEY|1990|12|6.1
17824|G?NEY|1990|13|13.8
17824|G?NEY|1991|1|2.8
17824|G?NEY|1991|2|3.5
17824|G?NEY|1991|3|9.4
17824|G?NEY|1991|4|11.0
17824|G?NEY|1991|5|13.8
17824|G?NEY|1991|6|21.6
17824|G?NEY|1991|7|23.7
17824|G?NEY|1991|8|23.4
17824|G?NEY|1991|9|19.8
17824|G?NEY|1991|10|15.3
17824|G?NEY|1991|11|9.6
17824|G?NEY|1991|12|1.8
17824|G?NEY|1991|13|13.0
17824|G?NEY|1992|1|0.2
17824|G?NEY|1992|2|0.1
17824|G?NEY|1992|3|4.9
17824|G?NEY|1992|4|11.5
17824|G?NEY|1992|5|15.6
17824|G?NEY|1992|6|20.4
17824|G?NEY|1992|7|21.9
17824|G?NEY|1992|8|24.9
17824|G?NEY|1992|9|18.7
17824|G?NEY|1992|10|18.0
17824|G?NEY|1992|11|8.1
17824|G?NEY|1992|12|1.8
17824|G?NEY|1992|13|12.2
17824|G?NEY|1993|1|2.2
17824|G?NEY|1993|2|1.2
17824|G?NEY|1993|3|6.6
17824|G?NEY|1993|4|11.0
17824|G?NEY|1993|5|14.8
17824|G?NEY|1993|6|21.1
17824|G?NEY|1993|7|24.0
17824|G?NEY|1993|8|25.3
17824|G?NEY|1993|9|20.7
17824|G?NEY|1993|10|18.7
17824|G?NEY|1993|11|7.8
17824|G?NEY|1993|12|6.9
17824|G?NEY|1993|13|13.4
17824|G?NEY|1994|1|5.9
17824|G?NEY|1994|2|4.7
17824|G?NEY|1994|3|7.2
17824|G?NEY|1994|4|14.0
17824|G?NEY|1994|5|17.8
17824|G?NEY|1994|6|20.7
17824|G?NEY|1994|7|24.7
17824|G?NEY|1994|8|24.9
17824|G?NEY|1994|9|24.3
17824|G?NEY|1994|10|17.5
17824|G?NEY|1994|11|7.1
17824|G?NEY|1994|12|3.3
17824|G?NEY|1994|13|14.4
17824|G?NEY|1995|1|4.7
17824|G?NEY|1995|2|7.5
17824|G?NEY|1995|3|6.8
17824|G?NEY|1995|4|10.0
17824|G?NEY|1995|5|17.9
17824|G?NEY|1995|6|23.6
17824|G?NEY|1995|7|22.9
17824|G?NEY|1995|8|23.3
17824|G?NEY|1995|9|20.2
17824|G?NEY|1995|10|12.9
17824|G?NEY|1995|11|5.5
17824|G?NEY|1995|12|5.8
17824|G?NEY|1995|13|13.9
17824|G?NEY|1996|1|2.3
17824|G?NEY|1996|2|5.0
17824|G?NEY|1996|3|4.2
17824|G?NEY|1996|4|9.1
17824|G?NEY|1996|5|18.8
17824|G?NEY|1996|6|21.5
17824|G?NEY|1996|7|24.9
17824|G?NEY|1996|8|24.0
17824|G?NEY|1996|9|18.2
17824|G?NEY|1996|10|12.7
17824|G?NEY|1996|11|12.0
17824|G?NEY|1996|12|7.9
17824|G?NEY|1996|13|13.4
17824|G?NEY|1997|1|5.4
17824|G?NEY|1997|2|3.0
17824|G?NEY|1997|3|4.8
17824|G?NEY|1997|4|6.9
17824|G?NEY|1997|5|18.5
17824|G?NEY|1997|6|21.5
17824|G?NEY|1997|7|23.6
17824|G?NEY|1997|8|21.1
17824|G?NEY|1997|9|17.6
17824|G?NEY|1997|10|13.7
17824|G?NEY|1997|11|10.2
17824|G?NEY|1997|12|5.2
17824|G?NEY|1997|13|12.7
17824|G?NEY|1998|1|3.7
17824|G?NEY|1998|2|5.1
17824|G?NEY|1998|3|3.9
17824|G?NEY|1998|4|13.2
17824|G?NEY|1998|5|15.3
17824|G?NEY|1998|6|21.2
17824|G?NEY|1998|7|25.6
17824|G?NEY|1998|8|26.5
17824|G?NEY|1998|9|20.1
17824|G?NEY|1998|10|16.4
17824|G?NEY|1998|11|10.7
17824|G?NEY|1998|12|4.8
17824|G?NEY|1998|13|13.9
17824|G?NEY|1999|1|4.8
17824|G?NEY|1999|2|3.8
17824|G?NEY|1999|3|7.8
17824|G?NEY|1999|4|12.7
17824|G?NEY|1999|5|18.8
17824|G?NEY|1999|6|21.5
17824|G?NEY|1999|7|25.0
17824|G?NEY|1999|8|25.3
17824|G?NEY|1999|9|20.9
17824|G?NEY|1999|10|16.0
17824|G?NEY|1999|11|9.6
17824|G?NEY|1999|12|7.7
17824|G?NEY|1999|13|14.6
17824|G?NEY|2000|1|-0.9
17824|G?NEY|2000|2|3.0
17824|G?NEY|2000|3|5.5
17824|G?NEY|2000|4|12.8
17824|G?NEY|2000|5|16.5
17824|G?NEY|2000|6|21.8
17824|G?NEY|2000|7|26.6
17824|G?NEY|2000|8|24.2
17824|G?NEY|2000|9|20.4
17824|G?NEY|2000|10|14.3
17824|G?NEY|2000|11|12.5
17824|G?NEY|2000|12|5.3
17824|G?NEY|2000|13|13.5
17824|G?NEY|2001|1|5.8
17824|G?NEY|2001|2|4.8
17824|G?NEY|2001|3|12.5
17824|G?NEY|2001|4|12.0
17824|G?NEY|2001|5|16.6
17824|G?NEY|2001|6|22.8
17824|G?NEY|2001|7|26.1
17824|G?NEY|2001|8|25.8
17824|G?NEY|2001|9|21.1
17824|G?NEY|2001|10|15.5
17824|G?NEY|2001|11|8.2
17824|G?NEY|2001|12|3.3
17824|G?NEY|2001|13|14.6
17824|G?NEY|2002|1|1.6
17824|G?NEY|2002|2|7.9
17824|G?NEY|2002|3|9.1
17824|G?NEY|2002|4|10.8
17824|G?NEY|2002|5|16.9
17824|G?NEY|2002|6|22.1
17824|G?NEY|2002|7|25.0
17824|G?NEY|2002|8|23.7
17824|G?NEY|2002|9|18.8
17824|G?NEY|2002|10|14.7
17824|G?NEY|2002|11|11.0
17824|G?NEY|2002|12|3.1
17824|G?NEY|2002|13|13.7
17824|G?NEY|2003|1|6.7
17824|G?NEY|2003|2|-0.1
17824|G?NEY|2003|3|4.3
17824|G?NEY|2003|4|9.4
17824|G?NEY|2003|5|19.0
17824|G?NEY|2003|6|22.2
17824|G?NEY|2003|7|24.3
17824|G?NEY|2003|8|25.6
17824|G?NEY|2003|9|19.2
17824|G?NEY|2003|10|15.9
17824|G?NEY|2003|11|10.2
17824|G?NEY|2003|12|5.0
17824|G?NEY|2003|13|13.6
17824|G?NEY|2004|1|2.2
17824|G?NEY|2004|2|3.7
17824|G?NEY|2004|3|8.1
17824|G?NEY|2004|4|11.6
17824|G?NEY|2004|5|15.9
17824|G?NEY|2004|6|21.6
17824|G?NEY|2004|7|24.7
17824|G?NEY|2004|8|23.6
17824|G?NEY|2004|9|21.1
17824|G?NEY|2004|10|17.1
17824|G?NEY|2004|11|9.3
17824|G?NEY|2004|12|5.5
17824|G?NEY|2004|13|13.7
17824|G?NEY|2005|1|5.2
17824|G?NEY|2005|2|3.1
17824|G?NEY|2005|3|7.4
17824|G?NEY|2005|4|11.6
17824|G?NEY|2005|5|17.0
17824|G?NEY|2005|6|20.4
17824|G?NEY|2005|7|24.9
17824|G?NEY|2005|8|24.7
17824|G?NEY|2005|9|19.7
17824|G?NEY|2005|10|12.9
17824|G?NEY|2005|11|7.7
17824|G?NEY|2005|12|5.9
17824|G?NEY|2005|13|13.4
17824|G?NEY|2006|1|1.4
17824|G?NEY|2006|2|4.0
17824|G?NEY|2006|3|7.6
17824|G?NEY|2006|4|12.6
17824|G?NEY|2006|5|16.9
17824|G?NEY|2006|6|21.0
17824|G?NEY|2006|7|23.9
17824|G?NEY|2006|8|26.7
17824|G?NEY|2006|9|19.9
17824|G?NEY|2006|10|15.1
17824|G?NEY|2006|11|8.0
17824|G?NEY|2006|12|4.9
17824|G?NEY|2006|13|13.6
17824|G?NEY|2007|1|5.4
17824|G?NEY|2007|2|5.7
17824|G?NEY|2007|3|8.3
17824|G?NEY|2007|4|11.0
17824|G?NEY|2007|5|20.0
17824|G?NEY|2007|6|24.1
17824|G?NEY|2007|7|27.6
17824|G?NEY|2007|8|26.6
17824|G?NEY|2007|9|21.7
17824|G?NEY|2007|10|16.9
17824|G?NEY|2007|11|9.7
17824|G?NEY|2007|12|4.8
17824|G?NEY|2007|13|15.2
17824|G?NEY|2008|1|2.8
17824|G?NEY|2008|2|4.6
17824|G?NEY|2008|3|11.0
17824|G?NEY|2008|4|13.9
17824|G?NEY|2008|5|17.6
17824|G?NEY|2008|6|23.9
17824|G?NEY|2008|7|26.3
17824|G?NEY|2008|8|27.7
17824|G?NEY|2008|9|15.3
17824|G?NEY|2008|10|15.2
17824|G?NEY|2008|11|12.0
17824|G?NEY|2008|12|7.0
17824|G?NEY|2008|13|14.6
17824|G?NEY|2009|1|5.5
17824|G?NEY|2009|2|4.9
17824|G?NEY|2009|3|6.9
17824|G?NEY|2009|4|12.7
17824|G?NEY|2009|5|17.7
17824|G?NEY|2009|6|23.5
17824|G?NEY|2009|7|25.8
17824|G?NEY|2009|8|25.5
17824|G?NEY|2009|9|19.8
17824|G?NEY|2009|10|17.9
17824|G?NEY|2009|11|10.5
17824|G?NEY|2009|12|8.3
17824|G?NEY|2009|13|14.8
17824|G?NEY|2010|1|6.2
17824|G?NEY|2010|2|7.8
17824|G?NEY|2010|3|9.9
17824|G?NEY|2010|4|13.6
17824|G?NEY|2010|5|19.0
17824|G?NEY|2010|6|20.6
17824|G?NEY|2010|7|25.3
17824|G?NEY|2010|8|27.9
17824|G?NEY|2010|9|21.6
17824|G?NEY|2010|10|13.8
17824|G?NEY|2010|11|14.5
17824|G?NEY|2010|12|8.5
17824|G?NEY|2010|13|15.6
17824|G?NEY|2011|1|4.2
17824|G?NEY|2011|2|5.3
17824|G?NEY|2011|3|7.2
17824|G?NEY|2011|4|10.1
17824|G?NEY|2011|5|15.2
17824|G?NEY|2011|6|20.6
17824|G?NEY|2011|7|25.9
17824|G?NEY|2011|8|24.9
17824|G?NEY|2011|9|22.2
17824|G?NEY|2011|10|12.5
17824|G?NEY|2011|11|6.7
17824|G?NEY|2011|12|6.0
17824|G?NEY|2011|13|13.4
17824|G?NEY|2012|1|0.6
17824|G?NEY|2012|2|2.4
17824|G?NEY|2012|3|6.5
17824|G?NEY|2012|4|14.0
17824|G?NEY|2012|5|16.0
17824|G?NEY|2012|6|23.8
17824|G?NEY|2012|7|27.0
17824|G?NEY|2012|8|24.9
17824|G?NEY|2012|9|22.8
17824|G?NEY|2012|10|17.7
17824|G?NEY|2012|11|12.0
17824|G?NEY|2012|12|6.4
17824|G?NEY|2012|13|14.5
17824|G?NEY|2013|1|4.6
17824|G?NEY|2013|2|6.5
17824|G?NEY|2013|3|9.3
17824|G?NEY|2013|4|13.3
17824|G?NEY|2013|5|19.7
17824|G?NEY|2013|6|22.5
17824|G?NEY|2013|7|24.6
17824|G?NEY|2013|8|25.8
17824|G?NEY|2013|9|20.3
17824|G?NEY|2013|10|14.0
17824|G?NEY|2013|11|11.4
17824|G?NEY|2013|12|3.9
17824|G?NEY|2013|13|14.7
17824|G?NEY|2014|1|7.3
17824|G?NEY|2014|2|7.7
17824|G?NEY|2014|3|8.7
17824|G?NEY|2014|4|13.1
17824|G?NEY|2014|5|16.5
17824|G?NEY|2014|6|20.9
17824|G?NEY|2014|7|25.5
17824|G?NEY|2014|8|26.2
17824|G?NEY|2014|9|20.1
17824|G?NEY|2014|10|15.1
17824|G?NEY|2014|11|9.5
17824|G?NEY|2014|12|8.4
17824|G?NEY|2014|13|15.0
17824|G?NEY|2015|1|3.5
17824|G?NEY|2015|2|4.2
17824|G?NEY|2015|3|7.3
17824|G?NEY|2015|4|10.1
17824|G?NEY|2015|5|17.8
17824|G?NEY|2015|6|19.1
17824|G?NEY|2015|7|25.2
17824|G?NEY|2015|8|25.1
17824|G?NEY|2015|9|23.1
17824|G?NEY|2015|10|15.9
17824|G?NEY|2015|11|11.8
17824|G?NEY|2015|12|5.6
17824|G?NEY|2015|13|14.3
17824|G?NEY|2016|1|3.1
17824|G?NEY|2016|2|9.6
17824|G?NEY|2016|3|9.0
17824|G?NEY|2016|4|16.2
17824|G?NEY|2016|5|16.0
17824|G?NEY|2016|6|23.7
17824|G?NEY|2016|7|26.0
17824|G?NEY|2016|8|25.7
17824|G?NEY|2016|9|20.4
17824|G?NEY|2016|10|16.0
17824|G?NEY|2016|11|10.1
17824|G?NEY|2016|12|1.6
17824|G?NEY|2016|13|14.8
17824|G?NEY|2017|1|1.1
17824|G?NEY|2017|2|5.4
17824|G?NEY|2017|3|9.1
17824|G?NEY|2017|4|12.1
17824|G?NEY|2017|5|16.3
17824|G?NEY|2017|6|21.4
17824|G?NEY|2017|7|26.8
17824|G?NEY|2017|8|24.5
17824|G?NEY|2017|9|22.7
17824|G?NEY|2017|10|14.5
17824|G?NEY|2017|11|9.2
17824|G?NEY|2017|12|6.9
17824|G?NEY|2017|13|14.2
17824|G?NEY|2018|1|4.7
17824|G?NEY|2018|2|7.9
17824|G?NEY|2018|3|10.7
17824|G?NEY|2018|4|16.5
17824|G?NEY|2018|5|18.6
17824|G?NEY|2018|6|21.3
17824|G?NEY|2018|7|24.9
17824|G?NEY|2018|8|24.9
17824|G?NEY|2018|9|21.7
17824|G?NEY|2018|10|15.8
17824|G?NEY|2018|11|10.8
17824|G?NEY|2018|12|4.2
17824|G?NEY|2018|13|15.2
17824|G?NEY|2019|1|3.9
17824|G?NEY|2019|2|6.1
17824|G?NEY|2019|3|8.9
17824|G?NEY|2019|4|11.5
17824|G?NEY|2019|5|18.2
17824|G?NEY|2019|6|22.0
17824|G?NEY|2019|7|24.3
17824|G?NEY|2019|8|25.8
17824|G?NEY|2019|9|21.0
17824|G?NEY|2019|10|17.9
17824|G?NEY|2019|11|13.5
17824|G?NEY|2019|12|6.7
17824|G?NEY|2019|13|15.0
17824|G?NEY|2020|1|3.1
17824|G?NEY|2020|2|5.4
17824|G?NEY|2020|3|9.2
17824|G?NEY|2020|4|12.5
17824|G?NEY|2020|5|17.9
17824|G?NEY|2020|6|21.2
17824|G?NEY|2020|7|26.5
17824|G?NEY|2020|8|26.0
17824|G?NEY|2020|9|23.9
17824|G?NEY|2020|10|18.0
17824|G?NEY|2020|11|9.4
17824|G?NEY|2020|12|7.4
17824|G?NEY|2020|13|15.5
17824|G?NEY|2021|1|5.7
17824|G?NEY|2021|2|7.1
17824|G?NEY|2021|3|6.1
17824|G?NEY|2021|4|12.5
17824|G?NEY|2021|5|20.2
17824|G?NEY|2021|6|20.5
17860|NAZ?LL?|1960|1|9.1
17860|NAZ?LL?|1960|2|10.1
17860|NAZ?LL?|1960|3|12.4
17860|NAZ?LL?|1960|4|16.4
17860|NAZ?LL?|1960|5|22.6
17860|NAZ?LL?|1960|6|25.1
17860|NAZ?LL?|1960|7|28.2
17860|NAZ?LL?|1960|8|27.4
17860|NAZ?LL?|1960|9|23.3
17860|NAZ?LL?|1960|10|20.2
17860|NAZ?LL?|1960|11|14.8
17860|NAZ?LL?|1960|12|11.6
17860|NAZ?LL?|1960|13|18.5
17860|NAZ?LL?|1961|1|7.9
17860|NAZ?LL?|1961|2|8.4
17860|NAZ?LL?|1961|3|11.3
17860|NAZ?LL?|1961|4|18.0
17860|NAZ?LL?|1961|5|21.4
17860|NAZ?LL?|1961|6|25.9
17860|NAZ?LL?|1961|7|28.6
17860|NAZ?LL?|1961|8|28.1
17860|NAZ?LL?|1961|9|22.2
17860|NAZ?LL?|1961|10|17.4
17860|NAZ?LL?|1961|11|13.8
17860|NAZ?LL?|1961|12|9.4
17860|NAZ?LL?|1961|13|17.8
17860|NAZ?LL?|1962|1|8.8
17860|NAZ?LL?|1962|2|7.9
17860|NAZ?LL?|1962|3|12.8
17860|NAZ?LL?|1962|4|15.3
17860|NAZ?LL?|1962|5|22.0
17860|NAZ?LL?|1962|6|26.0
17860|NAZ?LL?|1962|7|28.5
17860|NAZ?LL?|1962|8|28.5
17860|NAZ?LL?|1962|9|24.0
17860|NAZ?LL?|1962|10|18.7
17860|NAZ?LL?|1962|11|16.1
17860|NAZ?LL?|1962|12|11.0
17860|NAZ?LL?|1962|13|18.4
17860|NAZ?LL?|1963|1|8.9
17860|NAZ?LL?|1963|2|11.2
17860|NAZ?LL?|1963|3|10.3
17860|NAZ?LL?|1963|4|16.1
17860|NAZ?LL?|1963|5|20.7
17860|NAZ?LL?|1963|6|26.5
17860|NAZ?LL?|1963|7|29.2
17860|NAZ?LL?|1963|8|28.6
17860|NAZ?LL?|1963|9|24.5
17860|NAZ?LL?|1963|10|18.7
17860|NAZ?LL?|1963|11|13.8
17860|NAZ?LL?|1963|12|10.4
17860|NAZ?LL?|1963|13|18.3
17860|NAZ?LL?|1964|1|4.6
17860|NAZ?LL?|1964|2|7.8
17860|NAZ?LL?|1964|3|12.5
17860|NAZ?LL?|1964|4|16.9
17860|NAZ?LL?|1964|5|20.8
17860|NAZ?LL?|1964|6|26.6
17860|NAZ?LL?|1964|7|28.4
17860|NAZ?LL?|1964|8|26.6
17860|NAZ?LL?|1964|9|21.9
17860|NAZ?LL?|1964|10|18.9
17860|NAZ?LL?|1964|11|12.8
17860|NAZ?LL?|1964|12|10.8
17860|NAZ?LL?|1964|13|17.4
17860|NAZ?LL?|1965|1|8.5
17860|NAZ?LL?|1965|2|8.0
17860|NAZ?LL?|1965|3|11.8
17860|NAZ?LL?|1965|4|15.0
17860|NAZ?LL?|1965|5|19.7
17860|NAZ?LL?|1965|6|27.2
17860|NAZ?LL?|1965|7|28.9
17860|NAZ?LL?|1965|8|26.4
17860|NAZ?LL?|1965|9|24.3
17860|NAZ?LL?|1965|10|16.7
17860|NAZ?LL?|1965|11|12.8
17860|NAZ?LL?|1965|12|10.2
17860|NAZ?LL?|1965|13|17.5
17860|NAZ?LL?|1966|1|9.3
17860|NAZ?LL?|1966|2|11.8
17860|NAZ?LL?|1966|3|11.2
17860|NAZ?LL?|1966|4|16.9
17860|NAZ?LL?|1966|5|20.4
17860|NAZ?LL?|1966|6|26.1
17860|NAZ?LL?|1966|7|28.8
17860|NAZ?LL?|1966|8|28.3
17860|NAZ?LL?|1966|9|23.2
17860|NAZ?LL?|1966|10|20.7
17860|NAZ?LL?|1966|11|16.2
17860|NAZ?LL?|1966|12|10.1
17860|NAZ?LL?|1966|13|18.6
17860|NAZ?LL?|1967|1|7.6
17860|NAZ?LL?|1967|2|6.4
17860|NAZ?LL?|1967|3|11.2
17860|NAZ?LL?|1967|4|15.7
17860|NAZ?LL?|1967|5|21.0
17860|NAZ?LL?|1967|6|24.8
17860|NAZ?LL?|1967|7|27.3
17860|NAZ?LL?|1967|8|27.6
17860|NAZ?LL?|1967|9|22.5
17860|NAZ?LL?|1967|10|17.2
17860|NAZ?LL?|1967|11|11.6
17860|NAZ?LL?|1967|12|9.6
17860|NAZ?LL?|1967|13|16.9
17860|NAZ?LL?|1968|1|6.6
17860|NAZ?LL?|1968|2|10.0
17860|NAZ?LL?|1968|3|11.0
17860|NAZ?LL?|1968|4|17.9
17860|NAZ?LL?|1968|5|24.6
17860|NAZ?LL?|1968|6|24.9
17860|NAZ?LL?|1968|7|28.2
17860|NAZ?LL?|1968|8|25.4
17860|NAZ?LL?|1968|9|22.4
17860|NAZ?LL?|1968|10|17.2
17860|NAZ?LL?|1968|11|12.7
17860|NAZ?LL?|1968|12|9.6
17860|NAZ?LL?|1968|13|17.6
17860|NAZ?LL?|1969|1|8.2
17860|NAZ?LL?|1971|11|11.9
17860|NAZ?LL?|1971|12|6.9
17860|NAZ?LL?|1972|1|5.7
17860|NAZ?LL?|1972|2|7.7
17860|NAZ?LL?|1972|3|12.1
17860|NAZ?LL?|1972|4|17.3
17860|NAZ?LL?|1972|5|21.0
17860|NAZ?LL?|1972|6|24.8
17860|NAZ?LL?|1972|7|26.4
17860|NAZ?LL?|1972|8|25.5
17860|NAZ?LL?|1972|9|22.6
17860|NAZ?LL?|1972|10|15.5
17860|NAZ?LL?|1972|11|12.0
17860|NAZ?LL?|1972|12|6.8
17860|NAZ?LL?|1972|13|16.5
17860|NAZ?LL?|1973|1|6.6
17860|NAZ?LL?|1973|2|9.8
17860|NAZ?LL?|1973|3|10.8
17860|NAZ?LL?|1973|4|14.3
17860|NAZ?LL?|1973|5|22.2
17860|NAZ?LL?|1973|6|24.9
17860|NAZ?LL?|1973|7|27.6
17860|NAZ?LL?|1973|8|27.0
17860|NAZ?LL?|1973|9|24.5
17860|NAZ?LL?|1973|10|19.0
17860|NAZ?LL?|1973|11|11.3
17860|NAZ?LL?|1973|12|9.9
17860|NAZ?LL?|1973|13|17.4
17860|NAZ?LL?|1974|1|4.9
17860|NAZ?LL?|1974|2|9.4
17860|NAZ?LL?|1974|3|13.4
17860|NAZ?LL?|1974|4|14.5
17860|NAZ?LL?|1974|5|20.0
17860|NAZ?LL?|1974|6|25.5
17860|NAZ?LL?|1974|7|28.8
17860|NAZ?LL?|1974|8|26.6
17860|NAZ?LL?|1974|9|23.4
17860|NAZ?LL?|1974|10|19.8
17860|NAZ?LL?|1974|11|12.3
17860|NAZ?LL?|1974|12|7.5
17860|NAZ?LL?|1974|13|17.2
17860|NAZ?LL?|1975|1|6.8
17860|NAZ?LL?|1975|2|8.1
17860|NAZ?LL?|1975|3|12.6
17860|NAZ?LL?|1975|4|16.3
17860|NAZ?LL?|1975|5|20.0
17860|NAZ?LL?|1975|6|24.4
17860|NAZ?LL?|1975|7|28.6
17860|NAZ?LL?|1975|8|26.7
17860|NAZ?LL?|1975|9|24.6
17860|NAZ?LL?|1975|10|18.5
17860|NAZ?LL?|1975|11|12.5
17860|NAZ?LL?|1975|12|7.4
17860|NAZ?LL?|1975|13|17.3
17860|NAZ?LL?|1976|1|6.7
17860|NAZ?LL?|1976|2|7.2
17860|NAZ?LL?|1976|3|12.0
17860|NAZ?LL?|1976|4|15.0
17860|NAZ?LL?|1976|5|20.9
17860|NAZ?LL?|1976|6|24.8
17860|NAZ?LL?|1976|7|26.7
17860|NAZ?LL?|1976|8|25.1
17860|NAZ?LL?|1976|9|22.0
17860|NAZ?LL?|1976|10|19.0
17860|NAZ?LL?|1976|11|13.2
17860|NAZ?LL?|1976|12|8.6
17860|NAZ?LL?|1976|13|16.8
17860|NAZ?LL?|1977|1|7.9
17860|NAZ?LL?|1977|2|11.2
17860|NAZ?LL?|1977|3|11.8
17860|NAZ?LL?|1977|4|16.0
17860|NAZ?LL?|1977|5|22.5
17860|NAZ?LL?|1977|6|26.0
17860|NAZ?LL?|1977|7|28.8
17860|NAZ?LL?|1977|8|27.8
17860|NAZ?LL?|1977|9|22.9
17860|NAZ?LL?|1977|10|16.5
17860|NAZ?LL?|1977|11|14.9
17860|NAZ?LL?|1977|12|8.6
17860|NAZ?LL?|1977|13|17.9
17860|NAZ?LL?|1978|1|8.3
17860|NAZ?LL?|1978|2|10.6
17860|NAZ?LL?|1978|3|12.7
17860|NAZ?LL?|1978|4|15.5
17860|NAZ?LL?|1978|5|21.7
17860|NAZ?LL?|1978|6|25.9
17860|NAZ?LL?|1978|7|29.3
17860|NAZ?LL?|1978|8|26.4
17860|NAZ?LL?|1978|9|21.4
17860|NAZ?LL?|1978|10|18.4
17860|NAZ?LL?|1978|11|11.6
17860|NAZ?LL?|1978|12|9.7
17860|NAZ?LL?|1978|13|17.7
17860|NAZ?LL?|1979|1|8.3
17860|NAZ?LL?|1979|2|10.5
17860|NAZ?LL?|1979|3|13.3
17860|NAZ?LL?|1979|4|15.5
17860|NAZ?LL?|1979|5|20.3
17860|NAZ?LL?|1979|6|25.4
17860|NAZ?LL?|1979|7|27.1
17860|NAZ?LL?|1979|8|26.8
17860|NAZ?LL?|1979|9|24.1
17860|NAZ?LL?|1979|10|18.8
17860|NAZ?LL?|1979|11|13.1
17860|NAZ?LL?|1979|12|9.1
17860|NAZ?LL?|1979|13|17.7
