Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_SICAKLIK_?C
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|4|11.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|5|15.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|6|20.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|7|25.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|8|23.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|9|21.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|10|13.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|11|7.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|12|5.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|13|13.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|1|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|2|7.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|3|10.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|4|14.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|5|17.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|6|20.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|7|24.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|8|24.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|9|20.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|10|14.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|11|9.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|12|4.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|13|14.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|3.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|5.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|7.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|10.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|17.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|21.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|23.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|25.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|20.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|16.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|10.5
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|5.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|13|13.8
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|1.9
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|4.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|8.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|13.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|18.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|20.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|26.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|24.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|22.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|16.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|7.7
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|6.3
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|13|14.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|4.6
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|5.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|5.4
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|12.1
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|5|19.2
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|19.4
17296|FETH?YE|1960|1|10.7
17296|FETH?YE|1960|2|12.1
17296|FETH?YE|1960|3|14.1
17296|FETH?YE|1960|4|17.0
17296|FETH?YE|1960|5|21.9
17296|FETH?YE|1960|6|24.8
17296|FETH?YE|1960|7|27.7
17296|FETH?YE|1960|8|28.4
17296|FETH?YE|1960|9|24.6
17296|FETH?YE|1960|10|21.2
17296|FETH?YE|1960|11|17.5
17296|FETH?YE|1960|12|15.0
17296|FETH?YE|1960|13|19.6
17296|FETH?YE|1961|1|11.1
17296|FETH?YE|1961|2|11.6
17296|FETH?YE|1961|3|14.1
17296|FETH?YE|1961|4|18.0
17296|FETH?YE|1961|5|21.1
17296|FETH?YE|1961|6|25.2
17296|FETH?YE|1961|7|29.3
17296|FETH?YE|1961|8|28.8
17296|FETH?YE|1961|9|24.7
17296|FETH?YE|1961|10|19.5
17296|FETH?YE|1961|11|16.3
17296|FETH?YE|1961|12|12.7
17296|FETH?YE|1961|13|19.4
17296|FETH?YE|1962|1|12.3
17296|FETH?YE|1962|2|10.9
17296|FETH?YE|1962|3|15.4
17296|FETH?YE|1962|4|17.3
17296|FETH?YE|1962|5|22.0
17296|FETH?YE|1962|6|26.1
17296|FETH?YE|1962|7|29.0
17296|FETH?YE|1962|8|28.8
17296|FETH?YE|1962|9|26.1
17296|FETH?YE|1962|10|20.6
17296|FETH?YE|1962|11|17.1
17296|FETH?YE|1962|12|12.6
17296|FETH?YE|1962|13|19.9
17296|FETH?YE|1963|1|10.7
17296|FETH?YE|1963|2|12.1
17296|FETH?YE|1963|3|11.9
17296|FETH?YE|1963|4|16.1
17296|FETH?YE|1963|5|19.3
17296|FETH?YE|1963|6|23.9
17296|FETH?YE|1963|7|27.8
17296|FETH?YE|1963|8|28.1
17296|FETH?YE|1963|9|25.1
17296|FETH?YE|1963|10|20.0
17296|FETH?YE|1963|11|14.9
17296|FETH?YE|1963|12|12.2
17296|FETH?YE|1963|13|18.5
17296|FETH?YE|1964|1|7.2
17296|FETH?YE|1964|2|10.2
17296|FETH?YE|1964|3|13.5
17296|FETH?YE|1964|4|15.5
17296|FETH?YE|1964|5|18.2
17296|FETH?YE|1964|6|24.3
17296|FETH?YE|1964|7|26.1
17296|FETH?YE|1964|8|26.7
17296|FETH?YE|1964|9|22.3
17296|FETH?YE|1964|10|19.4
17296|FETH?YE|1964|11|14.5
17296|FETH?YE|1964|12|12.0
17296|FETH?YE|1964|13|17.5
17296|FETH?YE|1965|1|9.9
17296|FETH?YE|1965|2|10.0
17296|FETH?YE|1965|3|12.7
17296|FETH?YE|1965|4|15.0
17296|FETH?YE|1965|5|18.4
17296|FETH?YE|1965|6|24.3
17296|FETH?YE|1965|7|27.0
17296|FETH?YE|1965|8|26.0
17296|FETH?YE|1965|9|23.4
17296|FETH?YE|1965|10|18.2
17296|FETH?YE|1965|11|13.6
17296|FETH?YE|1965|12|11.2
17296|FETH?YE|1965|13|17.5
17296|FETH?YE|1966|1|11.2
17296|FETH?YE|1966|2|12.2
17296|FETH?YE|1966|3|12.9
17296|FETH?YE|1966|4|16.6
17296|FETH?YE|1966|5|19.3
17296|FETH?YE|1966|6|24.2
17296|FETH?YE|1966|7|26.6
17296|FETH?YE|1966|8|27.5
17296|FETH?YE|1966|9|23.4
17296|FETH?YE|1966|10|20.9
17296|FETH?YE|1966|11|16.6
17296|FETH?YE|1966|12|11.6
17296|FETH?YE|1966|13|18.6
17296|FETH?YE|1967|1|9.5
17296|FETH?YE|1967|2|9.5
17296|FETH?YE|1967|3|11.7
17296|FETH?YE|1967|4|15.1
17296|FETH?YE|1967|5|19.3
17296|FETH?YE|1967|6|23.2
17296|FETH?YE|1967|7|26.7
17296|FETH?YE|1967|8|27.7
17296|FETH?YE|1967|9|23.4
17296|FETH?YE|1967|10|18.6
17296|FETH?YE|1967|11|14.0
17296|FETH?YE|1967|12|11.5
17296|FETH?YE|1967|13|17.6
17296|FETH?YE|1968|1|8.7
17296|FETH?YE|1968|2|10.9
17296|FETH?YE|1968|3|11.7
17296|FETH?YE|1968|4|17.0
17296|FETH?YE|1968|5|22.3
17296|FETH?YE|1968|6|24.2
17296|FETH?YE|1968|7|27.1
17296|FETH?YE|1968|8|25.7
17296|FETH?YE|1968|9|22.4
17296|FETH?YE|1968|10|18.3
17296|FETH?YE|1968|11|14.2
17296|FETH?YE|1968|12|11.7
17296|FETH?YE|1968|13|17.9
17296|FETH?YE|1969|1|9.4
17296|FETH?YE|1969|2|10.8
17296|FETH?YE|1969|3|13.7
17296|FETH?YE|1969|4|14.0
17296|FETH?YE|1969|5|20.2
17296|FETH?YE|1969|6|24.0
17296|FETH?YE|1969|7|25.4
17296|FETH?YE|1969|8|26.0
17296|FETH?YE|1969|9|24.3
17296|FETH?YE|1969|10|19.0
17296|FETH?YE|1969|11|14.1
17296|FETH?YE|1969|12|12.2
17296|FETH?YE|1969|13|17.8
17296|FETH?YE|1970|1|11.1
17296|FETH?YE|1970|2|11.3
17296|FETH?YE|1970|3|14.3
17296|FETH?YE|1970|4|16.4
17296|FETH?YE|1970|5|18.8
17296|FETH?YE|1970|6|24.6
17296|FETH?YE|1970|7|26.4
17296|FETH?YE|1970|8|27.2
17296|FETH?YE|1970|9|23.4
17296|FETH?YE|1970|10|18.0
17296|FETH?YE|1970|11|13.7
17296|FETH?YE|1970|12|10.4
17296|FETH?YE|1970|13|18.0
17296|FETH?YE|1971|1|12.0
17296|FETH?YE|1971|2|10.1
17296|FETH?YE|1971|3|12.2
17296|FETH?YE|1971|4|14.8
17296|FETH?YE|1971|5|20.2
17296|FETH?YE|1971|6|23.9
17296|FETH?YE|1971|7|26.1
17296|FETH?YE|1971|8|27.1
17296|FETH?YE|1971|9|23.0
17296|FETH?YE|1971|10|18.1
17296|FETH?YE|1971|11|13.6
17296|FETH?YE|1971|12|10.6
17296|FETH?YE|1971|13|17.7
17296|FETH?YE|1972|1|8.5
17296|FETH?YE|1972|2|10.1
17296|FETH?YE|1972|3|12.6
17296|FETH?YE|1972|4|17.2
17296|FETH?YE|1972|5|19.3
17296|FETH?YE|1972|6|23.9
17296|FETH?YE|1972|7|25.4
17296|FETH?YE|1972|8|26.1
17296|FETH?YE|1972|9|23.4
17296|FETH?YE|1972|10|17.8
17296|FETH?YE|1972|11|14.0
17296|FETH?YE|1972|12|9.6
17296|FETH?YE|1972|13|17.3
17296|FETH?YE|1973|1|8.7
17296|FETH?YE|1973|2|10.7
17296|FETH?YE|1973|3|12.2
17296|FETH?YE|1973|4|14.5
17296|FETH?YE|1973|5|20.2
17296|FETH?YE|1973|6|23.8
17296|FETH?YE|1973|7|26.8
17296|FETH?YE|1973|8|26.9
17296|FETH?YE|1973|9|24.3
17296|FETH?YE|1973|10|19.5
17296|FETH?YE|1973|11|13.3
17296|FETH?YE|1973|12|11.5
17296|FETH?YE|1973|13|17.7
17296|FETH?YE|1974|1|7.7
17296|FETH?YE|1974|2|11.3
17296|FETH?YE|1974|3|14.1
17296|FETH?YE|1974|4|15.0
17296|FETH?YE|1974|5|18.8
17296|FETH?YE|1974|6|23.8
17296|FETH?YE|1974|7|27.3
17296|FETH?YE|1974|8|26.4
17296|FETH?YE|1974|9|23.2
17296|FETH?YE|1974|10|19.7
17296|FETH?YE|1974|11|13.5
17296|FETH?YE|1974|12|9.9
17296|FETH?YE|1974|13|17.6
17296|FETH?YE|1975|1|9.3
17296|FETH?YE|1975|2|9.6
17296|FETH?YE|1975|3|13.1
17296|FETH?YE|1975|4|16.3
17296|FETH?YE|1975|5|19.3
17296|FETH?YE|1975|6|23.5
17296|FETH?YE|1975|7|26.6
17296|FETH?YE|1975|8|26.0
17296|FETH?YE|1975|9|24.9
17296|FETH?YE|1975|10|19.2
17296|FETH?YE|1975|11|13.9
17296|FETH?YE|1975|12|10.3
17296|FETH?YE|1975|13|17.7
17296|FETH?YE|1976|1|9.2
17296|FETH?YE|1976|2|9.6
17296|FETH?YE|1976|3|12.4
17296|FETH?YE|1976|4|15.0
17296|FETH?YE|1976|5|19.5
17296|FETH?YE|1976|6|22.9
17296|FETH?YE|1976|7|24.9
17296|FETH?YE|1976|8|25.0
17296|FETH?YE|1976|9|22.1
17296|FETH?YE|1976|10|19.2
17296|FETH?YE|1976|11|14.1
17296|FETH?YE|1976|12|10.7
17296|FETH?YE|1976|13|17.1
17296|FETH?YE|1977|1|9.8
17296|FETH?YE|1977|2|11.7
17296|FETH?YE|1977|3|12.5
17296|FETH?YE|1977|4|16.0
17296|FETH?YE|1977|5|20.3
17296|FETH?YE|1977|6|23.9
17296|FETH?YE|1977|7|27.9
17296|FETH?YE|1977|8|27.1
17296|FETH?YE|1977|9|23.6
17296|FETH?YE|1977|10|17.9
17296|FETH?YE|1977|11|15.8
17296|FETH?YE|1977|12|10.4
17296|FETH?YE|1977|13|18.1
17296|FETH?YE|1978|1|10.7
17296|FETH?YE|1978|2|11.6
17296|FETH?YE|1978|3|12.9
17296|FETH?YE|1978|4|15.5
17296|FETH?YE|1978|5|20.4
17296|FETH?YE|1978|6|24.3
17296|FETH?YE|1978|7|26.9
17296|FETH?YE|1978|8|26.3
17296|FETH?YE|1978|9|22.1
17296|FETH?YE|1978|10|18.8
17296|FETH?YE|1978|11|13.5
17296|FETH?YE|1978|12|11.3
17296|FETH?YE|1978|13|17.9
17296|FETH?YE|1979|1|10.5
17296|FETH?YE|1979|2|11.8
17296|FETH?YE|1979|3|14.0
17296|FETH?YE|1979|4|15.7
17296|FETH?YE|1979|5|19.6
17296|FETH?YE|1979|6|24.5
17296|FETH?YE|1979|7|26.9
17296|FETH?YE|1979|8|26.3
17296|FETH?YE|1979|9|24.3
17296|FETH?YE|1979|10|19.3
17296|FETH?YE|1979|11|14.8
17296|FETH?YE|1979|12|11.4
17296|FETH?YE|1979|13|18.3
17296|FETH?YE|1980|1|8.9
17296|FETH?YE|1980|2|10.8
17296|FETH?YE|1980|3|11.8
17296|FETH?YE|1980|4|15.0
17296|FETH?YE|1980|5|18.3
17296|FETH?YE|1980|6|23.4
17296|FETH?YE|1980|7|26.0
17296|FETH?YE|1980|8|26.8
17296|FETH?YE|1980|9|23.1
17296|FETH?YE|1980|10|19.4
17296|FETH?YE|1980|11|15.3
17296|FETH?YE|1980|12|11.8
17296|FETH?YE|1980|13|17.6
17296|FETH?YE|1981|1|9.4
17296|FETH?YE|1981|2|10.3
17296|FETH?YE|1981|3|13.8
17296|FETH?YE|1981|4|16.1
17296|FETH?YE|1981|5|18.4
17296|FETH?YE|1981|6|24.9
17296|FETH?YE|1981|7|26.3
17296|FETH?YE|1981|8|27.3
17296|FETH?YE|1981|9|22.9
17296|FETH?YE|1981|10|20.7
17296|FETH?YE|1981|11|13.4
17296|FETH?YE|1981|12|12.7
17296|FETH?YE|1981|13|18.1
17296|FETH?YE|1982|1|10.9
17296|FETH?YE|1982|2|9.3
17296|FETH?YE|1982|3|11.8
17296|FETH?YE|1982|4|16.2
17296|FETH?YE|1982|5|19.4
17296|FETH?YE|1982|6|23.5
17296|FETH?YE|1982|7|26.1
17296|FETH?YE|1982|8|26.6
17296|FETH?YE|1982|9|24.8
17296|FETH?YE|1982|10|19.2
17296|FETH?YE|1982|11|13.9
17296|FETH?YE|1982|12|10.6
17296|FETH?YE|1982|13|17.7
17296|FETH?YE|1983|1|8.1
17296|FETH?YE|1983|2|8.4
17296|FETH?YE|1983|3|11.6
17296|FETH?YE|1983|4|16.1
17296|FETH?YE|1983|5|20.4
17296|FETH?YE|1983|6|22.6
17296|FETH?YE|1983|7|26.7
17296|FETH?YE|1983|8|26.5
17296|FETH?YE|1983|9|23.2
17296|FETH?YE|1983|10|18.1
17296|FETH?YE|1983|11|15.2
17296|FETH?YE|1983|12|11.6
17296|FETH?YE|1983|13|17.4
17296|FETH?YE|1984|1|10.7
17296|FETH?YE|1984|2|11.0
17296|FETH?YE|1984|3|12.5
17296|FETH?YE|1984|4|14.9
17296|FETH?YE|1984|5|20.1
17296|FETH?YE|1984|6|23.8
17296|FETH?YE|1984|7|27.2
17296|FETH?YE|1984|8|25.8
17296|FETH?YE|1984|9|23.2
17296|FETH?YE|1984|10|19.0
17296|FETH?YE|1984|11|14.3
17296|FETH?YE|1984|12|10.2
17296|FETH?YE|1984|13|17.8
17296|FETH?YE|1985|1|11.4
17296|FETH?YE|1985|2|8.7
17296|FETH?YE|1985|3|12.5
17296|FETH?YE|1985|4|16.3
17296|FETH?YE|1985|5|21.0
17296|FETH?YE|1985|6|24.2
17296|FETH?YE|1985|7|26.2
17296|FETH?YE|1985|8|27.2
17296|FETH?YE|1985|9|23.8
17296|FETH?YE|1985|10|17.7
17296|FETH?YE|1985|11|15.6
17296|FETH?YE|1985|12|11.5
17296|FETH?YE|1985|13|18.0
17296|FETH?YE|1986|1|10.7
17296|FETH?YE|1986|2|11.6
17296|FETH?YE|1986|3|13.4
17296|FETH?YE|1986|4|17.2
17296|FETH?YE|1986|5|19.5
17296|FETH?YE|1986|6|24.1
17296|FETH?YE|1986|7|26.8
17296|FETH?YE|1986|8|26.5
17296|FETH?YE|1986|9|24.2
17296|FETH?YE|1986|10|18.7
17296|FETH?YE|1986|11|12.6
17296|FETH?YE|1986|12|10.4
17296|FETH?YE|1986|13|18.0
17296|FETH?YE|1987|1|10.7
17296|FETH?YE|1987|2|11.3
17296|FETH?YE|1987|3|9.6
17296|FETH?YE|1987|4|14.5
17296|FETH?YE|1987|5|17.7
17296|FETH?YE|1987|6|23.9
17296|FETH?YE|1987|7|27.3
17296|FETH?YE|1987|8|26.6
17296|FETH?YE|1987|9|24.2
17296|FETH?YE|1987|10|19.5
17296|FETH?YE|1987|11|13.6
17296|FETH?YE|1987|12|11.6
17296|FETH?YE|1987|13|17.6
17296|FETH?YE|1988|1|10.1
17296|FETH?YE|1988|2|10.5
17296|FETH?YE|1988|3|10.9
17296|FETH?YE|1988|4|15.3
17296|FETH?YE|1988|5|20.1
17296|FETH?YE|1988|6|24.1
17296|FETH?YE|1988|7|28.8
17296|FETH?YE|1988|8|27.7
17296|FETH?YE|1988|9|23.9
17296|FETH?YE|1988|10|18.7
17296|FETH?YE|1988|11|12.4
17296|FETH?YE|1988|12|11.1
17296|FETH?YE|1988|13|17.8
17296|FETH?YE|1989|1|8.1
17296|FETH?YE|1989|2|10.2
17296|FETH?YE|1989|3|13.5
17296|FETH?YE|1989|4|17.3
17296|FETH?YE|1989|5|19.8
17296|FETH?YE|1989|6|22.8
17296|FETH?YE|1989|7|26.8
17296|FETH?YE|1989|8|26.4
17296|FETH?YE|1989|9|23.6
17296|FETH?YE|1989|10|18.0
17296|FETH?YE|1989|11|14.0
17296|FETH?YE|1989|12|11.0
17296|FETH?YE|1989|13|17.7
17296|FETH?YE|1990|1|8.4
17296|FETH?YE|1990|2|10.9
17296|FETH?YE|1990|3|12.7
17296|FETH?YE|1990|4|15.9
17296|FETH?YE|1990|5|20.0
17296|FETH?YE|1990|6|23.5
17296|FETH?YE|1990|7|27.1
17296|FETH?YE|1990|8|26.0
17296|FETH?YE|1990|9|23.6
17296|FETH?YE|1990|10|19.8
17296|FETH?YE|1990|11|15.3
17296|FETH?YE|1990|12|11.5
17296|FETH?YE|1990|13|17.9
17296|FETH?YE|1991|1|9.8
17296|FETH?YE|1991|2|10.6
17296|FETH?YE|1991|3|14.0
17296|FETH?YE|1991|4|15.9
17296|FETH?YE|1991|5|18.0
17296|FETH?YE|1991|6|24.2
17296|FETH?YE|1991|7|25.7
17296|FETH?YE|1991|8|27.0
17296|FETH?YE|1991|9|23.4
17296|FETH?YE|1991|10|19.0
17296|FETH?YE|1991|11|14.0
17296|FETH?YE|1991|12|9.3
17296|FETH?YE|1991|13|17.6
17296|FETH?YE|1992|1|8.2
17296|FETH?YE|1992|2|7.8
17296|FETH?YE|1992|3|10.9
17296|FETH?YE|1992|4|14.8
17296|FETH?YE|1992|5|18.9
17296|FETH?YE|1992|6|23.4
17296|FETH?YE|1992|7|25.8
17296|FETH?YE|1992|8|26.8
17296|FETH?YE|1992|9|23.3
17296|FETH?YE|1992|10|19.6
17296|FETH?YE|1992|11|14.3
17296|FETH?YE|1992|12|9.3
17296|FETH?YE|1992|13|17.0
17296|FETH?YE|1993|1|8.6
17296|FETH?YE|1993|2|9.2
17296|FETH?YE|1993|3|11.4
17296|FETH?YE|1993|4|15.0
17296|FETH?YE|1993|5|19.0
17296|FETH?YE|1993|6|24.3
17296|FETH?YE|1993|7|27.1
17296|FETH?YE|1993|8|27.3
17296|FETH?YE|1993|9|23.6
17296|FETH?YE|1993|10|20.0
17296|FETH?YE|1993|11|14.4
17296|FETH?YE|1993|12|11.9
17296|FETH?YE|1993|13|17.7
17296|FETH?YE|1994|1|11.4
17296|FETH?YE|1994|2|10.7
17296|FETH?YE|1994|3|13.2
17296|FETH?YE|1994|4|16.9
17296|FETH?YE|1994|5|20.5
17296|FETH?YE|1994|6|24.8
17296|FETH?YE|1994|7|26.8
17296|FETH?YE|1994|8|28.1
17296|FETH?YE|1994|9|25.7
17296|FETH?YE|1994|10|21.3
17296|FETH?YE|1994|11|14.7
17296|FETH?YE|1994|12|10.1
17296|FETH?YE|1994|13|18.7
17296|FETH?YE|1995|1|10.9
17296|FETH?YE|1995|2|11.9
17296|FETH?YE|1995|3|12.7
17296|FETH?YE|1995|4|14.7
17296|FETH?YE|1995|5|19.2
17296|FETH?YE|1995|6|25.3
17296|FETH?YE|1995|7|27.6
17296|FETH?YE|1995|8|27.4
17296|FETH?YE|1995|9|24.0
17296|FETH?YE|1995|10|18.1
17296|FETH?YE|1995|11|12.1
17296|FETH?YE|1995|12|12.0
17296|FETH?YE|1995|13|18.0
17296|FETH?YE|1996|1|9.4
17296|FETH?YE|1996|2|11.7
17296|FETH?YE|1996|3|12.1
17296|FETH?YE|1996|4|14.2
17296|FETH?YE|1996|5|21.5
17296|FETH?YE|1996|6|25.1
17296|FETH?YE|1996|7|27.3
17296|FETH?YE|1996|8|27.3
17296|FETH?YE|1996|9|22.6
17296|FETH?YE|1996|10|17.6
17296|FETH?YE|1996|11|14.8
17296|FETH?YE|1996|12|13.0
17296|FETH?YE|1996|13|18.1
17296|FETH?YE|1997|1|11.4
17296|FETH?YE|1997|2|9.9
17296|FETH?YE|1997|3|11.6
17296|FETH?YE|1997|4|13.2
17296|FETH?YE|1997|5|20.2
17296|FETH?YE|1997|6|24.8
17296|FETH?YE|1997|7|28.4
17296|FETH?YE|1997|8|26.1
17296|FETH?YE|1997|9|23.1
17296|FETH?YE|1997|10|18.4
17296|FETH?YE|1997|11|14.9
17296|FETH?YE|1997|12|11.9
17296|FETH?YE|1997|13|17.9
17296|FETH?YE|1998|1|10.4
17296|FETH?YE|1998|2|12.2
17296|FETH?YE|1998|3|11.7
17296|FETH?YE|1998|4|16.9
17296|FETH?YE|1998|5|20.2
17296|FETH?YE|1998|6|26.0
17296|FETH?YE|1998|7|28.2
17296|FETH?YE|1998|8|29.1
17296|FETH?YE|1998|9|24.7
17296|FETH?YE|1998|10|20.5
17296|FETH?YE|1998|11|15.5
17296|FETH?YE|1998|12|11.3
17296|FETH?YE|1998|13|18.9
17296|FETH?YE|1999|1|12.0
17296|FETH?YE|1999|2|10.8
17296|FETH?YE|1999|3|13.7
17296|FETH?YE|1999|4|16.5
17296|FETH?YE|1999|5|21.6
17296|FETH?YE|1999|6|26.3
17296|FETH?YE|1999|7|28.0
17296|FETH?YE|1999|8|28.3
17296|FETH?YE|1999|9|24.4
17296|FETH?YE|1999|10|21.2
17296|FETH?YE|1999|11|15.3
17296|FETH?YE|1999|12|12.4
17296|FETH?YE|1999|13|19.3
17296|FETH?YE|2000|1|8.1
17296|FETH?YE|2000|2|10.7
17296|FETH?YE|2000|3|11.8
17296|FETH?YE|2000|4|16.8
17296|FETH?YE|2000|5|21.2
17296|FETH?YE|2000|6|27.2
17296|FETH?YE|2000|7|29.3
17296|FETH?YE|2000|8|28.8
17296|FETH?YE|2000|9|25.1
17296|FETH?YE|2000|10|19.8
17296|FETH?YE|2000|11|15.5
17296|FETH?YE|2000|12|11.9
17296|FETH?YE|2000|13|18.9
17296|FETH?YE|2001|1|11.6
17296|FETH?YE|2001|2|11.5
17296|FETH?YE|2001|3|16.0
17296|FETH?YE|2001|4|16.7
17296|FETH?YE|2001|5|22.0
17296|FETH?YE|2001|6|24.8
17296|FETH?YE|2001|7|28.8
17296|FETH?YE|2001|8|29.1
17296|FETH?YE|2001|9|24.9
17296|FETH?YE|2001|10|20.5
17296|FETH?YE|2001|11|14.8
17296|FETH?YE|2001|12|11.0
17296|FETH?YE|2001|13|19.4
17296|FETH?YE|2002|1|9.7
17296|FETH?YE|2002|2|12.7
17296|FETH?YE|2002|3|14.4
17296|FETH?YE|2002|4|16.2
17296|FETH?YE|2002|5|21.0
17296|FETH?YE|2002|6|25.9
17296|FETH?YE|2002|7|28.6
17296|FETH?YE|2002|8|28.1
17296|FETH?YE|2002|9|23.9
17296|FETH?YE|2002|10|19.9
17296|FETH?YE|2002|11|15.3
17296|FETH?YE|2002|12|10.8
17296|FETH?YE|2002|13|18.9
17296|FETH?YE|2003|1|12.8
17296|FETH?YE|2003|2|9.3
17296|FETH?YE|2003|3|12.4
17296|FETH?YE|2003|4|16.1
17296|FETH?YE|2003|5|22.2
17296|FETH?YE|2003|6|25.8
17296|FETH?YE|2003|7|29.7
17296|FETH?YE|2003|8|29.4
17296|FETH?YE|2003|9|24.7
17296|FETH?YE|2003|10|21.0
17296|FETH?YE|2003|11|15.9
17296|FETH?YE|2003|12|12.1
17296|FETH?YE|2003|13|19.4
17296|FETH?YE|2004|1|9.9
17296|FETH?YE|2004|2|11.5
17296|FETH?YE|2004|3|14.4
17296|FETH?YE|2004|4|17.1
17296|FETH?YE|2004|5|20.6
17296|FETH?YE|2004|6|25.8
17296|FETH?YE|2004|7|29.2
17296|FETH?YE|2004|8|28.2
17296|FETH?YE|2004|9|25.6
17296|FETH?YE|2004|10|21.1
17296|FETH?YE|2004|11|15.0
17296|FETH?YE|2004|12|11.8
17296|FETH?YE|2004|13|19.2
17296|FETH?YE|2005|1|11.2
17296|FETH?YE|2005|2|10.2
17296|FETH?YE|2005|3|13.1
17296|FETH?YE|2005|4|16.7
17296|FETH?YE|2005|5|21.2
17296|FETH?YE|2005|6|25.0
17296|FETH?YE|2005|7|28.4
17296|FETH?YE|2005|8|28.9
17296|FETH?YE|2005|9|25.5
17296|FETH?YE|2005|10|18.4
17296|FETH?YE|2005|11|13.6
17296|FETH?YE|2005|12|11.2
17296|FETH?YE|2005|13|18.7
17296|FETH?YE|2006|1|9.7
17296|FETH?YE|2006|2|11.0
17296|FETH?YE|2006|3|13.2
17296|FETH?YE|2006|4|18.0
17296|FETH?YE|2006|5|21.1
17296|FETH?YE|2006|6|25.6
17296|FETH?YE|2006|7|28.3
17296|FETH?YE|2006|8|28.9
17296|FETH?YE|2006|9|25.2
17296|FETH?YE|2006|10|20.1
17296|FETH?YE|2006|11|12.9
17296|FETH?YE|2006|12|10.9
17296|FETH?YE|2006|13|18.8
17296|FETH?YE|2007|1|10.6
17296|FETH?YE|2007|2|9.8
17296|FETH?YE|2007|3|14.9
17296|FETH?YE|2007|4|17.2
17296|FETH?YE|2007|5|21.9
17296|FETH?YE|2007|6|27.3
17296|FETH?YE|2007|7|29.8
17296|FETH?YE|2007|8|29.5
17296|FETH?YE|2007|9|25.7
17296|FETH?YE|2007|10|21.2
17296|FETH?YE|2007|11|15.1
17296|FETH?YE|2007|12|11.3
17296|FETH?YE|2007|13|20.1
17296|FETH?YE|2008|1|10.1
17296|FETH?YE|2008|2|11.1
17296|FETH?YE|2008|3|15.4
