Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_NEM
17824|G?NEY|1993|6|100.0
17824|G?NEY|1993|7|78.0
17824|G?NEY|1993|8|83.0
17824|G?NEY|1993|9|91.0
17824|G?NEY|1993|10|96.0
17824|G?NEY|1993|11|99.0
17824|G?NEY|1993|12|99.0
17824|G?NEY|1993|13|100.0
17824|G?NEY|1994|1|99.0
17824|G?NEY|1994|2|99.0
17824|G?NEY|1994|3|98.0
17824|G?NEY|1994|4|97.0
17824|G?NEY|1994|5|96.0
17824|G?NEY|1994|6|96.0
17824|G?NEY|1994|7|90.0
17824|G?NEY|1994|8|71.0
17824|G?NEY|1994|9|73.0
17824|G?NEY|1994|10|99.0
17824|G?NEY|1994|11|95.0
17824|G?NEY|1994|12|97.0
17824|G?NEY|1994|13|99.0
17824|G?NEY|1995|1|98.0
17824|G?NEY|1995|3|98.0
17824|G?NEY|1995|4|97.0
17824|G?NEY|1995|5|97.0
17824|G?NEY|1995|6|71.0
17824|G?NEY|1995|7|99.0
17824|G?NEY|1995|8|71.0
17824|G?NEY|1995|9|76.0
17824|G?NEY|1995|10|96.0
17824|G?NEY|1995|11|97.0
17824|G?NEY|1995|12|93.0
17824|G?NEY|1995|13|99.0
17824|G?NEY|1996|1|96.0
17824|G?NEY|1996|2|92.0
17824|G?NEY|1996|3|95.0
17824|G?NEY|1996|4|98.0
17824|G?NEY|1996|5|80.0
17824|G?NEY|1996|6|61.0
17824|G?NEY|1996|7|62.0
17824|G?NEY|1996|8|67.0
17824|G?NEY|1996|9|97.0
17824|G?NEY|1996|10|96.0
17824|G?NEY|1996|11|96.0
17824|G?NEY|1996|12|95.0
17824|G?NEY|1996|13|98.0
17824|G?NEY|1997|1|90.0
17824|G?NEY|1997|2|91.0
17824|G?NEY|1997|3|94.0
17824|G?NEY|1997|4|93.0
17824|G?NEY|1997|5|97.0
17824|G?NEY|1997|6|95.0
17824|G?NEY|1997|7|85.0
17824|G?NEY|1997|8|96.0
17824|G?NEY|1997|9|96.0
17824|G?NEY|1997|10|94.0
17824|G?NEY|1997|11|98.0
17824|G?NEY|1997|12|98.0
17824|G?NEY|1997|13|98.0
17824|G?NEY|1998|1|97.0
17824|G?NEY|1998|2|97.0
17824|G?NEY|1998|3|97.0
17824|G?NEY|1998|4|96.0
17824|G?NEY|1998|5|97.0
17824|G?NEY|1998|6|85.0
17824|G?NEY|1998|7|85.0
17824|G?NEY|1998|8|89.0
17824|G?NEY|1998|9|97.0
17824|G?NEY|1998|10|96.0
17824|G?NEY|1998|11|97.0
17824|G?NEY|1998|12|98.0
17824|G?NEY|1998|13|98.0
17824|G?NEY|1999|1|99.0
17824|G?NEY|1999|2|99.0
17824|G?NEY|1999|3|98.0
17824|G?NEY|1999|4|97.0
17824|G?NEY|1999|5|85.0
17824|G?NEY|1999|6|84.0
17824|G?NEY|1999|7|90.0
17824|G?NEY|1999|8|97.0
17824|G?NEY|1999|9|95.0
17824|G?NEY|1999|10|98.0
17824|G?NEY|1999|11|86.0
17824|G?NEY|1999|12|98.0
17824|G?NEY|1999|13|99.0
17824|G?NEY|2000|1|98.0
17824|G?NEY|2000|2|96.0
17824|G?NEY|2000|3|97.0
17824|G?NEY|2000|4|98.0
17824|G?NEY|2000|5|97.0
17824|G?NEY|2000|6|87.0
17824|G?NEY|2000|7|80.0
17824|G?NEY|2000|8|88.0
17824|G?NEY|2000|9|91.0
17824|G?NEY|2000|10|95.0
17824|G?NEY|2000|11|96.0
17824|G?NEY|2000|12|99.0
17824|G?NEY|2000|13|99.0
17824|G?NEY|2001|1|96.0
17824|G?NEY|2001|2|98.0
17824|G?NEY|2001|3|97.0
17824|G?NEY|2001|4|97.0
17824|G?NEY|2001|5|95.0
17824|G?NEY|2001|6|84.0
17824|G?NEY|2001|7|96.0
17824|G?NEY|2001|8|95.0
17824|G?NEY|2001|9|97.0
17824|G?NEY|2001|10|96.0
17824|G?NEY|2001|11|96.0
17824|G?NEY|2001|12|97.0
17824|G?NEY|2001|13|98.0
17824|G?NEY|2002|1|98.0
17824|G?NEY|2002|2|99.0
17824|G?NEY|2002|3|99.0
17824|G?NEY|2002|4|95.0
17824|G?NEY|2002|5|99.0
17824|G?NEY|2002|6|95.0
17824|G?NEY|2002|7|95.0
17824|G?NEY|2002|8|94.0
17824|G?NEY|2002|9|97.0
17824|G?NEY|2002|10|97.0
17824|G?NEY|2002|11|99.0
17824|G?NEY|2002|12|95.0
17824|G?NEY|2002|13|99.0
17824|G?NEY|2003|1|97.0
17824|G?NEY|2003|2|96.0
17824|G?NEY|2003|3|97.0
17824|G?NEY|2003|4|97.0
17824|G?NEY|2003|5|98.0
17824|G?NEY|2003|6|89.0
17824|G?NEY|2003|7|84.0
17824|G?NEY|2003|8|82.0
17824|G?NEY|2003|9|99.0
17824|G?NEY|2003|10|88.0
17824|G?NEY|2003|11|84.0
17824|G?NEY|2003|12|84.0
17824|G?NEY|2003|13|99.0
17824|G?NEY|2004|1|84.0
17824|G?NEY|2004|2|88.0
17824|G?NEY|2004|3|88.0
17824|G?NEY|2004|4|85.0
17824|G?NEY|2004|5|84.0
17824|G?NEY|2004|6|82.0
17824|G?NEY|2004|7|74.0
17824|G?NEY|2004|8|83.0
17824|G?NEY|2004|9|85.0
17824|G?NEY|2004|10|96.0
17824|G?NEY|2004|11|90.0
17824|G?NEY|2004|12|87.0
17824|G?NEY|2004|13|96.0
17824|G?NEY|2005|1|90.0
17824|G?NEY|2005|2|86.0
17824|G?NEY|2005|3|93.0
17824|G?NEY|2005|4|86.0
17824|G?NEY|2005|5|87.0
17824|G?NEY|2005|6|84.0
17824|G?NEY|2005|7|82.0
17824|G?NEY|2005|8|81.0
17824|G?NEY|2005|9|94.0
17824|G?NEY|2005|10|87.0
17824|G?NEY|2005|11|94.0
17824|G?NEY|2005|12|87.0
17824|G?NEY|2005|13|94.0
17824|G?NEY|2006|1|99.0
17824|G?NEY|2006|2|100.0
17824|G?NEY|2006|3|100.0
17824|G?NEY|2006|4|99.0
17824|G?NEY|2006|5|100.0
17824|G?NEY|2006|6|98.0
17824|G?NEY|2006|7|97.0
17824|G?NEY|2006|8|82.0
17824|G?NEY|2006|9|99.0
17824|G?NEY|2006|10|99.0
17824|G?NEY|2006|11|99.0
17824|G?NEY|2006|12|99.0
17824|G?NEY|2006|13|100.0
17824|G?NEY|2007|1|100.0
17824|G?NEY|2007|2|100.0
17824|G?NEY|2007|3|99.0
17824|G?NEY|2007|4|99.0
17824|G?NEY|2007|5|96.0
17824|G?NEY|2007|6|89.0
17824|G?NEY|2007|7|75.0
17824|G?NEY|2007|8|69.0
17824|G?NEY|2007|9|85.0
17824|G?NEY|2007|10|100.0
17824|G?NEY|2007|11|99.0
17824|G?NEY|2007|12|100.0
17824|G?NEY|2007|13|100.0
17824|G?NEY|2008|1|100.0
17824|G?NEY|2008|2|100.0
17824|G?NEY|2008|3|100.0
17824|G?NEY|2008|4|100.0
17824|G?NEY|2008|5|99.0
17824|G?NEY|2008|6|90.0
17824|G?NEY|2008|7|79.0
17824|G?NEY|2008|8|89.0
17824|G?NEY|2008|9|99.0
17824|G?NEY|2008|10|100.0
17824|G?NEY|2008|11|100.0
17824|G?NEY|2008|12|100.0
17824|G?NEY|2008|13|100.0
17824|G?NEY|2009|1|100.0
17824|G?NEY|2009|2|100.0
17824|G?NEY|2009|3|100.0
17824|G?NEY|2009|4|100.0
17824|G?NEY|2009|5|100.0
17824|G?NEY|2009|6|92.0
17824|G?NEY|2009|7|95.0
17824|G?NEY|2009|8|72.0
17824|G?NEY|2009|9|100.0
17824|G?NEY|2009|10|99.0
17824|G?NEY|2009|11|100.0
17824|G?NEY|2009|12|100.0
17824|G?NEY|2009|13|100.0
17824|G?NEY|2010|1|100.0
17824|G?NEY|2010|2|100.0
17824|G?NEY|2010|3|100.0
17824|G?NEY|2010|4|100.0
17824|G?NEY|2010|5|100.0
17824|G?NEY|2010|6|100.0
17824|G?NEY|2010|7|92.0
17824|G?NEY|2010|8|94.0
17824|G?NEY|2010|9|92.0
17824|G?NEY|2010|10|98.0
17824|G?NEY|2010|11|99.0
17824|G?NEY|2010|12|99.0
17824|G?NEY|2010|13|100.0
17824|G?NEY|2011|1|99.0
17824|G?NEY|2011|2|99.0
17824|G?NEY|2011|3|100.0
17824|G?NEY|2011|4|100.0
17824|G?NEY|2011|5|100.0
17824|G?NEY|2011|6|96.0
17824|G?NEY|2011|7|82.0
17824|G?NEY|2011|8|95.0
17824|G?NEY|2011|9|99.0
17824|G?NEY|2011|10|100.0
17824|G?NEY|2011|11|86.0
17824|G?NEY|2011|12|100.0
17824|G?NEY|2011|13|100.0
17824|G?NEY|2012|1|99.0
17824|G?NEY|2012|2|99.0
17824|G?NEY|2012|3|100.0
17824|G?NEY|2012|4|100.0
17824|G?NEY|2012|5|100.0
17824|G?NEY|2012|6|96.0
17824|G?NEY|2012|7|85.0
17824|G?NEY|2012|8|92.0
17824|G?NEY|2012|9|100.0
17824|G?NEY|2012|10|99.0
17824|G?NEY|2012|11|99.0
17824|G?NEY|2012|12|100.0
17824|G?NEY|2012|13|100.0
17824|G?NEY|2013|1|99.0
17824|G?NEY|2013|2|100.0
17824|G?NEY|2013|3|100.0
17824|G?NEY|2013|4|99.0
17824|G?NEY|2013|5|100.0
17824|G?NEY|2013|6|100.0
17824|G?NEY|2013|7|100.0
17824|G?NEY|2013|8|95.0
17824|G?NEY|2013|9|100.0
17824|G?NEY|2013|10|100.0
17824|G?NEY|2013|11|100.0
17824|G?NEY|2013|12|100.0
17824|G?NEY|2013|13|100.0
17824|G?NEY|2014|1|100.0
17824|G?NEY|2014|2|100.0
17824|G?NEY|2014|3|100.0
17824|G?NEY|2014|4|100.0
17824|G?NEY|2014|5|100.0
17824|G?NEY|2014|6|100.0
17824|G?NEY|2014|7|96.0
17824|G?NEY|2014|8|100.0
17824|G?NEY|2014|9|100.0
17824|G?NEY|2014|10|100.0
17824|G?NEY|2014|11|99.0
17824|G?NEY|2014|12|99.0
17824|G?NEY|2014|13|100.0
17824|G?NEY|2015|1|99.0
17824|G?NEY|2015|2|99.0
17824|G?NEY|2015|3|99.0
17824|G?NEY|2015|4|99.0
17824|G?NEY|2015|5|99.0
17824|G?NEY|2015|6|99.0
17824|G?NEY|2015|7|99.0
17824|G?NEY|2015|8|99.0
17824|G?NEY|2015|9|99.0
17824|G?NEY|2015|10|99.0
17824|G?NEY|2015|11|99.0
17824|G?NEY|2015|12|98.0
17824|G?NEY|2015|13|99.0
17824|G?NEY|2016|1|99.0
17824|G?NEY|2016|2|99.0
17824|G?NEY|2016|3|99.0
17824|G?NEY|2016|4|97.0
17824|G?NEY|2016|5|99.0
17824|G?NEY|2016|6|91.0
17824|G?NEY|2016|7|91.0
17824|G?NEY|2016|8|93.0
17824|G?NEY|2016|9|99.0
17824|G?NEY|2016|10|96.0
17824|G?NEY|2016|11|99.0
17824|G?NEY|2016|12|99.0
17824|G?NEY|2016|13|99.0
17824|G?NEY|2017|1|99.0
17824|G?NEY|2017|2|99.0
17824|G?NEY|2017|3|99.0
17824|G?NEY|2017|4|99.0
17824|G?NEY|2017|5|99.0
17824|G?NEY|2017|6|100.0
17824|G?NEY|2017|7|97.0
17824|G?NEY|2017|8|99.0
17824|G?NEY|2017|9|97.0
17824|G?NEY|2017|10|100.0
17824|G?NEY|2017|11|100.0
17824|G?NEY|2017|12|100.0
17824|G?NEY|2017|13|100.0
17824|G?NEY|2018|1|100.0
17824|G?NEY|2018|2|100.0
17824|G?NEY|2018|3|100.0
17824|G?NEY|2018|4|100.0
17824|G?NEY|2018|5|100.0
17824|G?NEY|2018|6|100.0
17824|G?NEY|2018|7|93.0
17824|G?NEY|2018|8|100.0
17824|G?NEY|2018|9|92.0
17824|G?NEY|2018|10|100.0
17824|G?NEY|2018|11|100.0
17824|G?NEY|2018|12|100.0
17824|G?NEY|2018|13|100.0
17824|G?NEY|2019|1|100.0
17824|G?NEY|2019|2|100.0
17824|G?NEY|2019|3|100.0
17824|G?NEY|2019|4|100.0
17824|G?NEY|2019|5|100.0
17824|G?NEY|2019|6|100.0
17824|G?NEY|2019|7|99.0
17824|G?NEY|2019|8|99.0
17824|G?NEY|2019|9|100.0
17824|G?NEY|2019|10|100.0
17824|G?NEY|2019|11|100.0
17824|G?NEY|2019|12|100.0
17824|G?NEY|2019|13|100.0
17824|G?NEY|2020|1|100.0
17824|G?NEY|2020|2|100.0
17824|G?NEY|2020|3|100.0
17824|G?NEY|2020|4|100.0
17824|G?NEY|2020|5|100.0
17824|G?NEY|2020|6|99.0
17824|G?NEY|2020|7|100.0
17824|G?NEY|2020|8|100.0
17824|G?NEY|2020|9|98.0
17824|G?NEY|2020|10|100.0
17824|G?NEY|2020|11|100.0
17824|G?NEY|2020|12|100.0
17824|G?NEY|2020|13|100.0
17824|G?NEY|2021|1|100.0
17824|G?NEY|2021|2|100.0
17824|G?NEY|2021|3|100.0
17824|G?NEY|2021|4|100.0
17824|G?NEY|2021|5|100.0
17824|G?NEY|2021|6|100.0
17860|NAZ?LL?|1960|1|100.0
17860|NAZ?LL?|1960|2|99.0
17860|NAZ?LL?|1960|3|98.0
17860|NAZ?LL?|1960|4|95.0
17860|NAZ?LL?|1960|5|91.0
17860|NAZ?LL?|1960|6|90.0
17860|NAZ?LL?|1960|7|80.0
17860|NAZ?LL?|1960|8|85.0
17860|NAZ?LL?|1960|9|92.0
17860|NAZ?LL?|1960|10|97.0
17860|NAZ?LL?|1960|11|97.0
17860|NAZ?LL?|1960|12|98.0
17860|NAZ?LL?|1960|13|100.0
17860|NAZ?LL?|1961|1|99.0
17860|NAZ?LL?|1961|2|99.0
17860|NAZ?LL?|1961|3|96.0
17860|NAZ?LL?|1961|4|90.0
17860|NAZ?LL?|1961|5|87.0
17860|NAZ?LL?|1961|6|85.0
17860|NAZ?LL?|1961|7|80.0
17860|NAZ?LL?|1961|8|78.0
17860|NAZ?LL?|1961|9|81.0
17860|NAZ?LL?|1961|10|92.0
17860|NAZ?LL?|1961|11|96.0
17860|NAZ?LL?|1961|12|98.0
17860|NAZ?LL?|1961|13|99.0
17860|NAZ?LL?|1962|1|97.0
17860|NAZ?LL?|1962|2|97.0
17860|NAZ?LL?|1962|3|97.0
17860|NAZ?LL?|1962|4|96.0
17860|NAZ?LL?|1962|5|94.0
17860|NAZ?LL?|1962|6|90.0
17860|NAZ?LL?|1962|7|74.0
17860|NAZ?LL?|1962|8|81.0
17860|NAZ?LL?|1962|9|88.0
17860|NAZ?LL?|1962|10|92.0
17860|NAZ?LL?|1962|11|91.0
17860|NAZ?LL?|1962|12|96.0
17860|NAZ?LL?|1962|13|97.0
17860|NAZ?LL?|1963|1|96.0
17860|NAZ?LL?|1963|2|93.0
17860|NAZ?LL?|1963|3|91.0
17860|NAZ?LL?|1963|4|90.0
17860|NAZ?LL?|1963|5|84.0
17860|NAZ?LL?|1963|6|75.0
17860|NAZ?LL?|1963|7|73.0
17860|NAZ?LL?|1963|8|75.0
17860|NAZ?LL?|1963|9|80.0
17860|NAZ?LL?|1963|10|92.0
17860|NAZ?LL?|1963|11|93.0
17860|NAZ?LL?|1963|12|89.0
17860|NAZ?LL?|1963|13|96.0
17860|NAZ?LL?|1964|1|89.0
17860|NAZ?LL?|1964|2|89.0
17860|NAZ?LL?|1964|3|92.0
17860|NAZ?LL?|1964|4|87.0
17860|NAZ?LL?|1964|5|82.0
17860|NAZ?LL?|1964|6|75.0
17860|NAZ?LL?|1964|7|73.0
17860|NAZ?LL?|1964|8|81.0
17860|NAZ?LL?|1964|9|92.0
17860|NAZ?LL?|1964|10|90.0
17860|NAZ?LL?|1964|11|93.0
17860|NAZ?LL?|1964|12|93.0
17860|NAZ?LL?|1964|13|93.0
17860|NAZ?LL?|1965|1|91.0
17860|NAZ?LL?|1965|2|90.0
17860|NAZ?LL?|1965|3|91.0
17860|NAZ?LL?|1965|4|89.0
17860|NAZ?LL?|1965|5|88.0
17860|NAZ?LL?|1965|6|78.0
17860|NAZ?LL?|1965|7|74.0
17860|NAZ?LL?|1965|8|84.0
17860|NAZ?LL?|1965|9|84.0
17860|NAZ?LL?|1965|10|87.0
17860|NAZ?LL?|1965|11|89.0
17860|NAZ?LL?|1965|12|90.0
17860|NAZ?LL?|1965|13|91.0
17860|NAZ?LL?|1966|1|89.0
17860|NAZ?LL?|1966|2|88.0
17860|NAZ?LL?|1966|3|89.0
17860|NAZ?LL?|1966|4|85.0
17860|NAZ?LL?|1966|5|84.0
17860|NAZ?LL?|1966|6|76.0
17860|NAZ?LL?|1966|7|65.0
17860|NAZ?LL?|1966|8|75.0
17860|NAZ?LL?|1966|9|85.0
17860|NAZ?LL?|1966|10|85.0
17860|NAZ?LL?|1966|11|88.0
17860|NAZ?LL?|1966|12|89.0
17860|NAZ?LL?|1966|13|89.0
17860|NAZ?LL?|1967|1|89.0
17860|NAZ?LL?|1967|2|88.0
17860|NAZ?LL?|1967|3|87.0
17860|NAZ?LL?|1967|4|87.0
17860|NAZ?LL?|1967|5|81.0
17860|NAZ?LL?|1967|6|68.0
17860|NAZ?LL?|1967|7|67.0
17860|NAZ?LL?|1967|8|69.0
17860|NAZ?LL?|1967|9|74.0
17860|NAZ?LL?|1967|10|85.0
17860|NAZ?LL?|1967|11|86.0
17860|NAZ?LL?|1967|12|88.0
17860|NAZ?LL?|1967|13|89.0
17860|NAZ?LL?|1968|1|89.0
17860|NAZ?LL?|1968|2|85.0
17860|NAZ?LL?|1968|3|85.0
17860|NAZ?LL?|1968|4|85.0
17860|NAZ?LL?|1968|5|70.0
17860|NAZ?LL?|1968|6|77.0
17860|NAZ?LL?|1968|7|51.0
17860|NAZ?LL?|1968|8|65.0
17860|NAZ?LL?|1968|9|81.0
17860|NAZ?LL?|1968|10|84.0
17860|NAZ?LL?|1968|11|88.0
17860|NAZ?LL?|1968|12|89.0
17860|NAZ?LL?|1968|13|89.0
17860|NAZ?LL?|1971|11|97.0
17860|NAZ?LL?|1971|12|98.0
17860|NAZ?LL?|1972|1|97.0
17860|NAZ?LL?|1972|2|99.0
17860|NAZ?LL?|1972|3|98.0
17860|NAZ?LL?|1972|4|96.0
17860|NAZ?LL?|1972|5|93.0
17860|NAZ?LL?|1972|6|95.0
17860|NAZ?LL?|1972|7|91.0
17860|NAZ?LL?|1972|8|91.0
17860|NAZ?LL?|1972|9|98.0
17860|NAZ?LL?|1972|10|98.0
17860|NAZ?LL?|1972|11|97.0
17860|NAZ?LL?|1972|12|99.0
17860|NAZ?LL?|1972|13|99.0
17860|NAZ?LL?|1973|1|99.0
17860|NAZ?LL?|1973|2|97.0
17860|NAZ?LL?|1973|3|99.0
17860|NAZ?LL?|1973|4|97.0
17860|NAZ?LL?|1973|5|95.0
17860|NAZ?LL?|1973|6|85.0
17860|NAZ?LL?|1973|7|89.0
17860|NAZ?LL?|1973|8|87.0
17860|NAZ?LL?|1973|9|97.0
17860|NAZ?LL?|1973|10|98.0
17860|NAZ?LL?|1973|11|95.0
17860|NAZ?LL?|1973|12|95.0
17860|NAZ?LL?|1973|13|99.0
17860|NAZ?LL?|1974|1|94.0
17860|NAZ?LL?|1974|2|95.0
17860|NAZ?LL?|1974|3|93.0
17860|NAZ?LL?|1974|4|98.0
17860|NAZ?LL?|1974|5|99.0
17860|NAZ?LL?|1974|6|94.0
17860|NAZ?LL?|1974|7|86.0
17860|NAZ?LL?|1974|8|91.0
17860|NAZ?LL?|1974|9|96.0
17860|NAZ?LL?|1974|10|96.0
17860|NAZ?LL?|1974|11|93.0
17860|NAZ?LL?|1974|12|90.0
17860|NAZ?LL?|1974|13|99.0
17860|NAZ?LL?|1975|1|95.0
17860|NAZ?LL?|1975|2|94.0
17860|NAZ?LL?|1975|3|64.0
17860|NAZ?LL?|1975|4|99.0
17860|NAZ?LL?|1975|5|94.0
17860|NAZ?LL?|1975|6|94.0
17860|NAZ?LL?|1975|7|94.0
17860|NAZ?LL?|1975|8|91.0
17860|NAZ?LL?|1975|9|99.0
17860|NAZ?LL?|1975|10|99.0
17860|NAZ?LL?|1975|11|98.0
17860|NAZ?LL?|1975|12|96.0
17860|NAZ?LL?|1975|13|99.0
17860|NAZ?LL?|1976|1|99.0
17860|NAZ?LL?|1976|2|94.0
17860|NAZ?LL?|1976|3|97.0
17860|NAZ?LL?|1976|4|97.0
17860|NAZ?LL?|1976|5|97.0
17860|NAZ?LL?|1976|6|95.0
17860|NAZ?LL?|1976|7|98.0
17860|NAZ?LL?|1976|8|97.0
17860|NAZ?LL?|1976|9|95.0
17860|NAZ?LL?|1976|10|96.0
17860|NAZ?LL?|1976|11|95.0
17860|NAZ?LL?|1976|12|95.0
17860|NAZ?LL?|1976|13|99.0
17860|NAZ?LL?|1977|1|95.0
17860|NAZ?LL?|1977|2|96.0
17860|NAZ?LL?|1977|3|98.0
17860|NAZ?LL?|1977|4|89.0
17860|NAZ?LL?|1977|5|87.0
17860|NAZ?LL?|1977|6|85.0
17860|NAZ?LL?|1977|7|90.0
17860|NAZ?LL?|1977|8|93.0
17860|NAZ?LL?|1977|9|96.0
17860|NAZ?LL?|1977|10|95.0
17860|NAZ?LL?|1977|11|98.0
17860|NAZ?LL?|1977|12|96.0
17860|NAZ?LL?|1977|13|98.0
17860|NAZ?LL?|1978|1|97.0
17860|NAZ?LL?|1978|2|95.0
17860|NAZ?LL?|1978|3|96.0
17860|NAZ?LL?|1978|4|98.0
17860|NAZ?LL?|1978|5|94.0
17860|NAZ?LL?|1978|6|86.0
17860|NAZ?LL?|1978|7|87.0
17860|NAZ?LL?|1978|8|94.0
17860|NAZ?LL?|1978|9|96.0
17860|NAZ?LL?|1978|10|96.0
17860|NAZ?LL?|1978|11|97.0
17860|NAZ?LL?|1978|12|96.0
17860|NAZ?LL?|1978|13|98.0
17860|NAZ?LL?|1979|1|96.0
17860|NAZ?LL?|1979|2|96.0
17860|NAZ?LL?|1979|3|97.0
17860|NAZ?LL?|1979|4|96.0
17860|NAZ?LL?|1979|5|95.0
17860|NAZ?LL?|1979|6|94.0
17860|NAZ?LL?|1979|7|87.0
17860|NAZ?LL?|1979|8|93.0
17860|NAZ?LL?|1979|9|96.0
17860|NAZ?LL?|1979|10|97.0
17860|NAZ?LL?|1979|11|98.0
17860|NAZ?LL?|1979|12|97.0
17860|NAZ?LL?|1979|13|98.0
17860|NAZ?LL?|1980|1|97.0
17860|NAZ?LL?|1980|2|96.0
17860|NAZ?LL?|1980|3|97.0
17860|NAZ?LL?|1980|4|96.0
17860|NAZ?LL?|1980|5|94.0
17860|NAZ?LL?|1980|6|90.0
17860|NAZ?LL?|1980|7|85.0
17860|NAZ?LL?|1980|8|93.0
17860|NAZ?LL?|1980|9|94.0
17860|NAZ?LL?|1980|10|97.0
17860|NAZ?LL?|1980|11|95.0
17860|NAZ?LL?|1980|12|97.0
17860|NAZ?LL?|1980|13|97.0
17860|NAZ?LL?|1981|1|96.0
17860|NAZ?LL?|1981|2|94.0
17860|NAZ?LL?|1981|3|96.0
17860|NAZ?LL?|1981|4|97.0
17860|NAZ?LL?|1981|5|94.0
17860|NAZ?LL?|1981|6|88.0
17860|NAZ?LL?|1981|7|90.0
17860|NAZ?LL?|1981|8|92.0
17860|NAZ?LL?|1981|9|95.0
17860|NAZ?LL?|1981|10|99.0
17860|NAZ?LL?|1981|11|97.0
17860|NAZ?LL?|1981|12|97.0
17860|NAZ?LL?|1981|13|99.0
17860|NAZ?LL?|1982|1|98.0
17860|NAZ?LL?|1982|2|97.0
17860|NAZ?LL?|1982|3|96.0
17860|NAZ?LL?|1982|4|98.0
17860|NAZ?LL?|1982|5|92.0
17860|NAZ?LL?|1982|6|94.0
17860|NAZ?LL?|1982|7|87.0
17860|NAZ?LL?|1982|8|92.0
17860|NAZ?LL?|1982|9|97.0
17860|NAZ?LL?|1982|10|96.0
17860|NAZ?LL?|1982|11|96.0
17860|NAZ?LL?|1982|12|98.0
17860|NAZ?LL?|1982|13|98.0
17860|NAZ?LL?|1983|1|95.0
17860|NAZ?LL?|1983|2|96.0
17860|NAZ?LL?|1983|3|96.0
17860|NAZ?LL?|1983|4|98.0
17860|NAZ?LL?|1983|5|96.0
17860|NAZ?LL?|1983|6|89.0
17860|NAZ?LL?|1983|7|90.0
17860|NAZ?LL?|1983|8|89.0
17860|NAZ?LL?|1983|9|96.0
17860|NAZ?LL?|1983|10|98.0
17860|NAZ?LL?|1983|11|99.0
17860|NAZ?LL?|1983|12|98.0
17860|NAZ?LL?|1983|13|99.0
17860|NAZ?LL?|1984|1|99.0
17860|NAZ?LL?|1984|2|98.0
17860|NAZ?LL?|1984|3|97.0
17860|NAZ?LL?|1984|4|97.0
17860|NAZ?LL?|1984|5|94.0
17860|NAZ?LL?|1984|6|89.0
17860|NAZ?LL?|1984|7|98.0
17860|NAZ?LL?|1984|8|96.0
17860|NAZ?LL?|1984|9|96.0
17860|NAZ?LL?|1984|10|97.0
17860|NAZ?LL?|1984|11|97.0
17860|NAZ?LL?|1984|12|96.0
17860|NAZ?LL?|1984|13|99.0
17860|NAZ?LL?|1985|1|96.0
17860|NAZ?LL?|1985|2|98.0
17860|NAZ?LL?|1985|3|97.0
17860|NAZ?LL?|1985|4|96.0
17860|NAZ?LL?|1985|5|93.0
17860|NAZ?LL?|1985|6|93.0
17860|NAZ?LL?|1985|7|87.0
17860|NAZ?LL?|1985|8|93.0
17860|NAZ?LL?|1985|9|98.0
17860|NAZ?LL?|1985|10|97.0
17860|NAZ?LL?|1985|11|97.0
17860|NAZ?LL?|1985|12|96.0
17860|NAZ?LL?|1985|13|98.0
17860|NAZ?LL?|1986|1|97.0
17860|NAZ?LL?|1986|2|97.0
17860|NAZ?LL?|1986|3|98.0
17860|NAZ?LL?|1986|4|99.0
17860|NAZ?LL?|1986|5|97.0
17860|NAZ?LL?|1986|6|91.0
17860|NAZ?LL?|1986|7|93.0
17860|NAZ?LL?|1986|8|96.0
17860|NAZ?LL?|1986|9|96.0
17860|NAZ?LL?|1986|10|98.0
17860|NAZ?LL?|1986|11|98.0
17860|NAZ?LL?|1986|12|98.0
17860|NAZ?LL?|1986|13|99.0
17860|NAZ?LL?|1987|1|97.0
17860|NAZ?LL?|1987|2|98.0
17860|NAZ?LL?|1987|3|95.0
17860|NAZ?LL?|1987|4|94.0
17860|NAZ?LL?|1987|5|94.0
17860|NAZ?LL?|1987|6|98.0
17860|NAZ?LL?|1987|7|94.0
17860|NAZ?LL?|1987|8|96.0
17860|NAZ?LL?|1987|9|98.0
17860|NAZ?LL?|1987|10|98.0
17860|NAZ?LL?|1987|11|97.0
17860|NAZ?LL?|1987|12|98.0
17860|NAZ?LL?|1987|13|98.0
17860|NAZ?LL?|1988|1|98.0
17860|NAZ?LL?|1988|2|99.0
17860|NAZ?LL?|1988|3|98.0
17860|NAZ?LL?|1988|4|98.0
17860|NAZ?LL?|1988|5|92.0
17860|NAZ?LL?|1988|6|81.0
17860|NAZ?LL?|1988|7|89.0
17860|NAZ?LL?|1988|8|95.0
17860|NAZ?LL?|1988|9|99.0
17860|NAZ?LL?|1988|10|97.0
17860|NAZ?LL?|1988|11|98.0
17860|NAZ?LL?|1988|12|97.0
17860|NAZ?LL?|1988|13|99.0
17860|NAZ?LL?|1989|1|98.0
17860|NAZ?LL?|1989|2|99.0
17860|NAZ?LL?|1989|3|99.0
17860|NAZ?LL?|1989|4|95.0
17860|NAZ?LL?|1989|5|93.0
17860|NAZ?LL?|1989|6|91.0
17860|NAZ?LL?|1989|7|91.0
17860|NAZ?LL?|1989|8|96.0
17860|NAZ?LL?|1989|9|97.0
17860|NAZ?LL?|1989|10|99.0
17860|NAZ?LL?|1989|11|99.0
17860|NAZ?LL?|1989|12|98.0
