Istasyon_No|Istasyon_Adi|YIL|AY|MAKSIMUM_NEM
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|4|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|5|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|6|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|7|85.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|8|91.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|9|93.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|10|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|11|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2012|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|1|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|2|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|3|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|4|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|5|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|6|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|7|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|8|93.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|9|87.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|10|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|11|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2013|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|1|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|2|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|3|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|4|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|5|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|6|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|7|95.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|8|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|9|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|10|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|11|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|12|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2014|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|1|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|2|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|3|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|4|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|5|95.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|6|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|7|95.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|8|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|9|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|10|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|11|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2015|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|1|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|2|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|3|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|4|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|5|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|6|98.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|7|96.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|8|86.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|9|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|10|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|11|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2016|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|1|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|2|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|3|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|4|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|5|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|6|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|7|88.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|8|96.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|9|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|10|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|11|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2017|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|1|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|2|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|3|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|4|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|5|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|6|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|7|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|8|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|9|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|10|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|11|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2018|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|1|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|2|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|3|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|4|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|5|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|6|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|7|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|8|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|9|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|10|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|11|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|12|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2019|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|1|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|2|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|3|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|4|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|5|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|6|92.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|7|94.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|8|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|9|93.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|10|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|11|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|12|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2020|13|100.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|1|99.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|2|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|3|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|4|97.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|5|88.0
17257|DEN?ZL? ?ARDAK HAVAL?MANI|2021|6|97.0
17296|FETH?YE|1960|1|95.0
17296|FETH?YE|1960|2|97.0
17296|FETH?YE|1960|3|97.0
17296|FETH?YE|1960|4|96.0
17296|FETH?YE|1960|5|95.0
17296|FETH?YE|1960|6|95.0
17296|FETH?YE|1960|7|95.0
17296|FETH?YE|1960|8|95.0
17296|FETH?YE|1960|9|98.0
17296|FETH?YE|1960|10|93.0
17296|FETH?YE|1960|11|99.0
17296|FETH?YE|1960|12|96.0
17296|FETH?YE|1960|13|99.0
17296|FETH?YE|1961|1|96.0
17296|FETH?YE|1961|2|94.0
17296|FETH?YE|1961|3|93.0
17296|FETH?YE|1961|4|97.0
17296|FETH?YE|1961|5|83.0
17296|FETH?YE|1961|6|95.0
17296|FETH?YE|1961|7|72.0
17296|FETH?YE|1961|8|76.0
17296|FETH?YE|1961|9|85.0
17296|FETH?YE|1961|10|96.0
17296|FETH?YE|1961|11|94.0
17296|FETH?YE|1961|12|99.0
17296|FETH?YE|1961|13|99.0
17296|FETH?YE|1962|1|99.0
17296|FETH?YE|1962|2|96.0
17296|FETH?YE|1962|3|96.0
17296|FETH?YE|1962|4|92.0
17296|FETH?YE|1962|5|90.0
17296|FETH?YE|1962|6|85.0
17296|FETH?YE|1962|7|85.0
17296|FETH?YE|1962|8|85.0
17296|FETH?YE|1962|9|93.0
17296|FETH?YE|1962|10|95.0
17296|FETH?YE|1962|11|98.0
17296|FETH?YE|1962|12|96.0
17296|FETH?YE|1962|13|99.0
17296|FETH?YE|1963|1|97.0
17296|FETH?YE|1963|2|98.0
17296|FETH?YE|1963|3|98.0
17296|FETH?YE|1963|4|97.0
17296|FETH?YE|1963|5|93.0
17296|FETH?YE|1963|6|82.0
17296|FETH?YE|1963|7|88.0
17296|FETH?YE|1963|8|91.0
17296|FETH?YE|1963|9|94.0
17296|FETH?YE|1963|10|96.0
17296|FETH?YE|1963|11|99.0
17296|FETH?YE|1963|12|97.0
17296|FETH?YE|1963|13|99.0
17296|FETH?YE|1964|1|97.0
17296|FETH?YE|1964|2|98.0
17296|FETH?YE|1964|3|96.0
17296|FETH?YE|1964|4|93.0
17296|FETH?YE|1964|5|93.0
17296|FETH?YE|1964|6|90.0
17296|FETH?YE|1964|7|83.0
17296|FETH?YE|1964|8|85.0
17296|FETH?YE|1964|9|96.0
17296|FETH?YE|1964|10|96.0
17296|FETH?YE|1964|11|97.0
17296|FETH?YE|1964|12|98.0
17296|FETH?YE|1964|13|98.0
17296|FETH?YE|1965|1|98.0
17296|FETH?YE|1965|2|98.0
17296|FETH?YE|1965|3|98.0
17296|FETH?YE|1965|4|99.0
17296|FETH?YE|1965|5|95.0
17296|FETH?YE|1965|6|87.0
17296|FETH?YE|1965|7|90.0
17296|FETH?YE|1965|8|88.0
17296|FETH?YE|1965|9|90.0
17296|FETH?YE|1965|10|98.0
17296|FETH?YE|1965|11|98.0
17296|FETH?YE|1965|12|97.0
17296|FETH?YE|1965|13|99.0
17296|FETH?YE|1966|1|97.0
17296|FETH?YE|1966|2|97.0
17296|FETH?YE|1966|3|96.0
17296|FETH?YE|1966|4|95.0
17296|FETH?YE|1966|5|88.0
17296|FETH?YE|1966|6|87.0
17296|FETH?YE|1966|7|80.0
17296|FETH?YE|1966|8|86.0
17296|FETH?YE|1966|9|94.0
17296|FETH?YE|1966|10|96.0
17296|FETH?YE|1966|11|98.0
17296|FETH?YE|1966|12|98.0
17296|FETH?YE|1966|13|98.0
17296|FETH?YE|1967|1|98.0
17296|FETH?YE|1967|2|98.0
17296|FETH?YE|1967|3|97.0
17296|FETH?YE|1967|4|96.0
17296|FETH?YE|1967|5|92.0
17296|FETH?YE|1967|6|80.0
17296|FETH?YE|1967|7|86.0
17296|FETH?YE|1967|8|83.0
17296|FETH?YE|1967|9|92.0
17296|FETH?YE|1967|10|98.0
17296|FETH?YE|1967|11|98.0
17296|FETH?YE|1967|12|99.0
17296|FETH?YE|1967|13|99.0
17296|FETH?YE|1968|1|97.0
17296|FETH?YE|1968|2|98.0
17296|FETH?YE|1968|3|97.0
17296|FETH?YE|1968|4|95.0
17296|FETH?YE|1968|5|89.0
17296|FETH?YE|1968|6|89.0
17296|FETH?YE|1968|7|86.0
17296|FETH?YE|1968|8|90.0
17296|FETH?YE|1968|9|98.0
17296|FETH?YE|1968|10|98.0
17296|FETH?YE|1968|11|98.0
17296|FETH?YE|1968|12|98.0
17296|FETH?YE|1968|13|98.0
17296|FETH?YE|1969|1|98.0
17296|FETH?YE|1969|2|98.0
17296|FETH?YE|1969|3|98.0
17296|FETH?YE|1969|4|98.0
17296|FETH?YE|1969|5|96.0
17296|FETH?YE|1969|6|82.0
17296|FETH?YE|1969|7|84.0
17296|FETH?YE|1969|8|88.0
17296|FETH?YE|1969|9|94.0
17296|FETH?YE|1969|10|98.0
17296|FETH?YE|1969|11|97.0
17296|FETH?YE|1969|12|98.0
17296|FETH?YE|1969|13|98.0
17296|FETH?YE|1970|1|98.0
17296|FETH?YE|1970|2|98.0
17296|FETH?YE|1970|3|99.0
17296|FETH?YE|1970|4|96.0
17296|FETH?YE|1970|5|95.0
17296|FETH?YE|1970|6|90.0
17296|FETH?YE|1970|7|84.0
17296|FETH?YE|1970|8|87.0
17296|FETH?YE|1970|9|94.0
17296|FETH?YE|1970|10|98.0
17296|FETH?YE|1970|11|98.0
17296|FETH?YE|1970|12|98.0
17296|FETH?YE|1970|13|99.0
17296|FETH?YE|1971|1|98.0
17296|FETH?YE|1971|2|98.0
17296|FETH?YE|1971|3|98.0
17296|FETH?YE|1971|4|96.0
17296|FETH?YE|1971|5|98.0
17296|FETH?YE|1971|6|98.0
17296|FETH?YE|1971|7|85.0
17296|FETH?YE|1971|8|98.0
17296|FETH?YE|1971|9|97.0
17296|FETH?YE|1971|10|97.0
17296|FETH?YE|1971|11|97.0
17296|FETH?YE|1971|12|98.0
17296|FETH?YE|1971|13|98.0
17296|FETH?YE|1972|1|96.0
17296|FETH?YE|1972|2|98.0
17296|FETH?YE|1972|3|98.0
17296|FETH?YE|1972|4|98.0
17296|FETH?YE|1972|5|97.0
17296|FETH?YE|1972|6|95.0
17296|FETH?YE|1972|7|95.0
17296|FETH?YE|1972|8|90.0
17296|FETH?YE|1972|9|97.0
17296|FETH?YE|1972|10|97.0
17296|FETH?YE|1972|11|97.0
17296|FETH?YE|1972|12|97.0
17296|FETH?YE|1972|13|98.0
17296|FETH?YE|1973|1|97.0
17296|FETH?YE|1973|2|98.0
17296|FETH?YE|1973|3|98.0
17296|FETH?YE|1973|4|97.0
17296|FETH?YE|1973|5|94.0
17296|FETH?YE|1973|6|97.0
17296|FETH?YE|1973|7|90.0
17296|FETH?YE|1973|8|97.0
17296|FETH?YE|1973|9|99.0
17296|FETH?YE|1973|10|97.0
17296|FETH?YE|1973|11|98.0
17296|FETH?YE|1973|12|98.0
17296|FETH?YE|1973|13|99.0
17296|FETH?YE|1974|1|97.0
17296|FETH?YE|1974|2|98.0
17296|FETH?YE|1974|3|98.0
17296|FETH?YE|1974|4|98.0
17296|FETH?YE|1974|5|97.0
17296|FETH?YE|1974|6|97.0
17296|FETH?YE|1974|7|93.0
17296|FETH?YE|1974|8|98.0
17296|FETH?YE|1974|9|98.0
17296|FETH?YE|1974|10|98.0
17296|FETH?YE|1974|11|98.0
17296|FETH?YE|1974|12|98.0
17296|FETH?YE|1974|13|98.0
17296|FETH?YE|1975|1|96.0
17296|FETH?YE|1975|2|98.0
17296|FETH?YE|1975|3|97.0
17296|FETH?YE|1975|4|98.0
17296|FETH?YE|1975|5|98.0
17296|FETH?YE|1975|6|97.0
17296|FETH?YE|1975|7|98.0
17296|FETH?YE|1975|8|97.0
17296|FETH?YE|1975|9|98.0
17296|FETH?YE|1975|10|97.0
17296|FETH?YE|1975|11|97.0
17296|FETH?YE|1975|12|96.0
17296|FETH?YE|1975|13|98.0
17296|FETH?YE|1976|1|96.0
17296|FETH?YE|1976|2|95.0
17296|FETH?YE|1976|3|96.0
17296|FETH?YE|1976|4|96.0
17296|FETH?YE|1976|5|96.0
17296|FETH?YE|1976|6|96.0
17296|FETH?YE|1976|7|96.0
17296|FETH?YE|1976|8|96.0
17296|FETH?YE|1976|9|96.0
17296|FETH?YE|1976|10|96.0
17296|FETH?YE|1976|11|96.0
17296|FETH?YE|1976|12|96.0
17296|FETH?YE|1976|13|96.0
17296|FETH?YE|1977|1|96.0
17296|FETH?YE|1977|2|96.0
17296|FETH?YE|1977|3|95.0
17296|FETH?YE|1977|4|96.0
17296|FETH?YE|1977|5|96.0
17296|FETH?YE|1977|6|98.0
17296|FETH?YE|1977|7|97.0
17296|FETH?YE|1977|8|98.0
17296|FETH?YE|1977|9|98.0
17296|FETH?YE|1977|10|96.0
17296|FETH?YE|1977|11|96.0
17296|FETH?YE|1977|12|95.0
17296|FETH?YE|1977|13|98.0
17296|FETH?YE|1978|1|95.0
17296|FETH?YE|1978|2|96.0
17296|FETH?YE|1978|3|97.0
17296|FETH?YE|1978|4|96.0
17296|FETH?YE|1978|5|96.0
17296|FETH?YE|1978|6|97.0
17296|FETH?YE|1978|7|96.0
17296|FETH?YE|1978|8|96.0
17296|FETH?YE|1978|9|94.0
17296|FETH?YE|1978|10|96.0
17296|FETH?YE|1978|11|95.0
17296|FETH?YE|1978|12|96.0
17296|FETH?YE|1978|13|97.0
17296|FETH?YE|1979|1|95.0
17296|FETH?YE|1979|2|96.0
17296|FETH?YE|1979|3|96.0
17296|FETH?YE|1979|4|94.0
17296|FETH?YE|1979|5|97.0
17296|FETH?YE|1979|6|96.0
17296|FETH?YE|1979|7|96.0
17296|FETH?YE|1979|8|95.0
17296|FETH?YE|1979|9|95.0
17296|FETH?YE|1979|10|95.0
17296|FETH?YE|1979|11|95.0
17296|FETH?YE|1979|12|96.0
17296|FETH?YE|1979|13|97.0
17296|FETH?YE|1980|1|95.0
17296|FETH?YE|1980|2|96.0
17296|FETH?YE|1980|3|96.0
17296|FETH?YE|1980|4|96.0
17296|FETH?YE|1980|5|96.0
17296|FETH?YE|1980|6|95.0
17296|FETH?YE|1980|7|96.0
17296|FETH?YE|1980|8|95.0
17296|FETH?YE|1980|9|96.0
17296|FETH?YE|1980|10|96.0
17296|FETH?YE|1980|11|97.0
17296|FETH?YE|1980|12|97.0
17296|FETH?YE|1980|13|97.0
17296|FETH?YE|1981|1|97.0
17296|FETH?YE|1981|2|97.0
17296|FETH?YE|1981|3|98.0
17296|FETH?YE|1981|4|98.0
17296|FETH?YE|1981|5|97.0
17296|FETH?YE|1981|6|97.0
17296|FETH?YE|1981|7|97.0
17296|FETH?YE|1981|8|91.0
17296|FETH?YE|1981|9|97.0
17296|FETH?YE|1981|10|97.0
17296|FETH?YE|1981|11|98.0
17296|FETH?YE|1981|12|97.0
17296|FETH?YE|1981|13|98.0
17296|FETH?YE|1982|1|98.0
17296|FETH?YE|1982|2|96.0
17296|FETH?YE|1982|3|97.0
17296|FETH?YE|1982|4|96.0
17296|FETH?YE|1982|5|96.0
17296|FETH?YE|1982|6|92.0
17296|FETH?YE|1982|7|92.0
17296|FETH?YE|1982|8|94.0
17296|FETH?YE|1982|9|97.0
17296|FETH?YE|1982|10|97.0
17296|FETH?YE|1982|11|97.0
17296|FETH?YE|1982|12|97.0
17296|FETH?YE|1982|13|98.0
17296|FETH?YE|1983|1|98.0
17296|FETH?YE|1983|2|96.0
17296|FETH?YE|1983|3|96.0
17296|FETH?YE|1983|4|97.0
17296|FETH?YE|1983|5|95.0
17296|FETH?YE|1983|6|97.0
17296|FETH?YE|1983|7|91.0
17296|FETH?YE|1983|8|90.0
17296|FETH?YE|1983|9|88.0
17296|FETH?YE|1983|10|96.0
17296|FETH?YE|1983|11|97.0
17296|FETH?YE|1983|12|98.0
17296|FETH?YE|1983|13|98.0
17296|FETH?YE|1984|1|98.0
17296|FETH?YE|1984|2|99.0
17296|FETH?YE|1984|3|100.0
17296|FETH?YE|1984|4|98.0
17296|FETH?YE|1984|5|92.0
17296|FETH?YE|1984|6|92.0
17296|FETH?YE|1984|7|95.0
17296|FETH?YE|1984|8|91.0
17296|FETH?YE|1984|9|97.0
17296|FETH?YE|1984|10|97.0
17296|FETH?YE|1984|11|98.0
17296|FETH?YE|1984|12|99.0
17296|FETH?YE|1984|13|100.0
17296|FETH?YE|1985|1|97.0
17296|FETH?YE|1985|2|96.0
17296|FETH?YE|1985|3|97.0
17296|FETH?YE|1985|4|97.0
17296|FETH?YE|1985|5|92.0
17296|FETH?YE|1985|6|90.0
17296|FETH?YE|1985|7|83.0
17296|FETH?YE|1985|8|93.0
17296|FETH?YE|1985|9|97.0
17296|FETH?YE|1985|10|95.0
17296|FETH?YE|1985|11|98.0
17296|FETH?YE|1985|12|98.0
17296|FETH?YE|1985|13|98.0
17296|FETH?YE|1986|1|98.0
17296|FETH?YE|1986|2|98.0
17296|FETH?YE|1986|3|97.0
17296|FETH?YE|1986|4|97.0
17296|FETH?YE|1986|5|96.0
17296|FETH?YE|1986|6|88.0
17296|FETH?YE|1986|7|91.0
17296|FETH?YE|1986|8|92.0
17296|FETH?YE|1986|9|95.0
17296|FETH?YE|1986|10|98.0
17296|FETH?YE|1986|11|97.0
17296|FETH?YE|1986|12|97.0
17296|FETH?YE|1986|13|98.0
17296|FETH?YE|1987|1|96.0
17296|FETH?YE|1987|2|97.0
17296|FETH?YE|1987|3|97.0
17296|FETH?YE|1987|4|100.0
17296|FETH?YE|1987|5|98.0
17296|FETH?YE|1987|6|87.0
17296|FETH?YE|1987|7|91.0
17296|FETH?YE|1987|8|88.0
17296|FETH?YE|1987|9|99.0
17296|FETH?YE|1987|10|98.0
17296|FETH?YE|1987|11|99.0
17296|FETH?YE|1987|12|96.0
17296|FETH?YE|1987|13|100.0
17296|FETH?YE|1988|1|96.0
17296|FETH?YE|1988|2|98.0
17296|FETH?YE|1988|3|97.0
17296|FETH?YE|1988|4|97.0
17296|FETH?YE|1988|5|95.0
17296|FETH?YE|1988|6|80.0
17296|FETH?YE|1988|7|82.0
17296|FETH?YE|1988|8|90.0
17296|FETH?YE|1988|9|98.0
17296|FETH?YE|1988|10|96.0
17296|FETH?YE|1988|11|99.0
17296|FETH?YE|1988|12|98.0
17296|FETH?YE|1988|13|99.0
17296|FETH?YE|1989|1|97.0
17296|FETH?YE|1989|2|96.0
17296|FETH?YE|1989|3|97.0
17296|FETH?YE|1989|4|97.0
17296|FETH?YE|1989|5|90.0
17296|FETH?YE|1989|6|88.0
17296|FETH?YE|1989|7|93.0
17296|FETH?YE|1989|8|96.0
17296|FETH?YE|1989|9|92.0
17296|FETH?YE|1989|10|98.0
17296|FETH?YE|1989|11|98.0
17296|FETH?YE|1989|12|99.0
17296|FETH?YE|1989|13|99.0
17296|FETH?YE|1990|1|95.0
17296|FETH?YE|1990|2|98.0
17296|FETH?YE|1990|3|97.0
17296|FETH?YE|1990|4|97.0
17296|FETH?YE|1990|5|92.0
17296|FETH?YE|1990|6|86.0
17296|FETH?YE|1990|7|90.0
17296|FETH?YE|1990|8|95.0
17296|FETH?YE|1990|9|95.0
17296|FETH?YE|1990|10|97.0
17296|FETH?YE|1990|11|95.0
17296|FETH?YE|1990|12|95.0
17296|FETH?YE|1990|13|98.0
17296|FETH?YE|1991|1|98.0
17296|FETH?YE|1991|2|100.0
17296|FETH?YE|1991|3|98.0
17296|FETH?YE|1991|4|99.0
17296|FETH?YE|1991|5|93.0
17296|FETH?YE|1991|6|93.0
17296|FETH?YE|1991|7|95.0
17296|FETH?YE|1991|8|91.0
17296|FETH?YE|1991|9|95.0
17296|FETH?YE|1991|10|94.0
17296|FETH?YE|1991|11|93.0
17296|FETH?YE|1991|12|95.0
17296|FETH?YE|1991|13|100.0
17296|FETH?YE|1992|1|95.0
17296|FETH?YE|1992|2|95.0
17296|FETH?YE|1992|3|96.0
17296|FETH?YE|1992|4|96.0
17296|FETH?YE|1992|5|96.0
17296|FETH?YE|1992|6|92.0
17296|FETH?YE|1992|7|96.0
17296|FETH?YE|1992|8|96.0
17296|FETH?YE|1992|9|96.0
17296|FETH?YE|1992|10|96.0
17296|FETH?YE|1992|11|95.0
17296|FETH?YE|1992|12|95.0
17296|FETH?YE|1992|13|96.0
17296|FETH?YE|1993|1|95.0
17296|FETH?YE|1993|2|94.0
17296|FETH?YE|1993|3|97.0
17296|FETH?YE|1993|4|92.0
17296|FETH?YE|1993|5|91.0
17296|FETH?YE|1993|6|86.0
17296|FETH?YE|1993|7|93.0
17296|FETH?YE|1993|8|93.0
17296|FETH?YE|1993|9|94.0
17296|FETH?YE|1993|10|91.0
17296|FETH?YE|1993|11|91.0
17296|FETH?YE|1993|12|94.0
17296|FETH?YE|1993|13|97.0
17296|FETH?YE|1994|1|95.0
17296|FETH?YE|1994|2|95.0
17296|FETH?YE|1994|3|96.0
17296|FETH?YE|1994|4|96.0
17296|FETH?YE|1994|5|95.0
17296|FETH?YE|1994|6|87.0
17296|FETH?YE|1994|7|95.0
17296|FETH?YE|1994|8|87.0
17296|FETH?YE|1994|9|94.0
17296|FETH?YE|1994|10|95.0
17296|FETH?YE|1994|11|95.0
17296|FETH?YE|1994|12|95.0
17296|FETH?YE|1994|13|96.0
17296|FETH?YE|1995|1|94.0
17296|FETH?YE|1995|2|95.0
17296|FETH?YE|1995|3|95.0
17296|FETH?YE|1995|4|94.0
17296|FETH?YE|1995|5|93.0
17296|FETH?YE|1995|6|91.0
17296|FETH?YE|1995|7|86.0
17296|FETH?YE|1995|8|96.0
17296|FETH?YE|1995|9|95.0
17296|FETH?YE|1995|10|93.0
17296|FETH?YE|1995|11|92.0
17296|FETH?YE|1995|12|91.0
17296|FETH?YE|1995|13|96.0
17296|FETH?YE|1996|1|93.0
17296|FETH?YE|1996|2|94.0
17296|FETH?YE|1996|3|94.0
17296|FETH?YE|1996|4|93.0
17296|FETH?YE|1996|5|95.0
17296|FETH?YE|1996|6|83.0
17296|FETH?YE|1996|7|91.0
17296|FETH?YE|1996|8|91.0
17296|FETH?YE|1996|9|94.0
17296|FETH?YE|1996|10|92.0
17296|FETH?YE|1996|11|93.0
17296|FETH?YE|1996|12|95.0
17296|FETH?YE|1996|13|95.0
17296|FETH?YE|1997|1|92.0
17296|FETH?YE|1997|2|96.0
17296|FETH?YE|1997|3|94.0
17296|FETH?YE|1997|4|93.0
17296|FETH?YE|1997|5|93.0
17296|FETH?YE|1997|6|90.0
17296|FETH?YE|1997|7|86.0
17296|FETH?YE|1997|8|87.0
17296|FETH?YE|1997|9|87.0
17296|FETH?YE|1997|10|95.0
17296|FETH?YE|1997|11|94.0
17296|FETH?YE|1997|12|93.0
17296|FETH?YE|1997|13|96.0
17296|FETH?YE|1998|1|94.0
17296|FETH?YE|1998|2|96.0
17296|FETH?YE|1998|3|96.0
17296|FETH?YE|1998|4|94.0
17296|FETH?YE|1998|5|94.0
17296|FETH?YE|1998|6|88.0
17296|FETH?YE|1998|7|87.0
17296|FETH?YE|1998|8|93.0
17296|FETH?YE|1998|9|96.0
17296|FETH?YE|1998|10|97.0
17296|FETH?YE|1998|11|94.0
