Istasyon_No|Istasyon_Adi|YIL|AY|ORTALAMA_TOPRAK_NEMI_20
17237|DEN?ZL?|2018|9|8.0
17237|DEN?ZL?|2018|10|9.4
17237|DEN?ZL?|2018|11|12.1
17237|DEN?ZL?|2018|12|18.6
17237|DEN?ZL?|2019|1|18.7
17237|DEN?ZL?|2019|2|16.8
17237|DEN?ZL?|2019|3|12.5
17237|DEN?ZL?|2019|4|12.4
17237|DEN?ZL?|2019|5|10.4
17237|DEN?ZL?|2019|6|10.2
17237|DEN?ZL?|2019|7|9.1
17237|DEN?ZL?|2019|8|7.4
17237|DEN?ZL?|2019|9|8.4
17237|DEN?ZL?|2019|10|8.4
17237|DEN?ZL?|2019|11|8.3
17237|DEN?ZL?|2019|12|13.9
17237|DEN?ZL?|2020|1|16.0
17237|DEN?ZL?|2020|2|16.6
17237|DEN?ZL?|2020|3|15.6
17237|DEN?ZL?|2020|4|14.7
17237|DEN?ZL?|2020|5|13.2
17237|DEN?ZL?|2020|7|7.5
17237|DEN?ZL?|2020|9|8.6
17237|DEN?ZL?|2020|10|9.9
17237|DEN?ZL?|2020|11|10.5
17237|DEN?ZL?|2020|12|11.7
17237|DEN?ZL?|2021|1|16.0
17237|DEN?ZL?|2021|2|15.2
17237|DEN?ZL?|2021|3|14.5
17237|DEN?ZL?|2021|4|11.9
17237|DEN?ZL?|2021|5|8.7
17237|DEN?ZL?|2021|6|7.8
17296|FETH?YE|2008|7|33.1
17296|FETH?YE|2008|8|26.2
17296|FETH?YE|2008|9|25.9
17296|FETH?YE|2008|10|35.5
17296|FETH?YE|2008|12|47.0
17296|FETH?YE|2009|8|31.3
17296|FETH?YE|2009|10|43.8
17296|FETH?YE|2010|5|45.7
17296|FETH?YE|2010|6|35.1
17296|FETH?YE|2010|7|22.9
17296|FETH?YE|2010|8|20.4
17296|FETH?YE|2010|9|19.5
17296|FETH?YE|2010|10|24.5
17296|FETH?YE|2010|11|47.5
17296|FETH?YE|2011|7|26.3
17296|FETH?YE|2011|8|21.9
17296|FETH?YE|2011|9|27.6
17296|FETH?YE|2011|11|47.6
17296|FETH?YE|2016|1|43.0
17296|FETH?YE|2016|2|43.3
17296|FETH?YE|2016|3|45.1
17296|FETH?YE|2016|4|39.9
17296|FETH?YE|2016|5|39.0
17296|FETH?YE|2016|6|38.0
17296|FETH?YE|2016|7|33.5
17296|FETH?YE|2016|8|30.0
17296|FETH?YE|2016|9|25.8
17296|FETH?YE|2016|10|22.5
17296|FETH?YE|2016|11|36.6
17296|FETH?YE|2016|12|42.8
17296|FETH?YE|2017|1|43.9
17296|FETH?YE|2017|2|50.1
17296|FETH?YE|2017|3|52.7
17296|FETH?YE|2017|4|52.4
17296|FETH?YE|2017|5|45.8
17296|FETH?YE|2017|6|44.7
17296|FETH?YE|2017|7|35.8
17296|FETH?YE|2017|8|24.2
17296|FETH?YE|2017|9|15.6
17296|FETH?YE|2017|10|15.8
17296|FETH?YE|2017|11|39.4
17296|FETH?YE|2017|12|41.1
17296|FETH?YE|2018|1|41.4
17296|FETH?YE|2018|2|51.7
17296|FETH?YE|2018|3|48.8
17296|FETH?YE|2018|4|34.9
17296|FETH?YE|2018|5|34.3
17296|FETH?YE|2018|6|28.1
17296|FETH?YE|2018|7|21.3
17296|FETH?YE|2018|8|16.8
17296|FETH?YE|2018|9|15.3
17296|FETH?YE|2018|10|36.3
17296|FETH?YE|2018|11|37.3
17296|FETH?YE|2018|12|42.8
17296|FETH?YE|2019|1|43.3
17296|FETH?YE|2019|2|41.4
17296|FETH?YE|2019|3|39.3
17296|FETH?YE|2019|4|40.8
17296|FETH?YE|2019|5|36.7
17296|FETH?YE|2019|6|32.7
17296|FETH?YE|2019|7|25.4
17296|FETH?YE|2019|8|18.5
17296|FETH?YE|2019|9|23.5
17296|FETH?YE|2019|10|33.8
17296|FETH?YE|2019|11|37.5
17296|FETH?YE|2019|12|41.3
17296|FETH?YE|2020|1|39.2
17296|FETH?YE|2020|2|40.9
17296|FETH?YE|2020|3|38.6
17296|FETH?YE|2020|4|37.5
17296|FETH?YE|2020|5|38.4
17296|FETH?YE|2020|7|29.6
17296|FETH?YE|2020|9|20.0
17296|FETH?YE|2020|10|32.2
17296|FETH?YE|2020|11|38.0
17296|FETH?YE|2020|12|39.9
17296|FETH?YE|2021|1|40.8
17296|FETH?YE|2021|2|38.1
17296|FETH?YE|2021|3|37.9
17296|FETH?YE|2021|4|31.8
17296|FETH?YE|2021|5|24.8
17296|FETH?YE|2021|6|15.0
17298|MARMAR?S|2007|12|25.7
17298|MARMAR?S|2008|1|24.2
17298|MARMAR?S|2008|2|24.2
17298|MARMAR?S|2008|3|23.8
17298|MARMAR?S|2008|4|22.4
17298|MARMAR?S|2008|5|17.0
17298|MARMAR?S|2008|6|18.7
17298|MARMAR?S|2008|7|18.8
17298|MARMAR?S|2008|8|20.9
