Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_SICAKLIK_C
17824|G?NEY|1999|8|10.5
17824|G?NEY|1999|9|11.4
17824|G?NEY|1999|10|4.4
17824|G?NEY|1999|11|-5.6
17824|G?NEY|1999|12|-1.6
17824|G?NEY|1999|13|-7.0
17824|G?NEY|2000|1|-11.3
17824|G?NEY|2000|2|-5.9
17824|G?NEY|2000|3|-6.8
17824|G?NEY|2000|4|0.0
17824|G?NEY|2000|5|2.6
17824|G?NEY|2000|6|6.1
17824|G?NEY|2000|7|14.0
17824|G?NEY|2000|8|12.0
17824|G?NEY|2000|9|6.3
17824|G?NEY|2000|10|3.4
17824|G?NEY|2000|11|3.6
17824|G?NEY|2000|12|-5.9
17824|G?NEY|2000|13|-11.3
17824|G?NEY|2001|1|-4.4
17824|G?NEY|2001|2|-6.3
17824|G?NEY|2001|3|1.5
17824|G?NEY|2001|4|0.4
17824|G?NEY|2001|5|5.0
17824|G?NEY|2001|6|9.1
17824|G?NEY|2001|7|13.0
17824|G?NEY|2001|8|14.8
17824|G?NEY|2001|9|9.0
17824|G?NEY|2001|10|3.0
17824|G?NEY|2001|11|-5.2
17824|G?NEY|2001|12|-7.8
17824|G?NEY|2001|13|-7.8
17824|G?NEY|2002|1|-10.6
17824|G?NEY|2002|2|-3.1
17824|G?NEY|2002|3|-2.0
17824|G?NEY|2002|4|1.5
17824|G?NEY|2002|5|8.0
17824|G?NEY|2002|6|10.8
17824|G?NEY|2002|7|14.8
17824|G?NEY|2002|8|14.8
17824|G?NEY|2002|9|8.8
17824|G?NEY|2002|10|2.6
17824|G?NEY|2002|11|1.6
17824|G?NEY|2002|12|-8.4
17824|G?NEY|2002|13|-10.6
17824|G?NEY|2003|1|-3.1
17824|G?NEY|2003|2|-8.6
17824|G?NEY|2003|3|-7.2
17824|G?NEY|2003|4|-3.6
17824|G?NEY|2003|5|8.9
17824|G?NEY|2003|6|10.9
17824|G?NEY|2003|7|15.0
17824|G?NEY|2003|8|15.0
17824|G?NEY|2003|9|8.0
17824|G?NEY|2003|10|-1.9
17824|G?NEY|2003|11|-0.3
17824|G?NEY|2003|12|-7.5
17824|G?NEY|2003|13|-8.6
17824|G?NEY|2004|1|-12.1
17824|G?NEY|2004|2|-13.4
17824|G?NEY|2004|3|-6.2
17824|G?NEY|2004|4|-1.2
17824|G?NEY|2004|5|6.0
17824|G?NEY|2004|6|11.9
17824|G?NEY|2004|7|14.6
17824|G?NEY|2004|8|13.0
17824|G?NEY|2004|9|7.0
17824|G?NEY|2004|10|9.0
17824|G?NEY|2004|11|-6.2
17824|G?NEY|2004|12|-6.2
17824|G?NEY|2004|13|-13.4
17824|G?NEY|2005|1|-4.5
17824|G?NEY|2005|2|-8.2
17824|G?NEY|2005|3|-5.9
17824|G?NEY|2005|4|-4.1
17824|G?NEY|2005|5|4.0
17824|G?NEY|2005|6|11.7
17824|G?NEY|2005|7|13.2
17824|G?NEY|2005|8|15.6
17824|G?NEY|2005|9|10.3
17824|G?NEY|2005|10|0.9
17824|G?NEY|2005|11|-4.5
17824|G?NEY|2005|12|-8.6
17824|G?NEY|2005|13|-8.6
17824|G?NEY|2006|1|-9.4
17824|G?NEY|2006|2|-10.1
17824|G?NEY|2006|3|-3.6
17824|G?NEY|2006|4|3.0
17824|G?NEY|2006|5|4.9
17824|G?NEY|2006|6|7.5
17824|G?NEY|2006|7|14.7
17824|G?NEY|2006|8|16.9
17824|G?NEY|2006|9|8.8
17824|G?NEY|2006|10|6.5
17824|G?NEY|2006|11|-3.4
17824|G?NEY|2006|12|-8.2
17824|G?NEY|2006|13|-10.1
17824|G?NEY|2007|1|-5.6
17824|G?NEY|2007|2|-5.7
17824|G?NEY|2007|3|-0.7
17824|G?NEY|2007|4|1.3
17824|G?NEY|2007|5|9.0
17824|G?NEY|2007|6|12.6
17824|G?NEY|2007|7|14.9
17824|G?NEY|2007|8|16.4
17824|G?NEY|2007|9|10.0
17824|G?NEY|2007|10|3.2
17824|G?NEY|2007|11|-0.8
17824|G?NEY|2007|12|-3.6
17824|G?NEY|2007|13|-5.7
17824|G?NEY|2008|1|-6.8
17824|G?NEY|2008|2|-9.9
17824|G?NEY|2008|3|1.8
17824|G?NEY|2008|4|2.9
17824|G?NEY|2008|5|5.2
17824|G?NEY|2008|6|12.1
17824|G?NEY|2008|7|15.4
17824|G?NEY|2008|8|17.3
17824|G?NEY|2008|9|8.9
17824|G?NEY|2008|10|6.5
17824|G?NEY|2008|11|1.6
17824|G?NEY|2008|12|-6.0
17824|G?NEY|2008|13|-9.9
17824|G?NEY|2009|1|-4.2
17824|G?NEY|2009|2|-1.6
17824|G?NEY|2009|3|-1.6
17824|G?NEY|2009|4|4.1
17824|G?NEY|2009|5|6.3
17824|G?NEY|2009|6|11.8
17824|G?NEY|2009|7|15.0
17824|G?NEY|2009|8|15.3
17824|G?NEY|2009|9|9.6
17824|G?NEY|2009|10|7.7
17824|G?NEY|2009|11|0.4
17824|G?NEY|2009|12|-0.9
17824|G?NEY|2009|13|-4.2
17824|G?NEY|2010|1|-8.1
17824|G?NEY|2010|2|-6.0
17824|G?NEY|2010|3|-1.6
17824|G?NEY|2010|4|3.2
17824|G?NEY|2010|5|8.4
17824|G?NEY|2010|6|11.4
17824|G?NEY|2010|7|14.3
17824|G?NEY|2010|8|18.6
17824|G?NEY|2010|9|12.1
17824|G?NEY|2010|10|2.7
17824|G?NEY|2010|11|6.6
17824|G?NEY|2010|12|-6.8
17824|G?NEY|2010|13|-8.1
17824|G?NEY|2011|1|-3.3
17824|G?NEY|2011|2|-6.5
17824|G?NEY|2011|3|-6.7
17824|G?NEY|2011|4|-0.6
17824|G?NEY|2011|5|3.2
17824|G?NEY|2011|6|9.5
17824|G?NEY|2011|7|15.6
17824|G?NEY|2011|8|13.5
17824|G?NEY|2011|9|12.1
17824|G?NEY|2011|10|0.4
17824|G?NEY|2011|11|-1.2
17824|G?NEY|2011|12|-3.5
17824|G?NEY|2011|13|-6.7
17824|G?NEY|2012|1|-11.8
17824|G?NEY|2012|2|-9.1
17824|G?NEY|2012|3|-8.1
17824|G?NEY|2012|4|3.5
17824|G?NEY|2012|5|8.4
17824|G?NEY|2012|6|9.6
17824|G?NEY|2012|7|15.9
17824|G?NEY|2012|8|13.7
17824|G?NEY|2012|9|9.2
17824|G?NEY|2012|10|9.1
17824|G?NEY|2012|11|2.9
17824|G?NEY|2012|12|-3.7
17824|G?NEY|2012|13|-11.8
17824|G?NEY|2013|1|-8.5
17824|G?NEY|2013|2|-0.9
17824|G?NEY|2013|3|-2.4
17824|G?NEY|2013|4|3.3
17824|G?NEY|2013|5|10.5
17824|G?NEY|2013|6|11.3
17824|G?NEY|2013|7|13.7
17824|G?NEY|2013|8|16.3
17824|G?NEY|2013|9|9.1
17824|G?NEY|2013|10|1.3
17824|G?NEY|2013|11|-0.4
17824|G?NEY|2013|12|-8.2
17824|G?NEY|2013|13|-8.5
17824|G?NEY|2014|1|-2.2
17824|G?NEY|2014|2|-2.8
17824|G?NEY|2014|3|-2.7
17824|G?NEY|2014|4|4.3
17824|G?NEY|2014|5|7.2
17824|G?NEY|2014|6|9.9
17824|G?NEY|2014|7|15.4
17824|G?NEY|2014|8|16.3
17824|G?NEY|2014|9|9.1
17824|G?NEY|2014|10|3.0
17824|G?NEY|2014|11|0.3
17824|G?NEY|2014|12|-1.3
17824|G?NEY|2014|13|-2.8
17824|G?NEY|2015|1|-12.9
17824|G?NEY|2015|2|-7.2
17824|G?NEY|2015|3|-2.4
17824|G?NEY|2015|4|-1.3
17824|G?NEY|2015|5|9.4
17824|G?NEY|2015|6|10.4
17824|G?NEY|2015|7|14.2
17824|G?NEY|2015|8|16.1
17824|G?NEY|2015|9|12.4
17824|G?NEY|2015|10|4.7
17824|G?NEY|2015|11|5.2
17824|G?NEY|2015|12|-8.0
17824|G?NEY|2015|13|-12.9
17824|G?NEY|2016|1|-10.3
17824|G?NEY|2016|2|-4.7
17824|G?NEY|2016|3|-0.4
17824|G?NEY|2016|4|4.7
17824|G?NEY|2016|5|6.0
17824|G?NEY|2016|6|10.2
17824|G?NEY|2016|7|16.2
17824|G?NEY|2016|8|16.8
17824|G?NEY|2016|9|7.4
17824|G?NEY|2016|10|4.8
17824|G?NEY|2016|11|-1.9
17824|G?NEY|2016|12|-7.0
17824|G?NEY|2016|13|-10.3
17824|G?NEY|2017|1|-8.5
17824|G?NEY|2017|2|-6.8
17824|G?NEY|2017|3|-2.4
17824|G?NEY|2017|4|0.7
17824|G?NEY|2017|5|6.8
17824|G?NEY|2017|6|11.0
17824|G?NEY|2017|7|14.6
17824|G?NEY|2017|8|14.5
17824|G?NEY|2017|9|10.3
17824|G?NEY|2017|10|4.1
17824|G?NEY|2017|11|-1.2
17824|G?NEY|2017|12|-2.7
17824|G?NEY|2017|13|-8.5
17824|G?NEY|2018|1|-5.2
17824|G?NEY|2018|2|-0.3
17824|G?NEY|2018|3|0.4
17824|G?NEY|2018|4|4.8
17824|G?NEY|2018|5|7.4
17824|G?NEY|2018|6|12.5
17824|G?NEY|2018|7|17.0
17824|G?NEY|2018|8|15.9
17824|G?NEY|2018|9|9.9
17824|G?NEY|2018|10|2.3
17824|G?NEY|2018|11|0.4
17824|G?NEY|2018|12|-5.6
17824|G?NEY|2018|13|-5.6
17824|G?NEY|2019|1|-8.3
17824|G?NEY|2019|2|-2.6
17824|G?NEY|2019|3|-1.1
17824|G?NEY|2019|4|-0.2
17824|G?NEY|2019|5|5.3
17824|G?NEY|2019|6|13.3
17824|G?NEY|2019|7|13.4
17824|G?NEY|2019|8|14.0
17824|G?NEY|2019|9|8.2
17824|G?NEY|2019|10|9.1
17824|G?NEY|2019|11|5.2
17824|G?NEY|2019|12|-1.6
17824|G?NEY|2019|13|-8.3
17824|G?NEY|2020|1|-5.0
17824|G?NEY|2020|2|-8.7
17824|G?NEY|2020|3|-4.4
17824|G?NEY|2020|4|2.9
17824|G?NEY|2020|5|3.8
17824|G?NEY|2020|6|9.7
17824|G?NEY|2020|7|15.3
17824|G?NEY|2020|8|15.7
17824|G?NEY|2020|9|13.2
17824|G?NEY|2020|10|9.0
17824|G?NEY|2020|11|1.4
17824|G?NEY|2020|12|-2.3
17824|G?NEY|2020|13|-8.7
17824|G?NEY|2021|1|-8.3
17824|G?NEY|2021|2|-7.0
17824|G?NEY|2021|3|-4.1
17824|G?NEY|2021|4|-1.9
17824|G?NEY|2021|5|6.7
17824|G?NEY|2021|6|8.9
17860|NAZ?LL?|1960|1|-0.5
17860|NAZ?LL?|1960|2|-4.4
17860|NAZ?LL?|1960|3|0.0
17860|NAZ?LL?|1960|4|4.5
17860|NAZ?LL?|1960|5|8.5
17860|NAZ?LL?|1960|6|10.5
17860|NAZ?LL?|1960|7|12.0
17860|NAZ?LL?|1960|8|13.0
17860|NAZ?LL?|1960|9|7.6
17860|NAZ?LL?|1960|10|5.5
17860|NAZ?LL?|1960|11|2.6
17860|NAZ?LL?|1960|12|2.4
17860|NAZ?LL?|1960|13|-4.4
17860|NAZ?LL?|1961|1|-4.2
17860|NAZ?LL?|1961|2|-1.4
17860|NAZ?LL?|1961|3|-1.6
17860|NAZ?LL?|1961|4|2.0
17860|NAZ?LL?|1961|5|8.8
17860|NAZ?LL?|1961|6|11.5
17860|NAZ?LL?|1961|7|15.2
17860|NAZ?LL?|1961|8|13.0
17860|NAZ?LL?|1961|9|6.6
17860|NAZ?LL?|1961|10|2.0
17860|NAZ?LL?|1961|11|-2.7
17860|NAZ?LL?|1961|12|-1.2
17860|NAZ?LL?|1961|13|-4.2
17860|NAZ?LL?|1962|1|-1.0
17860|NAZ?LL?|1962|2|-1.6
17860|NAZ?LL?|1962|3|2.2
17860|NAZ?LL?|1962|4|4.4
17860|NAZ?LL?|1962|5|8.0
17860|NAZ?LL?|1962|6|10.4
17860|NAZ?LL?|1962|7|14.8
17860|NAZ?LL?|1962|8|14.4
17860|NAZ?LL?|1962|9|10.2
17860|NAZ?LL?|1962|10|6.0
17860|NAZ?LL?|1962|11|5.5
17860|NAZ?LL?|1962|12|0.2
17860|NAZ?LL?|1962|13|-1.6
17860|NAZ?LL?|1963|1|-2.8
17860|NAZ?LL?|1963|2|-0.2
17860|NAZ?LL?|1963|3|-2.0
17860|NAZ?LL?|1963|4|2.4
17860|NAZ?LL?|1963|5|8.6
17860|NAZ?LL?|1963|6|12.8
17860|NAZ?LL?|1963|7|15.2
17860|NAZ?LL?|1963|8|14.6
17860|NAZ?LL?|1963|9|8.8
17860|NAZ?LL?|1963|10|4.6
17860|NAZ?LL?|1963|11|0.2
17860|NAZ?LL?|1963|12|-2.4
17860|NAZ?LL?|1963|13|-2.8
17860|NAZ?LL?|1964|1|-7.6
17860|NAZ?LL?|1964|2|-5.4
17860|NAZ?LL?|1964|3|0.4
17860|NAZ?LL?|1964|4|4.6
17860|NAZ?LL?|1964|5|5.5
17860|NAZ?LL?|1964|6|12.6
17860|NAZ?LL?|1964|7|9.8
17860|NAZ?LL?|1964|8|13.6
17860|NAZ?LL?|1964|9|7.0
17860|NAZ?LL?|1964|10|3.5
17860|NAZ?LL?|1964|11|-0.3
17860|NAZ?LL?|1964|12|0.0
17860|NAZ?LL?|1964|13|-7.6
17860|NAZ?LL?|1965|1|-0.4
17860|NAZ?LL?|1965|2|-3.8
17860|NAZ?LL?|1965|3|0.2
17860|NAZ?LL?|1965|4|1.8
17860|NAZ?LL?|1965|5|7.6
17860|NAZ?LL?|1965|6|13.5
17860|NAZ?LL?|1965|7|15.5
17860|NAZ?LL?|1965|8|11.0
17860|NAZ?LL?|1965|9|9.6
17860|NAZ?LL?|1965|10|1.4
17860|NAZ?LL?|1965|11|-1.0
17860|NAZ?LL?|1965|12|-2.0
17860|NAZ?LL?|1965|13|-3.8
17860|NAZ?LL?|1966|1|-2.0
17860|NAZ?LL?|1966|2|0.0
17860|NAZ?LL?|1966|3|-1.4
17860|NAZ?LL?|1966|4|1.2
17860|NAZ?LL?|1966|5|4.8
17860|NAZ?LL?|1966|6|12.2
17860|NAZ?LL?|1966|7|15.5
17860|NAZ?LL?|1966|8|16.0
17860|NAZ?LL?|1966|9|11.4
17860|NAZ?LL?|1966|10|9.6
17860|NAZ?LL?|1966|11|6.8
17860|NAZ?LL?|1966|12|-1.6
17860|NAZ?LL?|1966|13|-2.0
17860|NAZ?LL?|1967|1|-5.6
17860|NAZ?LL?|1967|2|-4.0
17860|NAZ?LL?|1967|3|-1.6
17860|NAZ?LL?|1967|4|5.4
17860|NAZ?LL?|1967|5|8.2
17860|NAZ?LL?|1967|6|7.8
17860|NAZ?LL?|1967|7|15.4
17860|NAZ?LL?|1967|8|13.8
17860|NAZ?LL?|1967|9|8.8
17860|NAZ?LL?|1967|10|4.8
17860|NAZ?LL?|1967|11|-4.8
17860|NAZ?LL?|1967|12|-5.0
17860|NAZ?LL?|1967|13|-5.6
17860|NAZ?LL?|1968|1|-8.0
17860|NAZ?LL?|1968|2|-1.2
17860|NAZ?LL?|1968|3|-1.4
17860|NAZ?LL?|1968|4|6.4
17860|NAZ?LL?|1968|5|10.0
17860|NAZ?LL?|1968|6|12.2
17860|NAZ?LL?|1968|7|13.0
17860|NAZ?LL?|1968|8|12.8
17860|NAZ?LL?|1968|9|6.6
17860|NAZ?LL?|1968|10|5.2
17860|NAZ?LL?|1968|11|3.0
17860|NAZ?LL?|1968|12|-1.4
17860|NAZ?LL?|1968|13|-8.0
17860|NAZ?LL?|1969|1|4.8
17860|NAZ?LL?|1971|11|-2.1
17860|NAZ?LL?|1971|12|-3.1
17860|NAZ?LL?|1972|1|-5.1
17860|NAZ?LL?|1972|2|-7.0
17860|NAZ?LL?|1972|3|-1.5
17860|NAZ?LL?|1972|4|1.5
17860|NAZ?LL?|1972|5|7.2
17860|NAZ?LL?|1972|6|11.0
17860|NAZ?LL?|1972|7|12.0
17860|NAZ?LL?|1972|8|12.0
17860|NAZ?LL?|1972|9|6.8
17860|NAZ?LL?|1972|10|0.5
17860|NAZ?LL?|1972|11|-1.4
17860|NAZ?LL?|1972|12|-4.2
17860|NAZ?LL?|1972|13|-7.0
17860|NAZ?LL?|1973|1|-8.5
17860|NAZ?LL?|1973|2|-0.2
17860|NAZ?LL?|1973|3|-1.8
17860|NAZ?LL?|1973|4|3.7
17860|NAZ?LL?|1973|5|7.0
17860|NAZ?LL?|1973|6|10.2
17860|NAZ?LL?|1973|7|14.0
17860|NAZ?LL?|1973|8|14.6
17860|NAZ?LL?|1973|9|11.6
17860|NAZ?LL?|1973|10|1.0
17860|NAZ?LL?|1973|11|-2.3
17860|NAZ?LL?|1973|12|-1.4
17860|NAZ?LL?|1973|13|-8.5
17860|NAZ?LL?|1974|1|-3.5
17860|NAZ?LL?|1974|2|-1.9
17860|NAZ?LL?|1974|3|4.9
17860|NAZ?LL?|1974|4|3.5
17860|NAZ?LL?|1974|5|9.1
17860|NAZ?LL?|1974|6|9.9
17860|NAZ?LL?|1974|7|13.9
17860|NAZ?LL?|1974|8|14.5
17860|NAZ?LL?|1974|9|8.0
17860|NAZ?LL?|1974|10|6.4
17860|NAZ?LL?|1974|11|3.0
17860|NAZ?LL?|1974|12|-1.0
17860|NAZ?LL?|1974|13|-3.5
17860|NAZ?LL?|1975|1|-1.5
17860|NAZ?LL?|1975|2|-3.4
17860|NAZ?LL?|1975|3|-0.6
17860|NAZ?LL?|1975|4|6.9
17860|NAZ?LL?|1975|5|8.0
17860|NAZ?LL?|1975|6|13.3
17860|NAZ?LL?|1975|7|14.9
17860|NAZ?LL?|1975|8|15.0
17860|NAZ?LL?|1975|9|11.9
17860|NAZ?LL?|1975|10|5.9
17860|NAZ?LL?|1975|11|1.3
17860|NAZ?LL?|1975|12|-1.3
17860|NAZ?LL?|1975|13|-3.4
17860|NAZ?LL?|1976|1|-2.6
17860|NAZ?LL?|1976|2|-4.0
17860|NAZ?LL?|1976|3|-0.5
17860|NAZ?LL?|1976|4|7.3
17860|NAZ?LL?|1976|5|12.2
17860|NAZ?LL?|1976|6|13.0
17860|NAZ?LL?|1976|7|15.4
17860|NAZ?LL?|1976|8|14.5
17860|NAZ?LL?|1976|9|9.0
17860|NAZ?LL?|1976|10|8.0
17860|NAZ?LL?|1976|11|0.0
17860|NAZ?LL?|1976|12|-0.5
17860|NAZ?LL?|1976|13|-4.0
17860|NAZ?LL?|1977|1|-3.0
17860|NAZ?LL?|1977|2|0.3
17860|NAZ?LL?|1977|3|-1.8
17860|NAZ?LL?|1977|4|3.7
17860|NAZ?LL?|1977|5|10.0
17860|NAZ?LL?|1977|6|11.9
17860|NAZ?LL?|1977|7|17.0
17860|NAZ?LL?|1977|8|13.3
17860|NAZ?LL?|1977|9|11.3
17860|NAZ?LL?|1977|10|4.6
17860|NAZ?LL?|1977|11|4.5
17860|NAZ?LL?|1977|12|-3.0
17860|NAZ?LL?|1977|13|-3.0
17860|NAZ?LL?|1978|1|-0.8
17860|NAZ?LL?|1978|2|-0.4
17860|NAZ?LL?|1978|3|1.3
17860|NAZ?LL?|1978|4|4.3
17860|NAZ?LL?|1978|5|10.0
17860|NAZ?LL?|1978|6|12.6
17860|NAZ?LL?|1978|7|15.3
17860|NAZ?LL?|1978|8|15.2
17860|NAZ?LL?|1978|9|10.9
17860|NAZ?LL?|1978|10|8.8
17860|NAZ?LL?|1978|11|-0.1
17860|NAZ?LL?|1978|12|0.5
17860|NAZ?LL?|1978|13|-0.8
17860|NAZ?LL?|1979|1|-1.5
17860|NAZ?LL?|1979|2|-0.7
17860|NAZ?LL?|1979|3|1.8
17860|NAZ?LL?|1979|4|3.0
17860|NAZ?LL?|1979|5|9.6
17860|NAZ?LL?|1979|6|14.5
17860|NAZ?LL?|1979|7|14.5
17860|NAZ?LL?|1979|8|12.3
17860|NAZ?LL?|1979|9|10.7
17860|NAZ?LL?|1979|10|8.0
17860|NAZ?LL?|1979|11|3.5
17860|NAZ?LL?|1979|12|-0.5
17860|NAZ?LL?|1979|13|-1.5
17860|NAZ?LL?|1980|1|-2.7
17860|NAZ?LL?|1980|2|-2.0
17860|NAZ?LL?|1980|3|-3.0
17860|NAZ?LL?|1980|4|3.2
17860|NAZ?LL?|1980|5|9.6
17860|NAZ?LL?|1980|6|11.4
17860|NAZ?LL?|1980|7|16.0
17860|NAZ?LL?|1980|8|15.6
17860|NAZ?LL?|1980|9|9.6
17860|NAZ?LL?|1980|10|6.0
17860|NAZ?LL?|1980|11|2.5
17860|NAZ?LL?|1980|12|-0.5
17860|NAZ?LL?|1980|13|-3.0
17860|NAZ?LL?|1981|1|-1.6
17860|NAZ?LL?|1981|2|-2.3
17860|NAZ?LL?|1981|3|0.6
17860|NAZ?LL?|1981|4|3.8
17860|NAZ?LL?|1981|5|6.6
17860|NAZ?LL?|1981|6|14.6
17860|NAZ?LL?|1981|7|15.2
17860|NAZ?LL?|1981|8|13.4
17860|NAZ?LL?|1981|9|10.1
17860|NAZ?LL?|1981|10|8.6
17860|NAZ?LL?|1981|11|-0.5
17860|NAZ?LL?|1981|12|2.0
17860|NAZ?LL?|1981|13|-2.3
17860|NAZ?LL?|1982|1|-2.0
17860|NAZ?LL?|1982|2|-2.0
17860|NAZ?LL?|1982|3|0.0
17860|NAZ?LL?|1982|4|4.6
17860|NAZ?LL?|1982|5|6.7
17860|NAZ?LL?|1982|6|13.7
17860|NAZ?LL?|1982|7|15.1
17860|NAZ?LL?|1982|8|16.8
17860|NAZ?LL?|1982|9|12.0
17860|NAZ?LL?|1982|10|6.2
17860|NAZ?LL?|1982|11|0.1
17860|NAZ?LL?|1982|12|-3.5
17860|NAZ?LL?|1982|13|-3.5
17860|NAZ?LL?|1983|1|-2.5
17860|NAZ?LL?|1983|2|-3.7
17860|NAZ?LL?|1983|3|-0.9
17860|NAZ?LL?|1983|4|4.5
17860|NAZ?LL?|1983|5|9.2
17860|NAZ?LL?|1983|6|13.1
17860|NAZ?LL?|1983|7|15.5
17860|NAZ?LL?|1983|8|16.0
17860|NAZ?LL?|1983|9|10.6
17860|NAZ?LL?|1983|10|7.1
17860|NAZ?LL?|1983|11|1.5
17860|NAZ?LL?|1983|12|1.0
17860|NAZ?LL?|1983|13|-3.7
17860|NAZ?LL?|1984|1|0.6
17860|NAZ?LL?|1984|2|2.6
17860|NAZ?LL?|1984|3|2.4
17860|NAZ?LL?|1984|4|4.6
17860|NAZ?LL?|1984|5|9.2
17860|NAZ?LL?|1984|6|13.2
17860|NAZ?LL?|1984|7|15.6
17860|NAZ?LL?|1984|8|15.0
17860|NAZ?LL?|1984|9|10.2
17860|NAZ?LL?|1984|10|5.5
17860|NAZ?LL?|1984|11|3.8
17860|NAZ?LL?|1984|12|-2.5
17860|NAZ?LL?|1984|13|-2.5
17860|NAZ?LL?|1985|1|0.5
17860|NAZ?LL?|1985|2|-3.6
17860|NAZ?LL?|1985|3|-2.4
17860|NAZ?LL?|1985|4|6.5
17860|NAZ?LL?|1985|5|5.8
17860|NAZ?LL?|1985|6|12.0
17860|NAZ?LL?|1985|7|12.0
17860|NAZ?LL?|1985|8|14.7
17860|NAZ?LL?|1985|9|10.6
17860|NAZ?LL?|1985|10|1.2
17860|NAZ?LL?|1985|11|4.6
17860|NAZ?LL?|1985|12|-1.3
17860|NAZ?LL?|1985|13|-3.6
17860|NAZ?LL?|1986|1|-1.6
17860|NAZ?LL?|1986|2|-0.5
17860|NAZ?LL?|1986|3|1.1
17860|NAZ?LL?|1986|4|6.6
17860|NAZ?LL?|1986|5|7.4
17860|NAZ?LL?|1986|6|13.6
17860|NAZ?LL?|1986|7|13.4
17860|NAZ?LL?|1986|8|15.8
17860|NAZ?LL?|1986|9|13.2
17860|NAZ?LL?|1986|10|4.1
17860|NAZ?LL?|1986|11|-0.4
17860|NAZ?LL?|1986|12|-2.7
17860|NAZ?LL?|1986|13|-2.7
17860|NAZ?LL?|1987|1|-3.0
17860|NAZ?LL?|1987|2|-1.2
17860|NAZ?LL?|1987|3|-2.8
17860|NAZ?LL?|1987|4|2.3
17860|NAZ?LL?|1987|5|4.9
17860|NAZ?LL?|1987|6|11.1
17860|NAZ?LL?|1987|7|15.4
17860|NAZ?LL?|1987|8|13.4
17860|NAZ?LL?|1987|9|9.7
17860|NAZ?LL?|1987|10|3.8
17860|NAZ?LL?|1987|11|1.0
17860|NAZ?LL?|1987|12|-3.1
17860|NAZ?LL?|1987|13|-3.1
17860|NAZ?LL?|1988|1|-3.3
17860|NAZ?LL?|1988|2|-3.6
17860|NAZ?LL?|1988|3|-2.1
17860|NAZ?LL?|1988|4|1.6
17860|NAZ?LL?|1988|5|7.2
17860|NAZ?LL?|1988|6|11.9
17860|NAZ?LL?|1988|7|17.4
17860|NAZ?LL?|1988|8|12.0
17860|NAZ?LL?|1988|9|9.0
17860|NAZ?LL?|1988|10|3.8
17860|NAZ?LL?|1988|11|-3.0
17860|NAZ?LL?|1988|12|-3.6
17860|NAZ?LL?|1988|13|-3.6
17860|NAZ?LL?|1989|1|-4.8
17860|NAZ?LL?|1989|2|-4.4
17860|NAZ?LL?|1989|3|2.3
17860|NAZ?LL?|1989|4|6.0
17860|NAZ?LL?|1989|5|7.2
17860|NAZ?LL?|1989|6|11.3
17860|NAZ?LL?|1989|7|17.3
17860|NAZ?LL?|1989|8|15.0
17860|NAZ?LL?|1989|9|9.3
17860|NAZ?LL?|1989|10|4.9
17860|NAZ?LL?|1989|11|0.5
17860|NAZ?LL?|1989|12|-3.9
17860|NAZ?LL?|1989|13|-4.8
17860|NAZ?LL?|1990|1|-5.0
17860|NAZ?LL?|1990|2|-2.6
17860|NAZ?LL?|1990|3|-1.3
17860|NAZ?LL?|1990|4|5.0
17860|NAZ?LL?|1990|5|1.9
17860|NAZ?LL?|1990|6|7.6
17860|NAZ?LL?|1990|7|17.7
17860|NAZ?LL?|1990|8|15.0
17860|NAZ?LL?|1990|9|9.5
17860|NAZ?LL?|1990|10|5.4
17860|NAZ?LL?|1990|11|-0.1
17860|NAZ?LL?|1990|12|-1.4
17860|NAZ?LL?|1990|13|-5.0
17860|NAZ?LL?|1991|1|-3.4
17860|NAZ?LL?|1991|2|-5.2
17860|NAZ?LL?|1991|3|-1.7
17860|NAZ?LL?|1991|4|4.3
17860|NAZ?LL?|1991|5|6.3
17860|NAZ?LL?|1991|6|10.3
17860|NAZ?LL?|1991|7|15.1
17860|NAZ?LL?|1991|8|14.6
17860|NAZ?LL?|1991|9|10.6
17860|NAZ?LL?|1991|10|3.5
17860|NAZ?LL?|1991|11|-0.6
17860|NAZ?LL?|1991|12|-3.8
17860|NAZ?LL?|1991|13|-5.2
17860|NAZ?LL?|1992|1|-5.2
17860|NAZ?LL?|1992|2|-7.0
17860|NAZ?LL?|1992|3|-1.2
17860|NAZ?LL?|1992|4|2.7
17860|NAZ?LL?|1992|5|5.8
17860|NAZ?LL?|1992|6|13.5
17860|NAZ?LL?|1992|7|13.8
17860|NAZ?LL?|1992|8|15.2
17860|NAZ?LL?|1992|9|7.0
17860|NAZ?LL?|1992|10|7.0
17860|NAZ?LL?|1992|11|-2.4
17860|NAZ?LL?|1992|12|-3.5
17860|NAZ?LL?|1992|13|-7.0
17860|NAZ?LL?|1993|1|-4.0
17860|NAZ?LL?|1993|2|-3.2
17860|NAZ?LL?|1993|3|-0.7
17860|NAZ?LL?|1993|4|0.9
17860|NAZ?LL?|1993|5|6.6
17860|NAZ?LL?|1993|6|11.7
17860|NAZ?LL?|1993|7|13.7
17860|NAZ?LL?|1993|8|16.6
17860|NAZ?LL?|1993|9|8.5
17860|NAZ?LL?|1993|10|8.8
17860|NAZ?LL?|1993|11|0.2
17860|NAZ?LL?|1993|12|-0.4
17860|NAZ?LL?|1993|13|-4.0
17860|NAZ?LL?|1994|1|-1.0
