Istasyon_No|Istasyon_Adi|YIL|AY|MINIMUM_SICAKLIK_C
17296|FETH?YE|1978|1|0.7
17296|FETH?YE|1978|2|1.4
17296|FETH?YE|1978|3|1.4
17296|FETH?YE|1978|4|4.4
17296|FETH?YE|1978|5|9.8
17296|FETH?YE|1978|6|11.4
17296|FETH?YE|1978|7|14.7
17296|FETH?YE|1978|8|15.2
17296|FETH?YE|1978|9|10.7
17296|FETH?YE|1978|10|9.5
17296|FETH?YE|1978|11|1.5
17296|FETH?YE|1978|12|1.3
17296|FETH?YE|1978|13|0.7
17296|FETH?YE|1979|1|-1.3
17296|FETH?YE|1979|2|-0.4
17296|FETH?YE|1979|3|2.7
17296|FETH?YE|1979|4|3.5
17296|FETH?YE|1979|5|8.8
17296|FETH?YE|1979|6|14.0
17296|FETH?YE|1979|7|15.0
17296|FETH?YE|1979|8|15.4
17296|FETH?YE|1979|9|12.3
17296|FETH?YE|1979|10|10.5
17296|FETH?YE|1979|11|5.5
17296|FETH?YE|1979|12|0.0
17296|FETH?YE|1979|13|-1.3
17296|FETH?YE|1980|1|-2.7
17296|FETH?YE|1980|2|1.2
17296|FETH?YE|1980|3|-0.3
17296|FETH?YE|1980|4|4.4
17296|FETH?YE|1980|5|8.5
17296|FETH?YE|1980|6|11.7
17296|FETH?YE|1980|7|15.7
17296|FETH?YE|1980|8|16.1
17296|FETH?YE|1980|9|10.8
17296|FETH?YE|1980|10|8.7
17296|FETH?YE|1980|11|3.6
17296|FETH?YE|1980|12|1.0
17296|FETH?YE|1980|13|-2.7
17296|FETH?YE|1981|1|0.1
17296|FETH?YE|1981|2|-1.6
17296|FETH?YE|1981|3|1.7
17296|FETH?YE|1981|4|5.2
17296|FETH?YE|1981|5|7.1
17296|FETH?YE|1981|6|13.2
17296|FETH?YE|1981|7|16.7
17296|FETH?YE|1981|8|14.4
17296|FETH?YE|1981|9|11.3
17296|FETH?YE|1981|10|10.3
17296|FETH?YE|1981|11|-0.9
17296|FETH?YE|1981|12|2.4
17296|FETH?YE|1981|13|-1.6
17296|FETH?YE|1982|1|0.7
17296|FETH?YE|1982|2|-1.5
17296|FETH?YE|1982|3|1.2
17296|FETH?YE|1982|4|5.7
17296|FETH?YE|1982|5|6.7
17296|FETH?YE|1982|6|12.2
17296|FETH?YE|1982|7|15.2
17296|FETH?YE|1982|8|16.6
17296|FETH?YE|1982|9|12.7
17296|FETH?YE|1982|10|7.5
17296|FETH?YE|1982|11|2.5
17296|FETH?YE|1982|12|-2.2
17296|FETH?YE|1982|13|-2.2
17296|FETH?YE|1983|1|-2.7
17296|FETH?YE|1983|2|-4.4
17296|FETH?YE|1983|3|-0.7
17296|FETH?YE|1983|4|5.7
17296|FETH?YE|1983|5|9.7
17296|FETH?YE|1983|6|13.0
17296|FETH?YE|1983|7|14.6
17296|FETH?YE|1983|8|15.6
17296|FETH?YE|1983|9|11.0
17296|FETH?YE|1983|10|7.7
17296|FETH?YE|1983|11|3.6
17296|FETH?YE|1983|12|3.7
17296|FETH?YE|1983|13|-4.4
17296|FETH?YE|1984|1|1.5
17296|FETH?YE|1984|2|1.6
17296|FETH?YE|1984|3|2.1
17296|FETH?YE|1984|4|5.0
17296|FETH?YE|1984|5|8.7
17296|FETH?YE|1984|6|12.1
17296|FETH?YE|1984|7|15.0
17296|FETH?YE|1984|8|14.0
17296|FETH?YE|1984|9|12.0
17296|FETH?YE|1984|10|4.3
17296|FETH?YE|1984|11|5.9
17296|FETH?YE|1984|12|-2.3
17296|FETH?YE|1984|13|-2.3
17296|FETH?YE|1985|1|1.4
17296|FETH?YE|1985|2|-2.9
17296|FETH?YE|1985|3|-1.9
17296|FETH?YE|1985|4|6.5
17296|FETH?YE|1985|5|7.4
17296|FETH?YE|1985|6|14.0
17296|FETH?YE|1985|7|14.0
17296|FETH?YE|1985|8|16.0
17296|FETH?YE|1985|9|11.2
17296|FETH?YE|1985|10|4.8
17296|FETH?YE|1985|11|6.3
17296|FETH?YE|1985|12|-0.2
17296|FETH?YE|1985|13|-2.9
17296|FETH?YE|1986|1|-1.4
17296|FETH?YE|1986|2|1.0
17296|FETH?YE|1986|3|1.2
17296|FETH?YE|1986|4|6.2
17296|FETH?YE|1986|5|9.2
17296|FETH?YE|1986|6|13.6
17296|FETH?YE|1986|7|14.4
17296|FETH?YE|1986|8|16.0
17296|FETH?YE|1986|9|14.5
17296|FETH?YE|1986|10|7.1
17296|FETH?YE|1986|11|1.6
17296|FETH?YE|1986|12|-0.6
17296|FETH?YE|1986|13|-1.4
17296|FETH?YE|1987|1|-0.2
17296|FETH?YE|1987|2|1.2
17296|FETH?YE|1987|3|-0.9
17296|FETH?YE|1987|4|5.6
17296|FETH?YE|1987|5|6.5
17296|FETH?YE|1987|6|11.6
17296|FETH?YE|1987|7|15.6
17296|FETH?YE|1987|8|14.5
17296|FETH?YE|1987|9|11.5
17296|FETH?YE|1987|10|6.5
17296|FETH?YE|1987|11|2.7
17296|FETH?YE|1987|12|-1.4
17296|FETH?YE|1987|13|-1.4
17296|FETH?YE|1988|1|-1.0
17296|FETH?YE|1988|2|-0.3
17296|FETH?YE|1988|3|-0.6
17296|FETH?YE|1988|4|3.8
17296|FETH?YE|1988|5|8.6
17296|FETH?YE|1988|6|12.3
17296|FETH?YE|1988|7|16.8
17296|FETH?YE|1988|8|13.8
17296|FETH?YE|1988|9|12.3
17296|FETH?YE|1988|10|6.6
17296|FETH?YE|1988|11|-0.1
17296|FETH?YE|1988|12|0.4
17296|FETH?YE|1988|13|-1.0
17296|FETH?YE|1989|1|-2.5
17296|FETH?YE|1989|2|-0.5
17296|FETH?YE|1989|3|3.0
17296|FETH?YE|1989|4|6.5
17296|FETH?YE|1989|5|8.4
17296|FETH?YE|1989|6|11.4
17296|FETH?YE|1989|7|17.4
17296|FETH?YE|1989|8|17.5
17296|FETH?YE|1989|9|11.4
17296|FETH?YE|1989|10|8.1
17296|FETH?YE|1989|11|1.0
17296|FETH?YE|1989|12|0.0
17296|FETH?YE|1989|13|-2.5
17296|FETH?YE|1990|1|-1.4
17296|FETH?YE|1990|2|0.7
17296|FETH?YE|1990|3|0.8
17296|FETH?YE|1990|4|5.2
17296|FETH?YE|1990|5|5.5
17296|FETH?YE|1990|6|10.6
17296|FETH?YE|1990|7|16.4
17296|FETH?YE|1990|8|15.6
17296|FETH?YE|1990|9|12.6
17296|FETH?YE|1990|10|8.7
17296|FETH?YE|1990|11|3.4
17296|FETH?YE|1990|12|2.1
17296|FETH?YE|1990|13|-1.4
17296|FETH?YE|1991|1|0.4
17296|FETH?YE|1991|2|-1.9
17296|FETH?YE|1991|3|0.5
17296|FETH?YE|1991|4|6.2
17296|FETH?YE|1991|5|8.0
17296|FETH?YE|1991|6|10.4
17296|FETH?YE|1991|7|16.2
17296|FETH?YE|1991|8|16.5
17296|FETH?YE|1991|9|11.0
17296|FETH?YE|1991|10|3.6
17296|FETH?YE|1991|11|3.4
17296|FETH?YE|1991|12|-0.5
17296|FETH?YE|1991|13|-1.9
17296|FETH?YE|1992|1|-1.1
17296|FETH?YE|1992|2|-3.2
17296|FETH?YE|1992|3|0.2
17296|FETH?YE|1992|4|4.3
17296|FETH?YE|1992|5|8.6
17296|FETH?YE|1992|6|14.1
17296|FETH?YE|1992|7|16.0
17296|FETH?YE|1992|8|16.3
17296|FETH?YE|1992|9|9.0
17296|FETH?YE|1992|10|8.0
17296|FETH?YE|1992|11|0.8
17296|FETH?YE|1992|12|-1.4
17296|FETH?YE|1992|13|-3.2
17296|FETH?YE|1993|1|-1.6
17296|FETH?YE|1993|2|-1.0
17296|FETH?YE|1993|3|0.8
17296|FETH?YE|1993|4|2.7
17296|FETH?YE|1993|5|8.3
17296|FETH?YE|1993|6|13.6
17296|FETH?YE|1993|7|14.9
17296|FETH?YE|1993|8|17.9
17296|FETH?YE|1993|9|12.9
17296|FETH?YE|1993|10|9.1
17296|FETH?YE|1993|11|5.0
17296|FETH?YE|1993|12|2.8
17296|FETH?YE|1993|13|-1.6
17296|FETH?YE|1994|1|2.4
17296|FETH?YE|1994|2|0.7
17296|FETH?YE|1994|3|2.7
17296|FETH?YE|1994|4|6.6
17296|FETH?YE|1994|5|10.0
17296|FETH?YE|1994|6|14.2
17296|FETH?YE|1994|7|17.3
17296|FETH?YE|1994|8|17.7
17296|FETH?YE|1994|9|15.8
17296|FETH?YE|1994|10|12.0
17296|FETH?YE|1994|11|0.1
17296|FETH?YE|1994|12|0.0
17296|FETH?YE|1994|13|0.0
17296|FETH?YE|1995|1|-0.5
17296|FETH?YE|1995|2|1.8
17296|FETH?YE|1995|3|1.0
17296|FETH?YE|1995|4|3.4
17296|FETH?YE|1995|5|7.5
17296|FETH?YE|1995|6|16.6
17296|FETH?YE|1995|7|19.0
17296|FETH?YE|1995|8|15.4
17296|FETH?YE|1995|9|14.0
17296|FETH?YE|1995|10|7.0
17296|FETH?YE|1995|11|-1.0
17296|FETH?YE|1995|12|1.3
17296|FETH?YE|1995|13|-1.0
17296|FETH?YE|1996|1|-1.7
17296|FETH?YE|1996|2|2.0
17296|FETH?YE|1996|3|2.7
17296|FETH?YE|1996|4|5.1
17296|FETH?YE|1996|5|11.3
17296|FETH?YE|1996|6|14.6
17296|FETH?YE|1996|7|17.0
17296|FETH?YE|1996|8|18.0
17296|FETH?YE|1996|9|12.0
17296|FETH?YE|1996|10|5.1
17296|FETH?YE|1996|11|4.7
17296|FETH?YE|1996|12|4.1
17296|FETH?YE|1996|13|-1.7
17296|FETH?YE|1997|1|1.4
17296|FETH?YE|1997|2|-4.0
17296|FETH?YE|1997|3|0.4
17296|FETH?YE|1997|4|0.2
17296|FETH?YE|1997|5|10.4
17296|FETH?YE|1997|6|11.7
17296|FETH?YE|1997|7|18.8
17296|FETH?YE|1997|8|15.9
17296|FETH?YE|1997|9|12.0
17296|FETH?YE|1997|10|9.8
17296|FETH?YE|1997|11|7.5
17296|FETH?YE|1997|12|1.6
17296|FETH?YE|1997|13|-4.0
17296|FETH?YE|1998|1|0.2
17296|FETH?YE|1998|2|1.7
17296|FETH?YE|1998|3|1.7
17296|FETH?YE|1998|4|5.9
17296|FETH?YE|1998|5|10.4
17296|FETH?YE|1998|6|16.8
17296|FETH?YE|1998|7|17.6
17296|FETH?YE|1998|8|20.0
17296|FETH?YE|1998|9|13.9
17296|FETH?YE|1998|10|8.3
17296|FETH?YE|1998|11|6.3
17296|FETH?YE|1998|12|1.2
17296|FETH?YE|1998|13|0.2
17296|FETH?YE|1999|1|2.7
17296|FETH?YE|1999|2|1.3
17296|FETH?YE|1999|3|3.7
17296|FETH?YE|1999|4|7.0
17296|FETH?YE|1999|5|12.5
17296|FETH?YE|1999|6|15.8
17296|FETH?YE|1999|7|19.1
17296|FETH?YE|1999|8|18.0
17296|FETH?YE|1999|9|14.6
17296|FETH?YE|1999|10|11.3
17296|FETH?YE|1999|11|2.2
17296|FETH?YE|1999|12|2.7
17296|FETH?YE|1999|13|1.3
17296|FETH?YE|2000|1|-2.0
17296|FETH?YE|2000|2|0.8
17296|FETH?YE|2000|3|0.9
17296|FETH?YE|2000|4|8.5
17296|FETH?YE|2000|5|10.0
17296|FETH?YE|2000|6|15.0
17296|FETH?YE|2000|7|18.7
17296|FETH?YE|2000|8|17.8
17296|FETH?YE|2000|9|13.0
17296|FETH?YE|2000|10|9.0
17296|FETH?YE|2000|11|6.0
17296|FETH?YE|2000|12|2.6
17296|FETH?YE|2000|13|-2.0
17296|FETH?YE|2001|1|2.8
17296|FETH?YE|2001|2|1.7
17296|FETH?YE|2001|3|7.2
17296|FETH?YE|2001|4|6.9
17296|FETH?YE|2001|5|11.0
17296|FETH?YE|2001|6|14.4
17296|FETH?YE|2001|7|19.3
17296|FETH?YE|2001|8|20.5
17296|FETH?YE|2001|9|13.7
17296|FETH?YE|2001|10|8.7
17296|FETH?YE|2001|11|2.8
17296|FETH?YE|2001|12|0.1
17296|FETH?YE|2001|13|0.1
17296|FETH?YE|2002|1|-0.6
17296|FETH?YE|2002|2|3.0
17296|FETH?YE|2002|3|3.0
17296|FETH?YE|2002|4|6.0
17296|FETH?YE|2002|5|12.0
17296|FETH?YE|2002|6|15.0
17296|FETH?YE|2002|7|19.2
17296|FETH?YE|2002|8|18.6
17296|FETH?YE|2002|9|14.6
17296|FETH?YE|2002|10|9.5
17296|FETH?YE|2002|11|6.7
17296|FETH?YE|2002|12|-1.0
17296|FETH?YE|2002|13|-1.0
17296|FETH?YE|2003|1|4.2
17296|FETH?YE|2003|2|0.2
17296|FETH?YE|2003|3|3.0
17296|FETH?YE|2003|4|5.3
17296|FETH?YE|2003|5|12.6
17296|FETH?YE|2003|6|14.7
17296|FETH?YE|2003|7|20.1
17296|FETH?YE|2003|8|19.4
17296|FETH?YE|2003|9|14.0
17296|FETH?YE|2003|10|7.4
17296|FETH?YE|2003|11|7.0
17296|FETH?YE|2003|12|1.0
17296|FETH?YE|2003|13|0.2
17296|FETH?YE|2004|1|-2.4
17296|FETH?YE|2004|2|-3.0
17296|FETH?YE|2004|3|0.9
17296|FETH?YE|2004|4|7.0
17296|FETH?YE|2004|5|11.8
17296|FETH?YE|2004|6|15.1
17296|FETH?YE|2004|7|21.0
17296|FETH?YE|2004|8|20.0
17296|FETH?YE|2004|9|14.9
17296|FETH?YE|2004|10|11.8
17296|FETH?YE|2004|11|1.0
17296|FETH?YE|2004|12|2.0
17296|FETH?YE|2004|13|-3.0
17296|FETH?YE|2005|1|0.0
17296|FETH?YE|2005|2|-0.5
17296|FETH?YE|2005|3|0.6
17296|FETH?YE|2005|4|4.8
17296|FETH?YE|2005|5|11.0
17296|FETH?YE|2005|6|16.0
17296|FETH?YE|2005|7|20.8
17296|FETH?YE|2005|8|21.0
17296|FETH?YE|2005|9|16.0
17296|FETH?YE|2005|10|8.1
17296|FETH?YE|2005|11|0.1
17296|FETH?YE|2005|12|-1.2
17296|FETH?YE|2005|13|-1.2
17296|FETH?YE|2006|1|0.3
17296|FETH?YE|2006|2|-2.0
17296|FETH?YE|2006|3|4.0
17296|FETH?YE|2006|4|9.0
17296|FETH?YE|2006|5|11.0
17296|FETH?YE|2006|6|15.9
17296|FETH?YE|2006|7|20.4
17296|FETH?YE|2006|8|20.0
17296|FETH?YE|2006|9|13.7
17296|FETH?YE|2006|10|11.3
17296|FETH?YE|2006|11|1.3
17296|FETH?YE|2006|12|-0.1
17296|FETH?YE|2006|13|-2.0
17296|FETH?YE|2007|1|1.6
17296|FETH?YE|2007|2|1.2
17296|FETH?YE|2007|3|6.2
17296|FETH?YE|2007|4|7.1
17296|FETH?YE|2007|5|11.5
17296|FETH?YE|2007|6|16.9
17296|FETH?YE|2007|7|20.8
17296|FETH?YE|2007|8|20.9
17296|FETH?YE|2007|9|16.3
17296|FETH?YE|2007|10|11.4
17296|FETH?YE|2007|11|5.6
17296|FETH?YE|2007|12|3.9
17296|FETH?YE|2007|13|1.2
17296|FETH?YE|2008|1|1.4
17296|FETH?YE|2008|2|0.2
17296|FETH?YE|2008|3|6.3
17296|FETH?YE|2008|4|7.6
17296|FETH?YE|2008|5|10.6
17296|FETH?YE|2008|6|17.7
17296|FETH?YE|2008|7|21.0
17296|FETH?YE|2008|8|21.3
17296|FETH?YE|2008|9|15.3
17296|FETH?YE|2008|10|11.8
17296|FETH?YE|2008|11|8.6
17296|FETH?YE|2008|12|1.4
17296|FETH?YE|2008|13|0.2
17296|FETH?YE|2009|1|2.5
17296|FETH?YE|2009|2|3.2
17296|FETH?YE|2009|3|4.4
17296|FETH?YE|2009|4|9.8
17296|FETH?YE|2009|5|11.4
17296|FETH?YE|2009|6|17.1
17296|FETH?YE|2009|7|20.3
17296|FETH?YE|2009|8|20.8
17296|FETH?YE|2009|9|17.0
17296|FETH?YE|2009|10|13.9
17296|FETH?YE|2009|11|6.9
17296|FETH?YE|2009|12|5.3
17296|FETH?YE|2009|13|2.5
17296|FETH?YE|2010|1|2.4
17296|FETH?YE|2010|2|0.3
17296|FETH?YE|2010|3|5.9
17296|FETH?YE|2010|4|9.2
17296|FETH?YE|2010|5|12.3
17296|FETH?YE|2010|6|18.1
17296|FETH?YE|2010|7|20.8
17296|FETH?YE|2010|8|21.9
17296|FETH?YE|2010|9|18.4
17296|FETH?YE|2010|10|10.6
17296|FETH?YE|2010|11|9.1
17296|FETH?YE|2010|12|1.3
17296|FETH?YE|2010|13|0.3
17296|FETH?YE|2011|1|1.4
17296|FETH?YE|2011|2|2.6
17296|FETH?YE|2011|3|2.7
17296|FETH?YE|2011|4|7.4
17296|FETH?YE|2011|5|12.2
17296|FETH?YE|2011|6|17.3
17296|FETH?YE|2011|7|19.0
17296|FETH?YE|2011|8|20.9
17296|FETH?YE|2011|9|17.2
17296|FETH?YE|2011|10|7.4
17296|FETH?YE|2011|11|4.1
17296|FETH?YE|2011|12|2.0
17296|FETH?YE|2011|13|1.4
17296|FETH?YE|2012|1|-2.1
17296|FETH?YE|2012|2|1.4
17296|FETH?YE|2012|3|2.0
17296|FETH?YE|2012|4|9.1
17296|FETH?YE|2012|5|12.3
17296|FETH?YE|2012|6|16.1
17296|FETH?YE|2012|7|21.1
17296|FETH?YE|2012|8|19.9
17296|FETH?YE|2012|9|16.8
17296|FETH?YE|2012|10|12.7
17296|FETH?YE|2012|11|8.4
17296|FETH?YE|2012|12|2.5
17296|FETH?YE|2012|13|-2.1
17296|FETH?YE|2013|1|-0.6
17296|FETH?YE|2013|2|3.2
17296|FETH?YE|2013|3|3.6
17296|FETH?YE|2013|4|9.4
17296|FETH?YE|2013|5|14.0
17296|FETH?YE|2013|6|16.7
17296|FETH?YE|2013|7|20.4
17296|FETH?YE|2013|8|21.4
17296|FETH?YE|2013|9|15.2
17296|FETH?YE|2013|10|9.7
17296|FETH?YE|2013|11|4.0
17296|FETH?YE|2013|12|0.2
17296|FETH?YE|2013|13|-0.6
17296|FETH?YE|2014|1|4.3
17296|FETH?YE|2014|2|3.6
17296|FETH?YE|2014|3|5.9
17296|FETH?YE|2014|4|8.5
17296|FETH?YE|2014|5|12.0
17296|FETH?YE|2014|6|14.7
17296|FETH?YE|2014|7|21.6
17296|FETH?YE|2014|8|23.3
17296|FETH?YE|2014|9|15.5
17296|FETH?YE|2014|10|11.3
17296|FETH?YE|2014|11|6.6
17296|FETH?YE|2014|12|4.0
17296|FETH?YE|2014|13|3.6
17296|FETH?YE|2015|1|-0.3
17296|FETH?YE|2015|2|-0.2
17296|FETH?YE|2015|3|5.7
17296|FETH?YE|2015|4|7.1
17296|FETH?YE|2015|5|13.0
17296|FETH?YE|2015|6|16.0
17296|FETH?YE|2015|7|20.1
17296|FETH?YE|2015|8|21.5
17296|FETH?YE|2015|9|18.1
17296|FETH?YE|2015|10|11.3
17296|FETH?YE|2015|11|9.2
17296|FETH?YE|2015|12|3.5
17296|FETH?YE|2015|13|-0.3
17296|FETH?YE|2016|1|-2.0
17296|FETH?YE|2016|2|3.3
17296|FETH?YE|2016|3|6.5
17296|FETH?YE|2016|4|10.0
17296|FETH?YE|2016|5|10.6
17296|FETH?YE|2016|6|17.1
17296|FETH?YE|2016|7|23.3
17296|FETH?YE|2016|8|22.0
17296|FETH?YE|2016|9|15.6
17296|FETH?YE|2016|10|13.4
17296|FETH?YE|2016|11|6.7
17296|FETH?YE|2016|12|-0.2
17296|FETH?YE|2016|13|-2.0
17296|FETH?YE|2017|1|0.1
17296|FETH?YE|2017|2|2.0
17296|FETH?YE|2017|3|6.1
17296|FETH?YE|2017|4|8.1
17296|FETH?YE|2017|5|13.0
17296|FETH?YE|2017|6|17.1
17296|FETH?YE|2017|7|22.7
17296|FETH?YE|2017|8|22.5
17296|FETH?YE|2017|9|16.9
17296|FETH?YE|2017|10|11.2
17296|FETH?YE|2017|11|3.8
17296|FETH?YE|2017|12|4.2
17296|FETH?YE|2017|13|0.1
17296|FETH?YE|2018|1|2.4
17296|FETH?YE|2018|2|6.4
17296|FETH?YE|2018|3|6.6
17296|FETH?YE|2018|4|9.8
17296|FETH?YE|2018|5|13.1
17296|FETH?YE|2018|6|17.6
17296|FETH?YE|2018|7|21.9
17296|FETH?YE|2018|8|22.4
17296|FETH?YE|2018|9|19.0
17296|FETH?YE|2018|10|9.2
17296|FETH?YE|2018|11|8.9
17296|FETH?YE|2018|12|1.7
17296|FETH?YE|2018|13|1.7
17296|FETH?YE|2019|1|-1.3
17296|FETH?YE|2019|2|4.8
17296|FETH?YE|2019|3|3.4
17296|FETH?YE|2019|4|8.6
17296|FETH?YE|2019|5|10.3
17296|FETH?YE|2019|6|16.5
17296|FETH?YE|2019|7|18.7
17296|FETH?YE|2019|8|22.2
17296|FETH?YE|2019|9|17.5
17296|FETH?YE|2019|10|13.4
17296|FETH?YE|2019|11|9.2
17296|FETH?YE|2019|12|4.7
17296|FETH?YE|2019|13|-1.3
17296|FETH?YE|2020|1|2.9
17296|FETH?YE|2020|2|0.2
17296|FETH?YE|2020|3|6.4
17296|FETH?YE|2020|4|7.5
17296|FETH?YE|2020|5|12.5
17296|FETH?YE|2020|6|14.5
17296|FETH?YE|2020|7|22.2
17296|FETH?YE|2020|8|22.6
17296|FETH?YE|2020|9|20.1
17296|FETH?YE|2020|10|13.8
17296|FETH?YE|2020|11|6.6
17296|FETH?YE|2020|12|5.2
17296|FETH?YE|2020|13|0.2
17296|FETH?YE|2021|1|0.6
17296|FETH?YE|2021|2|0.9
17296|FETH?YE|2021|3|2.8
17296|FETH?YE|2021|4|5.0
17296|FETH?YE|2021|5|14.8
17296|FETH?YE|2021|6|15.9
17298|MARMAR?S|1961|7|19.5
17298|MARMAR?S|1961|13|19.5
17298|MARMAR?S|1962|7|17.0
17298|MARMAR?S|1962|10|16.1
17298|MARMAR?S|1962|11|12.5
17298|MARMAR?S|1962|13|12.5
17298|MARMAR?S|1963|1|0.0
17298|MARMAR?S|1963|2|2.3
17298|MARMAR?S|1963|3|0.0
17298|MARMAR?S|1963|4|5.1
17298|MARMAR?S|1963|5|10.3
17298|MARMAR?S|1963|6|15.4
17298|MARMAR?S|1963|7|18.5
17298|MARMAR?S|1963|8|18.0
17298|MARMAR?S|1963|9|13.0
17298|MARMAR?S|1963|10|7.4
17298|MARMAR?S|1963|11|6.7
17298|MARMAR?S|1963|12|-0.8
17298|MARMAR?S|1963|13|-0.8
17298|MARMAR?S|1964|1|-3.5
17298|MARMAR?S|1964|2|0.2
17298|MARMAR?S|1964|3|4.4
17298|MARMAR?S|1964|4|8.2
17298|MARMAR?S|1964|5|10.6
17298|MARMAR?S|1964|6|15.7
17298|MARMAR?S|1964|7|17.4
17298|MARMAR?S|1964|8|18.2
17298|MARMAR?S|1964|9|10.7
17298|MARMAR?S|1964|10|13.0
17298|MARMAR?S|1964|11|5.0
17298|MARMAR?S|1964|12|5.4
17298|MARMAR?S|1964|13|-3.5
17298|MARMAR?S|1965|1|2.7
17298|MARMAR?S|1965|2|0.7
17298|MARMAR?S|1965|3|3.6
17298|MARMAR?S|1965|4|4.4
17298|MARMAR?S|1965|5|9.6
17298|MARMAR?S|1965|6|15.2
17298|MARMAR?S|1965|7|19.0
17298|MARMAR?S|1965|8|17.0
17298|MARMAR?S|1965|9|15.4
17298|MARMAR?S|1965|10|9.2
17298|MARMAR?S|1965|11|3.3
17298|MARMAR?S|1965|12|2.4
17298|MARMAR?S|1965|13|0.7
17298|MARMAR?S|1966|1|0.2
17298|MARMAR?S|1966|2|5.2
17298|MARMAR?S|1966|3|2.4
17298|MARMAR?S|1966|4|5.6
17298|MARMAR?S|1966|5|10.8
17298|MARMAR?S|1966|6|14.4
17298|MARMAR?S|1966|7|18.0
17298|MARMAR?S|1966|8|19.3
17298|MARMAR?S|1966|9|17.0
17298|MARMAR?S|1966|10|14.0
17298|MARMAR?S|1966|11|11.0
17298|MARMAR?S|1966|12|1.1
17298|MARMAR?S|1966|13|0.2
17298|MARMAR?S|1967|1|-1.7
17298|MARMAR?S|1967|2|1.4
17298|MARMAR?S|1967|3|1.2
17298|MARMAR?S|1967|4|6.3
17298|MARMAR?S|1967|5|11.1
17298|MARMAR?S|1967|6|14.5
17298|MARMAR?S|1967|7|19.2
17298|MARMAR?S|1967|8|21.2
17298|MARMAR?S|1967|9|15.9
17298|MARMAR?S|1967|10|11.5
17298|MARMAR?S|1967|11|2.0
17298|MARMAR?S|1967|12|-0.8
17298|MARMAR?S|1967|13|-1.7
17298|MARMAR?S|1968|1|-1.3
17298|MARMAR?S|1968|2|2.0
17298|MARMAR?S|1968|3|1.8
17298|MARMAR?S|1968|4|8.4
17298|MARMAR?S|1968|5|12.6
17298|MARMAR?S|1968|6|17.0
17298|MARMAR?S|1968|7|17.6
17298|MARMAR?S|1968|8|18.3
17298|MARMAR?S|1968|9|12.8
17298|MARMAR?S|1968|10|10.7
17298|MARMAR?S|1968|11|8.2
17298|MARMAR?S|1968|12|4.6
17298|MARMAR?S|1968|13|-1.3
17298|MARMAR?S|1969|1|-0.5
17298|MARMAR?S|1969|2|1.8
17298|MARMAR?S|1969|3|5.3
17298|MARMAR?S|1969|4|4.3
17298|MARMAR?S|1969|5|11.3
17298|MARMAR?S|1969|6|15.7
17298|MARMAR?S|1969|7|17.6
17298|MARMAR?S|1969|8|16.6
17298|MARMAR?S|1969|9|16.6
17298|MARMAR?S|1969|10|10.3
17298|MARMAR?S|1969|11|5.6
17298|MARMAR?S|1969|12|6.3
17298|MARMAR?S|1969|13|-0.5
17298|MARMAR?S|1970|1|3.7
17298|MARMAR?S|1970|2|1.6
17298|MARMAR?S|1970|3|5.0
17298|MARMAR?S|1970|4|7.8
17298|MARMAR?S|1970|5|9.5
17298|MARMAR?S|1970|6|14.3
17298|MARMAR?S|1970|7|18.5
17298|MARMAR?S|1970|8|18.0
17298|MARMAR?S|1970|9|12.3
17298|MARMAR?S|1970|10|9.7
17298|MARMAR?S|1970|11|6.6
17298|MARMAR?S|1970|12|1.6
17298|MARMAR?S|1970|13|1.6
17298|MARMAR?S|1971|1|5.0
17298|MARMAR?S|1971|2|0.3
17298|MARMAR?S|1971|3|2.0
17298|MARMAR?S|1971|4|6.4
17298|MARMAR?S|1971|5|12.5
17298|MARMAR?S|1971|6|13.8
17298|MARMAR?S|1971|7|18.3
17298|MARMAR?S|1971|8|19.6
17298|MARMAR?S|1971|9|14.2
17298|MARMAR?S|1971|10|8.5
17298|MARMAR?S|1971|11|5.0
17298|MARMAR?S|1971|12|1.5
17298|MARMAR?S|1971|13|0.3
17298|MARMAR?S|1972|1|1.5
17298|MARMAR?S|1972|2|0.8
17298|MARMAR?S|1972|3|3.4
17298|MARMAR?S|1972|4|7.3
17298|MARMAR?S|1972|5|10.4
17298|MARMAR?S|1972|6|14.0
17298|MARMAR?S|1972|7|19.0
17298|MARMAR?S|1972|8|18.1
17298|MARMAR?S|1972|9|14.6
17298|MARMAR?S|1972|10|5.6
17298|MARMAR?S|1972|11|2.7
17298|MARMAR?S|1972|12|1.0
17298|MARMAR?S|1972|13|0.8
17298|MARMAR?S|1973|1|-1.4
17298|MARMAR?S|1973|2|3.0
17298|MARMAR?S|1973|3|1.3
17298|MARMAR?S|1973|4|6.0
17298|MARMAR?S|1973|5|10.6
17298|MARMAR?S|1973|6|13.6
17298|MARMAR?S|1973|7|16.3
17298|MARMAR?S|1973|8|17.2
17298|MARMAR?S|1973|9|16.6
17298|MARMAR?S|1973|10|10.5
17298|MARMAR?S|1973|11|3.5
17298|MARMAR?S|1973|12|2.5
17298|MARMAR?S|1973|13|-1.4
17298|MARMAR?S|1974|1|-1.2
17298|MARMAR?S|1974|2|0.4
17298|MARMAR?S|1974|3|5.0
17298|MARMAR?S|1974|4|6.5
17298|MARMAR?S|1974|5|9.5
17298|MARMAR?S|1974|6|15.0
17298|MARMAR?S|1974|7|17.6
