st_num,date,year,month,latitude,longitude,elevation,min_temp,max_temp,avg_temp,min_hum,max_hum,avg_hum,avg_ws,inc_rad,sun_duration,G,Ra,Rso,Rn,ET0
17296,1992-05-15,1992,5,36.6266,29.1238,3.0,8.6,29.8,19.2,35.0,96.0,65.5,1.121926612751916,21.099912,8.1,0.6405000000000001,40.1246394028975,30.0958870305373,12.047701158960304,4.375559281240763
17296,1992-06-15,1992,6,36.6266,29.1238,3.0,14.1,35.0,24.55,36.0,92.0,64.0,1.1967217202687106,23.907376,9.9,0.644,41.72019072158539,31.29264625263233,13.92301776186229,5.443866047058904
17296,1992-07-15,1992,7,36.6266,29.1238,3.0,16.0,40.8,28.4,23.0,96.0,59.5,1.271516827785505,24.631208,10.9,0.1749999999999997,40.74015113749315,30.55755776218811,14.278677688560812,6.423947174109112
17296,1992-08-15,1992,8,36.6266,29.1238,3.0,16.3,37.8,27.05,31.0,96.0,63.5,1.121926612751916,22.242144000000003,10.8,-0.3429999999999999,37.05933921142589,27.796727968922102,12.63523031886563,5.482605211213986
17296,1992-09-15,1992,9,36.6266,29.1238,3.0,9.0,38.0,23.5,27.0,96.0,61.5,1.271516827785505,19.535096000000003,9.9,-0.4059999999999998,31.176363830378104,23.3841434546134,9.259003635318836,5.210559133369956
17296,1992-10-15,1992,10,36.6266,29.1238,3.0,8.0,34.5,21.25,33.0,96.0,64.5,0.8227461826847385,13.99548,7.8,-0.4970000000000001,24.01578084169289,18.01327657812017,5.619147191583406,3.1789297707256177
17296,1992-11-15,1992,11,36.6266,29.1238,3.0,0.8,32.0,16.4,21.0,95.0,58.0,1.1967217202687106,9.112752,5.5,-0.8085,18.281233744491463,13.712022182393266,2.599212510169533,3.2221749507056745
17296,1992-12-15,1992,12,36.6266,29.1238,3.0,-1.4,20.8,9.7,21.0,95.0,58.0,1.4959021503358882,8.045832,5.1,-0.532,15.667748706345536,11.751751594681531,1.853330961032901,2.154422558123793
17296,1993-01-15,1993,1,36.6266,29.1238,3.0,-1.6,19.2,8.799999999999999,19.0,95.0,57.0,1.4211070428190935,8.761296000000002,5.2,0.1154999999999999,17.08329571887093,12.813496786896328,2.459493841615366,1.918206910536956
17296,1993-02-15,1993,2,36.6266,29.1238,3.0,-1.0,23.7,11.35,19.0,94.0,56.5,2.1690581179870376,11.953688,5.9,0.2800000000000001,22.067243089391603,16.551756351629063,4.37742376192321,3.4496099868401955
